row	rank	word	english	cefrLevel	source	flags
2101	2119	einflussreich	influential	B2	UNSET	
2102	2120	feminin	feminine	A1	UNSET	
2103	2121	filigran	delicate/intricate/finely wrought	UNSET	UNSET	
2104	2122	fremdenfeindlich	hostile to foreigners/xenophobic	UNSET	UNSET	
2105	2123	gegensätzlich	opposing/contradictory	UNSET	UNSET	
2106	2124	hügelig	hilly	UNSET	UNSET	
2107	2125	kinderfreundlich	child friendly	UNSET	UNSET	
2108	2126	kundenspezifisch	customised	UNSET	UNSET	
2109	2127	länglich	longish/oblong	UNSET	UNSET	
2110	2128	marode	dilapidated/run-down/crumbling (infrastructure); ailing (company)	UNSET	UNSET	
2111	2129	öffentlichkeitswirksam	high-profile/attention-grabbing	UNSET	UNSET	
2112	2130	originär	original	UNSET	UNSET	
2113	2131	partiell	partial	UNSET	UNSET	
2114	2132	proprietär	proprietary	UNSET	UNSET	
2115	2133	resistent	resistant	UNSET	UNSET	
2116	2134	restriktiv	restrictive	UNSET	UNSET	
2117	2135	routiniert	experienced/seasoned	C1	UNSET	
2118	2136	saudisch	Saudi/Saudi-Arabian	UNSET	UNSET	
2119	2137	schattig	shady (giving shade)	UNSET	UNSET	
2120	2138	schulpflichtig	of compulsory school age	UNSET	UNSET	
2121	2139	stillgelegt	shut down/decommissioned	UNSET	UNSET	
2122	2140	stimmberechtigt	eligible to vote	UNSET	UNSET	
2123	2141	strittig	contested/disputed/at issue	C1	UNSET	
2124	2142	umgangssprachlich	colloquial/colloquially/demotic	B2	UNSET	
2125	2143	umweltbewusst	environmentally aware/environmentally conscious	UNSET	UNSET	
2126	2144	unschlagbar	unbeatable	UNSET	UNSET	
2127	2145	verlassen	abandoned/deserted	UNSET	UNSET	
2128	2146	verschneit	snow-covered/snowy	UNSET	UNSET	
2129	2147	wohlig	pleasant	C1	UNSET	
2130	2148	abschreckend	daunting/deterrent/repulsive	UNSET	UNSET	
2131	2149	achtsam	attentive/careful/carefully	C1	UNSET	
2132	2150	anpassbar	adaptable	UNSET	UNSET	
2133	2151	beispiellos	unparalleled/unprecedented	UNSET	UNSET	
2134	2152	bulgarisch	Bulgarian	UNSET	UNSET	
2135	2153	dreckig	dirty/filthy	B2	UNSET	
2136	2154	dreistellig	triple-digit	UNSET	UNSET	
2137	2155	eigenhändig	in one's own hand/personally signed	UNSET	UNSET	
2138	2156	gebraten	fried; roasted	UNSET	UNSET	
2139	2157	gebührenfrei	fee-free	UNSET	UNSET	
2140	2158	karibisch	Caribbean	UNSET	UNSET	
2141	2159	kollaborativ	collaborative	UNSET	UNSET	
2142	2160	krebserregend	carcinogenic	UNSET	UNSET	
2143	2161	lau	lukewarm/mild/tepid	UNSET	UNSET	
2144	2162	majestätisch	majestic/regal	UNSET	UNSET	
2145	2163	nachgeordnet	subordinate	UNSET	UNSET	
2146	2164	nachtaktiv	nocturnal	UNSET	UNSET	
2147	2165	nuklear	nuclear	UNSET	UNSET	
2148	2166	orthodox	orthodox	UNSET	UNSET	
2149	2167	osmanisch	Ottoman	UNSET	UNSET	
2150	2168	palästinensisch	Palestinian	UNSET	UNSET	
2151	2169	rasend	furious	B2	UNSET	
2152	2170	rätselhaft	mysterious	UNSET	UNSET	
2153	2171	rechtsverbindlich	legally binding	UNSET	UNSET	
2154	2172	restlos	completely	UNSET	UNSET	
2155	2173	routinemäßig	routine/regular/as a matter of routine	UNSET	UNSET	
2156	2174	rückblickend	retrospective	UNSET	UNSET	
2157	2175	sechsjährig	six-year	UNSET	UNSET	
2158	2176	steif	stiff	C1	UNSET	
2159	2177	steril	sterile	UNSET	UNSET	
2160	2178	straff	taut/tight/firm; tight (schedule)	UNSET	UNSET	
2161	2179	stündlich	hourly	B1	UNSET	
2162	2180	unbeschränkt	unlimited	UNSET	UNSET	
2163	2181	unrichtig	incorrect	UNSET	UNSET	
2164	2182	unzumutbar	unreasonable	UNSET	UNSET	
2165	2183	verdeckt	covert	B2	UNSET	
2166	2184	vital	full of life/vigorous/lively	UNSET	UNSET	
2167	2185	völkerrechtlich	under international law/relating to international law	UNSET	UNSET	
2168	2186	zahlenmäßig	numeric/numerical/numerically	UNSET	UNSET	
2169	2187	alltagstauglich	suitable for daily use	UNSET	UNSET	
2170	2188	anatomisch	anatomic/anatomical	UNSET	UNSET	
2171	2189	astronomisch	astronomic/astronomical	UNSET	UNSET	
2172	2190	atomar	atomic	UNSET	UNSET	
2173	2191	auffindbar	findable/locatable	UNSET	UNSET	
2174	2192	ausdrucksstark	expressive	UNSET	UNSET	
2175	2193	dubios	doubtful/dubious/shady	UNSET	UNSET	
2176	2194	eigenwillig	headstrong/idiosyncratic	UNSET	UNSET	
2177	2195	erzgebirgisch	of the Erzgebirge/Ore Mountains	UNSET	UNSET	
2178	2196	evidenzbasiert	evidence-based	UNSET	UNSET	
2179	2197	fesselnd	compelling	UNSET	UNSET	
2180	2198	fortwährend	constant/continual	UNSET	UNSET	
2181	2199	geriatrisch	geriatric	UNSET	UNSET	
2182	2200	geschlechtlich	sexual/gender-related	UNSET	UNSET	
2183	2201	geschmeidig	supple/smooth/lithe	UNSET	UNSET	
2184	2202	internetbasiert	Internet-based	UNSET	UNSET	
2185	2203	klasse	great/awesome (colloquial)	B1	UNSET	
2186	2204	kombinierbar	combinable	UNSET	UNSET	
2187	2205	kommentiert	commented/annotated	UNSET	UNSET	
2188	2206	kristallklar	crystal clear	UNSET	UNSET	
2189	2207	lebensrettend	life-saving	UNSET	UNSET	
2190	2208	lizenziert	licensed	UNSET	UNSET	
2191	2209	melancholisch	melancholic/melancholy	B2	UNSET	
2192	2210	nachdrücklich	emphatic	UNSET	UNSET	
2193	2211	pink	pink	UNSET	UNSET	
2194	2212	platziert	placed/positioned	UNSET	UNSET	
