row	rank	article	word	plural	english	cefrLevel	flags
22401	21914	der	Bibliotheksraum	Bibliotheksräume	library room	UNSET	
22402	21915	das	Biedermeier	—	Biedermeier	UNSET	
22403	21916	der	Bienenstand	Bienenstände	apiary	UNSET	
22404	21917	die	Bienenweide	Bienenweiden	bee pasture	UNSET	
22405	21918	das	Bierbrauen	—	beer brewing	UNSET	
22406	21919	die	Bierdose	Bierdosen	beer can	UNSET	
22407	21920	das	Bierzelt	Bierzelte	beer tent	UNSET	
22408	21921	die	Binge	Bingen	subsidence/sinkhole	UNSET	
22409	21922	die	Binnenalster	—	Inner Alster	UNSET	
22410	21923	das	Binnengewässer	Binnengewässer	inland waters	UNSET	
22411	21924	das	Binnenschiff	Binnenschiffe	inland vessel	UNSET	
22412	21925	der	Binnensee	Binnenseen	inland lake/lake	UNSET	
22413	21926	das	Binokular	Binokulare	binocular/binocular microscope	UNSET	
22414	21927	der	Biochemiker	Biochemiker	biochemist	UNSET	
22415	21928	die	Biochemikerin	Biochemikerinnen	female biochemist	UNSET	
22416	21929	der	Biologielehrer	Biologielehrer	biology teacher	UNSET	
22417	21930	die	Biomechanik	—	biomechanics	UNSET	
22418	21931	die	Biometrie	—	biometrics	UNSET	
22419	21932	das	Birkenholz	Birkenhölzer	birch wood	UNSET	
22420	21933	die	Birnensorte	Birnensorten	pear variety	UNSET	
22421	21934	der	Bischofssitz	Bischofssitze	bishop's see/diocesan town/seat of a bishopric	UNSET	
22422	21935	der	Bismarckturm	Bismarcktürme	Bismarck tower	UNSET	
22423	21936	der	Blasebalg	Blasebälge	bellows	UNSET	
22424	21937	der	Blauwal	Blauwale	Blue Whale	UNSET	
22425	21938	der	Blechbläser	Blechbläser	brass player	UNSET	
22426	21939	der	Blechschaden	Blechschäden	bodywork damage	UNSET	
22427	21940	der	Blender	Blender	impostor/fraud/show-off	UNSET	
22428	21941	die	Blickrichtung	Blickrichtungen	viewing direction	UNSET	
22429	21942	die	Blinddarmentzündung	Blinddarmentzündungen	appendicitis	UNSET	
22430	21943	das	Blümchen	Blümchen	little flower/floret	UNSET	
22431	21944	das	Blumengeschäft	Blumengeschäfte	flower shop	UNSET	
22432	21945	das	Blutbad	Blutbäder	bloodbath/carnage/massacre	UNSET	
22433	21946	der	Bob	Bobs	bobsleigh	UNSET	
22434	21947	der	Bodendecker	Bodendecker	ground cover	UNSET	
22435	21948	die	Bodenfeuchte	Bodenfeuchten	soil moisture	UNSET	
22436	21949	der	Bodenkontakt	Bodenkontakte	ground contact	UNSET	
22437	21950	die	Bodennähe	—	proximity to the ground / ground level	UNSET	
22438	21951	die	Bodenstation	Bodenstationen	ground station	UNSET	
22439	21952	die	Bohrinsel	Bohrinseln	drilling platform/oil rig	UNSET	
22440	21953	der	Bolzen	Bolzen	bolt	UNSET	
22441	21954	der	Bomber	Bomber	bomber	UNSET	
22442	21955	der	Bon	Bons	receipt	UNSET	
22443	21956	die	Bongo	Bongos	bongo	UNSET	
22444	21957	der	Brandgeruch	Brandgerüche	burning smell	UNSET	
22445	21958	der	Brandherd	Brandherde	seat of the fire/source of the fire	UNSET	
22446	21959	der	Brandmeister	Brandmeister	fire officer / station officer (German fire-service rank)	UNSET	
22447	21960	der	Brandort	Brandorte	site of the fire/fire scene	UNSET	
22448	21961	die	Brandschutzmaßnahme	Brandschutzmaßnahmen	fire protection measure	UNSET	
22449	21962	die	Brandstelle	Brandstellen	site of the fire	UNSET	
22450	21963	die	Brasilianerin	Brasilianerinnen	Brazilian	UNSET	
22451	21964	das	Brathähnchen	Brathähnchen	roast chicken	UNSET	
22452	21965	die	Bratpfanne	Bratpfannen	frying pan	UNSET	
22453	21966	das	Braun	Braun	brown	UNSET	
22454	21967	der	Bräutigam	Bräutigame	bridegroom/fiancé/groom	UNSET	
22455	21968	die	Brautmode	Brautmoden	bridal fashion	UNSET	
22456	21969	die	Bremsung	Bremsungen	braking	UNSET	
22457	21970	die	Brezen	Brezen	pretzel (Bavarian)	UNSET	
22458	21971	das	Brikett	Briketts	briquette	UNSET	
22459	21972	die	Brosche	Broschen	brooch	UNSET	
22460	21973	die	Brotscheibe	Brotscheiben	slice of bread	UNSET	
22461	21974	die	Bruchlandung	Bruchlandungen	crash landing	UNSET	
22462	21975	die	Bruchrechnung	Bruchrechnungen	fractions	UNSET	
22463	21976	die	Bruchstelle	Bruchstellen	break/fracture point (where something broke)	UNSET	
22464	4691	der	Bruttolohn	Bruttolöhne	gross pay/gross wage	C1	
22465	21978	das	Bruttosozialprodukt	Bruttosozialprodukte	gross national product	UNSET	
22466	21979	die	Buchausgabe	Buchausgaben	book edition	UNSET	
22467	21980	der	Buchbestand	Buchbestände	book inventory/library holdings	UNSET	
22468	21981	das	Buchenholz	Buchenhölzer	beech wood/beechwood	UNSET	
22469	21982	die	Bücherverbrennung	Bücherverbrennungen	book burning	UNSET	
22470	21983	die	Bücherwelt	Bücherwelten	book world/world of books	UNSET	
22471	21984	der	Buchverkauf	Buchverkäufe	book sale	UNSET	
22472	21985	der	Buckelwal	Buckelwale	humpback whale	UNSET	
22473	21986	das	Bügelbrett	Bügelbretter	ironing board	UNSET	
22474	21987	der	Bühnenraum	Bühnenräume	stage area	UNSET	
22475	21988	das	Bulletin	Bulletins	bulletin	UNSET	
22476	21989	der	Bundesjustizminister	Bundesjustizminister	Federal Minister of Justice	UNSET	
22477	21990	die	Bundespressekonferenz	Bundespressekonferenzen	federal press conference	UNSET	
22478	21991	die	Bundesprüfstelle	—	Federal Review Board	UNSET	
22479	21992	die	Bundesverteidigungsministerin	Bundesverteidigungsministerinnen	federal minister of defence	UNSET	
22480	21993	das	Bürgerkriegsland	Bürgerkriegsländer	civil war country	UNSET	
22481	21994	die	Bürgerrechtsbewegung	Bürgerrechtsbewegungen	civil rights movement	UNSET	
22482	21995	der	Burggraf	Burggrafen	burgrave	UNSET	
22483	21996	der	Burgturm	Burgtürme	castle tower	UNSET	
22484	21997	der	Bussard	Bussarde	buzzard	UNSET	
22485	21998	der	Buzzer	Buzzer	buzzer	UNSET	
22486	21999	der	Cacher	Cacher	geocacher	UNSET	
22487	22000	das	Campusgelände	Campusgelände	campus area	UNSET	
22488	22001	der	Canyon	Canyons	canyon	UNSET	
22489	22002	der	Charm	—	charm	UNSET	
22490	3261	der	Chatroom	Chatrooms	chat room/chatroom	B1	
22491	22004	der	Cheerleader	Cheerleader	cheerleader	UNSET	
22492	22005	der	Chefposten	Chefposten	senior position/chief post	UNSET	
22493	22006	die	Chemiewaffe	Chemiewaffen	chemical weapon	UNSET	
22494	22007	die	Chemnitzerin	Chemnitzerinnen	person from Chemnitz (female)	UNSET	
22495	22008	die	Chia	Chias	chia	UNSET	
22496	22009	der	Chic	—	chic	UNSET	
22497	22010	das	Chorkonzert	Chorkonzerte	choir concert	UNSET	
22498	22011	der	Chorraum	Chorräume	chancel/presbytery	UNSET	
22499	22012	der	Chorsänger	Chorsänger	chorister/member of the chorus	UNSET	
22500	22013	der	Christenmensch	Christenmenschen	Christian/Christian person	UNSET	
22501	22014	die	Christenverfolgung	Christenverfolgungen	persecution of Christians	UNSET	
22502	22015	das	Christfest	Christfeste	Christmas	UNSET	
22503	22016	der	Christstollen	Christstollen	stollen	UNSET	
22504	22017	die	Chuzpe	Chuzpen	chutzpah/hutzpah	UNSET	
22505	22018	das	Codewort	Codewörter	code word	UNSET	
22506	22019	der	Computertomograph	Computertomographen	CT scanner/computed tomography scanner	UNSET	
22507	22020	die	Cornflakes	Cornflakes	corn flakes	UNSET	
22508	22021	die	Coverversion	Coverversionen	cover/cover version	UNSET	
22509	22022	die	Creole	Creolen	hoop earring	UNSET	
22510	22023	das	Crewmitglied	Crewmitglieder	crew member	UNSET	
22511	22024	das	Currypulver	Currypulver	curry powder	UNSET	
22512	22025	der	Cut	Cuts	cut/cutaway/morning coat	UNSET	
22513	22026	der	Cutter	Cutter	cutter/editor	UNSET	
