row	rank	word	english	cefrLevel	source	flags
6301	6335	verschnupft	sniffly/peeved	UNSET	UNSET	
6302	6336	verschroben	eccentric/quirky	UNSET	UNSET	
6303	6337	verschwägert	related by marriage	UNSET	UNSET	
6304	6338	vertan	wasted/missed	UNSET	UNSET	
6305	6339	verworren	tangled/confused	UNSET	UNSET	
6306	6340	vielbefahren	heavily used (of roads)	UNSET	UNSET	
6307	6341	vielfarbig	multi-coloured	UNSET	UNSET	
6308	6342	vielsagend	meaningful/telling	UNSET	UNSET	
6309	6343	vierstöckig	four-storey	UNSET	UNSET	
6310	6344	vierwöchentlich	every four weeks	UNSET	UNSET	
6311	6345	vorbezeichnet	previously designated	UNSET	UNSET	
6312	6346	vorfristig	ahead of schedule	UNSET	UNSET	
6313	6347	vorkonziliar	pre-conciliar	UNSET	UNSET	
6314	6348	vorrömisch	pre-Roman	UNSET	UNSET	
6315	6349	vulnerabel	vulnerable	UNSET	UNSET	
6316	6350	wacker	brave/upright	UNSET	UNSET	
6317	6351	waffenlos	unarmed/weaponless	UNSET	UNSET	
6318	6352	wahnwitzig	insane/crazy	UNSET	UNSET	
6319	6353	wasserdurchlässig	permeable to water/pervious to water/water-permeable	UNSET	UNSET	
6320	6354	wassergefüllt	water-filled	UNSET	UNSET	
6321	6355	wassergekühlt	water-cooled	UNSET	UNSET	
6322	6356	wechselständig	alternate	UNSET	UNSET	
6323	6357	wechselwarm	cold-blooded/poikilotherm/poikilothermic	UNSET	UNSET	
6324	6358	weitgereist	much-travelled/well-travelled/widely travelled	UNSET	UNSET	
6325	6359	wertstabil	stable in value	UNSET	UNSET	
6326	6360	wettbewerbsverzerrend	anticompetitive/distortive	UNSET	UNSET	
6327	6361	widerlegbar	rebuttable/refutable	UNSET	UNSET	
6328	6362	widerspruchsfrei	consistent	UNSET	UNSET	
6329	6363	widerstrebend	reluctant/grudging	UNSET	UNSET	
6330	6364	wiederverwertbar	recyclable	UNSET	UNSET	
6331	6365	willensstark	strong-willed	UNSET	UNSET	
6332	6366	wissenschaftshistorisch	history-of-science-related	UNSET	UNSET	
6333	6367	wohlgesonnen	well-disposed	UNSET	UNSET	
6334	6368	wortgewandt	eloquent/felicitous/glib	UNSET	UNSET	
6335	6369	wortgleich	equally worded	UNSET	UNSET	
6336	6370	wunschlos	desireless	C1	UNSET	
6337	6371	wurzelnackt	bare root	UNSET	UNSET	
6338	6372	zählbar	countable	UNSET	UNSET	
6339	6373	zahlungswirksam	cash-effective	UNSET	UNSET	
6340	6374	zellular	cellular	UNSET	UNSET	
6341	6375	zerebral	cerebral/highbrow/intellectual	UNSET	UNSET	
