row	rank	article	word	plural	english	cefrLevel	flags
2801	2785	die	Freigabe	Freigaben	release/approval	UNSET	
2802	2786	der	Gerichtshof	Gerichtshöfe	court/court of justice/court of law	UNSET	
2803	2787	die	Kundin	Kundinnen	female customer/client	A1	
2804	2788	der	Läufer	Läufer	runner	UNSET	
2805	2789	das	Moor	Moore	bog/fen/moor	UNSET	
2806	2790	die	Platte	Platten	plate/record/disk	B2	
2807	1105	die	Uhrzeit	Uhrzeiten	time/time of day	A1	
2808	2792	das	Wahrzeichen	Wahrzeichen	landmark	UNSET	
2809	2793	das	Weiß	—	white/whiteness	UNSET	
2810	2794	die	Absolventin	Absolventinnen	graduate	UNSET	
2811	2795	der	Abzug	Abzüge	deduction; withdrawal (troops); print (photo); extractor hood	UNSET	
2812	2796	das	Biosphärenreservat	Biosphärenreservate	biosphere reserve	UNSET	
2813	2797	die	Creme	Cremes	cream	A2	
2814	2798	das	Dankeschön	Dankeschöns	thank-you/thank-you gift	UNSET	
2815	2799	das	Depot	Depots	depot/storage facility	C1	
2816	2800	der	Ehegatte	Ehegatten	husband/spouse	UNSET	
2817	2801	das	Fell	Felle	fur/pelt/skin	C1	
2818	2802	die	Förderschule	Förderschulen	special needs school/special school	UNSET	
2819	2803	das	Heimspiel	Heimspiele	home game/home match	UNSET	
2820	2804	das	Hormon	Hormone	hormone	C1	
2821	2805	die	Kalorie	Kalorien	calorie	B2	
2822	2806	der	Keim	Keime	germ/seed/shoot	UNSET	
2823	1106	die	Kiste	Kisten	box/coffer	A1	
2824	2808	die	Lautstärke	Lautstärken	volume	B2	
2825	2809	der	Lebensunterhalt	—	livelihood/living/subsistence	B2	
2826	2810	die	Nuss	Nüsse	nut; (hazelnut = Haselnuss)	B1	
2827	2811	die	Pizza	Pizzas	pizza	A1	
2828	2812	die	Psychiatrie	Psychiatrien	psychiatry	UNSET	
2829	2813	das	Sammeln	—	collecting	UNSET	
2830	2814	die	Strahlung	Strahlungen	radiation	UNSET	
2831	2815	die	Überarbeitung	Überarbeitungen	revision	UNSET	
2832	2816	die	Unfallversicherung	Unfallversicherungen	accident insurance	UNSET	
2833	2817	die	Zustellung	Zustellungen	delivery/notification	UNSET	
2834	2818	der	Brite	Briten	Briton	UNSET	
2835	2819	die	Chancengleichheit	—	equal opportunities/equality of opportunity	B2	
2836	2820	der	Dichter	Dichter	poet	B2	
2837	2821	der	Durchbruch	Durchbrüche	breakthrough; breach	B2	
2838	2822	die	Einleitung	Einleitungen	introduction	A2	
2839	2823	das	Elektrofahrzeug	Elektrofahrzeuge	electric vehicle	UNSET	
2840	2824	die	Fitness	—	fitness	B1	
2841	2825	der	Gefangene	Gefangenen	prisoner	UNSET	adjectivalNoun
2842	2826	die	Hausarbeit	Hausarbeiten	housework/term paper	A2	
2843	2827	die	Heimatstadt	Heimatstädte	home town/hometown/native city	UNSET	
2844	2828	die	Inanspruchnahme	Inanspruchnahmen	use/utilisation	UNSET	
2845	2829	das	Mandat	Mandate	mandate/seat	UNSET	
2846	2830	das	Militär	—	army/military	UNSET	
2847	2831	der	Protagonist	Protagonisten	protagonist	C1	
2848	2832	das	Register	Register	index/register/registry	UNSET	
2849	2833	das	Selbstbewusstsein	—	self-confidence	B2	
2850	2834	der	Tropfen	Tropfen	drop/wine	A1	
2851	2835	die	Verschlüsselung	Verschlüsselungen	encryption	B2	
2852	2836	die	Vorkenntnis	Vorkenntnisse	previous experience/previous knowledge	UNSET	
2853	2837	die	Zentrale	Zentralen	central office/headquarters	UNSET	
2854	2838	der	Amerikaner	Amerikaner	American	UNSET	
2855	2839	die	Aufbereitung	Aufbereitungen	conditioning/editing/preparation	UNSET	
2856	2840	der	Doktorand	Doktoranden	doctoral student/PhD student	UNSET	
2857	2841	das	Einverständnis	Einverständnisse	agreement/consent	UNSET	
2858	2842	der	Engel	Engel	angel	UNSET	
2859	2843	das	Fliegen	—	flight/flying	UNSET	
2860	2844	das	Folgejahr	Folgejahre	following year	UNSET	
2861	2845	die	Funktionsweise	Funktionsweisen	how something works/mode of operation	UNSET	
2862	1109	der	Helm	Helme	helmet	A1	
2863	2847	der	Herausgeber	Herausgeber	editor/publisher	UNSET	
2864	2848	der	Hingucker	Hingucker	eye-catcher	UNSET	
2865	2849	der	Journalismus	—	journalism	UNSET	
2866	2850	das	Linux	—	Linux	UNSET	
2867	2851	das	Monitoring	Monitorings	monitoring	UNSET	
2868	2852	das	Postfach	Postfächer	P.O. Box/PO Box/post office box	UNSET	
2869	2853	die	Story	Storys	story	B1	
2870	1112	der	Teppich	Teppiche	carpet/rug/tapestry	A1	
2871	2855	die	Textilie	Textilien	textile/fabric	B2	
2872	2856	der	Tunnel	Tunnel	tunnel	B2	
2873	2857	der	Vorreiter	Vorreiter	outrider/precursor/trailblazer	UNSET	
2874	2858	der	Zweig	Zweige	branch/branchlet/twig	B2	
2875	2859	die	Animation	Animationen	animation	UNSET	
2876	2860	das	Arbeitslosengeld	Arbeitslosengelder	dole/unemployment benefit	UNSET	
2877	2861	die	Benachrichtigung	Benachrichtigungen	notification	C1	
2878	2862	die	Chirurgie	Chirurgien	surgery	UNSET	
2879	2863	der	Daumen	Daumen	thumb	A2	
2880	1113	die	Ehefrau	Ehefrauen	wife	A1	
2881	2865	die	Erreichbarkeit	Erreichbarkeiten	availability/accessibility	C1	
2882	2866	die	Faszination	Faszinationen	fascination	B2	
2883	2867	die	Flora	Floren	flora	C1	
2884	2868	die	Fluggesellschaft	Fluggesellschaften	air carrier/airline	UNSET	
2885	2869	die	Handschrift	Handschriften	hand/handwriting/manuscript	UNSET	
2886	2870	die	Instandhaltung	Instandhaltungen	maintenance/servicing	C1	
2887	2871	die	Konsole	Konsolen	console; (architecture) bracket/corbel	UNSET	
2888	2872	die	Lebensbedingung	Lebensbedingungen	condition of life	B2	
2889	2873	die	Lippe	Lippen	lip	B1	
2890	2874	die	Neugier	—	curiosity/inquisitiveness	B1	
2891	2875	der	Physiker	Physiker	physicist	B2	
2892	2876	der	Schmetterling	Schmetterlinge	butterfly	B2	
2893	2877	der	Südwesten	—	south-west/southwest	UNSET	
2894	2878	der	Tester	Tester	tester	UNSET	
2895	2879	der	Zinssatz	Zinssätze	interest rate	UNSET	
2896	2880	die	Ahnung	Ahnungen	idea/clue/notion	A2	
2897	2881	die	Aktualität	Aktualitäten	topicality	C1	
2898	2882	die	Blicke	Blicken	glances/views	UNSET	
2899	1114	der	Erste	Ersten	first	A1	adjectivalNoun
2900	2884	das	Erzbistum	Erzbistümer	archbishopric/archdiocese/see	UNSET	
2901	2885	der	Franke	Franken	Franconian/Frank	UNSET	
2902	2886	das	Gen	Gene	gene	B2	
2903	2887	der	Geschäftsprozess	Geschäftsprozesse	business process	UNSET	
2904	2888	die	Gewährung	Gewährungen	granting	UNSET	
2905	2889	die	Markierung	Markierungen	mark/marker/marking	UNSET	
2906	2890	das	Mehrfamilienhaus	Mehrfamilienhäuser	apartment building/apartment house/multi-family house	UNSET	
2907	2891	die	Melodie	Melodien	melody	B2	
2908	2892	das	Mobbing	—	bullying/harassment/workplace bullying	UNSET	
2909	2893	die	Opposition	Oppositionen	opposition	B2	
2910	2894	der	Rückstand	Rückstände	backlog/arrears/residue	UNSET	
2911	1116	der	Schalter	Schalter	counter/switch	A1	
2912	2896	die	Sehnsucht	Sehnsüchte	craving/longing/yearning	UNSET	
2913	2897	die	Sektion	Sektionen	section	UNSET	
2914	2898	der	Sitzplatz	Sitzplätze	seat	A2	
2915	2899	die	Warnung	Warnungen	warning	UNSET	
2916	2900	der	Zusatz	Zusätze	addition	UNSET	
2917	2901	der	Arbeitsablauf	Arbeitsabläufe	workflow	C1	
2918	2902	die	Bereicherung	Bereicherungen	enrichment/expansion/increase	UNSET	
2919	2903	der	Beton	Betons	concrete	C1	
2920	2904	die	Dekoration	Dekorationen	decoration	A2	
2921	2905	der	Delegierte	Delegierten	delegate	UNSET	adjectivalNoun
2922	2906	der	Fahrplan	Fahrpläne	schedule/time table/timetable	A2	
2923	2907	das	Kostüm	Kostüme	costume/fancy dress/suit	B1	
2924	2908	die	Leber	Lebern	liver	UNSET	
2925	2909	der	Leib	Leiber	belly/body/stomach	UNSET	
2926	2910	die	Metropolregion	Metropolregionen	metropolitan area	UNSET	
2927	2911	die	Oberschule	Oberschulen	high school/secondary school	UNSET	
2928	2912	der	Pilot	Piloten	pilot	B2	
2929	2913	die	PIN	PINs	PIN	A2	
2930	2914	der	Reisepass	Reisepässe	passport	UNSET	
2931	2915	die	Rückfrage	Rückfragen	further inquiry/query	A2	
2932	2916	der	Sack	Säcke	sack/bag	B1	
2933	2917	der	Schulhof	Schulhöfe	schoolyard	C1	
2934	2918	die	Selbstverständlichkeit	Selbstverständlichkeiten	matter of course	UNSET	
2935	2919	die	Seniorin	Seniorinnen	senior citizen	A2	
2936	2920	das	Stadtzentrum	Stadtzentren	downtown/town centre	A2	
2937	2921	das	Sterben	—	dying	UNSET	
2938	2922	die	Wiederherstellung	Wiederherstellungen	recovery/restoration	UNSET	
2939	2923	die	Windenergie	—	wind energy/wind power	UNSET	
2940	2924	der	Artenschutz	—	species conservation/species protection	UNSET	
2941	2925	die	Begrenzung	Begrenzungen	limit/limitation	C1	
2942	2926	die	Blockchain	Blockchains	blockchain	UNSET	
2943	2927	die	Diät	Diäten	diet	B1	
2944	2928	die	Fachzeitschrift	Fachzeitschriften	trade journal/trade magazine	C1	
2945	2929	die	Gattung	Gattungen	genre/genus/kind	UNSET	
2946	2930	die	Klausel	Klauseln	clause	UNSET	
