row	rank	article	word	plural	english	cefrLevel	flags
16801	8829	die	Liberalisierung	Liberalisierungen	liberalisation	C1	
16802	16312	das	Lichtermeer	Lichtermeere	sea of light	UNSET	
16803	16313	die	Lichtstärke	Lichtstärken	luminous intensity	UNSET	
16804	16314	der	Lieblingssong	Lieblingssongs	favourite song	UNSET	
16805	16315	das	Lieblingsthema	Lieblingsthemen	favourite topic	UNSET	
16806	16316	der	Limettensaft	Limettensäfte	lime juice	UNSET	
16807	16317	die	Limitierung	Limitierungen	limitation	UNSET	
16808	16318	der	Literaturkritiker	Literaturkritiker	literary critic	UNSET	
16809	16319	die	Loggia	Loggien	loggia	UNSET	
16810	16320	das	Lösungswort	Lösungswörter	solution word	UNSET	
16811	16321	die	Lotion	Lotionen	lotion	UNSET	
16812	16322	die	Luftbrücke	Luftbrücken	airlift	UNSET	
16813	16323	die	Luftfahrtindustrie	Luftfahrtindustrien	aviation industry	UNSET	
16814	16324	die	Luftfracht	Luftfrachten	air cargo	UNSET	
16815	16325	die	Luftmatratze	Luftmatratzen	air bed/air mattress/inflatable mattress	UNSET	
16816	16326	die	Luftnot	—	shortness of breath/respiratory distress	UNSET	
16817	16327	der	Luftweg	Luftwege	air route/airway	UNSET	
16818	16328	die	Luftzirkulation	Luftzirkulationen	air circulation	UNSET	
16819	16329	der	Luftzug	Luftzüge	draft/draught	UNSET	
16820	16330	das	Lux	Lux	lux	UNSET	
16821	16331	das	Maar	Maare	crater cavity/maar	UNSET	
16822	16332	die	Machart	Macharten	design/style	UNSET	
16823	16333	die	Macherin	Macherinnen	doer/maker (female)	UNSET	
16824	16334	die	Machtergreifung	Machtergreifungen	seizure of power	UNSET	
16825	16335	die	Mädchenschule	Mädchenschulen	girls’ school	UNSET	
16826	16336	die	Made	Maden	maggot	UNSET	
16827	16337	das	Magenbeschwerden	Magenbeschwerden	stomach complaints	UNSET	
16828	16338	der	Magenkrebs	Magenkrebse	stomach cancer	UNSET	
16829	16339	die	Magisterarbeit	Magisterarbeiten	master's thesis	UNSET	
16830	16340	die	Mahngebühr	Mahngebühren	reminder fee/late fee	UNSET	
16831	16341	die	Mammografie	Mammografien	mammography	UNSET	
16832	16342	der	Mandarin	Mandarine	mandarin (Chinese official)	UNSET	
16833	8830	die	Mango	Mangos	mango/mango tree	C1	
16834	16344	der	Männerchor	Männerchöre	men's choir	UNSET	
16835	16345	das	Mantra	Mantras	mantra	UNSET	
16836	16346	die	Mär	Mären	story/tale/tall story	UNSET	
16837	16347	der	Marathonlauf	Marathonläufe	marathon	UNSET	
16838	16348	die	Marktkirche	Marktkirchen	market church	UNSET	
16839	16349	der	Markttag	Markttage	market day	UNSET	
16840	16350	der	Maschinenbauingenieur	Maschinenbauingenieure	mechanical engineer	UNSET	
16841	16351	die	Maßeinheit	Maßeinheiten	unit of measurement	UNSET	
16842	16352	der	Mathematiklehrer	Mathematiklehrer	teacher of mathematics	UNSET	
16843	16353	der	Mäzen	Mäzene	patron	UNSET	
16844	16354	der	Mediaplayer	Mediaplayer	media player	UNSET	
16845	16355	die	Medienkunst	—	media art	UNSET	
16846	7662	das	Meerestier	Meerestiere	marine animal	B2	
16847	16357	der	Mehrzweckraum	Mehrzweckräume	multi-purpose room	UNSET	
16848	16358	der	Meisterkoch	Meisterköche	master chef	UNSET	
16849	16359	das	Meme	Memes	meme	UNSET	
16850	16360	die	Menschenmasse	Menschenmassen	crowd	UNSET	
16851	16361	der	Menschenrechtler	Menschenrechtler	human rights activist	UNSET	
16852	16362	der	Messbecher	Messbecher	measuring cup/measuring jug	UNSET	
16853	16363	der	Messebesuch	Messebesuche	trade fair visit	UNSET	
16854	16364	der	Mikronährstoff	Mikronährstoffe	micronutrient	UNSET	
16855	16365	das	Mikrophon	Mikrophone	microphone	UNSET	
16856	16366	die	Milchsäure	Milchsäuren	lactic acid	UNSET	
16857	7663	die	Militarisierung	Militarisierungen	militarisation	B2	
16858	16368	die	Militärregierung	Militärregierungen	military government	UNSET	
16859	16369	das	Millionenpublikum	—	audience of millions	UNSET	
16860	16370	das	Mineralöl	Mineralöle	mineral oil	UNSET	
16861	16371	die	Mitstreiterin	Mitstreiterinnen	fellow campaigner/ally	UNSET	
16862	7664	der	Mittagsschlaf	—	afternoon nap/siesta	B2	
16863	16373	die	Mittelmeerinsel	Mittelmeerinseln	Mediterranean island	UNSET	
16864	1767	die	Modedesignerin	Modedesignerinnen	fashion designer (female)	A1	
16865	3228	die	Modelleisenbahn	Modelleisenbahnen	model railway	B1	
16866	16376	der	Modetrend	Modetrends	fashion trend	UNSET	
16867	16377	die	Modifizierung	Modifizierungen	modification	UNSET	
16868	16378	die	Mogelpackung	Mogelpackungen	deceptive packaging	UNSET	
16869	16379	der	Mohn	Mohne	poppy/poppy seed	UNSET	
16870	16380	die	Mole	Molen	pier, jetty, breakwater	UNSET	
16871	16381	die	Molekularbiologie	—	molecular biology	UNSET	
16872	16382	die	Monatsblutung	Monatsblutungen	menstruation/period	UNSET	
16873	16383	die	Monopolstellung	Monopolstellungen	monopoly position	UNSET	
16874	16384	der	Mops	Möpse	pug	UNSET	
16875	16385	der	Morgenstern	Morgensterne	morning star/spiked mace	UNSET	
16876	16386	die	Motorenpalette	Motorenpaletten	engine range	UNSET	
16877	16387	der	Mufflon	Mufflons	mouflon	UNSET	
16878	16388	das	Multifunktionsgerät	Multifunktionsgeräte	multifunction device/multifunctional device	UNSET	
16879	16389	das	Mundstück	Mundstücke	mouthpiece	UNSET	
16880	16390	die	Musikalität	Musikalitäten	musicality	UNSET	
16881	16391	das	Musikfest	Musikfeste	music festival	UNSET	
16882	16392	die	Musikkapelle	Musikkapellen	band	UNSET	
16883	16393	die	Musikkultur	Musikkulturen	musical culture	UNSET	
16884	16394	die	Musiktheorie	Musiktheorien	music theory	UNSET	
16885	16395	die	Muskelzelle	Muskelzellen	muscle cell	UNSET	
16886	16396	die	Musterung	Musterungen	pattern/medical examination (military)	UNSET	
16887	16397	die	Mutprobe	Mutproben	test of courage	UNSET	
16888	16398	das	Myelom	Myelome	myeloma	UNSET	
16889	16399	der	Nachahmer	Nachahmer	copycat/imitator	UNSET	
16890	16400	das	Nachbargebäude	Nachbargebäude	neighbouring building	UNSET	
16891	16401	die	Nachrichtentechnik	Nachrichtentechniken	telecommunications engineering	UNSET	
16892	16402	das	Nachthemd	Nachthemden	nightdress/nightgown/nightie	UNSET	
16893	16403	die	Nachtigall	Nachtigallen	nightingale	UNSET	
16894	16404	der	Nachtragshaushalt	Nachtragshaushalte	supplementary budget	UNSET	
16895	16405	die	Nachtwäsche	Nachtwäschen	nightwear	UNSET	
16896	16406	die	Nachtzeit	Nachtzeiten	night period/nighttime	UNSET	
16897	16407	der	Nachwuchsforscher	Nachwuchsforscher	early-career researcher/young researcher	UNSET	
16898	16408	das	Nagelstudio	Nagelstudios	nail salon	UNSET	
16899	16409	die	Namensgeberin	Namensgeberinnen	person after whom something is named, eponym	UNSET	
16900	16410	der	Napf	Näpfe	bowl (esp. for a pet)	UNSET	
16901	16411	das	Narrativ	Narrative	narrative	UNSET	
16902	16412	die	Naschkatze	Naschkatzen	person with a sweet tooth	UNSET	
16903	16413	das	Nasenspray	Nasensprays	nasal spray	UNSET	
16904	3229	der	Nationalfeiertag	Nationalfeiertage	national holiday	B1	
16905	16415	das	Natron	—	baking soda	UNSET	
16906	16416	das	Naturwunder	Naturwunder	natural wonder	UNSET	
16907	16417	die	Nebenwohnung	Nebenwohnungen	secondary residence	UNSET	
16908	16418	die	Neige	Neigen	decline/depletion/dreg	UNSET	
16909	16419	der	Nennwert	Nennwerte	face value	UNSET	
16910	16420	der	Nestbau	Nestbauten	nestbuilding	UNSET	
16911	16421	die	Netzpolitik	—	internet policy/digital policy	UNSET	
16912	16422	das	Neujahrsfest	Neujahrsfeste	New Year celebration	UNSET	
16913	16423	das	Neujahrskonzert	Neujahrskonzerte	New Year concert	UNSET	
16914	8831	das	Neuron	Neuronen	neuron	C1	
16915	16425	der	Niedriglohnsektor	Niedriglohnsektoren	low wage sector	UNSET	
16916	8832	die	Niete	Nieten	rivet	C1	
16917	16427	die	Nisse	Nissen	nit	UNSET	
16918	1770	das	Nomen	Nomina	noun	A1	
16919	16429	die	Nordhalbkugel	—	Northern Hemisphere	UNSET	
16920	16430	die	Nordküste	Nordküsten	north coast	UNSET	
16921	16431	der	Nordrand	Nordränder	north edge	UNSET	
16922	16432	der	Normale	Normalen	ordinary person	UNSET	adjectivalNoun
16923	16433	der	Nougat	Nougats	nougat	UNSET	
16924	16434	der	Obelisk	Obelisken	obelisk	UNSET	
16925	7665	der	Oberbegriff	Oberbegriffe	blanket term/generic term/hypernym	B2	
16926	16436	der	Obmann	Obmänner	chairman/representative/umpire	UNSET	
16927	16437	der	Obstbau	—	fruit-growing/orcharding/pomiculture	UNSET	
16928	16438	die	Obstwiese	Obstwiesen	fruit meadow	UNSET	
16929	16439	die	Ohrmuschel	Ohrmuscheln	auricle/ear conch/pinna	UNSET	
16930	16440	das	Okular	Okulare	eyepiece/ocular	UNSET	
16931	16441	die	Ölmühle	Ölmühlen	oil mill	UNSET	
16932	16442	das	Onlinespiel	Onlinespiele	online game	UNSET	
16933	16443	der	Optimalfall	Optimalfälle	best-case scenario/optimal case	UNSET	
16934	16444	der	Ordnungshüter	Ordnungshüter	law enforcement officer	UNSET	
16935	16445	die	Ordnungszahl	Ordnungszahlen	atomic number/ordinal number	UNSET	
16936	16446	der	Ortstermin	Ortstermine	on-site visit/on-site meeting	UNSET	
16937	16447	der	Osmane	Osmanen	Ottoman	UNSET	
16938	16448	der	Ostbahnhof	Ostbahnhöfe	eastern station/east station	UNSET	
16939	16449	das	Oval	Ovale	oval	UNSET	
16940	16450	die	Oxidation	Oxidationen	oxidation	UNSET	
16941	16451	die	Panikattacke	Panikattacken	panic attack	UNSET	
16942	16452	die	Papierherstellung	Papierherstellungen	papermaking	UNSET	
16943	16453	die	Partnerwahl	Partnerwahlen	choice of partner	UNSET	
16944	16454	die	Pastinake	Pastinaken	parsnip	UNSET	
16945	16455	das	Patentrezept	Patentrezepte	easy answer/magic formula/silver bullet	UNSET	
16946	16456	der	Patron	Patrone	patron/patron saint	UNSET	
16947	16457	der	Pauschbetrag	Pauschbeträge	lump sum/allowance	UNSET	
16948	16458	die	Pazifikküste	Pazifikküsten	Pacific coast	UNSET	
16949	16459	das	Peptid	Peptide	peptide	UNSET	
16950	16460	die	Pergola	Pergolen	pergola	UNSET	
16951	16461	der	Personalberater	Personalberater	personnel consultant/recruitment consultant	UNSET	
16952	16462	der	Personalbestand	Personalbestände	staff/workforce	UNSET	
16953	16463	die	Personalentscheidung	Personalentscheidungen	personnel decision	UNSET	
16954	16464	die	Pfefferminze	Pfefferminzen	peppermint	UNSET	
16955	16465	der	Pfefferspray	Pfeffersprays	pepper spray	UNSET	
16956	16466	die	Pharmafirma	Pharmafirmen	pharmaceutical company	UNSET	
16957	16467	die	Phobie	Phobien	phobia	UNSET	
16958	16468	das	Pilates	—	Pilates	UNSET	
16959	16469	der	Pilotbetrieb	Pilotbetriebe	pilot operation	UNSET	
16960	16470	die	Planke	Planken	plank	UNSET	
16961	16471	die	Platzgründe	Platzgründe	reasons of space	UNSET	
16962	16472	das	Plüschtier	Plüschtiere	stuffed animal	UNSET	
16963	16473	das	Pokalfinale	Pokalfinale	cup final	UNSET	
16964	16474	die	Polio	—	polio	UNSET	
16965	16475	der	Politologe	Politologen	political scientist	UNSET	
16966	16476	der	Popsong	Popsongs	pop song	UNSET	
16967	16477	das	Preisausschreiben	Preisausschreiben	competition/contest	UNSET	
16968	16478	die	Preisbindung	Preisbindungen	fixed pricing/resale price maintenance	UNSET	
16969	16479	das	Priesterseminar	Priesterseminare	seminary	UNSET	
16970	16480	die	Primärenergie	Primärenergien	primary energy	UNSET	
16971	16481	die	Privatbank	Privatbanken	private bank	UNSET	
16972	16482	der	Privatdozent	Privatdozenten	private lecturer, adjunct university lecturer (post-doctoral teaching qualification)	UNSET	
16973	16483	das	Problemviertel	Problemviertel	problem neighbourhood/deprived district	UNSET	
16974	8833	das	Produktionsland	Produktionsländer	production country	C1	
16975	16485	die	Produktivitätssteigerung	Produktivitätssteigerungen	productivity increase	UNSET	
16976	16486	der	Prof	Profs	prof	UNSET	
16977	16487	die	Proklamation	Proklamationen	proclamation	UNSET	
16978	1771	das	Pronomen	Pronomen	pronoun	A1	
16979	16489	die	Prozentzahl	Prozentzahlen	percentage	UNSET	
16980	16490	die	Prozesskosten	Prozesskosten	court costs/litigation costs	UNSET	
16981	16491	die	Prüfziffer	Prüfziffern	check digit	UNSET	
16982	16492	das	Prunkstück	Prunkstücke	showpiece	UNSET	
16983	16493	der	Psychothriller	Psychothriller	psychological thriller	UNSET	
16984	16494	der	Pullus	Pulli	chick/young bird	UNSET	
16985	16495	das	Pumpspeicherkraftwerk	Pumpspeicherkraftwerke	pumped storage power plant	UNSET	
16986	16496	der	Punch	Punchs	punch	UNSET	
16987	16497	das	Pünktchen	Pünktchen	tiny dot	UNSET	
16988	16498	der	Purzelbaum	Purzelbäume	forward roll/roly poly/somersault	UNSET	
16989	16499	die	Qualitätsoffensive	Qualitätsoffensiven	quality offensive	UNSET	
16990	16500	die	Quarantäne	Quarantänen	quarantine	UNSET	
16991	16501	die	Quinte	Quinten	fifth	UNSET	
16992	16502	die	Quintessenz	Quintessenzen	gist/quintessence	UNSET	
16993	16503	der	Rabbi	Rabbinen	rabbi	UNSET	
16994	16504	die	Rabenkrähe	Rabenkrähen	carrion crow	UNSET	
