row	rank	article	word	plural	english	cefrLevel	flags
13301	12804	der	Irrsinn	—	insanity/lunacy/madness	UNSET	
13302	12805	die	Jägerprüfung	Jägerprüfungen	hunting exam	UNSET	
13303	12806	der	Jahresdurchschnitt	Jahresdurchschnitte	annual average	UNSET	
13304	12807	der	Jahresrückblick	Jahresrückblicke	review of the year's events/year in review	UNSET	
13305	12808	die	Jalousie	Jalousien	Venetian blind	UNSET	
13306	12809	das	Jod	—	iodine	UNSET	
13307	12810	die	Journalistenschule	Journalistenschulen	journalism school/school of journalism	UNSET	
13308	12811	das	Jugendprojekt	Jugendprojekte	youth project	UNSET	
13309	12812	die	Kaffeepause	Kaffeepausen	coffee break	UNSET	
13310	12813	die	Kaltmiete	Kaltmieten	rent excluding bills/basic rent	UNSET	
13311	12814	der	Kämmerer	Kämmerer	treasurer (local authority)	UNSET	
13312	12815	die	Kampfhandlung	Kampfhandlungen	combat action	UNSET	
13313	12816	die	Kapitalerhöhung	Kapitalerhöhungen	capital increase	UNSET	
13314	12817	der	Kardiologe	Kardiologen	cardiologist	UNSET	
13315	3656	das	Kätzchen	Kätzchen	kitten	A2	
13316	12819	der	Kegel	Kegel	bowling pin/cone/skittle	UNSET	
13317	12820	der	Keimling	Keimlinge	embryo/seedling	UNSET	
13318	12821	die	Kenngröße	Kenngrößen	parameter/characteristic value	UNSET	
13319	12822	die	Kernfrage	Kernfragen	core issue	UNSET	
13320	12823	die	Keule	Keulen	club/leg/shank	UNSET	
13321	4602	die	Kichererbse	Kichererbsen	chick-pea/chickpea	C1	
13322	12825	der	Kiefernwald	Kiefernwälder	pinewood	UNSET	
13323	12826	der	Kindersoldat	Kindersoldaten	child soldier	UNSET	
13324	12827	der	Kinobesucher	Kinobesucher	cinemagoer/filmgoer/moviegoer	UNSET	
13325	12828	das	Klavierkonzert	Klavierkonzerte	piano concert/piano concerto	UNSET	
13326	12829	das	Klimagas	Klimagase	greenhouse gas/climate gas	UNSET	
13327	12830	der	Klimagipfel	Klimagipfel	climate summit	UNSET	
13328	12831	der	Klimaschützer	Klimaschützer	climate protector/climate activist	UNSET	
13329	12832	das	Kohlenstoffdioxid	—	carbon dioxide	UNSET	
13330	12833	der	Koloss	Kolosse	colossus	UNSET	
13331	12834	die	Kommunikationsform	Kommunikationsformen	form of communication	UNSET	
13332	12835	die	Kommunion	Kommunionen	Communion	UNSET	
13333	12836	die	Kompensationsmaßnahme	Kompensationsmaßnahmen	compensation measure	UNSET	
13334	12837	die	Konditorei	Konditoreien	pastry shop/confectionery	UNSET	
13335	3204	die	Konfitüre	Konfitüren	jam	B1	
13336	12839	die	Königsfamilie	Königsfamilien	royal family	UNSET	
13337	12840	das	Konjunkturpaket	Konjunkturpakete	economic stimulus package	UNSET	
