row	rank	article	word	plural	english	cefrLevel	flags
25201	9006	die	Weidenrinde	Weidenrinden	willow bark	C1	
25202	9007	der	Würfelzucker	Würfelzucker	sugar cube	C1	
25203	9008	das	Dauerfeuer	Dauerfeuer	continuous fire	C1	
25204	9009	die	Kommunikationskultur	Kommunikationskulturen	communication culture	C1	
25205	9010	das	Kommunikationsmanagement	Kommunikationsmanagements	communication management	C1	
25206	9011	die	Sendepause	Sendepausen	broadcast break	C1	
25207	9012	der	Angeber	Angeber	show-off	C1	
25208	9013	der	Berufskontext	Berufskontexte	professional context	C1	
25209	9014	die	Konfliktsituation	Konfliktsituationen	conflict situation	C1	
25210	9016	die	Schlagfertigkeit	—	quick-wittedness	C1	
25211	9017	die	Seminarlänge	—	length of the seminar	C1	
25212	9018	das	Trainingsbuch	Trainingsbücher	training book	C1	
25213	9019	die	Abwehrstrategie	Abwehrstrategien	defence strategy	C1	
25214	9020	die	Ironisierung	Ironisierungen	ironic treatment	C1	
25215	9021	die	Entwicklungspsychologie	—	developmental psychology	C1	
25216	9022	der	Forschungsgegenstand	Forschungsgegenstände	object of research	C1	
25217	9023	die	Fremdsprachenkenntnisse	Fremdsprachenkenntnisse	foreign language skills	C1	
25218	9024	der	Immigrant	Immigranten	immigrant	C1	
25219	3759	der	Lehrende	Lehrende	teacher	A2	
25220	9025	der	Lernprozess	Lernprozesse	learning process	C1	
25221	9026	der	Sprachkontakt	Sprachkontakte	language contact	C1	
25222	9027	die	Sprachregel	Sprachregeln	language rule	C1	
25223	9028	das	Sprachvermögen	—	ability to speak	C1	
25224	9029	die	Trainingszeit	Trainingszeiten	training time	C1	
25225	9031	die	Hauptbedeutung	Hauptbedeutungen	main meaning	C1	
25226	9032	der	Regiolekt	Regiolekte	regiolect	C1	
25227	9034	die	Reinform	Reinformen	pure form	C1	
25228	9035	das	Stadtteilschild	Stadtteilschilder	neighbourhood sign	C1	
25229	9036	die	Theaterleute	Theaterleute	theatre people	C1	
25230	9037	die	Verdummung	—	dumbing down	C1	
25231	9038	der	Intellekt	Intellekte	intellect	C1	
25232	9039	das	Arbeitsergebnis	Arbeitsergebnisse	work result	C1	
25233	9040	die	Karrierebremse	Karrierebremsen	career obstacle / something that holds your career back	C1	
25234	9041	der	Karriereschritt	Karriereschritte	career step	C1	
25235	9042	die	Manieren	Manieren	manners	C1	
25236	9043	das	Sprachgefüge	Sprachgefüge	language structure	C1	
25237	9044	das	Sprachgefühl	—	feeling for language	C1	
25238	9045	die	Verbesserungsmöglichkeit	Verbesserungsmöglichkeiten	possibility of improvement	C1	
25239	9046	das	Clubkonzert	Clubkonzerte	club concert	C1	
25240	9047	der	Konzertfilm	Konzertfilme	concert film	C1	
25241	9048	das	Körpergefühl	Körpergefühle	body awareness	C1	
25242	9049	der	Leadsänger	Leadsänger	lead singer	C1	
25243	9050	das	Livealbum	Livealben	live album	C1	
25244	9051	die	Musikart	Musikarten	type of music	C1	
25245	9053	das	Musikkonservatorium	Musikkonservatorien	music conservatory	C1	
25246	9054	der	Ska	—	Ska	C1	
25247	9055	die	Stimmfarbe	Stimmfarben	voice colour	C1	
25248	9056	der	Vollblutmusiker	Vollblutmusiker	musician through and through / consummate musician	C1	
25249	9057	die	Durchsetzung	—	enforcement	C1	
25250	9058	das	Entwicklerteam	Entwicklerteams	development team	C1	
25251	9059	die	Fertigware	Fertigwaren	finished product	C1	
25252	9060	die	Firmengruppe	Firmengruppen	group of companies	C1	
25253	9061	die	Gewichtskontrolle	Gewichtskontrollen	weight control	C1	
25254	9062	das	Technologieunternehmen	Technologieunternehmen	technology company	C1	
25255	9063	der	Zusatzstoff	Zusatzstoffe	additive	C1	
25256	9064	der	Berufseinsteiger	Berufseinsteiger	career starter	C1	
25257	9065	die	Berufslaufbahn	Berufslaufbahnen	professional career	C1	
25258	9066	der	Personalexperte	Personalexperten	personnel expert	C1	
25259	9067	der	Bewerbungsratgeber	Bewerbungsratgeber	application guide	C1	
25260	9068	der	Hinblick	—	regard/respect	C1	
25261	9070	der	Studienwechsel	Studienwechsel	change of study programme	C1	
25262	9071	der	Berufsschulabschluss	Berufsschulabschlüsse	vocational school leaving certificate	C1	
25263	9072	der	Fachschulabschluss	Fachschulabschlüsse	technical college qualification	C1	
25264	9073	der	Hochschulabschluss	Hochschulabschlüsse	university degree	C1	
25265	9074	die	Herrenjahre	Herrenjahre	years as a master/gentleman	C1	
25266	9076	das	Au-pair-Mädchen	Au-pair-Mädchen	au pair	C1	
25267	9077	die	Studienberatung	—	student counselling service	C1	
25268	9078	die	Zulassungsvoraussetzung	Zulassungsvoraussetzungen	admission requirement	C1	
25269	9080	das	Multitasking	—	multitasking	C1	
25270	9081	der	Betriebsberater	Betriebsberater	management consultant	C1	
25271	9082	das	Bremslicht	Bremslichter	brake light	C1	
25272	9083	der	Dauerstress	—	constant stress	C1	
25273	9084	der	Entscheidungsstau	Entscheidungsstaus	backlog of decisions	C1	
25274	9085	das	Gehirnareal	Gehirnareale	brain area	C1	
25275	9086	die	Gleichzeitigkeit	—	simultaneity	C1	
25276	9087	der	Innovationsschub	Innovationsschübe	innovation push	C1	
25277	9088	der	Kernspintomograf	Kernspintomografen	magnetic resonance tomograph	C1	
25278	9089	der	Neurowissenschaftler	Neurowissenschaftler	neuroscientist	C1	
25279	9091	die	Unfallquote	Unfallquoten	accident rate	C1	
25280	9092	der	Versuchsleiter	Versuchsleiter	investigator	C1	
25281	9093	die	Zeitfalle	Zeitfallen	time trap	C1	
25282	9094	das	Zeitintervall	Zeitintervalle	time interval	C1	
25283	9095	die	Gesamtaussage	Gesamtaussagen	overall statement	C1	
25284	9097	die	Begeisterungsfähigkeit	—	capacity for enthusiasm	C1	
25285	9098	das	Fachwissen	—	expertise	C1	
25286	9099	die	Führungskompetenz	Führungskompetenzen	leadership competence	C1	
25287	9100	die	Kundenorientierung	—	customer orientation	C1	
25288	9101	die	Organisationsfähigkeit	Organisationsfähigkeiten	ability to organise	C1	
25289	9102	die	Teamorientierung	—	team orientation	C1	
25290	9103	die	Zielorientierung	—	target orientation	C1	
25291	9104	die	Veränderungsbereitschaft	—	willingness to change	C1	
25292	9105	das	Assessment	Assessments	assessment	C1	
25293	9106	das	Einzelinterview	Einzelinterviews	individual interview	C1	
25294	9107	das	Karrieremagazin	Karrieremagazine	career magazine	C1	
25295	9109	der	Konzentrationstest	Konzentrationstests	concentration test	C1	
25296	9110	die	Postkorbübung	Postkorbübungen	in-tray exercise	C1	
25297	9111	das	Ratgeberbuch	Ratgeberbücher	guidebook	C1	
25298	9112	die	Selbstpräsentation	Selbstpräsentationen	self-presentation	C1	
25299	9113	die	Studentenorganisation	Studentenorganisationen	student organisation	C1	
25300	9114	der	Schreibplan	Schreibpläne	writing plan	C1	
25301	9115	die	Arbeitsform	Arbeitsformen	form of work	C1	
25302	9116	der	Amateurfußballer	Amateurfußballer	amateur footballer	C1	
25303	9118	der	Fußballtrick	Fußballtricks	football trick	C1	
25304	9119	das	Handarbeitsbuch	Handarbeitsbücher	needlework book	C1	
25305	9120	der	Online-Shop	Online-Shops	online shop	C1	
25306	9121	das	Skiresort	Skiresorts	ski resort	C1	
25307	3762	das	Start-Up	Start-Ups	start-up	A2	
25308	9122	der	Zusammenschnitt	Zusammenschnitte	compilation	C1	
25309	9123	die	Prämienzahlung	Prämienzahlungen	premium payment	C1	
25310	9124	der	Wirtschaftsgipfel	Wirtschaftsgipfel	economic summit	C1	
25311	9125	die	Kohlekrise	Kohlekrisen	coal crisis	C1	
25312	9126	die	Rohstoffverarbeitung	—	processing of raw materials	C1	
25313	9127	die	Erholungsmöglichkeit	Erholungsmöglichkeiten	opportunity to relax	C1	
25314	9128	die	Gewissensbisse	Gewissensbisse	pangs of conscience	C1	
25315	9129	die	Gewissensfrage	Gewissensfragen	question of conscience	C1	
25316	9130	die	Karaffe	Karaffen	carafe	C1	
25317	9131	die	Ballung	Ballungen	agglomeration	C1	
25318	9132	die	Entscheidungshilfe	Entscheidungshilfen	decision aid	C1	
25319	9133	die	Fehlkalkulation	Fehlkalkulationen	miscalculation	C1	
25320	9134	die	Fügung	Fügungen	providence	C1	
25321	9135	das	Kellerstück	Kellerstücke	cellar piece	C1	
25322	9136	der	Ladenpreis	Ladenpreise	retail price	C1	
25323	9137	der	Normalsterbliche	Normalsterbliche	ordinary mortal	C1	
25324	9138	die	Offenlegung	Offenlegungen	disclosure	C1	
25325	9140	das	Präsente-Lager	Präsente-Lager	gift storage/gift warehouse	C1	
25326	9141	die	Rechtspflicht	Rechtspflichten	legal obligation	C1	
25327	9142	der	Kommunikationsweg	Kommunikationswege	communication channel	C1	
25328	9143	der	Preisdruck	—	price pressure	C1	
25329	9144	die	Rationalisierungsmaßnahme	Rationalisierungsmaßnahmen	rationalisation measure	C1	
25330	9145	die	Standortbedingungen	Standortbedingungen	site conditions	C1	
25331	9146	die	Umweltregel	Umweltregeln	environmental rule	C1	
25332	9147	die	Unternehmenskosten	Unternehmenskosten	company costs	C1	
25333	9148	der	Unternehmensteil	Unternehmensteile	corporate division	C1	
25334	9149	die	Verlagerung	—	relocation	C1	
25335	9150	das	Vorprodukt	Vorprodukte	preliminary product	C1	
25336	9151	der	Wettbewerbsdruck	—	competitive pressure	C1	
25337	9152	das	Zwischenprodukt	Zwischenprodukte	intermediate product	C1	
25338	9153	das	Finanzierungsinstitut	Finanzierungsinstitute	financial institution	C1	
25339	9154	die	Fremdfinanzierung	Fremdfinanzierungen	debt financing	C1	
25340	9155	das	Mindestkapital	—	minimum capital	C1	
25341	9156	der	Crowdfunder	Crowdfunder	crowdfunder	C1	
25342	9157	die	Finanzierungsmöglichkeit	Finanzierungsmöglichkeiten	financing option	C1	
25343	9158	die	Gewinnbeteiligung	Gewinnbeteiligungen	profit share	C1	
25344	9159	die	Mindestkapitalmenge	Mindestkapitalmengen	minimum amount of capital	C1	
25345	9160	das	Musikprojekt	Musikprojekte	music project	C1	
25346	9161	das	Bühnenkonzert	Bühnenkonzerte	stage concert	C1	
25347	9162	der	Festivalauftritt	Festivalauftritte	festival appearance	C1	
25348	9163	das	Musikstudium	Musikstudien	Music studies	C1	
25349	9164	die	Projektbeschreibung	Projektbeschreibungen	project description	C1	
25350	9165	der	Realisierungszeitraum	Realisierungszeiträume	realisation period	C1	
25351	9166	der	Stilbruch	Stilbrüche	break in style	C1	
25352	9167	die	Straßenmusik	—	street music	C1	
25353	9168	die	Crowdfunding-Aktion	Crowdfunding-Aktionen	crowdfunding campaign	C1	
25354	9169	der	Leihservice	Leihservices	rental service/lending service	C1	
25355	9170	das	Beratungsgespräch	Beratungsgespräche	counselling interview	C1	
25356	9171	die	Terminvereinbarung	Terminvereinbarungen	making an appointment	C1	
25357	9172	der	Businessplan	Businesspläne	business plan	C1	
25358	9173	der	Finanzierungsplan	Finanzierungspläne	financing plan	C1	
25359	9174	die	Projektidee	Projektideen	project idea	C1	
25360	9175	der	Finanzierer	Finanzierer	financier	C1	
25361	9176	das	Musikalbum	Musikalben	music album	C1	
25362	9177	der	Musikerkollege	Musikerkollegen	musician colleague	C1	
25363	9178	der	Arbeitnehmende	Arbeitnehmende	employee	C1	
25364	9179	das	Arbeitsplatzmodell	Arbeitsplatzmodelle	workplace model	C1	
25365	9180	der	Burn-Out	Burn-Outs	burn-out	C1	
25366	9181	der	Büroplatz	Büroplätze	office space	C1	
25367	9182	die	Erfolgszahl	Erfolgszahlen	success number	C1	
25368	9183	die	IT-Branche	—	IT industry	C1	
25369	9184	der	Mitarbeitende	Mitarbeitende	employee	C1	
25370	9185	der	Anfangspunkt	Anfangspunkte	starting point	C1	
25371	9186	die	Anschaffungskosten	Anschaffungskosten	acquisition costs	C1	
25372	9187	die	Hauptinformation	Hauptinformationen	main information	C1	
25373	9188	die	Kontaktaufnahme	Kontaktaufnahmen	making contact	C1	
25374	9189	der	Medienpädagoge	Medienpädagogen	pedagogue	C1	
25375	9190	der	Leserkommentar	Leserkommentare	reader's comment	C1	
25376	9191	die	Haupttätigkeit	Haupttätigkeiten	main activity	C1	
25377	9192	der	Kommunikationswirt	Kommunikationswirte	communications manager	C1	
25378	9193	die	Marketingabteilung	Marketingabteilungen	marketing department	C1	
25379	9194	die	Werbeabteilung	Werbeabteilungen	advertising department	C1	
25380	9195	die	Anfangsbegeisterung	—	initial enthusiasm	C1	
25381	9196	das	Bewältigungsverhalten	—	coping behaviour	C1	
25382	9197	die	Bewegungsarmut	—	lack of movement	C1	
25383	9198	die	Diätmethode	Diätmethoden	diet method	C1	
25384	9199	das	Falsche-Hoffnung-Syndrom	—	false hope syndrome	C1	
25385	9200	das	Gesundheitshandeln	—	health behaviour	C1	
