row	rank	word	english	cefrLevel	source	flags
5601	5634	unansehnlich	unsightly	UNSET	UNSET	
5602	5635	unappetitlich	unappetising	UNSET	UNSET	
5603	5636	unaufschiebbar	not postponable	UNSET	UNSET	
5604	5637	unauslöschlich	indelible	UNSET	UNSET	
5605	5638	unaussprechlich	unspeakable/unpronounceable	UNSET	UNSET	
5606	5639	unbesiegbar	invincible	UNSET	UNSET	
5607	5640	unbeständig	changeable/fickle/unstable	UNSET	UNSET	
5608	5641	unbewaffnet	unarmed	UNSET	UNSET	
5609	5642	unbewohnbar	uninhabitable	UNSET	UNSET	
5610	5643	undeutsch	un-German	UNSET	UNSET	
5611	5644	undurchschaubar	enigmatic/inexplicable/inscrutable	UNSET	UNSET	
5612	5645	unersetzbar	irreplaceable	UNSET	UNSET	
5613	5646	unethisch	unethical	UNSET	UNSET	
5614	5647	ungeniert	free and easy/unashamed/unembarrassed	UNSET	UNSET	
5615	5648	ungeschoren	scot-free/unshorn	UNSET	UNSET	
5616	5649	ungewaschen	unwashed	UNSET	UNSET	
5617	5650	uniert	Uniate (of an Eastern church in union with Rome)	UNSET	UNSET	
5618	5651	unkontrollierbar	uncontrollable	UNSET	UNSET	
5619	5652	unkundig	unknowledgeable	UNSET	UNSET	
5620	5653	unmoralisch	immoral/unethical	C1	UNSET	
5621	5654	unorthodox	unorthodox	UNSET	UNSET	
5622	5655	unprätentiös	unpretentious	UNSET	UNSET	
5623	5656	unrecht	wrong/unjust	C1	UNSET	
5624	5657	unrentabel	unprofitable	UNSET	UNSET	
5625	5658	unteilbar	indivisible	UNSET	UNSET	
5626	5659	unterernährt	malnourished/undernourished	UNSET	UNSET	
5627	5660	untragbar	intolerable/unbearable	UNSET	UNSET	
5628	5661	unveräußerlich	inalienable	UNSET	UNSET	
5629	5662	unvollkommen	imperfect	UNSET	UNSET	
5630	5663	unzeitgemäß	old-fashioned/out-of-date	UNSET	UNSET	
5631	5664	urgemütlich	really cosy	UNSET	UNSET	
5632	5665	urplötzlich	very sudden	UNSET	UNSET	
5633	5666	uruguayisch	Uruguayan	UNSET	UNSET	
5634	5667	verächtlich	contemptuous/despicable	UNSET	UNSET	
5635	5668	verbesserungswürdig	in need of improvement	UNSET	UNSET	
5636	5669	verchromt	chromium-plated	UNSET	UNSET	
5637	5670	vereinsintern	internal to the club	UNSET	UNSET	
5638	5671	verhandelbar	negotiable	UNSET	UNSET	
5639	5672	verrucht	wicked/disreputable	UNSET	UNSET	
5640	5673	versandfertig	ready for dispatch	UNSET	UNSET	
5641	5674	versorgungsrechtlich	pension-law-related	UNSET	UNSET	
5642	5675	verstümmelt	mutilated	UNSET	UNSET	
5643	5676	vertrauensbildend	confidence-building	UNSET	UNSET	
5644	5677	verwandtschaftlich	familial/related	UNSET	UNSET	
5645	5678	verwitwet	widowed	UNSET	UNSET	
5646	5679	verzerrungsfrei	distortion-free	UNSET	UNSET	
5647	5680	verzichtbar	dispensable/expendable	UNSET	UNSET	
5648	5681	vibrierend	vibrating	UNSET	UNSET	
5649	5682	vierfarbig	four-colour	UNSET	UNSET	
5650	5683	viergeschossig	four-storey	UNSET	UNSET	
5651	5684	viertürig	four-door	UNSET	UNSET	
5652	5685	volksnah	close to the people/popularly accessible	UNSET	UNSET	
5653	5686	vorzeigbar	presentable	UNSET	UNSET	
5654	5687	wahlfrei	optional/elective	UNSET	UNSET	
5655	5688	walisisch	Welsh	UNSET	UNSET	
5656	5689	wärmedämmend	heat-insulating/thermally insulating	UNSET	UNSET	
5657	5690	wartungsfrei	free of maintenance	UNSET	UNSET	
5658	5691	weinrot	burgundy/claret/wine-red	UNSET	UNSET	
5659	5692	weißrussisch	Belarusian	UNSET	UNSET	
5660	5693	wellenförmig	wavy/wave-shaped	UNSET	UNSET	
5661	5694	wesensmäßig	by nature/essentially	UNSET	UNSET	
5662	5695	wetterbeständig	weather-resistant	UNSET	UNSET	
5663	5696	wiedererkennbar	recognisable	UNSET	UNSET	
5664	5697	wiederverheiratet	remarried	UNSET	UNSET	
5665	5698	wilhelminisch	Wilhelminian	UNSET	UNSET	
