row	rank	word	english	cefrLevel	source	flags
4901	4929	beschissen	lousy/terrible (vulgar)	UNSET	UNSET	
4902	4930	beseelt	imbued/soulful	B2	UNSET	
4903	4931	besserwisserisch	know-it-all/smugly superior	UNSET	UNSET	
4904	4932	bestürzt	dismayed/shocked	UNSET	UNSET	
4905	4933	betucht	well off/well-to-do	UNSET	UNSET	
4906	4934	bivalent	bivalent	UNSET	UNSET	
4907	4935	blauäugig	blue-eyed/dewy-eyed/naive	UNSET	UNSET	
4908	4936	blutsaugend	bloodsucking/hematophagous	UNSET	UNSET	
4909	4937	bodenlang	floor-length	UNSET	UNSET	
4910	4938	brandgefährlich	extremely dangerous	UNSET	UNSET	
4911	4939	bretonisch	Breton	UNSET	UNSET	
4912	4940	bronzezeitlich	Bronze Age	UNSET	UNSET	
4913	4941	chancenlos	with no chance, out of contention	UNSET	UNSET	
4914	4942	cholerisch	hot-tempered, irascible	UNSET	UNSET	
4915	4943	cremefarben	cream-coloured	UNSET	UNSET	
4916	4944	dankenswert	commendable	UNSET	UNSET	
4917	4945	deaktiviert	deactivated	UNSET	UNSET	
4918	4946	dental	dental	UNSET	UNSET	
4919	4947	deprimiert	dejected/depressed/downcast	UNSET	UNSET	
4920	4948	derivativ	derivative	UNSET	UNSET	
4921	4949	diagonal	diagonal	UNSET	UNSET	
4922	4950	diktatorisch	dictatorial	UNSET	UNSET	
4923	4951	distal	distal	UNSET	UNSET	
4924	4952	doll	great/awesome (colloquial)	UNSET	UNSET	
4925	4953	druckfertig	ready for printing	UNSET	UNSET	
4926	4954	druckvoll	forceful/powerful	UNSET	UNSET	
4927	4955	durchzogen	interspersed/streaked	UNSET	UNSET	
4928	4956	dürreresistent	drought-resistant	UNSET	UNSET	
4929	4957	ehrbar	reputable	UNSET	UNSET	
4930	4958	ehrfürchtig	reverent	UNSET	UNSET	
4931	4959	eigensinnig	stubborn/wilful/headstrong	B2	UNSET	
4932	4960	eingeklemmt	stuck/pinched	UNSET	UNSET	
4933	4961	eingleisig	single-track	UNSET	UNSET	
4934	4962	einmütig	unanimous	UNSET	UNSET	
4935	4963	einträchtig	harmonious/peaceful	UNSET	UNSET	
4936	4964	einzeilig	single-line	UNSET	UNSET	
4937	4965	eisenhaltig	containing iron	UNSET	UNSET	
4938	4966	eiweißhaltig	containing protein / proteinaceous	UNSET	UNSET	
4939	4967	elektrostatisch	electrostatic	UNSET	UNSET	
4940	4968	eloquent	eloquent	UNSET	UNSET	
4941	4969	energiebewusst	energy conscious	UNSET	UNSET	
