row	rank	article	word	plural	english	cefrLevel	flags
12601	12099	der	Friedensvertrag	Friedensverträge	peace treaty	UNSET	
12602	12100	die	Fruchtfliege	Fruchtfliegen	fruit fly	UNSET	
12603	12101	das	Fruchtwasser	—	amniotic fluid/waters	UNSET	
12604	12102	die	Frühgeschichte	—	early history	UNSET	
12605	12103	die	Frühzeit	Frühzeiten	early days	UNSET	
12606	12104	die	Fußballerin	Fußballerinnen	footballer (female)	UNSET	
12607	12105	die	Gardine	Gardinen	curtain	UNSET	
12608	12106	der	Gastprofessor	Gastprofessoren	visiting professor	UNSET	
12609	12107	die	Gattin	Gattinnen	wife	UNSET	
12610	12108	der	Gebrauchsgegenstand	Gebrauchsgegenstände	everyday object / article of daily use	UNSET	
12611	12109	der	Gefährder	Gefährder	potential threat (security term)	UNSET	
12612	12110	das	Gefahrgut	Gefahrgüter	dangerous goods	UNSET	
12613	12111	die	Geflügelpest	—	avian influenza/bird flu/fowl plague	UNSET	
12614	12112	das	Gefrierfach	Gefrierfächer	freezer compartment	UNSET	
12615	12113	die	Gefühlswelt	Gefühlswelten	emotional world	UNSET	
12616	12114	der	Gegenpol	Gegenpole	opposite pole	UNSET	
12617	12115	der	Generaldirektor	Generaldirektoren	general director	UNSET	
12618	12116	der	Generalist	Generalisten	all-rounder/generalist	UNSET	
12619	12117	die	Genesis	Genesen	Book of Genesis/Genesis	UNSET	
12620	12118	die	Genitalverstümmelung	Genitalverstümmelungen	genital mutilation (FGM)	UNSET	
12621	12119	der	Gepäckträger	Gepäckträger	luggage carrier/luggage rack/porter	UNSET	
12622	12120	das	Geschäftsleben	Geschäftsleben	business life	UNSET	
12623	12121	das	Geschicklichkeitsspiel	Geschicklichkeitsspiele	dexterity game	UNSET	
12624	12122	die	Geschlechtergerechtigkeit	—	gender equality	UNSET	
12625	12123	die	Geschlechtsidentität	Geschlechtsidentitäten	gender identity	UNSET	
12626	12124	das	Geschwisterkind	Geschwisterkinder	sibling; (regional) cousin, nephew/niece	UNSET	
12627	12125	die	Gezeit	Gezeiten	tide	UNSET	
12628	12126	die	Glastür	Glastüren	glass door	UNSET	
12629	12127	das	Glaubensbekenntnis	Glaubensbekenntnisse	creed/statement of faith	UNSET	
12630	12128	die	GroKo	—	grand coalition (Große Koalition)	UNSET	
12631	12129	die	Großbaustelle	Großbaustellen	major construction site	UNSET	
12632	12130	der	Großeinsatz	Großeinsätze	large-scale operation	UNSET	
12633	4595	die	Großzügigkeit	—	generosity	C1	
12634	12132	die	Grundfrage	Grundfragen	basic question/fundamental question	UNSET	
12635	12133	das	Gruppengespräch	Gruppengespräche	group discussion	UNSET	
12636	12134	der	Gusto	Gustos	taste/inclination	UNSET	
12637	12135	die	Gynäkologin	Gynäkologinnen	gynaecologist	UNSET	
12638	12136	die	Haarfarbe	Haarfarben	hair colour	UNSET	
12639	12137	der	Halm	Halme	stalk / blade (of grass) first	UNSET	
12640	12138	das	Halteverbot	Halteverbote	no-stopping zone / no stopping (sign)	UNSET	
12641	12139	die	Handchirurgie	—	hand surgery	UNSET	
12642	12140	das	Handelsgesetzbuch	Handelsgesetzbücher	Commercial Code	UNSET	
12643	12141	der	Handelsplatz	Handelsplätze	trading centre/marketplace	UNSET	
12644	12142	die	Handhabe	Handhaben	means/leverage	UNSET	
12645	12143	der	Handzettel	Handzettel	flyer/handout	UNSET	
12646	12144	der	Harn	Harne	urine	UNSET	
12647	12145	die	Hausärztin	Hausärztinnen	family doctor (f.)/GP (f.)	UNSET	
12648	12146	die	Hautpflege	—	skin care	UNSET	
12649	12147	der	Heilungsprozess	Heilungsprozesse	healing process	UNSET	
12650	12148	der	Heimbewohner	Heimbewohner	care home resident	UNSET	
12651	8742	der	Heißluftballon	Heißluftballons	hot-air balloon	C1	
12652	12150	der	Herpes	Herpetes	herpes	UNSET	
12653	12151	der	Herzschrittmacher	Herzschrittmacher	pacemaker	UNSET	
12654	12152	die	Hilfsaktion	Hilfsaktionen	relief action	UNSET	
12655	12153	die	Hinterbliebenenrente	Hinterbliebenenrenten	survivors' pension	UNSET	
12656	12154	die	Hinwendung	Hinwendungen	turning toward	UNSET	
12657	12155	das	Hoheitsgebiet	Hoheitsgebiete	territory	UNSET	
