row	rank	article	word	plural	english	cefrLevel	flags
9801	24137	die	Schuldenbremse	Schuldenbremsen	debt brake	UNSET	
9802	24138	die	Schulwoche	Schulwochen	school week	UNSET	
9803	24139	das	Schwarzwild	—	wild boars	UNSET	
9804	24140	der	Serbe	Serben	Serb	UNSET	
9805	24141	die	Sichtweite	Sichtweiten	visibility	UNSET	
9806	8947	die	Silbe	Silben	syllable	C1	
9807	24143	der	Sir	Sirs	sir	UNSET	
9808	8949	das	Skateboard	Skateboards	skateboard	C1	
9809	24145	das	Sodbrennen	Sodbrennen	heartburn	UNSET	
9810	24146	die	Sonderstellung	Sonderstellungen	special position/special status	UNSET	
9811	24147	die	Sonderveranstaltung	Sonderveranstaltungen	special event	UNSET	
9812	24148	die	Sonnenblume	Sonnenblumen	sunflower	UNSET	
9813	24149	die	Sparsamkeit	Sparsamkeiten	economy/frugality/husbandry	UNSET	
9814	24150	die	Spenderin	Spenderinnen	donor (female)	UNSET	
9815	24151	der	Spielball	Spielbälle	game ball/plaything/set ball	UNSET	
9816	24152	der	Spitzensport	—	elite sport	UNSET	
9817	24153	der	Sprössling	Sprösslinge	offspring/sprig	UNSET	
9818	24154	die	Spule	Spulen	coil/inductor/reel	UNSET	
9819	24155	der	Stammgast	Stammgäste	regular guest/customer	UNSET	
9820	8951	die	Steinkohle	Steinkohlen	hard coal	C1	
9821	24157	die	Stigmatisierung	Stigmatisierungen	stigmatisation	UNSET	
9822	24158	die	Strahlenbelastung	Strahlenbelastungen	radiation exposure	UNSET	
9823	24159	die	Strahlkraft	—	radiance/charisma	UNSET	
9824	24160	der	Strick	Stricke	rope/noose	UNSET	
9825	24161	die	Stromrechnung	Stromrechnungen	electricity bill	UNSET	
9826	3477	der	Strumpf	Strümpfe	stocking/sock	B1	
9827	7758	das	Studentenwohnheim	Studentenwohnheime	student dormitory/residence hall	B2	
9828	24163	die	Studienanfängerin	Studienanfängerinnen	first-year student (female)	UNSET	
9829	24164	der	Stützpunkt	Stützpunkte	base/fulcrum	UNSET	
9830	24165	das	Substrat	Substrate	substrate	UNSET	
9831	24166	der	Subwoofer	Subwoofer	subwoofer	UNSET	
9832	24167	die	Süßkartoffel	Süßkartoffeln	sweet potato	UNSET	
9833	24168	die	Symphonie	Symphonien	symphony	UNSET	
9834	24169	die	Symptomatik	—	symptomatology	UNSET	
9835	24170	der	Tabellenplatz	Tabellenplätze	league position/table position	UNSET	
9836	24171	der	Tagungsort	Tagungsorte	conference venue	UNSET	
9837	24172	der	Tagungsraum	Tagungsräume	conference room/meeting room	UNSET	
9838	24173	der	Tatendrang	—	drive/dynamism/energy	UNSET	
9839	3479	die	Täterin	Täterinnen	criminal/culprit/offender	B1	
9840	8650	der	Taxifahrer	Taxifahrer	cabbie/taxi driver	A1	
9841	24175	der	Teelöffel	Teelöffel	teaspoon	UNSET	
9842	24176	das	Teilnehmerfeld	Teilnehmerfelder	field of participants	UNSET	
9843	24177	die	Theorieprüfung	Theorieprüfungen	theory test	UNSET	
9844	24178	die	Thermodynamik	—	thermodynamics	UNSET	
9845	24179	der	Tornado	Tornados	tornado/twister	UNSET	
9846	24180	der	Totalschaden	Totalschäden	total loss/write-off	UNSET	
9847	8952	der	Totschlag	—	manslaughter	C1	
9848	24182	die	Tourismusbranche	Tourismusbranchen	tourism industry	UNSET	
9849	24183	das	Traditionsunternehmen	Traditionsunternehmen	long-established company	UNSET	
9850	24184	das	Traumhaus	Traumhäuser	dream house	UNSET	
9851	8651	der	Traumurlaub	Traumurlaube	dream holiday/dream vacation	A1	
9852	24186	der	Tribut	Tribute	tribute	UNSET	
9853	24187	der	Trupp	Trupps	squad/troop	UNSET	
9854	24188	der	Tscheche	Tschechen	Czech	UNSET	
9855	24189	die	Überlassung	Überlassungen	transfer/handing over	UNSET	
9856	24190	das	Überschwemmungsgebiet	Überschwemmungsgebiete	flood area	UNSET	
9857	3480	die	Übersetzerin	Übersetzerinnen	translator (female)	A2	
9858	24191	die	Umgehung	Umgehungen	circumvention/evasion; bypass (road)	UNSET	
9859	24192	die	Umweltverschmutzung	Umweltverschmutzungen	pollution	UNSET	
9860	24193	die	Unannehmlichkeit	Unannehmlichkeiten	inconvenience	UNSET	
9861	24194	das	Unheil	—	calamity/disaster	UNSET	
9862	24195	die	Unterart	Unterarten	subspecies	UNSET	
9863	24196	die	Untergruppe	Untergruppen	subgroup	UNSET	
9864	24197	das	Vaterland	Vaterländer	fatherland/native country	UNSET	
9865	24198	der	Verbrenner	Verbrenner	combustion engine	UNSET	
9866	24199	der	Verdienstorden	Verdienstorden	Order of Merit	UNSET	
9867	24200	das	Verhaltensmuster	Verhaltensmuster	behaviour pattern	UNSET	
9868	24201	die	Verkehrsbehinderung	Verkehrsbehinderungen	traffic obstruction	UNSET	
9869	24202	die	Verkostung	Verkostungen	tasting	UNSET	
9870	24203	der	Vermögensverwalter	Vermögensverwalter	asset manager	UNSET	
9871	24204	die	Versiegelung	Versiegelungen	sealing	UNSET	
9872	24205	das	Verwaltungsrecht	—	administrative law	UNSET	
9873	3749	die	Videokonferenz	Videokonferenzen	video conference	A2	
9874	24207	das	Vieh	—	cattle/livestock	UNSET	
9875	24208	der	Vizemeister	Vizemeister	runner-up/vice-champion	UNSET	
9876	24209	das	Völkerrecht	—	international law/law of nations/public international law	UNSET	
9877	24210	die	Volkskrankheit	Volkskrankheiten	widespread disease	UNSET	
9878	24211	der	Vorgarten	Vorgärten	front yard	UNSET	
9879	24212	das	Vorkaufsrecht	Vorkaufsrechte	right of first refusal	UNSET	
9880	24213	der	Vorleser	Vorleser	reader	UNSET	
9881	24214	der	Vorplatz	Vorplätze	forecourt	UNSET	
9882	24215	der	Wahlausschuss	Wahlausschüsse	election committee/electoral committee	UNSET	
9883	24216	die	Wählergruppe	Wählergruppen	voter group	UNSET	
9884	24217	die	Wallfahrt	Wallfahrten	pilgrimage	UNSET	
9885	24218	die	Wanderkarte	Wanderkarten	hiking map	UNSET	
9886	24219	der	Wanderparkplatz	Wanderparkplätze	hikers' parking lot	UNSET	
9887	24220	die	Warenwirtschaft	Warenwirtschaften	inventory control	UNSET	
9888	24221	der	Waschtisch	Waschtische	washbasin/washstand	UNSET	
9889	24222	der	Wasserfilter	Wasserfilter	water filter	UNSET	
