row	rank	word	english	cefrLevel	source	flags
3501	3523	süffig	very drinkable/easy-drinking (of wine, beer)	UNSET	UNSET	
3502	3524	sumpfig	swampy/marshy	UNSET	UNSET	
3503	3525	sunnitisch	Sunni	UNSET	UNSET	
3504	3526	süßlich	sweetish	C1	UNSET	
3505	3527	temperamentvoll	spirited/vivacious/high-spirited	UNSET	UNSET	
3506	3528	texanisch	Texan	UNSET	UNSET	
3507	3529	tonnenschwer	weighing tonnes/very heavy	UNSET	UNSET	
3508	3530	trojanisch	Trojan	UNSET	UNSET	
3509	3531	überlang	overlong/excessively long	UNSET	UNSET	
3510	3532	unbewohnt	uninhabited	UNSET	UNSET	
3511	3533	unbezahlbar	priceless/unaffordable	C1	UNSET	
3512	3534	ungemütlich	uncomfortable	UNSET	UNSET	
3513	3535	ungerade	odd/odd-numbered/uneven	UNSET	UNSET	
3514	3536	ungesüßt	unsweetened	UNSET	UNSET	
3515	3537	unprofessionell	unprofessional	UNSET	UNSET	
3516	3538	unreif	immature/unripe	UNSET	UNSET	
3517	3539	unsäglich	unspeakable	UNSET	UNSET	
3518	3540	unterschwellig	subliminal	UNSET	UNSET	
3519	3541	unvergleichbar	not comparable/incommensurable (unvergleichlich = incomparable, beyond compare)	UNSET	UNSET	
3520	3542	unvermittelt	abrupt/sudden/without transition	UNSET	UNSET	
3521	3543	unverschämt	impudent/cheeky/shameless	B1	UNSET	
3522	3544	verbrannt	burnt	B1	UNSET	
3523	3545	vergnüglich	enjoyable/amusing	UNSET	UNSET	
3524	3546	verkleidet	disguised/dressed up/in disguise	UNSET	UNSET	
3525	3547	versiegelt	sealed	UNSET	UNSET	
3526	3548	verwaist	orphaned/abandoned	UNSET	UNSET	
3527	3549	veterinärmedizinisch	veterinary/veterinary-medicinal	UNSET	UNSET	
3528	3550	vollmundig	full-bodied (wine); bold, sweeping (claims, promises)	UNSET	UNSET	
3529	3551	vorbildhaft	exemplary	UNSET	UNSET	
3530	3552	weitverbreitet	widespread/common	UNSET	UNSET	
3531	3553	wohlklingend	melodious/pleasant-sounding	UNSET	UNSET	
3532	3554	zahlbar	payable	UNSET	UNSET	
3533	3555	zwanghaft	compulsive/obsessive	UNSET	UNSET	
3534	3557	abgefahren	cool/slick	UNSET	UNSET	
3535	3558	abgeschieden	isolated/secluded/separated	UNSET	UNSET	
3536	3559	abstoßend	repellent/repulsive/revolting	UNSET	UNSET	
3537	3560	algerisch	Algerian	UNSET	UNSET	
3538	3561	ausbeuterisch	exploitative	UNSET	UNSET	
3539	3562	ausgeschlossen	impossible/out of the question	C1	UNSET	
3540	3563	außerbetrieblich	external to the company/off-site	UNSET	UNSET	
3541	3564	außerirdisch	extraterrestrial	B2	UNSET	
3542	3565	beamtet	civil-service	UNSET	UNSET	
3543	3566	beängstigend	alarming/alarmingly/frightening	B2	UNSET	
3544	3567	beeinflusst	influenced	B1	UNSET	
3545	3568	begrünt	greened/planted	UNSET	UNSET	
3546	3569	beheizbar	heatable	UNSET	UNSET	
3547	3570	bekömmlich	agreeable/digestible/easily digestible	UNSET	UNSET	
3548	3571	bergig	mountainous/hilly	UNSET	UNSET	
3549	3572	beschwerdefrei	symptom-free/free of pain	UNSET	UNSET	
3550	3573	bewachsen	overgrown	UNSET	UNSET	
3551	3574	bidirektional	bidirectional	UNSET	UNSET	
3552	3575	bissig	caustic/cutting/vicious	C1	UNSET	
3553	3576	bronchial	bronchial	UNSET	UNSET	
3554	3577	charakterlich	in terms of character	UNSET	UNSET	
3555	3578	deckungsgleich	congruent	UNSET	UNSET	
3556	3579	defizitär	loss-making/running at a deficit	UNSET	UNSET	
3557	3580	dehnbar	elastic/expansible/flexible	UNSET	UNSET	
3558	3581	desaströs	disastrous	UNSET	UNSET	
3559	3582	deskriptiv	descriptive	UNSET	UNSET	
3560	3583	diensthabend	on duty	UNSET	UNSET	
3561	3584	dimmbar	dimmable	UNSET	UNSET	
3562	3585	dreigeschossig	three-storey	UNSET	UNSET	
3563	3586	dunkelblau	dark blue/navy blue	UNSET	UNSET	
3564	3587	durchgreifend	drastic/radical/sweeping	UNSET	UNSET	
3565	3588	durchwachsen	fair to middling/marbled/ordinary	UNSET	UNSET	
3566	3589	egoistisch	selfish/self-centred	UNSET	UNSET	
3567	3590	eingeschossig	single-storey	UNSET	UNSET	
3568	3591	eiweißreich	high-protein	UNSET	UNSET	
3569	3592	elektrifiziert	electrified	UNSET	UNSET	
3570	3594	elliptisch	elliptic	UNSET	UNSET	
3571	3595	entwicklungspsychologisch	developmental-psychology	UNSET	UNSET	
3572	3596	erregend	exciting/arousing	UNSET	UNSET	
3573	3597	erstrebenswert	desirable	B2	UNSET	
3574	3598	explosionsartig	explosive/like an explosion	UNSET	UNSET	
3575	3599	fahrbar	mobile/wheeled	UNSET	UNSET	
3576	3600	fotorealistisch	photorealistic	UNSET	UNSET	
3577	3601	freilaufend	free-range	UNSET	UNSET	
3578	3602	fristgemäß	within the deadline/timely	UNSET	UNSET	
3579	3603	gebrechlich	frail/infirm	C1	UNSET	
3580	3604	gediegen	solid/sound/of good quality; (chemistry) native	UNSET	UNSET	
3581	3605	geruhsam	leisurely/peaceful	UNSET	UNSET	
3582	3606	gesundheitsbewusst	health-conscious	UNSET	UNSET	
3583	3607	gewaltlos	nonviolent	UNSET	UNSET	
3584	3608	halbherzig	desultory/half-hearted/lackadaisical	C1	UNSET	
3585	3609	halbjährig	six-month(-long); halbjährlich = half-yearly/semi-annual	UNSET	UNSET	
3586	3610	hellhörig	poorly soundproofed (walls); (of a person) alert, all ears	UNSET	UNSET	
3587	3611	hinderlich	obstructive/hindering	UNSET	UNSET	
3588	3612	hinfällig	decrepit/frail/obsolete	UNSET	UNSET	
