row	rank	word	english	cefrLevel	source	flags
7701	7754	fingerlang	finger-length	UNSET	UNSET	
7702	7755	finnländisch	Finnish	UNSET	UNSET	
7703	7756	fischähnlich	fish-like	UNSET	UNSET	
7704	7757	fischig	fishy	UNSET	UNSET	
7705	7758	flächengleich	of equal area	UNSET	UNSET	
7706	7759	flachsblond	flaxen-blond	UNSET	UNSET	
7707	7760	flamboyant	flamboyant	UNSET	UNSET	
7708	7761	flau	weak/dull/queasy	UNSET	UNSET	
7709	7762	flehentlich	imploring/pleading	UNSET	UNSET	
7710	7763	fleischgeworden	incarnate	UNSET	UNSET	
7711	7764	florid	florid	UNSET	UNSET	
7712	7765	flüchtlingspolitisch	refugee-policy-related	UNSET	UNSET	
7713	7766	flügge	full-fledged/independent	UNSET	UNSET	
7714	7767	flugunfähig	flightless/incapable of flying/not airworthy	UNSET	UNSET	
7715	7768	föderalistisch	federalist	UNSET	UNSET	
7716	7769	föhren	of pine wood	UNSET	UNSET	
7717	7770	formidabel	"splendid/tremendous (not ""fearsome"")"	UNSET	UNSET	
7718	7771	fortifikatorisch	fortifications-related	UNSET	UNSET	
7719	7772	fotogen	photogenic	UNSET	UNSET	
7720	7773	frank	frank	UNSET	UNSET	
7721	7774	frankophil	francophile	UNSET	UNSET	
7722	7775	freidenkerisch	freethinking	UNSET	UNSET	
7723	7776	freigeistig	free-thinking	UNSET	UNSET	
7724	7777	frevelhaft	reprehensible	UNSET	UNSET	
7725	7778	friderizianisch	Frederician	UNSET	UNSET	
7726	7779	frigide	frigid	UNSET	UNSET	
7727	7780	friktionsfrei	frictionless	UNSET	UNSET	
7728	7781	frisiert	styled (hair)/souped-up	UNSET	UNSET	
7729	7782	frühblühend	early-flowering	UNSET	UNSET	
7730	7783	frühherbstlich	early-autumn	UNSET	UNSET	
7731	7784	fugenlos	jointless/seamless	UNSET	UNSET	
7732	7785	fügsam	docile/obedient/submissive	UNSET	UNSET	
7733	7786	fuldisch	of Fulda	UNSET	UNSET	
7734	7787	fünfeckig	pentagonal	UNSET	UNSET	
7735	7788	fünfjährlich	every five years	UNSET	UNSET	
7736	7789	fünflappig	five-lobed	UNSET	UNSET	
7737	7790	fünfprozentig	five per cent	UNSET	UNSET	
7738	7791	fünfstöckig	five-storey	UNSET	UNSET	
7739	7792	fünftklassig	fifth-class/fifth-rate	UNSET	UNSET	
7740	7794	fünfzackig	five-pointed	UNSET	UNSET	
7741	7795	fünfzehnminütig	fifteen-minute	UNSET	UNSET	
7742	7796	fünfzigprozentig	fifty per cent	UNSET	UNSET	
7743	7798	fungibel	fungible	UNSET	UNSET	
7744	7799	funzelig	dim (lighting)	UNSET	UNSET	
7745	7800	fußballverrückt	football-crazy	UNSET	UNSET	
7746	7801	galizisch	Galician (of Galicia in Poland/Ukraine) — Spanish Galicia is galicisch	UNSET	UNSET	
7747	7802	gambisch	Gambian	UNSET	UNSET	
7748	7803	garstig	nasty/horrid/foul	UNSET	UNSET	
7749	7804	gasdicht	gastight	UNSET	UNSET	
7750	7805	gastrisch	gastric	UNSET	UNSET	
7751	7806	geädert	veined/grained	UNSET	UNSET	
7752	7807	gebefreudig	generous	UNSET	UNSET	
7753	7808	gebenedeit	blessed	UNSET	UNSET	
7754	7809	gebieterisch	imperious/peremptory	UNSET	UNSET	
7755	7810	gechillt	chilled/relaxed	UNSET	UNSET	
7756	7811	gedankenversunken	lost in thought	C1	UNSET	
7757	7812	geduscht	showered	UNSET	UNSET	
7758	7813	gefahrenträchtig	fraught with danger	UNSET	UNSET	
7759	7814	gefahrvoll	dangerous	UNSET	UNSET	
7760	7815	gefriergetrocknet	freeze-dried/lyophilised	UNSET	UNSET	
7761	7816	gefühlsarm	emotionally cold	UNSET	UNSET	
7762	7817	gegenreformatorisch	Counter-Reformation	UNSET	UNSET	
7763	7818	gegenrevolutionär	counter-revolutionary	UNSET	UNSET	
7764	7819	gegensinnig	in opposite directions	UNSET	UNSET	
7765	7820	gegoren	fermented	UNSET	UNSET	
7766	7821	gehässig	malicious/spiteful	UNSET	UNSET	
7767	7822	geheiligt	hallowed/sanctified	UNSET	UNSET	
7768	7823	geheimnisumwittert	shrouded in mystery	UNSET	UNSET	
7769	7824	geheimnisumwoben	shrouded in mystery	UNSET	UNSET	
7770	7825	gehörnt	horned; (figurative) cuckolded	UNSET	UNSET	
7771	7826	geierähnlich	vulture-like	UNSET	UNSET	
7772	7827	geistesabwesend	absent-minded	C1	UNSET	
7773	7828	geistlos	dull/inane/stupid	UNSET	UNSET	
7774	7829	geldgeil	money-mad	UNSET	UNSET	
7775	7830	geleckt	licked/slick/spruced up	UNSET	UNSET	
7776	7831	gelehrig	teachable/quick to learn	UNSET	UNSET	
7777	7832	geltungssüchtig	attention-seeking	UNSET	UNSET	
7778	7833	gemischtsprachig	mixed-language	UNSET	UNSET	
7779	7834	genialisch	in the manner of a genius, inspired	UNSET	UNSET	
7780	7835	genießerisch	with relish/appreciative	UNSET	UNSET	
7781	7836	gentherapeutisch	gene-therapy-related	UNSET	UNSET	
7782	7837	genverändert	genetically modified	UNSET	UNSET	
7783	7838	geostationär	geostationary	UNSET	UNSET	
7784	7839	geozentrisch	geocentric	UNSET	UNSET	
7785	7840	gepökelt	brined/cured	UNSET	UNSET	
7786	7841	geringqualifiziert	low-skilled	UNSET	UNSET	
7787	7842	geringschätzig	disdainful	UNSET	UNSET	
7788	7843	geruchlich	olfactory	UNSET	UNSET	
7789	7844	geschafft	exhausted/done	UNSET	UNSET	
7790	7845	geschichtsrevisionistisch	historical-revisionist	UNSET	UNSET	
7791	7846	geschwärzt	blackened; (of documents) redacted	UNSET	UNSET	
7792	7847	geschwind	rapid	C1	UNSET	
7793	7848	gesetzestreu	law-abiding	UNSET	UNSET	
7794	7849	geständig	confessing/having confessed	UNSET	UNSET	
7795	7850	gesteinsbildend	rock-forming	UNSET	UNSET	
7796	7851	gesundheitswissenschaftlich	health-sciences-related	UNSET	UNSET	
7797	7852	getreidereich	rich in cereal	UNSET	UNSET	
7798	7853	getriebelos	gearless	UNSET	UNSET	
7799	7854	geweihartig	antler-like	UNSET	UNSET	
7800	7855	gewillkürt	chosen, by disposition (gewillkürte Erbfolge = testamentary succession)	UNSET	UNSET	
7801	7856	gezoomt	zoomed	UNSET	UNSET	
7802	7857	giftfrei	non-toxic/free of poison	UNSET	UNSET	
7803	7858	gifthaltig	containing poison	UNSET	UNSET	
7804	7859	glagolitisch	Glagolitic	UNSET	UNSET	
7805	7860	glattrasiert	clean-shaven	UNSET	UNSET	
7806	7861	glazial	glacial	UNSET	UNSET	
7807	7862	gleichmütig	calm/even-tempered	UNSET	UNSET	
7808	7863	gleichseitig	equilateral	UNSET	UNSET	
7809	7864	glitschig	slippery	UNSET	UNSET	
7810	7865	glutrot	glowing red	UNSET	UNSET	
7811	7866	goldgerahmt	gold-framed	UNSET	UNSET	
7812	7867	goldhaltig	gold-bearing/auriferous	UNSET	UNSET	
7813	7868	goldig	cute/golden	UNSET	UNSET	
7814	7869	goldrichtig	absolutely right/spot on	UNSET	UNSET	
7815	7870	goldverziert	gold-decorated	UNSET	UNSET	
