row	rank	article	word	plural	english	cefrLevel	flags
8401	15698	das	Rechteck	Rechtecke	rectangle	UNSET	
8402	15755	der	Regenschauer	Regenschauer	rain shower	UNSET	
8403	15835	die	Reibung	Reibungen	friction	UNSET	
8404	15843	der	Rekordmeister	Rekordmeister	record title-holder (club with the most championships)	UNSET	
8405	15844	der	Renner	Renner	hit	UNSET	
8406	15884	der	Rezipient	Rezipienten	recipient	UNSET	
8407	15919	die	Risikogruppe	Risikogruppen	risk group	UNSET	
8408	15932	der	Rückzugsort	Rückzugsorte	retreat/refuge	UNSET	
8409	8180	die	Rundfunkanstalt	Rundfunkanstalten	broadcaster/broadcasting company/broadcasting corporation	B2	
8410	15933	der	Saldo	Salden	balance/bottom line	UNSET	
8411	15961	der	Schlagzeuger	Schlagzeuger	drummer	UNSET	
8412	16004	die	Schnitzeljagd	Schnitzeljagden	treasure hunt/paper chase	UNSET	
8413	16055	die	Schönste	Schönste	most beautiful one	UNSET	
8414	16112	der	Schriftsatz	Schriftsätze	pleading	UNSET	
8415	8186	der	Schulabgänger	Schulabgänger	school leaver	C1	
8416	16139	der	Schuldienst	Schuldienste	school service/teaching service	UNSET	
8417	16160	das	Schulhaus	Schulhäuser	schoolhouse	UNSET	
8418	16182	das	Schwergewicht	Schwergewichte	heavyweight	UNSET	
8419	16205	das	Selbst	—	self	UNSET	
8420	16211	der	Selbstmord	Selbstmorde	suicide	UNSET	
8421	16308	das	Selbststudium	—	self-study	UNSET	
8422	16311	die	Seuche	Seuchen	epidemic/pestilence	UNSET	
8423	16343	der	Shitstorm	Shitstorms	internet uproar/shitstorm	UNSET	
8424	16356	die	Sicherheitspolitik	Sicherheitspolitiken	security policy	UNSET	
8425	16367	das	Sinnbild	Sinnbilder	allegory/symbol	UNSET	
8426	16372	die	Soldatin	Soldatinnen	soldier	UNSET	
8427	16374	der	Soundtrack	Soundtracks	soundtrack	UNSET	
8428	8199	der	Speck	Specke	back fat/bacon	B2	
8429	16424	das	Spiegelbild	Spiegelbilder	mirror image/reflection	UNSET	
8430	3801	die	Spielekonsole	Spielekonsolen	games console	A2	
8431	16426	der	Spielspaß	—	fun of the game/gameplay fun	UNSET	
8432	16428	die	Spitzenleistung	Spitzenleistungen	first class performance/outstanding achievement/top performance	UNSET	
8433	16435	die	Spüle	Spülen	sink	UNSET	
8434	16484	die	Staatssicherheit	Staatssicherheiten	state security	UNSET	
8435	16488	die	Steuerhinterziehung	Steuerhinterziehungen	tax evasion	UNSET	
8436	16550	der	Stoß	Stöße	push/blow/stack	UNSET	
8437	8208	der	Strandurlaub	Strandurlaube	beach holiday/beach vacation	B2	
8438	16620	die	Straßenlaterne	Straßenlaternen	street lamp/street light	UNSET	
8439	16641	die	Straßenverkehrsordnung	Straßenverkehrsordnungen	road traffic regulations/the Highway Code	UNSET	
8440	16645	die	Szenerie	Szenerien	scenery/setting	UNSET	
8441	16665	der	Tabellenführer	Tabellenführer	league leader/table leader	UNSET	
8442	16711	das	Tagesgeld	Tagesgelder	call money/overnight deposit	UNSET	
8443	16725	das	Tauchen	—	diving	UNSET	
8444	16781	das	Telekommunikationsunternehmen	Telekommunikationsunternehmen	telecommunications company	UNSET	
8445	16822	die	Theateraufführung	Theateraufführungen	theatre performance	UNSET	
8446	16830	das	Tierwohl	—	animal welfare	UNSET	
8447	16887	die	Übergangslösung	Übergangslösungen	transitional solution/temporary solution	UNSET	
8448	16970	das	Überhangmandat	Überhangmandate	overhang seat	UNSET	
