row	rank	article	word	plural	english	cefrLevel	flags
7001	6857	der	Mechatroniker	Mechatroniker	mechatronics engineer	UNSET	
7002	6858	die	Meisterin	Meisterinnen	champion (female)/master craftswoman	UNSET	
7003	6859	das	Menschenbild	Menschenbilder	view of humanity/image of humankind	UNSET	
7004	6860	der	Merkzettel	Merkzettel	note	C1	
7005	6861	das	Milligramm	Milligramm	milligram	UNSET	
7006	6862	der	Ministerrat	Ministerräte	council of ministers/state government	UNSET	
7007	6863	die	Missachtung	Missachtungen	contempt/disregard/flouting	UNSET	
7008	6864	die	Nachrüstung	Nachrüstungen	retrofitting/upgrading	UNSET	
7009	6865	der	Nenner	Nenner	denominator	UNSET	
7010	6866	die	Neugründung	Neugründungen	new foundation/new establishment	UNSET	
7011	6867	der	Normalfall	Normalfälle	normal case	C1	
7012	6868	die	Ostküste	Ostküsten	east coast	UNSET	
7013	6869	der	Palästinenser	Palästinenser	Palestinian	UNSET	
7014	6870	das	Pendel	Pendel	pendulum	UNSET	
7015	6871	der	Perspektivwechsel	Perspektivwechsel	change of perspective	UNSET	
7016	6872	das	Pflegegeld	Pflegegelder	care benefit/care allowance	UNSET	
7017	6873	die	Pflegestufe	Pflegestufen	care level	UNSET	
7018	6874	der	Plenarsaal	Plenarsäle	plenary chamber	UNSET	
7019	6875	die	Privatschule	Privatschulen	private school	UNSET	
7020	3611	der	Rap	Raps	rap	A2	
7021	6877	der	Receiver	Receiver	receiver	UNSET	
7022	6878	die	Reederei	Reedereien	shipping company	UNSET	
7023	6879	das	Referendum	Referenden	referendum	UNSET	
7024	6880	das	Riff	Riffe	reef	UNSET	
7025	6881	der	Rückflug	Rückflüge	return flight	UNSET	
7026	6882	der	Sachstand	Sachstände	state of affairs	UNSET	
7027	6883	der	Samstagnachmittag	Samstagnachmittage	Saturday afternoon	UNSET	
7028	6884	der	Scan	Scans	scan	UNSET	
7029	3064	die	Schallplatte	Schallplatten	gramophone record	B1	
7030	6886	die	Schatzsuche	Schatzsuchen	treasure hunt	UNSET	
7031	6887	der	Scherz	Scherze	joke	UNSET	
7032	6888	die	Schlüsseltechnologie	Schlüsseltechnologien	key technology	UNSET	
7033	1165	der	Schnupfen	—	cold/runny nose	A1	
7034	6890	die	Schulkonferenz	Schulkonferenzen	school conference	UNSET	
7035	6891	der	Screen	Screens	screen	UNSET	
7036	3612	die	Seilbahn	Seilbahnen	cable car/ropeway	A2	
7037	6893	die	Sicherheitslage	Sicherheitslagen	security situation	UNSET	
7038	6894	die	Silhouette	Silhouetten	silhouette	UNSET	
7039	6895	das	Sonderzeichen	Sonderzeichen	special character	UNSET	
7040	6896	die	Sonnencreme	Sonnencremes	sun cream/sunscreen	A1	
7041	6897	die	Sozialkompetenz	Sozialkompetenzen	social competence	UNSET	
7042	6898	der	Sperrmüll	—	bulky refuse/bulky waste	UNSET	
7043	6899	der	Spielplan	Spielpläne	schedule/fixture list	UNSET	
7044	6900	der	Spinat	Spinate	spinach	C1	
7045	6901	die	Spitzenposition	Spitzenpositionen	leading position	UNSET	
7046	6902	das	Spurenelement	Spurenelemente	trace element	UNSET	
7047	6903	der	Stammkunde	Stammkunden	patron/regular customer	UNSET	
7048	6904	das	Sternchen	Sternchen	asterisk/little star	UNSET	
7049	6905	das	Sternzeichen	Sternzeichen	zodiac sign	UNSET	
7050	6906	die	Stilllegung	Stilllegungen	shutdown/decommissioning	UNSET	
7051	6907	die	Streichung	Streichungen	cancellation/cutting	UNSET	
7052	6908	die	Stromkosten	Stromkosten	electricity costs/power costs	UNSET	
7053	3071	die	Taschenlampe	Taschenlampen	torch	B1	
7054	6910	der	Terroranschlag	Terroranschläge	terrorist attack	UNSET	
7055	6911	das	Tesla	Tesla	tesla	UNSET	
7056	6912	der	Thermostat	Thermostate	thermostat	UNSET	
7057	6913	der	Todestag	Todestage	anniversary of death/date of death	UNSET	
7058	6914	die	Tragfähigkeit	Tragfähigkeiten	load-bearing capacity	UNSET	
7059	6915	der	Traumberuf	Traumberufe	dream job	UNSET	
7060	1168	das	Trinkgeld	Trinkgelder	tip	A1	
7061	6917	der	Triumph	Triumphe	triumph	UNSET	
7062	6918	die	Umweltverträglichkeitsprüfung	Umweltverträglichkeitsprüfungen	environmental impact assessment	UNSET	
7063	6919	die	Universitätsklinik	Universitätskliniken	university clinic	UNSET	
7064	6920	die	Unmenge	Unmengen	huge amount/plethora	UNSET	
7065	6921	das	Unterfangen	Unterfangen	undertaking	UNSET	
7066	6922	die	Unterhaltungselektronik	—	consumer electronics	UNSET	
