row	rank	article	word	plural	english	cefrLevel	flags
9101	24668	der	Lernfortschritt	Lernfortschritte	learning progress	UNSET	
9102	24669	das	Leuchtmittel	Leuchtmittel	light bulb/lamp	UNSET	
9103	24670	die	Lilie	Lilien	lily	UNSET	
9104	24671	der	Lobbyist	Lobbyisten	lobbyist	UNSET	
9105	24672	die	Losung	Losungen	slogan/watchword/password	UNSET	
9106	8674	das	Lotto	Lottos	lottery/the lottery	C1	
9107	24673	der	Luftangriff	Luftangriffe	airstrike	UNSET	
9108	24674	die	Luftreinhaltung	—	air pollution control/air quality control	UNSET	
9109	8677	die	Machenschaft	Machenschaften	machination	C1	
9110	3132	die	Malerin	Malerinnen	painter	A2	
9111	24676	die	Maut	Mauten	toll	UNSET	
9112	24677	das	Mehr	—	increase/surplus (ein Mehr an …); majority (Swiss)	UNSET	
9113	24678	die	Menschheitsgeschichte	—	history of humanity/human history	UNSET	
9114	4544	die	Metapher	Metaphern	metaphor	C1	
9115	8683	die	Metzgerei	Metzgereien	butcher's	A1	
9116	24681	der	Mini	Minis	miniskirt	UNSET	
9117	24682	das	Mitgliedsland	Mitgliedsländer	member country/member state	UNSET	
9118	24683	der	Mittwochmorgen	Mittwochmorgen	Wednesday morning	UNSET	
9119	24684	das	Modehaus	Modehäuser	fashion house	UNSET	
9120	24685	das	Monument	Monumente	monument	UNSET	
9121	3133	die	Müllabfuhr	Müllabfuhren	garbage collection/waste collection	A2	
9122	24687	die	Nachbildung	Nachbildungen	replica/reproduction	UNSET	
9123	24688	der	Nachrichtendienst	Nachrichtendienste	intelligence agency/news agency	UNSET	
9124	24689	der	Nachtschwärmer	Nachtschwärmer	night owl	UNSET	
9125	24690	die	Nachwelt	—	posterity	UNSET	
9126	24691	die	Nachzahlung	Nachzahlungen	back payment/subsequent payment	UNSET	
9127	24692	die	Nanopartikel	Nanopartikel	nanoparticle	UNSET	
9128	24693	das	Naturdenkmal	Naturdenkmale	natural monument	UNSET	
9129	24694	die	Netzhaut	Netzhäute	retina	UNSET	
9130	24695	der	Neubürger	Neubürger	new citizen/resident	UNSET	
9131	3134	der	Nichtraucher	Nichtraucher	non-smoker/nonsmoker	B1	
9132	24697	das	Nichts	Nichtse	nothing/nothingness	UNSET	
9133	24698	die	Ölheizung	Ölheizungen	oil heating	UNSET	
9134	24699	der	Ölpreis	Ölpreise	oil price	UNSET	
9135	24700	das	Ornament	Ornamente	ornament	UNSET	
9136	24701	das	Östrogen	Östrogene	oestrogen/œstrogen	UNSET	
9137	24702	die	Parodontitis	Parodontitiden	periodontitis/pyorrhea	UNSET	
9138	24703	der	Parteitag	Parteitage	party congress	UNSET	
9139	24704	die	Partnersuche	Partnersuchen	search for a partner	UNSET	
9140	24705	die	Patin	Patinnen	godmother	UNSET	
9141	24706	das	Pellet	Pellets	pellet	UNSET	
9142	24707	der	Personenverkehr	—	passenger traffic	UNSET	
9143	24708	der	Plattenspieler	Plattenspieler	record player/turntable	UNSET	
9144	24709	der	Populist	Populisten	populist	UNSET	
9145	24710	der	Portugiese	Portugiesen	Portuguese	UNSET	
9146	24711	der	Praxistest	Praxistests	practical test	UNSET	
9147	24712	die	Preissteigerung	Preissteigerungen	price increase	UNSET	
9148	24713	das	Pressegespräch	Pressegespräche	conversation with the press/press briefing	UNSET	
9149	24714	die	Priorisierung	Priorisierungen	prioritisation	UNSET	
9150	8719	die	Produktionskosten	Produktionskosten	production costs	C1	
9151	24715	die	Psychotherapeutin	Psychotherapeutinnen	psychotherapist	UNSET	
9152	24716	das	Radioprogramm	Radioprogramme	radio program	UNSET	
9153	24718	die	Rasenfläche	Rasenflächen	lawn area	UNSET	
9154	24719	die	Ratingagentur	Ratingagenturen	credit rating agency/rating agency	UNSET	
9155	24720	die	Rebe	Reben	grapevine/vine	UNSET	
9156	24721	der	Rechtsausschuss	Rechtsausschüsse	legal affairs committee	UNSET	
9157	24722	der	Recyclinghof	Recyclinghöfe	civic amenity site/household waste recycling centre/recycling centre	UNSET	
9158	24723	die	Regierungspartei	Regierungsparteien	governing party/ruling party	UNSET	
9159	8653	das	Reihenhaus	Reihenhäuser	terraced house/row house	A1	
9160	24725	die	Renovierungsarbeit	Renovierungsarbeiten	renovation work	UNSET	
9161	4545	das	Rindfleisch	—	beef	C1	
9162	24727	der	Rollout	Rollouts	roll-out	UNSET	
9163	24728	der	Rumpf	Rümpfe	fuselage/hull/torso	UNSET	
9164	24729	das	Rüstungsgut	Rüstungsgüter	defense equipment	UNSET	
9165	24730	die	Sachkosten	Sachkosten	material costs/overhead costs	UNSET	
9166	24731	die	Sammelstelle	Sammelstellen	collecting point/collection point	UNSET	
9167	24732	die	Schablone	Schablonen	stencil/template	UNSET	
9168	24733	die	Schar	Scharen	crowd/flock/ploughshare	UNSET	
9169	24734	die	Schautafel	Schautafeln	display board	UNSET	
9170	24735	der	Scherben	—	shards/pieces of broken glass	UNSET	
9171	24736	das	Schließfach	Schließfächer	locker (station, gym); safe deposit box	UNSET	
9172	24737	der	Schnaps	Schnäpse	liquor/spirits	UNSET	
9173	4546	der	Schrott	Schrotte	rubbish/scrap	C1	
9174	24738	der	Schulanfänger	Schulanfänger	school starter/first-year pupil	UNSET	
9175	24739	der	Schulbeginn	Schulbeginne	start of school	UNSET	
9176	24740	die	Schulnote	Schulnoten	grade/mark	UNSET	
9177	24741	die	Schutzkleidung	Schutzkleidungen	protective clothing	UNSET	
9178	24742	der	Schwangerschaftstest	Schwangerschaftstests	pregnancy test	UNSET	
9179	4547	die	Selbstreflexion	Selbstreflexionen	self reflection	C1	
9180	24744	der	Sicherheitshinweis	Sicherheitshinweise	safety information	UNSET	
9181	24745	die	Sportbekleidung	Sportbekleidungen	sportswear	UNSET	
9182	24746	die	Stadtbahn	Stadtbahnen	light rail	UNSET	
9183	24747	die	Stilrichtung	Stilrichtungen	style/trend	UNSET	
9184	8753	der	Strandkorb	Strandkörbe	beach chair	C1	
9185	24748	das	Straßenkind	Straßenkinder	street child/street urchin	UNSET	
9186	3135	der	Streamingdienst	Streamingdienste	streaming service	B1	
9187	24750	der	Streitschlichter	Streitschlichter	mediator/arbitrator	UNSET	
9188	24751	die	Südseite	Südseiten	south side	UNSET	
9189	24752	das	Superfood	Superfoods	superfood	UNSET	
9190	24753	das	Symphonieorchester	Symphonieorchester	symphony orchestra	UNSET	
9191	24754	die	Syntax	Syntaxen	syntax	UNSET	
9192	24755	die	Talkshow	Talkshows	talk show	UNSET	
9193	24756	das	Titan	—	titanium/titanium (element)	UNSET	
9194	24757	der	Toaster	Toaster	toaster	UNSET	
9195	24758	der	Tonträger	Tonträger	audio medium/sound carrier	UNSET	
9196	24759	der	Tresen	Tresen	bar/counter	UNSET	
9197	24760	das	Trockenfutter	Trockenfutter	dry food/dry feed	UNSET	
9198	24761	die	Überfahrt	Überfahrten	crossing	UNSET	
9199	4548	die	Überlebenschance	Überlebenschancen	survival chance	C1	
9200	24763	die	Umbenennung	Umbenennungen	renaming	UNSET	
9201	24764	die	Umverteilung	Umverteilungen	redistribution	UNSET	
9202	24765	die	Ungewissheit	Ungewissheiten	uncertainty	UNSET	
9203	24766	die	Uniklinik	Unikliniken	university hospital	UNSET	
9204	24767	die	Unterführung	Unterführungen	subway/underpass	UNSET	
9205	24768	die	Unterwelt	Unterwelten	nether world/netherworld/underworld	UNSET	
9206	24769	die	Unversehrtheit	—	integrity	UNSET	
9207	24770	die	Urlaubsreise	Urlaubsreisen	vacation trip/holiday trip	UNSET	
9208	1207	die	Verabredung	Verabredungen	appointment/date	A1	
9209	24771	die	Verhaltensänderung	Verhaltensänderungen	behaviour change/behavioural change/change in behaviour	UNSET	
9210	24772	die	Verhältnismäßigkeit	Verhältnismäßigkeiten	proportionality	UNSET	
9211	24773	das	Verkehrsministerium	Verkehrsministerien	transport ministry	UNSET	
9212	24774	die	Verkehrssituation	Verkehrssituationen	traffic situation	UNSET	
9213	24775	das	Verpackungsmaterial	Verpackungsmaterialien	packaging material	UNSET	
9214	24776	die	Verrichtung	Verrichtungen	task/activity	UNSET	
