row	rank	article	word	plural	english	cefrLevel	flags
1401	1402	der	Kongress	Kongresse	congress/convention	B2	
1402	1403	der	Roman	Romane	novel	A2	
1403	1404	die	Hochzeit	Hochzeiten	wedding	A1	
1404	1405	der	Hof	Höfe	courtyard/farm	A1	
1405	1406	das	Kunstwerk	Kunstwerke	artwork	B1	
1406	25543	der	Maßstab	Maßstäbe	scale/standard	UNSET	
1407	1408	die	Vergütung	Vergütungen	compensation/remuneration	C1	
1408	1409	die	Verpackung	Verpackungen	packaging	A1	
1409	1410	die	Werkstatt	Werkstätten	workshop/garage	A1	
1410	1411	der	Arbeitskreis	Arbeitskreise	study group/working group	C1	
1411	1412	die	Konzentration	Konzentrationen	concentration	B2	
1412	25548	der	Ortsteil	Ortsteile	district	UNSET	
1413	8670	die	Telefonnummer	Telefonnummern	telephone number	A1	
1414	1415	die	Krise	Krisen	crisis	B1	
1415	1416	die	Presse	Pressen	press	B1	
1416	1417	der	Tanz	Tänze	dance	B1	
1417	25578	die	Umstellung	Umstellungen	adjustment	UNSET	
1418	25589	der	Auftraggeber	Auftraggeber	client/customer	UNSET	
1419	25596	die	Bedienung	Bedienungen	service/operation	UNSET	
1420	25668	die	Fassung	Fassungen	version/composure	UNSET	
1421	1422	der	Klang	Klänge	sound	B2	
1422	1423	der	Preisträger	Preisträger	award winner	C1	
1423	3854	die	Akzeptanz	—	acceptance	UNSET	
1424	1425	der	Bauer	Bauern	farmer/peasant	A2	
1425	1426	der	Feiertag	Feiertage	public holiday/bank holiday	A2	
1426	1427	das	Gas	Gase	gas	A2	
1427	3855	der	Gastgeber	Gastgeber	host	UNSET	
1428	3859	der	Linker	Linker	leftist/left-winger	UNSET	
1429	1430	das	Organ	Organe	organ	B2	
1430	1431	der	Auftakt	Auftakte	start/prelude	B2	
1431	1432	die	Berufsausbildung	Berufsausbildungen	vocational training	B2	
1432	1433	die	Trennung	Trennungen	separation	B1	
1433	1434	die	Absprache	Absprachen	arrangement	B2	
1434	1435	das	Studio	Studios	studio	A1	
1435	1436	der	Tierpark	Tierparks	zoo	B1	
1436	1437	die	Ehe	Ehen	marriage	A2	
1437	1438	die	Prognose	Prognosen	forecast	B2	
1438	1439	die	Schicht	Schichten	layer/shift	C1	
1439	1440	die	Abhängigkeit	Abhängigkeiten	dependence/addiction	B2	
1440	1441	die	Begeisterung	—	enthusiasm	A1	
1441	1442	der	Kalender	Kalender	calendar	A1	
1442	1443	das	Loch	Löcher	hole	B1	
1443	1444	die	Wahrheit	Wahrheiten	truth	B1	
1444	1445	die	Beobachtung	Beobachtungen	observation	B1	
1445	1446	die	Mitgliedschaft	Mitgliedschaften	membership	C1	
1446	1447	das	Mittelalter	—	Middle Ages	B2	
1447	1448	der	Müll	—	garbage/rubbish/trash	A2	
1448	1449	der	Profi	Profis	professional	B1	
1449	1450	die	Räumlichkeit	Räumlichkeiten	premises	C1	
1450	1451	der	Klassiker	Klassiker	classic	A2	
1451	1452	die	Konzeption	Konzeptionen	concept/design	B2	
1452	1453	die	Rückkehr	—	return	B1	
1453	1454	der	Zeuge	Zeugen	witness	B1	
1454	3881	der	Marktplatz	Marktplätze	marketplace	UNSET	
1455	1456	die	Tafel	Tafeln	board/blackboard	A1	
1456	1457	der	Widerstand	Widerstände	resistance	B2	
1457	1458	der	Ausgangspunkt	Ausgangspunkte	starting point	B2	
1458	3913	die	Fachhochschule	Fachhochschulen	university of applied sciences	UNSET	
1459	1460	die	Norm	Normen	norm/standard	C1	
1460	1461	die	Bandbreite	Bandbreiten	range/bandwidth	C1	
1461	1462	der	Lauf	Läufe	run/course	B2	
1462	1463	die	Route	Routen	itinerary/route	A1	
1463	3939	das	Bauteil	Bauteile	component	UNSET	
1464	1465	die	Milch	—	milk	A1	
