row	rank	article	word	plural	english	cefrLevel	flags
23101	22614	der	Inflationsausgleich	Inflationsausgleiche	compensation for inflation	UNSET	
23102	22615	der	Informationsverlust	Informationsverluste	information loss	UNSET	
23103	22616	die	Infrarotkamera	Infrarotkameras	infrared camera	UNSET	
23104	22617	der	Infraschall	—	infrasound	UNSET	
23105	22618	die	Inkubationszeit	Inkubationszeiten	incubation period	UNSET	
23106	22619	das	Innenohr	Innenohren	inner ear/internal ear	UNSET	
23107	22620	die	Innenraumluft	—	indoor air	UNSET	
23108	22621	die	Inquisition	Inquisitionen	inquisition	UNSET	
23109	22622	das	Insektengift	Insektengifte	insect venom/insect poison	UNSET	
23110	22623	das	Inselparadies	Inselparadiese	island paradise	UNSET	
23111	22624	der	Inspekteur	Inspekteure	inspector	UNSET	
23112	22625	der	Instruktor	Instruktoren	instructor	UNSET	
23113	22626	der	Insulinspiegel	Insulinspiegel	insulin level	UNSET	
23114	22627	der	Integrationsminister	Integrationsminister	integration minister	UNSET	
23115	22628	die	Intendantin	Intendantinnen	director (theatre, female)	UNSET	
23116	22629	der	Internetriese	Internetriesen	Internet giant	UNSET	
23117	22630	die	Investmentgesellschaft	Investmentgesellschaften	investment company	UNSET	
23118	22631	die	Irrung	Irrungen	error/confusion	UNSET	
23119	22632	die	Isomatte	Isomatten	roll mat/sleeping mat	UNSET	
23120	22633	die	Jackentasche	Jackentaschen	jacket pocket/pocket	UNSET	
23121	22634	das	Jagdhaus	Jagdhäuser	country lodge/hunting lodge	UNSET	
23122	22635	der	Jagdunfall	Jagdunfälle	hunting accident	UNSET	
23123	22636	der	Jagdverband	Jagdverbände	hunting association	UNSET	
23124	22637	das	Jahresabonnement	Jahresabonnements	annual subscription	UNSET	
23125	22638	die	Jahresabrechnung	Jahresabrechnungen	annual statement	UNSET	
23126	22639	der	Jahreskongress	Jahreskongresse	annual congress	UNSET	
23127	22640	das	Jazzkonzert	Jazzkonzerte	jazz concert	UNSET	
23128	22641	die	Jetztzeit	—	present day/present time	UNSET	
23129	22642	der	Jingle	Jingles	audio logo/jingle	UNSET	
23130	22643	das	Jogging	—	jogging	UNSET	
23131	22644	das	Johannisbrotkernmehl	—	locust bean gum/carob seed flour	UNSET	
23132	22645	die	Jolle	Jollen	dinghy/jolly-boat/yawl	UNSET	
23133	22646	der	Joystick	Joysticks	joystick	UNSET	
23134	22647	die	Jugendbewegung	Jugendbewegungen	youth movement	UNSET	
23135	22648	der	Jugendfilm	Jugendfilme	youth film	UNSET	
23136	22649	der	Jugendtrainer	Jugendtrainer	youth coach	UNSET	
23137	22650	der	Jumper	Jumper	jumper/pullover/sweater	UNSET	
23138	22651	der	Jungbrunnen	Jungbrunnen	Fountain of Youth	UNSET	
23139	22652	die	Jungenmannschaft	Jungenmannschaften	boys' team	UNSET	
23140	22653	der	Junggesellenabschied	Junggesellenabschiede	stag do/stag party	UNSET	
23141	22654	der	Jungstar	Jungstars	young star	UNSET	
23142	22655	der	Kabelbrand	Kabelbrände	cable fire	UNSET	
23143	22656	die	Kabeltrommel	Kabeltrommeln	cable drum	UNSET	
23144	22657	die	Käferart	Käferarten	beetle species	UNSET	
23145	22658	die	Kaffeebar	Kaffeebars	coffee bar	UNSET	
23146	22659	die	Kaffeefahrt	Kaffeefahrten	promotional day trip	UNSET	
23147	8918	der	Kaffeefilter	Kaffeefilter	coffee filter	C1	
23148	22661	die	Käfighaltung	—	cage farming/cage husbandry	UNSET	
23149	22662	der	Kaiserdom	Kaiserdome	imperial cathedral	UNSET	
23150	22663	das	Kali	—	potash	UNSET	
23151	22664	der	Kalorienbedarf	Kalorienbedarfe	calorie need	UNSET	
23152	22665	die	Kaltfront	Kaltfronten	cold front	UNSET	
23153	22666	die	Kamelie	Kamelien	camellia	UNSET	
23154	22667	die	Kämmerei	Kämmereien	treasury (municipal)	UNSET	
23155	22668	der	Kammmolch	Kammmolche	crested newt	UNSET	
23156	22669	der	Kantor	Kantoren	cantor	UNSET	
23157	22670	die	Kantorin	Kantorinnen	cantor (female)	UNSET	
23158	22671	die	Kanufahrt	Kanufahrten	canoe trip	UNSET	
23159	22672	die	Kaper	Kapern	caper	UNSET	
23160	22673	der	Kapuziner	Kapuziner	Capuchin	UNSET	
23161	22674	der	Karabiner	Karabiner	karabiner (climbing) / carbine (rifle)	UNSET	
23162	22675	der	Karabinerhaken	Karabinerhaken	carabiner	UNSET	
23163	22676	der	Karamell	—	caramel	UNSET	
23164	22677	der	Karnevalsumzug	Karnevalsumzüge	carnival parade/carnival procession	UNSET	
23165	22678	das	Karrieresprungbrett	Karrieresprungbretter	career springboard	UNSET	
23166	22679	das	Karriereziel	Karriereziele	career aim	UNSET	
23167	22680	das	Kartenterminal	Kartenterminals	card terminal	UNSET	
23168	22681	die	Kartoffelsorte	Kartoffelsorten	potato variety	UNSET	
23169	7735	die	Kartoffelsuppe	Kartoffelsuppen	potato soup	B2	
23170	22683	die	Kartographie	—	cartography	UNSET	
23171	22684	der	Kassenschlager	Kassenschlager	blockbuster	UNSET	
23172	22685	der	Kassettenrekorder	Kassettenrekorder	cassette recorder	UNSET	
23173	22686	die	Katz	Katzen	cat (in 'für die Katz')	UNSET	
23174	22687	das	Katzenbaby	Katzenbabys	kitten	UNSET	
23175	22688	der	Kauz	Käuze	owl (small owl, esp. tawny owl); figuratively: odd character	UNSET	
23176	22689	die	Kegelrobbe	Kegelrobben	grey seal	UNSET	
23177	22690	die	Kehrmaschine	Kehrmaschinen	street cleaner/street sweeper	UNSET	
23178	22691	der	Keiler	Keiler	boar/tusker	UNSET	
23179	22692	die	Keimung	Keimungen	germination	UNSET	
23180	22693	die	Keksdose	Keksdosen	biscuit tin	UNSET	
23181	22694	das	Kelchblatt	Kelchblätter	sepal	UNSET	
23182	22695	der	Keramiker	Keramiker	potter/ceramicist	UNSET	
23183	22696	das	Kerngehäuse	Kerngehäuse	core (of an apple/pear)	UNSET	
23184	22697	die	Kernidee	Kernideen	core idea	UNSET	
23185	22698	die	Kernschmelze	Kernschmelzen	nuclear meltdown	UNSET	
23186	22699	die	Kernspintomographie	Kernspintomographien	magnetic resonance imaging/nuclear spin tomography	UNSET	
23187	22700	das	Kiefergelenk	Kiefergelenke	jaw joint/temporomandibular joint	UNSET	
23188	22701	das	Kiefernholz	Kiefernhölzer	pine timber	UNSET	
23189	22702	die	Kielerin	Kielerinnen	person from Kiel (female)	UNSET	
23190	22703	die	Kieme	Kiemen	gill	UNSET	
23191	22704	die	Kieselsäure	Kieselsäuren	silicic acid	UNSET	
23192	22705	die	Kinderbuchautorin	Kinderbuchautorinnen	children's book author	UNSET	
23193	22706	die	Kinderehe	Kinderehen	child marriage	UNSET	
23194	22707	das	Kinderkrankenhaus	Kinderkrankenhäuser	children's hospital	UNSET	
23195	22708	das	Kinderspielzeug	Kinderspielzeuge	children's toys; plural better —	UNSET	
23196	22709	der	Kinderstuhl	Kinderstühle	children's chair	UNSET	
23197	22710	das	Kindheitserlebnis	Kindheitserlebnisse	childhood experience	UNSET	
23198	22711	der	Kinobetreiber	Kinobetreiber	cinema operator	UNSET	
23199	22712	die	Kinoleinwand	Kinoleinwände	cinema screen/movie screen	UNSET	
23200	22713	das	Kinoprogramm	Kinoprogramme	cinema programme/film listings	UNSET	
23201	22714	das	Kinopublikum	—	cinema audience	UNSET	
23202	22715	der	Kirchengemeinderat	Kirchengemeinderäte	church council/parish council	UNSET	
23203	22716	das	Kirchenlied	Kirchenlieder	hymn	UNSET	
23204	22717	das	Kirchenvolk	Kirchenvölker	church members/laity	UNSET	
23205	22718	die	Klagewelle	Klagewellen	wave of lawsuits/wave of complaints	UNSET	
23206	22719	die	Klamm	Klammen	canyon/gorge/ravine	UNSET	
23207	22720	die	Klarsichtfolie	Klarsichtfolien	cling film	UNSET	
23208	22721	der	Klassenausflug	Klassenausflüge	class trip/school trip	UNSET	
23209	22722	das	Klassenfoto	Klassenfotos	class photo	UNSET	
23210	22723	das	Klassentreffen	Klassentreffen	class reunion	UNSET	
23211	4693	der	Klatsch	Klatsche	gossip	C1	
23212	22725	das	Klatschen	—	clapping	UNSET	
23213	22726	die	Klausurvorbereitung	Klausurvorbereitungen	exam preparation	UNSET	
