row	rank	article	word	plural	english	cefrLevel	flags
20301	19814	der	Alltagsrassismus	—	everyday racism	UNSET	
20302	19815	das	Altenpflegeheim	Altenpflegeheime	nursing home for the elderly	UNSET	
20303	3721	die	Altersangabe	Altersangaben	age indication/age information	A2	
20304	19817	das	Alttier	Alttiere	hind, adult female red deer (hunting)	UNSET	
20305	19818	die	Alveole	Alveolen	alveolus (tooth socket; air sac)	UNSET	
20306	19819	der	Amboss	Ambosse	anvil/incus	UNSET	
20307	19820	das	Amen	Amen	amen	UNSET	
20308	19821	der	Amiga	Amigas	Amiga	UNSET	
20309	19822	die	Amöbe	Amöben	ameba/amoeba/amœba	UNSET	
20310	19823	der	Amtssitz	Amtssitze	office/official residence	UNSET	
20311	19824	das	Anabolikum	Anabolika	anabolic steroid	UNSET	
20312	19825	der	Analbereich	Analbereiche	anal area	UNSET	
20313	19826	der	Anbruch	Anbrüche	advent/dawn/dawning	UNSET	
20314	19827	das	Anfangskapital	—	initial capital	UNSET	
20315	19828	der	Anfangsverdacht	Anfangsverdachte	initial suspicion	UNSET	
20316	19829	der	Anglizismus	Anglizismen	anglicism	UNSET	
20317	19830	das	Angstgefühl	Angstgefühle	feeling of anxiety	UNSET	
20318	19831	die	Ängstlichkeit	Ängstlichkeiten	anxiousness	UNSET	
20319	19832	das	Anion	Anionen	anion	UNSET	
20320	19833	die	Annullierung	Annullierungen	annulment	UNSET	
20321	19834	die	Anode	Anoden	anode	UNSET	
20322	19835	die	Anorexie	Anorexien	anorexia/anorexia nervosa	UNSET	
20323	3722	die	Anruferin	Anruferinnen	caller (female)	A2	
20324	19837	die	Ansteckungsgefahr	Ansteckungsgefahren	risk of infection	UNSET	
20325	19838	der	Antiziganismus	—	anti-Roma racism/antiziganism	UNSET	
20326	19839	das	Apfelmus	Apfelmuse	apple sauce/applesauce	UNSET	
20327	19840	der	Apfelwein	Apfelweine	cider	UNSET	
20328	19841	das	Applet	Applets	applet	UNSET	
20329	19842	die	Äquivalenz	Äquivalenzen	equivalence	UNSET	
20330	19843	die	Arbeiterpartei	Arbeiterparteien	labour party	UNSET	
20331	19844	die	Arbeiterschaft	—	workforce/working class	UNSET	
20332	19845	der	Arbeitgebervertreter	Arbeitgebervertreter	employer representative	UNSET	
20333	19846	der	Arbeitsgeber	Arbeitsgeber	employer	UNSET	
20334	19847	das	Arbeitsziel	Arbeitsziele	work target	UNSET	
20335	19848	das	Archivieren	—	archiving	UNSET	
20336	19849	der	Arztberuf	Arztberufe	medical profession	UNSET	
20337	19850	der	As	Asse	as/ace	UNSET	
20338	19851	das	Aschenputtel	—	Cinderella	UNSET	
20339	19852	die	Ascorbinsäure	—	ascorbic acid	UNSET	
20340	19853	die	Assel	Asseln	pill bug/slater/woodlouse	UNSET	
20341	19854	der	Asthmatiker	Asthmatiker	asthmatic	UNSET	
20342	19855	das	Ästuar	Ästuare	estuary	UNSET	
20343	7704	der	Asylberechtigte	Asylberechtigten	person entitled to asylum	B2	adjectivalNoun
20344	19857	das	Asylbewerberheim	Asylbewerberheime	asylum-seeker accommodation/home	UNSET	
20345	19858	die	Atemfrequenz	Atemfrequenzen	respiratory rate	UNSET	
20346	19859	die	Atempause	Atempausen	breather	UNSET	
20347	19860	die	Atemwegsinfektion	Atemwegsinfektionen	respiratory tract infection	UNSET	
20348	19861	das	Atommodell	Atommodelle	atom model/atomic model	UNSET	
20349	19862	der	Atommüll	—	nuclear waste/radioactive waste	UNSET	
20350	19863	die	Attrappe	Attrappen	dummy/mock-up/mockup	UNSET	
20351	19864	die	Audienz	Audienzen	audience (formal meeting with a dignitary)	UNSET	
20352	19865	die	Aufbauarbeit	Aufbauarbeiten	development work/reconstruction work	UNSET	
20353	19866	die	Aufbruchsstimmung	Aufbruchsstimmungen	spirit of optimism	UNSET	
20354	19867	der	Auffangbehälter	Auffangbehälter	collecting container/catch container	UNSET	
20355	19868	die	Aufführungspraxis	—	performance practice	UNSET	
20356	19869	die	Aufgabenerledigung	Aufgabenerledigungen	task completion	UNSET	
20357	19870	die	Aufhellung	Aufhellungen	lightening/clarification	UNSET	
20358	19871	das	Aufmaß	Aufmaße	measurement/take-off (construction)	UNSET	
20359	19872	der	Aufseher	Aufseher	guard/invigilator/overseer	UNSET	
20360	19873	der	Aufständische	Aufständischen	insurgent	UNSET	adjectivalNoun
20361	19874	die	Augenbewegung	Augenbewegungen	eye movement	UNSET	
20362	19875	der	Augenkontakt	Augenkontakte	eye contact	UNSET	
20363	19876	die	Ausatmung	Ausatmungen	exhalation	UNSET	
20364	19877	die	Ausbesserung	Ausbesserungen	correction/repair/touch up	UNSET	
20365	19878	die	Ausbuchtung	Ausbuchtungen	bulge/convexity/salient	UNSET	
20366	19879	die	Ausdrucksstärke	Ausdrucksstärken	expressiveness	UNSET	
20367	19880	der	Ausleger	Ausleger	jib, boom; outrigger	UNSET	
20368	19881	der	Ausrüstungsgegenstand	Ausrüstungsgegenstände	piece of equipment	UNSET	
20369	19882	die	Ausschabung	Ausschabungen	curettage	UNSET	
