row	rank	article	word	plural	english	cefrLevel	flags
18201	8845	der	Plattenvertrag	Plattenverträge	record contract/record deal/recording contract	C1	
18202	17712	das	Polarlicht	Polarlichter	aurora/aurora polaris/polar light	UNSET	
18203	17713	das	Politbüro	Politbüros	politburo	UNSET	
18204	17714	die	Politikwissenschaftlerin	Politikwissenschaftlerinnen	political scientist	UNSET	
18205	17715	die	Polizeiangabe	Polizeiangaben	police statement	UNSET	
18206	17716	die	Polizeibeamtin	Polizeibeamtinnen	police officer	UNSET	
18207	17717	der	Polizeisprecher	Polizeisprecher	police spokesperson	UNSET	
18208	17718	die	Polizeistation	Polizeistationen	police station	UNSET	
18209	17719	die	Polizeiwache	Polizeiwachen	police station	UNSET	
18210	17720	das	Poloshirt	Poloshirts	polo shirt	UNSET	
18211	17721	das	Polyeder	Polyeder	polyhedron	UNSET	
18212	17722	der	Pontifikat	Pontifikate	pontificate	UNSET	
18213	17723	der	Porträtierte	Porträtierten	portrait subject	UNSET	adjectivalNoun
18214	17724	der	Postkasten	Postkästen	postbox / letterbox	UNSET	
18215	17725	der	Potsdamer	Potsdamer	person from Potsdam	UNSET	
18216	17726	das	Präsidiumsmitglied	Präsidiumsmitglieder	executive committee member/presidium member	UNSET	
18217	17727	die	Preissuchmaschine	Preissuchmaschinen	comparison shopping site	UNSET	
18218	17728	die	Premiummarke	Premiummarken	premium brand	UNSET	
18219	17729	der	Pressetext	Pressetexte	press release/press text	UNSET	
18220	17730	das	Priesteramt	Priesterämter	priesthood/priestly office	UNSET	
18221	17731	die	Priesterweihe	Priesterweihen	ordination to the priesthood	UNSET	
18222	17732	das	Prinzenpaar	Prinzenpaare	carnival royal couple	UNSET	
18223	17733	der	Privatmann	Privatleute	private individual	UNSET	
18224	17734	der	Problemlöser	Problemlöser	problem-solver	UNSET	
18225	17735	die	Problemsituation	Problemsituationen	problem situation	UNSET	
18226	17736	die	Produktionsfläche	Produktionsflächen	production area	UNSET	
18227	17737	der	Profisport	—	professional sport	UNSET	
18228	3247	der	Profisportler	Profisportler	professional athlete	B1	
18229	17739	der	Promotionsausschuss	Promotionsausschüsse	doctorate committee	UNSET	
18230	17740	der	Promovend	Promovenden	doctoral candidate	UNSET	
18231	17741	die	Prüfsumme	Prüfsummen	checksum	UNSET	
18232	17742	das	Prüfungsverfahren	Prüfungsverfahren	examination procedure/review procedure	UNSET	
18233	17743	das	Psychologiestudium	Psychologiestudien	psychology studies	UNSET	
18234	8846	der	Psychopath	Psychopathen	psychopath	C1	
18235	17745	das	Putten	—	putting (golf)	UNSET	
18236	17746	die	Pyrotechnik	Pyrotechniken	pyrotechnics	UNSET	
18237	17747	das	Quartalsende	Quartalsenden	quarter end	UNSET	
18238	17748	der	Quarz	Quarze	quartz	UNSET	
18239	17749	der	Quell	Quelle	spring/source (poetic)	UNSET	
18240	17750	die	Querstraße	Querstraßen	cross street/side street	UNSET	
18241	17751	der	Racker	Racker	rascal	UNSET	
18242	17752	die	Radikalität	Radikalitäten	radicalism	UNSET	
18243	17753	die	Rapunzel	Rapunzeln	lamb's lettuce	UNSET	
18244	4657	die	Ration	Rationen	ration	C1	
18245	17755	die	Ratlosigkeit	Ratlosigkeiten	perplexity/helplessness	UNSET	
18246	8847	der	Raubüberfall	Raubüberfälle	robbery	C1	
18247	17757	der	Raumteiler	Raumteiler	partition	UNSET	
18248	17758	das	Rauschgift	Rauschgifte	narcotic / (illegal) drug	UNSET	
18249	17759	das	Re	Res	re/regarding	UNSET	
18250	17760	der	Rechtsberater	Rechtsberater	legal adviser	UNSET	
18251	17761	der	Reformer	Reformer	reformer	UNSET	
18252	7688	der	Refrain	Refrains	refrain	B2	
18253	17763	der	Regenradar	Regenradare	rain radar	UNSET	
18254	17764	der	Regent	Regenten	ruler/sovereign	UNSET	
18255	17765	das	Regierungsgebäude	Regierungsgebäude	government building	UNSET	
18256	7689	der	Regierungssprecher	Regierungssprecher	government spokesperson	B2	
18257	17767	der	Regionalexpress	Regionalexpresse	regional express train	UNSET	
18258	17768	der	Reichspräsident	Reichspräsidenten	Reich President	UNSET	
18259	17769	der	Reifenhersteller	Reifenhersteller	tyre manufacturer	UNSET	
18260	17770	die	Reißleine	Reißleinen	rip cord/pull cord	UNSET	
18261	17771	der	Reitstall	Reitställe	riding stable	UNSET	
18262	17772	der	Reizhusten	—	dry cough/nervous cough	UNSET	
18263	17773	die	Reizüberflutung	Reizüberflutungen	sensory overload	UNSET	
18264	17774	das	Rekordjahr	Rekordjahre	record year	UNSET	
18265	17775	das	Rekordniveau	Rekordniveaus	record level	UNSET	
18266	17776	das	Rekordtief	Rekordtiefs	record low	UNSET	
18267	17777	die	Religionslehrerin	Religionslehrerinnen	religious education teacher (female)	UNSET	
18268	4659	das	Renteneintrittsalter	—	retirement age	C1	
18269	17779	das	Restrisiko	Restrisiken	residual risk	UNSET	
18270	17780	die	Revanche	Revanchen	revenge/return match	UNSET	
18271	17781	die	Revolte	Revolten	revolt	UNSET	
18272	17782	die	Rheinseite	Rheinseiten	Rhine side/side of the Rhine	UNSET	
18273	17783	der	Rheumatologe	Rheumatologen	rheumatologist	UNSET	
18274	17784	der	Ritterschlag	Ritterschläge	knighthood/accolade	UNSET	
18275	17785	die	Rivalität	Rivalitäten	rivalry	UNSET	
18276	17786	der	Rochen	Rochen	ray/skate	UNSET	
18277	17787	das	Röhricht	Röhrichte	reed bed/reeds	UNSET	
18278	17788	die	Römerstadt	Römerstädte	Roman town/city	UNSET	
18279	17789	das	Rosengewächs	Rosengewächse	rose plant/member of the rose family	UNSET	
18280	17790	der	Rücklauf	Rückläufe	response/return	UNSET	
18281	17791	der	Rückversicherer	Rückversicherer	reinsurer	UNSET	
18282	17792	der	Rückzieher	Rückzieher	backdown/climb-down/climbdown	UNSET	
18283	17793	der	Rüde	Rüden	male dog	UNSET	
18284	17794	die	Rundfunkgebühr	Rundfunkgebühren	broadcasting fee	UNSET	
18285	17795	die	Rüsche	Rüschen	ruche/ruffle	UNSET	
18286	17796	die	Russin	Russinnen	Russian (female)	UNSET	
18287	17797	der	Sachtext	Sachtexte	factual text/nonfiction text	UNSET	
18288	17798	der	Safety	Safetys	safety	UNSET	
18289	17799	das	Sahnehäubchen	Sahnehäubchen	cherry on the cake/icing on the cake	UNSET	
18290	17800	der	Sakralbau	Sakralbauten	sacred architecture/sacred building	UNSET	
18291	17801	die	Sakristei	Sakristeien	sacristy	UNSET	
18292	17802	der	Salto	Saltos	somersault	UNSET	
18293	17803	der	Salzstock	Salzstöcke	salt dome	UNSET	
18294	17804	das	Sammelbecken	Sammelbecken	collecting basin/reservoir	UNSET	
18295	17805	der	Samurai	Samurai	samurai	UNSET	
18296	17806	das	Sanatorium	Sanatorien	sanatorium	UNSET	
18297	17807	die	Sandbank	Sandbänke	sandbank/sandbar/shoal	UNSET	
18298	3248	das	Sandwich	Sandwichs	sandwich	B1	
18299	17809	der	Sarkasmus	Sarkasmen	sarcasm	UNSET	
18300	17810	der	Sarkophag	Sarkophage	sarcophagus	UNSET	
18301	17811	der	Satzbau	—	sentence construction	UNSET	
18302	17812	die	Säuglingsnahrung	Säuglingsnahrungen	baby food	UNSET	
18303	17813	die	Schadstoffemission	Schadstoffemissionen	pollutant emissions	UNSET	
18304	17814	die	Schafherde	Schafherden	flock of sheep	UNSET	
18305	17815	die	Schalotte	Schalotten	shallot	UNSET	
18306	17816	der	Schaltplan	Schaltpläne	circuit diagram/circuit layout/electronic schematic	UNSET	
18307	17817	der	Schamane	Schamanen	shaman	UNSET	
18308	17818	die	Schärfung	Schärfungen	sharpening	UNSET	
18309	17819	der	Schieber	Schieber	slider/gate valve	UNSET	
18310	17820	der	Schießstand	Schießstände	shooting range	UNSET	
18311	17821	die	Schiffsreise	Schiffsreisen	boat trip/voyage	UNSET	
18312	17822	die	Schläfe	Schläfen	temple	UNSET	
18313	17823	der	Schläfer	Schläfer	sleeper	UNSET	
18314	17824	das	Schlafsofa	Schlafsofas	sofa bed	UNSET	
18315	17825	der	Schlagersänger	Schlagersänger	Schlager singer/pop singer	UNSET	
18316	17826	die	Schlammschlacht	Schlammschlachten	mudslinging match / slanging match	UNSET	
18317	17827	die	Schlampe	Schlampen	slovenly person/promiscuous woman (insult)	UNSET	
18318	17828	die	Schlappe	Schlappen	defeat	UNSET	
