row	rank	article	word	plural	english	cefrLevel	flags
2101	2085	die	Brille	Brillen	glasses/spectacles	A2	
2102	2086	die	Drohne	Drohnen	drone/unmanned aerial vehicle	C1	
2103	2087	die	Ernte	Ernten	crop/harvest/yield	B1	
2104	2088	der	Feind	Feinde	enemy/foe	B2	
2105	2089	die	Gefährdung	Gefährdungen	endangerment/risk	UNSET	
2106	2090	der	Humor	—	humour/sense of humour	A2	
2107	2091	die	Kette	Ketten	chain/necklace	A2	
2108	2092	die	Koordination	Koordinationen	coordination	B2	
2109	2093	der	Mediziner	Mediziner	doctor/physician	A2	
2110	2094	die	Offenheit	—	openness	B2	
2111	2095	der	Staatssekretär	Staatssekretäre	state secretary/undersecretary	UNSET	
2112	2096	der	Treffer	Treffer	hit	UNSET	
2113	2097	das	Aussehen	—	appearance/look	UNSET	
2114	2098	das	Level	Levels	level	C1	
2115	2099	der	Millimeter	Millimeter	millimetre	UNSET	
2116	2100	der	Praktikant	Praktikanten	intern/trainee	B1	
2117	2101	die	Übergabe	Übergaben	handover/handing over/delivery	UNSET	
2118	2102	die	Überschrift	Überschriften	heading/headline/title	A1	
2119	2103	der	Aufsichtsrat	Aufsichtsräte	supervisory board	UNSET	
2120	2104	das	Celsius	Celsius	Celsius	UNSET	
2121	2105	die	Einsicht	Einsichten	insight	UNSET	
2122	2106	das	Entgelt	Entgelte	remuneration	UNSET	
2123	2107	der	Ozean	Ozeane	ocean	B1	
2124	2108	die	Privatsphäre	Privatsphären	privacy/private sphere	B2	
2125	463	das	Reiseziel	Reiseziele	destination	A1	
2126	2110	die	Transaktion	Transaktionen	transaction	C1	
2127	2111	die	Amtszeit	Amtszeiten	term of office/tenure	UNSET	
2128	2112	die	Bundestagswahl	Bundestagswahlen	Bundestag election/federal election	B2	
2129	2113	die	Entzündung	Entzündungen	inflammation	C1	
2130	2114	die	Europawahl	Europawahlen	European election	UNSET	
2131	2115	die	Fassade	Fassaden	façade/front	B2	
2132	2116	der	Forst	Forste	forest	UNSET	
2133	2117	der	Islam	—	Islam	B2	
2134	2118	der	Lehrplan	Lehrpläne	curriculum/syllabus	C1	
2135	2119	die	Schuld	Schulden	guilt/fault; debt (plural: debts)	B1	
2136	2120	die	Tierart	Tierarten	animal species	UNSET	
2137	2121	der	Vorgesetzte	Vorgesetzten	boss/superior	B2	adjectivalNoun
2138	2122	der	Widerruf	Widerrufe	revocation	UNSET	
2139	2123	die	Ausrüstung	Ausrüstungen	equipment/gear/outfit	UNSET	
2140	2124	die	Handhabung	—	handling/operation/use	UNSET	
2141	2125	die	Palette	Paletten	palette/pallet/range	UNSET	
2142	2126	die	Skulptur	Skulpturen	sculpture	C1	
2143	2127	das	Stadium	Stadien	stage	UNSET	
2144	2128	das	Wesen	Wesen	being/character/creature	B2	
2145	2129	die	Absicht	Absichten	intention/purpose	UNSET	
2146	2130	der	Duft	Düfte	aroma/fragrance/perfume	UNSET	
2147	2131	der	Faden	Fäden	thread/string	C1	
2148	2132	das	Gebot	Gebote	commandment/requirement/bid; B2	A1	
2149	476	der	Käse	Käse	cheese/curd	A1	
2150	2134	der	Laie	Laien	layperson/amateur	UNSET	
2151	2135	der	Rettungsdienst	Rettungsdienste	emergency medical services/rescue service	UNSET	
2152	2136	die	Schau	Schauen	show/exhibition	UNSET	
2153	478	der	Wohnort	Wohnorte	residence	A1	
2154	542	der	Zufall	Zufälle	chance/coincidence/fortuity	A1	
2155	2139	die	Zusammenfassung	Zusammenfassungen	summary/abstract	B2	
2156	2140	das	Accessoire	Accessoires	accessory	UNSET	
2157	2141	der	Erlös	Erlöse	proceeds	UNSET	
2158	2142	der	Gemeinderat	Gemeinderäte	municipal council/councillor	UNSET	
2159	2143	das	Handbuch	Handbücher	handbook/manual	UNSET	
2160	2144	der	Mitschüler	Mitschüler	classmate/schoolmate	B2	
2161	2145	die	Schwachstelle	Schwachstellen	trouble spot/weak point	C1	
2162	2146	die	Startseite	Startseiten	home page/homepage/start page	B2	
2163	2147	die	Tastatur	Tastaturen	keyboard	A2	
2164	548	die	Anweisung	Anweisungen	directive/instruction/statement	A1	
2165	2149	das	Anzeichen	Anzeichen	indication	C1	
2166	2150	der	Bebauungsplan	Bebauungspläne	development plan/zoning map	UNSET	
2167	2151	der	Diesel	Diesel	diesel/diesel oil	A2	
2168	2152	der	Hut	Hüte	hat	A1	
2169	2153	die	Inszenierung	Inszenierungen	staging/production	UNSET	
2170	2154	die	Korrektur	Korrekturen	correction	B2	
2171	2155	der	Mond	Monde	moon/crescent	B1	
2172	2156	der	Nährstoff	Nährstoffe	nutrient	B2	
2173	2157	die	Sperrung	Sperrungen	closure/blocking	UNSET	
2174	2158	die	Vereinbarkeit	Vereinbarkeiten	compatibility	B2	
2175	2159	die	Versammlung	Versammlungen	assembly/gathering/meeting	B1	
2176	2160	der	Verzicht	Verzichte	abstention/relinquishment/renunciation	UNSET	
2177	2161	die	Ankündigung	Ankündigungen	advance notice/announcement	UNSET	
2178	2162	die	Bundesagentur	Bundesagenturen	federal agency	UNSET	
2179	2163	das	Foyer	Foyers	foyer/lobby	UNSET	
2180	2164	der	Fußgänger	Fußgänger	pedestrian/walker	B1	
2181	2165	der	Gesang	Gesänge	singing	C1	
2182	2166	das	Kraftwerk	Kraftwerke	power plant/powerplant	B1	
2183	2167	der	Kundenservice	Kundenservices	customer service	A2	
2184	2168	die	Mark	Mark	mark (currency)	UNSET	
2185	2169	das	Rätsel	Rätsel	puzzle/riddle/mystery	A2	
2186	2170	der	Reiz	Reize	appeal/stimulus/charm	B2	
2187	2171	die	Resonanz	Resonanzen	feedback/resonance	C1	
2188	2172	der	Rhythmus	Rhythmen	rhythm	B2	
2189	2173	die	Selbstständigkeit	Selbstständigkeiten	autonomy/independence/self-employment	UNSET	
2190	2174	das	Wohlbefinden	—	well-being	B2	
2191	2175	das	Wohnhaus	Wohnhäuser	residential building	UNSET	
2192	2176	die	Artenvielfalt	—	biodiversity/species diversity/species richness	UNSET	
2193	552	der	Ausweis	Ausweise	identity card	A1	
2194	562	die	Hausaufgabe	Hausaufgaben	homework	A1	
2195	2179	der	Vorfall	Vorfälle	incident/prolapse	UNSET	
2196	2180	die	Zerstörung	Zerstörungen	destruction	C1	
2197	2181	die	Zielsetzung	Zielsetzungen	aim/goal/goal setting	C1	
2198	2182	die	Zunahme	Zunahmen	growth/increase/increment	C1	
2199	598	der	Ausgang	Ausgänge	exit/outcome	A1	
2200	2184	die	Balance	Balancen	balance	B2	
2201	599	die	Bitte	Bitten	request/plea	A1	
2202	2186	die	Einbeziehung	Einbeziehungen	inclusion	UNSET	
2203	2187	die	Elternzeit	Elternzeiten	parental leave	UNSET	
2204	603	das	Erdgeschoss	Erdgeschosse	ground floor	A1	
2205	2189	die	Fertigkeit	Fertigkeiten	competence/skill	UNSET	
2206	2190	das	Gesundheitsamt	Gesundheitsämter	health department	UNSET	
2207	2191	die	Klimaanlage	Klimaanlagen	air conditioner/air-conditioner	B1	
2208	2192	der	Kontrast	Kontraste	contrast	A2	
2209	2193	der	Ofen	Öfen	furnace/oven/stove	UNSET	
2210	2194	der	Organisator	Organisatoren	organiser	C1	
2211	606	das	Stadion	Stadien	stadium	A1	
2212	2196	der	Steuerberater	Steuerberater	accountant/tax advisor	B2	
2213	2197	der	Techniker	Techniker	technician	A1	
2214	2198	die	Vorsorge	—	foresight/precaution	UNSET	
2215	2199	das	Vorstandsmitglied	Vorstandsmitglieder	board member	UNSET	
2216	2200	die	Befreiung	Befreiungen	exemption/liberation/release	UNSET	
2217	2201	der	Fund	Funde	find/discovery	UNSET	
2218	2202	das	Gelenk	Gelenke	joint	C1	
2219	2203	das	Musical	Musicals	musical	UNSET	
2220	2204	die	Sängerin	Sängerinnen	female singer/singer	A2	
2221	2205	die	Sauna	Saunen	sauna	B2	
2222	2206	die	Siedlung	Siedlungen	housing estate/human settlement/settlement	B2	
2223	2207	der	Teig	Teige	batter/dough	UNSET	
2224	2208	die	Weile	—	while	A2	
2225	2209	der	Ärger	—	annoyance/trouble/anger	A2	
2226	2210	das	Erdgas	Erdgase	natural gas	UNSET	
2227	2211	der	Jäger	Jäger	hunter/fighter (aircraft)	UNSET	
2228	2212	der	Ost	—	east	UNSET	
2229	2213	die	Portion	Portionen	portion	A2	
2230	2214	die	Vollzeit	—	full time	A2	
2231	2215	der	Anschlag	Anschläge	attack/attempt/poster	B2	
2232	2216	der	Block	Blöcke	bloc/block/coalition	UNSET	
2233	2217	die	Fabrik	Fabriken	factory/plant	A2	
2234	2218	die	Fahrbahn	Fahrbahnen	roadway/lane	B1	
2235	2219	das	Geschäftsjahr	Geschäftsjahre	fiscal year	UNSET	
2236	612	der	Hals	Hälse	neck/throat	A1	
