row	rank	article	word	plural	english	cefrLevel	flags
23801	23316	der	Referee	Referees	referee	UNSET	
23802	23317	der	Referenzpunkt	Referenzpunkte	point of reference	UNSET	
23803	23318	die	Reformbewegung	Reformbewegungen	reform movement	UNSET	
23804	23319	die	Regenmenge	Regenmengen	amount of rain/rainfall	UNSET	
23805	23320	die	Regenrinne	Regenrinnen	gutter	UNSET	
23806	23321	die	Regentonne	Regentonnen	rain barrel	UNSET	
23807	23322	das	Regierungsmitglied	Regierungsmitglieder	government member	UNSET	
23808	23323	das	Regierungssystem	Regierungssysteme	government structure	UNSET	
23809	23324	die	Reglung	Reglungen	regulation	UNSET	
23810	23325	der	Regress	Regresse	recourse	UNSET	
23811	23326	der	Regulator	Regulatoren	regulator	UNSET	
23812	23327	das	Rehazentrum	Rehazentren	rehab centre	UNSET	
23813	23328	der	Reibekuchen	Reibekuchen	potato pancake/latke	UNSET	
23814	23329	der	Reibungsverlust	Reibungsverluste	friction loss	UNSET	
23815	23330	die	Reisebedingung	Reisebedingungen	travel condition	UNSET	
23816	23331	der	Reisebegleiter	Reisebegleiter	travel companion	UNSET	
23817	23332	die	Reisebeschreibung	Reisebeschreibungen	travelogue/account of a journey	UNSET	
23818	23333	die	Reisekasse	Reisekassen	travel fund	UNSET	
23819	23334	der	Reisekonzern	Reisekonzerne	travel group/travel company	UNSET	
23820	23335	der	Reiseverlauf	Reiseverläufe	itinerary/course of the trip	UNSET	
23821	23336	das	Reiskorn	Reiskörner	grain of rice	UNSET	
23822	23337	das	Reißbrett	Reißbretter	drawing board/drawing table	UNSET	
23823	23338	die	Reitschule	Reitschulen	riding school	UNSET	
23824	23339	das	Reittier	Reittiere	riding animal	UNSET	
23825	23340	die	Reizbarkeit	Reizbarkeiten	irritability	UNSET	
23826	23341	der	Rekordhalter	Rekordhalter	record holder	UNSET	
23827	23342	das	Rektum	Rekta	rectum	UNSET	
23828	23343	das	Rendering	Renderings	rendering	UNSET	
23829	23344	die	Reorganisation	Reorganisationen	reorganisation	UNSET	
23830	23345	der	Reparaturversuch	Reparaturversuche	repair attempt	UNSET	
23831	23346	die	Ressourcenplanung	Ressourcenplanungen	resource planning	UNSET	
23832	23347	die	Restaurantkette	Restaurantketten	chain of restaurants/restaurant chain	UNSET	
23833	23348	das	Retinol	—	retinol	UNSET	
23834	23349	der	Rettich	Rettiche	radish	UNSET	
