row	rank	article	word	plural	english	cefrLevel	flags
6301	6155	die	Textur	Texturen	texture	UNSET	
6302	6156	die	Umlage	Umlagen	apportionment/shared cost/levy	UNSET	
6303	6157	die	Umweltministerin	Umweltministerinnen	environment minister	UNSET	
6304	3039	die	Vase	Vasen	vase	B1	
6305	6159	die	Vene	Venen	vein/vena	UNSET	
6306	6160	der	Vers	Verse	verse	UNSET	
6307	6161	das	Verschwinden	—	disappearance	UNSET	
6308	6162	der	Verwaltungsakt	Verwaltungsakte	administrative act	UNSET	
6309	6163	die	Verzinsung	Verzinsungen	accrual of interest/interest rate	UNSET	
6310	6164	das	Vorschulkind	Vorschulkinder	preschool child	UNSET	
6311	6165	die	Wassermenge	Wassermengen	amount of water/water quantity	UNSET	
6312	6166	der	Wasserverbrauch	Wasserverbräuche	water consumption	UNSET	
6313	6167	die	Weinstraße	Weinstraßen	wine route	UNSET	
6314	6168	der	Wetterdienst	Wetterdienste	meteorological service/weather service	UNSET	
6315	6169	die	Willkommenskultur	Willkommenskulturen	welcoming culture	UNSET	
6316	6170	die	Winde	Winden	winch; (plant) bindweed	UNSET	
6317	6171	die	Wohnanlage	Wohnanlagen	residential complex/housing complex	UNSET	
6318	6172	die	Zeremonie	Zeremonien	ceremony	UNSET	
6319	6173	die	Zivilcourage	—	moral courage / courage of one's convictions	UNSET	
6320	6174	die	Abendkasse	Abendkassen	box office/ticket office	UNSET	
6321	4117	die	Aggression	Aggressionen	aggression	B2	
6322	6176	die	Akustik	Akustiken	acoustics	UNSET	
6323	6177	der	Alien	Aliens	alien	UNSET	
6324	6178	der	Animationsfilm	Animationsfilme	animation film	UNSET	
6325	854	die	Ansage	Ansagen	announcement	A1	
6326	3041	die	Arbeiterin	Arbeiterinnen	labourer/worker	B1	
6327	6181	die	Arbeitslosenversicherung	Arbeitslosenversicherungen	unemployment insurance	UNSET	
6328	6182	das	Aufkommen	Aufkommen	volume/occurrence/yield	UNSET	
6329	6183	die	Aufzucht	Aufzuchten	rearing/raising	UNSET	
6330	6184	der	Augenschein	—	appearance/inspection	UNSET	
6331	6185	die	Außentemperatur	Außentemperaturen	external temperature/outside temperature	UNSET	
6332	6186	das	Automobil	Automobile	auto/automobile/car	UNSET	
6333	6187	das	Backblech	Backbleche	baking plate/baking sheet/baking tin	UNSET	
6334	6188	die	Backware	Backwaren	baked goods (usually plural Backwaren)	UNSET	
6335	6189	der	Badesee	Badeseen	bathing lake/swimming lake	B2	
6336	3044	das	Ballett	Ballette	ballet	B1	
6337	6191	die	Beurlaubung	Beurlaubungen	leave of absence	UNSET	
6338	6192	die	Bevölkerungszahl	Bevölkerungszahlen	population	C1	
6339	6193	der	Boxer	Boxer	boxer	UNSET	
6340	6194	die	Bude	Buden	stall/booth/kiosk; (colloquial) digs/place	C1	
6341	6195	der	Clou	Clous	highlight	UNSET	
6342	3045	der	Comic	Comics	comic/comic strip	A1	
6343	6197	der	Coupon	Coupons	coupon	UNSET	
6344	4118	die	Dankbarkeit	—	gratefulness/gratitude/thankfulness	B2	
6345	6199	das	Dashboard	Dashboards	dashboard	UNSET	
6346	6200	der	Detektor	Detektoren	detector/receiver	UNSET	
6347	6201	die	Deutung	Deutungen	analysis/explanation/interpretation	C1	
6348	6202	die	Eigenheit	Eigenheiten	idiosyncrasy/mannerism/peculiarity	UNSET	
6349	6203	die	Einschreibung	Einschreibungen	enrolment/registration	UNSET	
6350	856	das	Einzelzimmer	Einzelzimmer	single room	A1	
6351	6205	die	Entwarnung	Entwarnungen	all-clear	UNSET	
6352	6206	das	Erbrecht	Erbrechte	inheritance law/right of inheritance	UNSET	
6353	6207	die	Erfrischung	Erfrischungen	refreshment	UNSET	
6354	6208	die	Erörterung	Erörterungen	discussion	UNSET	
6355	6209	der	Erzähler	Erzähler	narrator/teller	UNSET	
6356	6210	die	Essstörung	Essstörungen	eating disorder	UNSET	
6357	6211	das	Etikett	Etiketten	label/tag	UNSET	
6358	6212	der	Falke	Falken	falcon/hawk	UNSET	
6359	6213	der	Farbstoff	Farbstoffe	dye	UNSET	
6360	6214	das	Finanzministerium	Finanzministerien	Ministry of Finance/Treasury	UNSET	
6361	6215	der	Fischer	Fischer	fisher/fisherman	B2	
6362	6216	die	Flüchtlingsunterkunft	Flüchtlingsunterkünfte	refugee accommodation	UNSET	
6363	6217	die	Frustration	Frustrationen	exasperation/frustration	UNSET	
6364	6218	der	Funke	Funken	spark	UNSET	
6365	6219	der	Fußabdruck	Fußabdrücke	footprint	UNSET	
