row	rank	article	word	plural	english	cefrLevel	flags
10501	8236	die	Odyssee	Odysseen	odyssey	B2	
10502	9995	der	Ohrwurm	Ohrwürmer	catchy tune/earworm	UNSET	
10503	9996	der	Ombudsmann	Ombudsmänner	ombudsman	UNSET	
10504	9997	die	Order	Orders	order	UNSET	
10505	9998	der	Organist	Organisten	organist	UNSET	
10506	9999	der	Ortsname	Ortsnamen	place name/placename/toponym	UNSET	
10507	10000	die	Palliativmedizin	—	palliative medicine	UNSET	
10508	10001	das	Patentamt	Patentämter	patent office	UNSET	
10509	10002	die	Patientengruppe	Patientengruppen	patient group	UNSET	
10510	10003	der	Pfahl	Pfähle	stake/post	UNSET	
10511	10004	das	Pflanzenöl	Pflanzenöle	vegetable oil	UNSET	
10512	10005	der	Pinselstrich	Pinselstriche	brush stroke	UNSET	
10513	10006	der	Platzbedarf	Platzbedarfe	space requirement	UNSET	
10514	10007	die	Plenarsitzung	Plenarsitzungen	plenary session	UNSET	
10515	10008	die	Polsterung	Polsterungen	padding	UNSET	
10516	10009	der	Prediger	Prediger	preacher	UNSET	
10517	10010	der	Preview	Previews	preview	UNSET	
10518	10011	der	Privatbesitz	—	private property	UNSET	
10519	10012	der	Privatpatient	Privatpatienten	private patient	UNSET	
10520	10013	die	Profilierung	Profilierungen	raising one's profile, self-promotion (/ shaping, profiling — technical)	UNSET	
10521	10014	die	Psychosomatik	—	psychosomatic medicine	UNSET	
10522	10015	die	Rauchentwicklung	Rauchentwicklungen	smoke generation, production of smoke	UNSET	
10523	10016	das	Rauchverbot	Rauchverbote	ban on smoking/smoking ban	UNSET	
10524	10017	das	Recherchieren	—	researching	UNSET	
10525	8237	der	Rechtschreibfehler	Rechtschreibfehler	misspelling/spelling mistake	B2	
10526	1666	der	Regenschirm	Regenschirme	umbrella	A1	
10527	10020	die	Rentabilität	—	profitability	UNSET	
10528	10021	das	Reservat	Reservate	reserve	UNSET	
10529	10022	der	Restaurantbesuch	Restaurantbesuche	restaurant visit	UNSET	
10530	10023	die	Retrospektive	Retrospektiven	retrospective/review	UNSET	
10531	10024	das	Rittergut	Rittergüter	manor/estate	UNSET	
10532	10025	das	Rückenmark	—	spinal cord	UNSET	
10533	10026	das	Rufen	—	calling	UNSET	
10534	8687	die	Ruhepause	Ruhepausen	rest, break, breather	C1	
10535	10028	der	Rum	Rums	rum	UNSET	
10536	10029	der	Sanitäter	Sanitäter	paramedic	UNSET	
10537	10030	das	Satteldach	Satteldächer	double pitch roof/double-pitched roof/gable roof	UNSET	
10538	10031	der	Sauerstoffmangel	—	lack of oxygen	UNSET	
10539	10032	der	Schadstoffausstoß	Schadstoffausstöße	pollutant emissions	UNSET	
10540	10033	der	Schatzmeister	Schatzmeister	treasurer	UNSET	
10541	8238	der	Schicksalsschlag	Schicksalsschläge	blow of fate, stroke of misfortune	B2	
10542	8239	der	Schlafmangel	Schlafmängel	sleep deprivation	B2	
10543	10036	die	Schlaufe	Schlaufen	loop, strap	UNSET	
10544	10037	das	Schlusswort	Schlussworte	closing words	UNSET	
10545	10038	der	Schnupperkurs	Schnupperkurse	taster course	UNSET	
10546	3154	der	Schreck	Schrecke	fright/scare	B1	
