row	rank	article	word	plural	english	cefrLevel	flags
4901	25324	die	Gans	Gänse	goose	UNSET	
4902	25325	die	Hafenstadt	Hafenstädte	port city/harbor city	UNSET	
4903	4754	die	Hautfarbe	Hautfarben	skin colour/complexion	B2	
4904	25327	der	Hörfunk	—	radio	UNSET	
4905	25328	das	Hospiz	Hospize	hospice	UNSET	
4906	25329	das	Industriegebiet	Industriegebiete	industrial area/industrial park	UNSET	
4907	25330	der	Jünger	Jünger	disciple	UNSET	
4908	25331	die	Karibik	—	Caribbean	UNSET	
4909	25332	die	Karosserie	Karosserien	bodywork	UNSET	
4910	25333	die	Kinderarbeit	Kinderarbeiten	child labour	UNSET	
4911	1556	der	Krankenpfleger	Krankenpfleger	male nurse/nurse	A1	
4912	25334	der	Kristall	Kristalle	crystal	UNSET	
4913	25335	der	Kurfürst	Kurfürsten	elector	UNSET	
4914	4765	das	Laufwerk	Laufwerke	drive	B1	
4915	9408	die	Lektion	Lektionen	lesson	C1	
4916	25336	die	Liquidität	—	liquidity	UNSET	
4917	25337	die	Magie	—	magic	UNSET	
4918	25338	die	Menschenwürde	—	human dignity	UNSET	
4919	25339	das	Misstrauen	—	distrust/mistrust/suspicion	UNSET	
4920	25340	die	Muschel	Muscheln	shell / mussel / clam	UNSET	
4921	25341	der	Nachdruck	Nachdrucke	emphasis/reprint/stress	UNSET	
4922	25342	die	Obergrenze	Obergrenzen	upper limit	UNSET	
4923	4774	der	Offizier	Offiziere	officer	B2	
4924	25343	die	Pfarrerin	Pfarrerinnen	female pastor	UNSET	
4925	25344	die	Pressefreiheit	Pressefreiheiten	freedom of the press/press freedom	UNSET	
4926	25345	die	Propaganda	—	propaganda	UNSET	
4927	25346	das	Regenwasser	—	rainwater	UNSET	
4928	25347	die	Resolution	Resolutionen	resolution	UNSET	
4929	25348	der	Sattel	Sättel	saddle	UNSET	
4930	4781	der	Scanner	Scanner	scanner	C1	
4931	25349	die	Schreibweise	Schreibweisen	spelling/style	UNSET	
4932	8224	der	Schwarm	Schwärme	swarm/flock/shoal; crush (person one fancies)	B2	
4933	25350	der	Sekt	Sekte	sparkling wine	UNSET	
4934	25351	die	Sequenz	Sequenzen	sequence	UNSET	
4935	25352	der	Sportwagen	Sportwagen	sports car	UNSET	
