row	rank	word	english	cefrLevel	source	flags
9101	9268	elfte	eleventh	A1	goethe-wortgruppen	
9102	9271	zweitens	secondly	A2	goethe-wortgruppen	
9103	9272	drittens	thirdly	A2	goethe-wortgruppen	
9104	9285	vierzehn	fourteen	A1	goethe-wortgruppen	
9105	9286	fünfzehn	fifteen	A1	goethe-wortgruppen	
9106	9287	sechzehn	sixteen	A1	goethe-wortgruppen	
9107	9288	siebzehn	seventeen	A1	goethe-wortgruppen	
9108	9289	achtzehn	eighteen	A1	goethe-wortgruppen	
9109	9290	neunzehn	nineteen	A1	goethe-wortgruppen	
9110	9291	zwanzig	twenty	A1	goethe-wortgruppen	
9111	9293	dreißig	thirty	A1	goethe-wortgruppen	
9112	9294	vierzig	forty	A1	goethe-wortgruppen	
9113	9295	fünfzig	fifty	A1	goethe-wortgruppen	
9114	9296	sechzig	sixty	A1	goethe-wortgruppen	
9115	9297	siebzig	seventy	A1	goethe-wortgruppen	
9116	9298	achtzig	eighty	A1	goethe-wortgruppen	
9117	9299	neunzig	ninety	A1	goethe-wortgruppen	
9118	9300	hundert	(one) hundred	A1	goethe-wortgruppen	
9119	9309	online	online	B1	goethe-wortgruppen	
9120	9310	gestresst	stressed	A2	aspekte-b2	
9121	9314	geteilt	divided; shared	B2	aspekte-b2	
9122	9316	inhaltsleer	empty of content	B2	aspekte-b2	
9123	9317	irreal	unreal	B2	aspekte-b2	
9124	9320	schmerzlos	painless	B2	aspekte-b2	
9125	9323	gezeichnet	marked (by illness/suffering); drawn	B2	aspekte-b2	
9126	9324	smart	smart	B2	aspekte-b2	
9127	9325	ungefragt	unsolicited	B2	aspekte-b2	
9128	9328	überlastet	overloaded	B2	aspekte-b2	
9129	9329	verhandlungssicher	fluent enough to negotiate in (a language)	B2	aspekte-b2	
9130	9330	budgetverantwortlich	responsible for the budget	B2	aspekte-b2	
9131	9332	zielorientiert	Goal-orientated	B2	aspekte-b2	
9132	9334	ausgeliefert	at the mercy of/exposed to (jemandem ausgeliefert sein)	B2	aspekte-b2	
9133	9336	gedacht	intended (for)	B2	aspekte-b2	
9134	9338	gefährdet	endangered	B2	aspekte-b2	
9135	9340	kinderfeindlich	hostile to children	B2	aspekte-b2	
9136	9342	unbezahlt	unpaid	B2	aspekte-b2	
9137	9343	zeitintensiv	Time-consuming	B2	aspekte-b2	
9138	9346	ausgewechselt	substituted/replaced	B2	aspekte-b2	
9139	9347	überlebenswichtig	vital for survival	B2	aspekte-b2	
9140	9348	längerfristig	longer term	B2	aspekte-b2	
9141	9349	bedroht	threatened	B2	aspekte-b2	
9142	9350	eingerechnet	included	B2	aspekte-b2	
9143	9353	verstärkt	reinforced	B2	aspekte-b2	
9144	9354	ausverkauft	sold out	B2	aspekte-b2	
9145	9355	anerkennend	appreciative/approving	B2	aspekte-b2	
9146	9360	schützenswert	worth protecting	B2	aspekte-b2	
9147	9362	übersetzbar	translatable	B2	aspekte-b2	
9148	9363	wiedererkannt	recognised	B2	aspekte-b2	
9149	9367	angelehnt	ajar (of a door); modelled on (an X angelehnt)	B2	aspekte-b2	
9150	9369	äußere	outer	B2	aspekte-b2	
9151	9370	baumbeschattet	tree-shaded	B2	aspekte-b2	
9152	9371	manikürt	manicured	B2	aspekte-b2	
9153	9372	siegessicher	confident of victory	B2	aspekte-b2	
9154	9379	vielbeschäftigt	very busy/much in demand	B2	aspekte-b2	
9155	9380	bang	anxious/fearful	B2	aspekte-b2	
9156	9381	rettungslos	beyond saving/irretrievably (rettungslos verloren)	B2	aspekte-b2	
9157	9385	talentlos	talentless	B2	aspekte-b2	
9158	9388	gesundheitsfördernd	health-promoting	B2	aspekte-b2	
9159	9392	unerfüllt	unfulfilled	B2	aspekte-b2	
9160	9393	ungehört	unheard	B2	aspekte-b2	
9161	9395	zukunftssicher	future-proof	B2	aspekte-b2	
9162	9402	umweltverträglich	environmentally friendly	B2	aspekte-b2	
9163	9403	aufgerichtet	upright/raised	C1	aspekte-c1	
9164	9405	zeitsparend	time-saving	C1	aspekte-c1	
9165	9407	gefühlt	as it feels/seemingly (gefühlt hundert Mal)	C1	aspekte-c1	
9166	9413	computerspielsüchtig	addicted to computer games	C1	aspekte-c1	
9167	9414	kriminologisch	criminological	C1	aspekte-c1	
9168	9416	unbeschäftigt	unoccupied	C1	aspekte-c1	
9169	9422	sowie	as well as	C1	aspekte-c1	
9170	9425	gaumenfreundlich	Palate-friendly	C1	aspekte-c1	
9171	9426	kiefergerecht	shaped to fit the jaw	C1	aspekte-c1	
9172	9428	zündend	inspiring/rousing (eine zündende Idee)	C1	aspekte-c1	
9173	9429	contra	against	C1	aspekte-c1	
9174	9435	allermeist	by far the most/most of all	C1	aspekte-c1	
9175	9438	gefärbt	coloured	C1	aspekte-c1	
9176	9440	komödiantisch	comedic	C1	aspekte-c1	
9177	9441	minderbemittelt	dim-witted	C1	aspekte-c1	
9178	9444	differenziert	differentiated	C1	aspekte-c1	
9179	9445	barfuß	barefoot	C1	aspekte-c1	
9180	9447	kurfürstlich	of the prince-elector/Electoral (historical)	C1	aspekte-c1	
9181	9448	verunsichert	unsettled	C1	aspekte-c1	
9182	9450	phrasenhaft	clichéd/formulaic	C1	aspekte-c1	
9183	9453	berufsbegleitend	in-service/while continuing to work	C1	aspekte-c1	
9184	9455	haufenweise	in heaps/loads of	C1	aspekte-c1	
9185	9456	höchst	extremely/most	C1	aspekte-c1	
9186	9459	durchsetzungsstark	Assertive	C1	aspekte-c1	
9187	9460	floskelhaft	clichéd	C1	aspekte-c1	
9188	9467	überfordert	overwhelmed/out of one's depth	C1	aspekte-c1	
9189	9468	ausgenutzt	exploited/taken advantage of	C1	aspekte-c1	
9190	9479	zugange	at work/underway	C1	aspekte-c1	
9191	9480	anerkennenswert	commendable/praiseworthy	C1	aspekte-c1	
9192	9481	arbeitsintensiv	labour-intensive	C1	aspekte-c1	
9193	9482	erbracht	provided	C1	aspekte-c1	
9194	9483	technologieintensiv	technology-intensive	C1	aspekte-c1	
9195	9484	erspart	saved/spared	C1	aspekte-c1	
9196	9488	beglückt	delighted	C1	aspekte-c1	
9197	9493	rockig	rock-style/rocky (of music)	A2	aspekte-c1	
9198	9498	überzeugt	convinced	C1	aspekte-c1	
9199	9499	obere	upper	C1	aspekte-c1	
9200	9502	getrennt	separate	A1	aspekte-c1	
9201	9503	verplant	fully booked up (of time); colloq. scatty	C1	aspekte-c1	
9202	9507	spannungsmindernd	tension-reducing	C1	aspekte-c1	
9203	9509	eigens	specially/expressly	C1	aspekte-c1	
9204	9515	hundeelend	utterly wretched/dreadful	C1	aspekte-c1	
9205	9518	maßgeschneidert	customised	C1	aspekte-c1	
9206	9522	entfettet	degreased	C1	aspekte-c1	
9207	9523	probiotisch	probiotic	C1	aspekte-c1	
9208	9526	erfüllt	fulfilled	C1	aspekte-c1	
9209	9527	innere	inner	C1	aspekte-c1	
9210	9528	promoviert	holding a doctorate/with a doctorate	C1	aspekte-c1	
9211	9529	beschädigt	damaged	C1	aspekte-c1	
9212	9533	sturmfrei	having the house to oneself	C1	aspekte-c1	
9213	9534	bekanntlich	as is well known	C1	aspekte-c1	
9214	9537	eingestellt	set/adjusted; taken on (employed); disposed (positiv eingestellt)	C1	aspekte-c1	
9215	9539	sozialkritisch	socially critical	C1	aspekte-c1	
9216	9541	ozeanblau	ocean blue	C1	aspekte-c1	
9217	9542	ungetrübt	unclouded	C1	aspekte-c1	
9218	9544	veranlagt	predisposed	C1	aspekte-c1	
9219	9546	kugelrund	spherical	C1	aspekte-c1	
9220	9547	ausgesetzt	exposed	C1	aspekte-c1	
9221	9549	durchdringend	penetrating	C1	aspekte-c1	
9222	9550	halbdunkel	semi-dark	C1	aspekte-c1	
9223	9552	altersgemischt	mixed-age (group)	C1	aspekte-c1	
9224	9553	bildungsbürgerlich	educated-middle-class	C1	aspekte-c1	
9225	9554	ausgereift	mature	C1	aspekte-c1	
9226	9559	brotlos	unprofitable (eine brotlose Kunst); without a livelihood	C1	aspekte-c1	
9227	9563	unvergleichlich	unrivalled	C1	aspekte-c1	
9228	9564	gedruckt	printed	C1	aspekte-c1	
9229	9566	skrupulös	scrupulous	C1	aspekte-c1	
9230	9567	durchdacht	well thought out	C1	aspekte-c1	
9231	9568	tiefsinnig	profound	C1	aspekte-c1	
9232	9573	getreulich	faithfully/loyally	C1	aspekte-c1	
9233	9574	sensorisch	sensory	C1	aspekte-c1	
9234	9580	zermürbt	demoralised	C1	aspekte-c1	
9235	9588	nahm	took	C1	aspekte-c1	
9236	9591	getrost	confident	C1	aspekte-c1	
9237	9598	wie	how; as/like	A1	netzwerk-a1	
9238	9607	sehr	very (How are you? Thank you, very well.)	A1	netzwerk-a1	
9239	9626	noch	still; yet; (noch ein) another	A1	netzwerk-a1	
9240	9628	Brasilien	Brazil	A1	netzwerk-a1	
9241	9638	darauf	on it/thereupon; after that	A1	netzwerk-a1	
9242	9641	super	super	A1	netzwerk-a1	
9243	9643	am	delete — contraction of an dem	A1	netzwerk-a1	
9244	9648	für	for	A1	netzwerk-a1	
9245	9660	eigene	own	A1	netzwerk-a1	
9246	9681	zum	delete — contraction of zu dem	A1	netzwerk-a1	
9247	9682	allein	alone	A1	netzwerk-a1	
9248	9690	abwechselnd	alternating	A1	netzwerk-a1	
9249	9694	schade	a shame/a pity (es ist schade)	A1	netzwerk-a1	
9250	9699	besonders	especially/particularly	A1	netzwerk-a1	
9251	9707	los	loose; off (Los!); Was ist los? = what's wrong/going on?	A1	netzwerk-a1	
9252	9711	supernett	super nice	A1	netzwerk-a1	
9253	9716	gar	cooked/done; even/at all (particle)	A1	netzwerk-a1	
9254	9720	erkältet	having a cold / down with a cold (erkältet sein)	A1	netzwerk-a1	
9255	9721	erlaubt	allowed/permitted	A1	netzwerk-a1	
9256	9724	ungefähr	approximately	A1	netzwerk-a1	
9257	9725	renoviert	renovated/done up	A1	netzwerk-a1	
9258	9726	top	top/excellent	A1	netzwerk-a1	
