row	rank	article	word	plural	english	cefrLevel	flags
7701	4514	die	Paste	Pasten	paste	C1	
7702	8278	das	Pedelec	Pedelecs	pedelec/electric bicycle	UNSET	
7703	8279	der	Pegel	Pegel	water level/water level indicator	UNSET	
7704	7562	die	Phrase	Phrasen	phrase/empty phrase	C1	
7705	8280	das	Plädoyer	Plädoyers	closing argument/plea	UNSET	
7706	8281	die	Preisgestaltung	Preisgestaltungen	pricing	UNSET	
7707	8282	der	Prostatakrebs	—	prostate cancer	UNSET	
7708	8283	das	Proton	Protonen	proton	UNSET	
7709	8284	der	Puffer	Puffer	buffer	UNSET	
7710	8285	die	Raumordnung	Raumordnungen	regional development/spatial planning	UNSET	
7711	4515	der	Rausch	Räusche	inebriation/intoxication	C1	
7712	8287	die	Rechtfertigung	Rechtfertigungen	justification	UNSET	
7713	8288	die	Referendarin	Referendarinnen	student teacher/trainee teacher	UNSET	
7714	8289	der	Regenwurm	Regenwürmer	earthworm	UNSET	
7715	8290	der	Reißverschluss	Reißverschlüsse	zip/zip fastener/zipper	UNSET	
7716	8291	die	Resilienz	Resilienzen	resilience	UNSET	
7717	8292	der	Rettungshubschrauber	Rettungshubschrauber	emergency rescue helicopter	UNSET	
7718	8293	das	Rudern	—	rowing	UNSET	
7719	3094	die	Rundfahrt	Rundfahrten	sightseeing tour/circular tour	B1	
7720	8295	die	Sachlichkeit	Sachlichkeiten	objectivity	UNSET	
7721	8297	die	Sanitäranlage	Sanitäranlagen	sanitary facilities	UNSET	
7722	8298	der	Schadenersatz	—	compensation/damages/indemnity	UNSET	
7723	8299	die	Scheide	Scheiden	sheath/scabbard/vagina	UNSET	
7724	8300	das	Schlachten	—	slaughtering	UNSET	
7725	8302	das	Schmankerl	Schmankerl	delicacy/treat	UNSET	
7726	8303	der	Schnappschuss	Schnappschüsse	snapshot	UNSET	
7727	8304	die	Schnur	Schnüre	string/cord/flex	UNSET	
7728	8305	der	Schulbesuch	Schulbesuche	school attendance	UNSET	
7729	8307	die	Schullaufbahn	Schullaufbahnen	school career	UNSET	
7730	8308	der	Schulsport	—	school sports	UNSET	
7731	8309	das	Schweinefleisch	—	pork	UNSET	
7732	8310	der	Schwellenwert	Schwellenwerte	threshold	UNSET	
7733	8311	der	Selbstzweck	Selbstzwecke	end in itself	UNSET	
7734	8312	die	Senke	Senken	depression/sink	UNSET	
7735	8314	das	Serum	Seren	serum	UNSET	
7736	8316	der	Sexismus	Sexismen	sexism	UNSET	
7737	8317	die	Sichtung	Sichtungen	sighting	UNSET	
7738	8318	die	Silbermedaille	Silbermedaillen	silver medal	UNSET	
7739	4516	die	Sinnhaftigkeit	—	meaningfulness	C1	
7740	8320	das	Softwaresystem	Softwaresysteme	software system	UNSET	
7741	8321	das	Sonderkündigungsrecht	Sonderkündigungsrechte	special right of termination	UNSET	
7742	8322	das	Sorgerecht	Sorgerechte	custody	UNSET	
7743	3095	die	Sozialarbeiterin	Sozialarbeiterinnen	social worker (female)	B1	
7744	8324	der	Spielbetrieb	Spielbetriebe	match operations/gameplay	UNSET	
7745	8325	der	Spielort	Spielorte	venue/playing location	UNSET	
7746	25680	der	Spitzname	Spitznamen	nickname	UNSET	
7747	25681	der	Sprengel	Sprengel	parish/district	UNSET	
7748	25682	das	Startkapital	Startkapitale	seed capital/seed money	UNSET	
7749	25683	die	Subvention	Subventionen	subsidy/subvention	UNSET	
7750	25684	der	Superheld	Superhelden	superhero	UNSET	
7751	25685	der	Superlativ	Superlative	superlative	UNSET	
7752	25686	der	Syrer	Syrer	Syrian	UNSET	
7753	25687	das	Teilstück	Teilstücke	section/piece	UNSET	
7754	25688	die	Todesstrafe	Todesstrafen	capital punishment/death penalty	UNSET	
7755	25689	der	Torhüter	Torhüter	goalkeeper	UNSET	
7756	7614	die	Touristik	—	tourism industry	C1	
7757	25690	der	Trab	—	trot	UNSET	
7758	3096	die	Tram	Trams	tram/tramway	B1	
7759	25692	der	Transportweg	Transportwege	transport route	UNSET	
7760	25693	die	Turbine	Turbinen	turbine	UNSET	
7761	25694	die	Überdosierung	Überdosierungen	overdosage	UNSET	
7762	25695	die	Übergangsfrist	Übergangsfristen	transition period/deadline	UNSET	
7763	25696	der	Umweltverband	Umweltverbände	environment association	UNSET	
7764	25697	die	Ungleichbehandlung	Ungleichbehandlungen	unequal treatment	UNSET	
7765	25698	die	Unverträglichkeit	Unverträglichkeiten	incompatibility/intolerance	UNSET	
7766	25699	die	Urlaubszeit	Urlaubszeiten	holiday season/vacation time	UNSET	
7767	25701	das	Vakuum	Vakua	vacuum	UNSET	
7768	4144	der	Vandalismus	—	vandalism	B2	
7769	25703	die	Vanille	—	vanilla	UNSET	
7770	25704	der	Verfolger	Verfolger	pursuer/persecutor	UNSET	
7771	7629	das	Vergehen	Vergehen	misdemeanour/offence	C1	
7772	25705	das	Vermächtnis	Vermächtnisse	bequest/devise/legacy	UNSET	
7773	25706	die	Verschuldung	Verschuldungen	indebtedness	UNSET	
7774	25707	der	Verstärker	Verstärker	amplifier/repeater	UNSET	
7775	25708	die	Verwarnung	Verwarnungen	warning	UNSET	
7776	25709	die	Videokamera	Videokameras	video camera	UNSET	
7777	25710	die	Vitrine	Vitrinen	display case/glass cabinet/showcase	UNSET	
7778	25711	das	Vorgespräch	Vorgespräche	preliminary discussion/preliminary talk	UNSET	
7779	3097	die	Vorspeise	Vorspeisen	starter	B1	
7780	7638	das	Warnsignal	Warnsignale	warning signal	B2	
7781	25713	der	Wassertank	Wassertanks	water tank	UNSET	
7782	25714	der	Webspace	Webspaces	webspace	UNSET	
7783	25715	das	Weihnachtsgeld	Weihnachtsgelder	Christmas allowance/Christmas bonus/year-end bonus	UNSET	
7784	25716	die	Weltoffenheit	—	cosmopolitanism/open-mindedness	UNSET	
7785	25717	die	Wettfahrt	Wettfahrten	race	UNSET	
7786	25718	die	Wiederbelebung	Wiederbelebungen	resuscitation/revival	UNSET	
7787	25719	das	Wifi	Wifis	Wi-Fi	UNSET	
7788	25720	das	WiFi	WiFis	Wi-Fi	UNSET	
7789	25721	die	Wirtschaftsforschung	Wirtschaftsforschungen	economics research	UNSET	
7790	25722	die	Zahnpasta	Zahnpasten	toothpaste	UNSET	
7791	25723	der	Zeichner	Zeichner	illustrator/draftsperson	UNSET	
7792	25724	der	Zivilist	Zivilisten	civilian	UNSET	
7793	25725	das	Zugriffsrecht	Zugriffsrechte	access right	UNSET	
7794	25726	die	Zwangsarbeit	Zwangsarbeiten	compulsory labour/forced labour	UNSET	
7795	7653	der	Absatzmarkt	Absatzmärkte	sales market	C1	
7796	25727	der	Abschuss	Abschüsse	shooting down/launch	UNSET	
7797	25728	die	Akquise	Akquisen	acquisition	UNSET	
7798	25729	der	Alliierte	Alliierten	ally/Allied soldier	UNSET	adjectivalNoun
7799	25730	das	Altpapier	Altpapiere	wastepaper	UNSET	
7800	25731	die	Anlieferung	Anlieferungen	delivery	UNSET	
7801	25732	die	Anmeldefrist	Anmeldefristen	registration deadline/application deadline	UNSET	
7802	1660	das	Arabisch	—	Arabic	A1	
7803	25734	die	Ballade	Balladen	ballad	UNSET	
7804	25735	die	Baufirma	Baufirmen	building enterprise/construction company	UNSET	
7805	25736	die	Bauordnung	Bauordnungen	building code/building regulations/construction regulations	UNSET	
7806	25737	der	Beisitzer	Beisitzer	assessor/juror	UNSET	
7807	25738	die	Bergakademie	Bergakademien	mining academy	UNSET	
7808	25739	die	Berufskrankheit	Berufskrankheiten	industrial disease/occupational disease	UNSET	
7809	25740	das	Berufungsverfahren	Berufungsverfahren	appeal proceedings	UNSET	
7810	25741	das	Betätigungsfeld	Betätigungsfelder	field of activity	UNSET	
7811	25742	die	Beurkundung	Beurkundungen	notarisation	UNSET	
7812	25743	das	Beutetier	Beutetiere	prey	UNSET	
7813	25744	das	Bewegtbild	Bewegtbilder	moving image	UNSET	
7814	25745	die	Blende	Blenden	aperture/blind/diaphragm	UNSET	
7815	25746	der	Blumenstrauß	Blumensträuße	bouquet/bunch/flower bouquet	UNSET	
7816	25747	der	Brenner	Brenner	burner/distiller	UNSET	
7817	4145	das	Brettspiel	Brettspiele	board game	B2	
7818	25749	der	Buchs	Buchse	box tree/boxwood	UNSET	
7819	25750	der	Bundesligist	Bundesligisten	Bundesliga team	UNSET	
7820	25751	der	Bündnispartner	Bündnispartner	alliance partner	UNSET	
7821	3098	das	Callcenter	Callcenter	call centre	B1	
7822	25752	die	Comedy	Comedys	comedy	UNSET	
7823	25753	der	Däne	Dänen	Dane	UNSET	
7824	7682	die	Defensive	Defensiven	defensive	C1	
7825	25754	die	Demografie	Demografien	demography	UNSET	
7826	25756	das	Derivat	Derivate	derivative	UNSET	
7827	25757	der	Diener	Diener	servant/valet	UNSET	
7828	25758	die	Durchsuchung	Durchsuchungen	search/searching	UNSET	
7829	25759	die	Effizienzsteigerung	Effizienzsteigerungen	increase in efficiency/efficiency improvement	UNSET	
7830	25760	die	Empfindlichkeit	Empfindlichkeiten	sensitivity	UNSET	
7831	3620	der	Entertainer	Entertainer	entertainer	A2	
7832	25763	die	Entführung	Entführungen	kidnapping/abduction/hijacking	UNSET	
7833	4517	die	Entlohnung	Entlohnungen	payment	C1	
7834	25765	die	Entsendung	Entsendungen	posting/secondment/dispatch	UNSET	
7835	25766	die	Erdgeschichte	—	geological history/history of the Earth	UNSET	
7836	25767	die	Eurozone	—	Eurozone	UNSET	
7837	25768	der	Exot	Exoten	exotic person/outsider	UNSET	
7838	25769	das	Fachbuch	Fachbücher	specialist book/reference book/textbook	UNSET	
7839	25771	die	Fernsehsendung	Fernsehsendungen	television program/television programme/television show	UNSET	
7840	3622	das	Filmprojekt	Filmprojekte	film project	A2	
7841	25773	der	Filmschaffende	Filmschaffenden	filmmaker/film professional	UNSET	adjectivalNoun
7842	25774	der	Fingernagel	Fingernägel	fingernail/nail	UNSET	
7843	25775	der	Flächenverbrauch	Flächenverbräuche	land consumption	UNSET	
7844	25776	der	Fleiß	—	diligence/industriousness	UNSET	
7845	25777	die	Flüchtlingskrise	Flüchtlingskrisen	refugee crisis	UNSET	
7846	25778	die	Fortentwicklung	Fortentwicklungen	advancement/development/progress	UNSET	
7847	25779	das	Fossil	Fossilien	fossil	UNSET	
7848	25780	die	Fotoausstellung	Fotoausstellungen	photo exhibition	UNSET	
7849	25781	der	Freiherr	Freiherren	baron	UNSET	
7850	25782	die	Freikarte	Freikarten	complimentary ticket	UNSET	
7851	25783	das	Fremdwort	Fremdwörter	foreign word/loanword	UNSET	
7852	25784	der	Frequenzbereich	Frequenzbereiche	frequency range	UNSET	
7853	25785	der	Frühsommer	Frühsommer	early summer	UNSET	
7854	7714	das	Gefährt	Gefährte	conveyance/vehicle	C1	
7855	25786	das	Gefieder	Gefieder	feathering/plumage	UNSET	
7856	25787	der	Gegenbesuch	Gegenbesuche	return visit	UNSET	
7857	25788	die	Gehaltsabrechnung	Gehaltsabrechnungen	pay slip/payslip/salary statement	UNSET	
7858	25789	die	Gleichbehandlung	Gleichbehandlungen	equal treatment	UNSET	
7859	25790	die	Glühbirne	Glühbirnen	bulb/light bulb	UNSET	
7860	25791	der	Grenzübergang	Grenzübergänge	border crossing (point)	UNSET	
7861	25792	der	Großhändler	Großhändler	wholesaler	UNSET	
7862	3624	das	Grundeinkommen	—	basic income	A2	
7863	25794	die	Grundregel	Grundregeln	basic rule	UNSET	
7864	25795	die	Haptik	—	haptics	UNSET	
7865	3630	der	Hauptteil	Hauptteile	main part	A2	
7866	880	die	Hausfrau	Hausfrauen	housewife	A1	
7867	25798	die	Herzinsuffizienz	Herzinsuffizienzen	heart failure	UNSET	
7868	25799	die	Hitzewelle	Hitzewellen	heatwave/hot spell	UNSET	
7869	4146	das	Hoch	Hochs	anticyclone/culmination/high	B2	
7870	25801	der	Hochschulabsolvent	Hochschulabsolventen	university graduate	UNSET	
7871	25802	der	Industriebetrieb	Industriebetriebe	industrial enterprise	UNSET	
7872	25803	die	Interessengemeinschaft	Interessengemeinschaften	interest group/syndicate	UNSET	
7873	25804	das	Investitionsvolumen	Investitionsvolumen	investment volume	UNSET	
7874	7734	der	Jungunternehmer	Jungunternehmer	young entrepreneur	C1	
7875	3099	die	Karotte	Karotten	carrot	B1	
7876	25806	der	Kochkurs	Kochkurse	cooking course	UNSET	
7877	25807	die	Kollaboration	Kollaborationen	collaboration	UNSET	
7878	25808	die	Konnektivität	Konnektivitäten	connectivity	UNSET	
7879	25809	der	Korrespondent	Korrespondenten	correspondent	UNSET	
7880	25810	der	Kraftstoffverbrauch	Kraftstoffverbräuche	fuel consumption	UNSET	
7881	8468	die	Krawatte	Krawatten	necktie/tie	A1	
7882	4518	der	Kummer	—	grief/sorrow/worry	C1	
7883	25812	der	Kunsthistoriker	Kunsthistoriker	art historian	UNSET	
7884	4519	die	Landessprache	Landessprachen	national language	B2	
7885	25814	der	Leader	Leader	leader	UNSET	
7886	25815	die	Lebenserfahrung	Lebenserfahrungen	life experience	UNSET	
7887	25816	der	Lehrauftrag	Lehraufträge	teaching assignment	UNSET	
7888	1195	die	Limonade	Limonaden	fizzy drink/lemonade	A1	
7889	25818	die	Lungenentzündung	Lungenentzündungen	pneumonia	UNSET	
7890	25819	das	Mahnmal	Mahnmale	memorial	UNSET	
7891	25820	das	Managementsystem	Managementsysteme	management system	UNSET	
7892	25821	die	Mikrobiologie	—	microbiology	UNSET	
7893	25822	der	Milliliter	Milliliter	millilitre	UNSET	
7894	25823	die	Muttergesellschaft	Muttergesellschaften	parent company	UNSET	
7895	25824	der	Mutterleib	—	womb	UNSET	
7896	25825	die	Nachrichtenagentur	Nachrichtenagenturen	news agency	UNSET	
7897	25826	der	Naturraum	Naturräume	natural region/natural environment	UNSET	
7898	25827	die	Nebenkostenabrechnung	Nebenkostenabrechnungen	service charge statement	UNSET	
7899	25828	die	Nordstadt	Nordstädte	northern district	UNSET	
7900	25829	die	Notenbank	Notenbanken	central bank/issuing bank	UNSET	
7901	25830	das	Osterei	Ostereier	Easter egg	UNSET	
7902	25831	der	Osterhase	Osterhasen	Easter Bunny	UNSET	
7903	25832	der	Peer	Peers	peer	UNSET	
7904	25833	die	Pflegefamilie	Pflegefamilien	foster family	UNSET	
7905	25834	der	Pflegestützpunkt	Pflegestützpunkte	care support centre	UNSET	
7906	3101	die	Playlist	Playlists	playlist	B1	
7907	25836	die	Popmusik	Popmusiken	pop/pop music	UNSET	
7908	25837	die	Promenade	Promenaden	promenade	UNSET	
7909	25838	die	Prophylaxe	Prophylaxen	prophylaxis	UNSET	
7910	25839	das	Prozedere	Prozedere	procedure	UNSET	
7911	25840	der	Psalm	Psalmen	psalm	UNSET	
7912	25841	der	Publizist	Publizisten	commentator/writer on public affairs/journalist	UNSET	
7913	25842	der	Puderzucker	—	confectioners' sugar/icing sugar/powdered sugar	UNSET	
7914	25843	der	Radar	Radare	radar	UNSET	
7915	25844	der	Radius	Radien	radius	UNSET	
7916	25845	der	Raub	Raube	robbery	UNSET	
7917	25846	der	Rebell	Rebellen	rebel	UNSET	
7918	25847	die	Rechtsordnung	Rechtsordnungen	legal system/legal order	UNSET	
7919	25848	die	Rechtsstreitigkeit	Rechtsstreitigkeiten	civil dispute/legal dispute/suit	UNSET	
7920	25849	die	Reeperbahn	Reeperbahnen	Reeperbahn (Hamburg street)	UNSET	
7921	25850	der	Reflex	Reflexe	reflex	UNSET	
7922	25851	die	Reichsstadt	Reichsstädte	imperial city	UNSET	
7923	25852	das	Reiseland	Reiseländer	travel destination	UNSET	
7924	25853	das	Rentenalter	Rentenalter	pension age/pensionable age/retirement age	UNSET	
7925	3102	die	Reporterin	Reporterinnen	reporter (female)	B1	
7926	25855	der	Rundfunkbeitrag	Rundfunkbeiträge	broadcasting fee/license fee	UNSET	
7927	25856	das	Rundschreiben	Rundschreiben	circular letter	UNSET	
7928	7788	die	Sachbeschädigung	Sachbeschädigungen	property damage/vandalism	B2	
7929	3103	die	Salbe	Salben	ointment/salve	A1	
7930	25857	der	Sarg	Särge	casket/coffin	UNSET	
7931	25858	der	Schauer	Schauer	rain shower/shudder	UNSET	
7932	25859	das	Schlauchboot	Schlauchboote	inflatable boat/rubber dinghy	UNSET	
7933	1199	das	Schnitzel	Schnitzel	escalope/snippet	A1	
7934	4520	der	Schoß	Schöße	fold/lap/womb	C1	
7935	25862	die	Schutzausrüstung	Schutzausrüstungen	protective equipment	UNSET	
7936	25863	der	Schweregrad	Schweregrade	degree/gravity/severity	UNSET	
7937	4521	der	Senf	Senfe	mustard	C1	
7938	25865	das	Seniorenheim	Seniorenheime	retirement home/nursing home	UNSET	
7939	25866	die	Sicherheitsvorkehrung	Sicherheitsvorkehrungen	safety precaution/security precaution	UNSET	
7940	7800	die	Sitte	Sitten	custom	C1	
7941	25867	der	Sitzungssaal	Sitzungssäle	conference room/meeting hall	UNSET	
7942	25868	die	Spanne	Spannen	span/range/margin	UNSET	
7943	25869	der	Speichel	—	saliva	UNSET	
7944	25870	die	Spiegelung	Spiegelungen	reflection (also: endoscopy, medical)	UNSET	
7945	25871	die	Spielfigur	Spielfiguren	game piece	UNSET	
7946	25872	der	Sportverband	Sportverbände	sport association	UNSET	
7947	25873	das	Staatsarchiv	Staatsarchive	state archive	UNSET	
7948	25874	das	Stadtmarketing	—	city marketing	UNSET	
7949	25875	der	Stadtplaner	Stadtplaner	urban planner	UNSET	
7950	25876	der	Stammsitz	Stammsitze	headquarters	UNSET	
7951	25877	die	Stammzelle	Stammzellen	stem cell	UNSET	
7952	25878	der	Stängel	Stängel	stalk	UNSET	
7953	25879	die	Steinzeit	—	Stone Age	UNSET	
7954	25880	die	Stimulation	Stimulationen	stimulation	UNSET	
7955	25881	das	Strandbad	Strandbäder	lido/outdoor swimming area	UNSET	
7956	25882	der	Strass	Strasse	diamanté/paste/rhinestone	UNSET	
7957	25883	die	Straßenbeleuchtung	Straßenbeleuchtungen	street lighting	UNSET	
7958	25884	der	Stundenkilometer	Stundenkilometer	kilometre per hour	UNSET	
7959	25885	der	Stundensatz	Stundensätze	hourly rate	UNSET	
7960	25886	die	Tarifverhandlung	Tarifverhandlungen	collective bargaining/pay negotiation	UNSET	
7961	25887	die	Tinte	Tinten	ink	UNSET	
7962	25888	der	Traumjob	Traumjobs	dream job	UNSET	
7963	25889	der	Trotz	—	defiance	UNSET	
7964	25890	der	Tsunami	Tsunamis	tsunami	UNSET	
7965	4147	der	Türöffner	Türöffner	door opener	B2	
7966	25892	die	Überflutung	Überflutungen	flood	UNSET	
7967	25893	die	Übergangsphase	Übergangsphasen	transitional phase	UNSET	
7968	25894	die	Übergangszeit	Übergangszeiten	transition period	UNSET	
7969	7829	der	Unfallort	Unfallorte	place of accident	C1	
7970	3106	das	Untergeschoss	Untergeschosse	basement	A1	
7971	25896	das	Unwesen	—	mischief/nuisance	UNSET	
7972	25897	der	Ureinwohner	Ureinwohner	indigenous person/native inhabitant	UNSET	
7973	25898	der	Vampir	Vampire	vampire/vampire bat	UNSET	
7974	25899	die	Vitalität	—	vitality	UNSET	
7975	25900	die	Voliere	Volieren	aviary	UNSET	
7976	25901	die	Volljährigkeit	—	legal age/majority	UNSET	
7977	25902	die	Vorlesungszeit	Vorlesungszeiten	lecture period	UNSET	
7978	25903	der	Wahlbezirk	Wahlbezirke	electoral district/precinct	UNSET	
7979	7839	die	Wange	Wangen	cheek	B2	
7980	25904	der	Weißwein	Weißweine	white wine	UNSET	
7981	25905	die	Wertvorstellung	Wertvorstellungen	values/value system	UNSET	
7982	25906	der	Whirlpool	Whirlpools	hot tub/jacuzzi	UNSET	
7983	25907	die	Wimper	Wimpern	eyelash	UNSET	
7984	25908	die	Zielerreichung	Zielerreichungen	achievement of goal/goal attainment	UNSET	
7985	25909	der	Zopf	Zöpfe	plait/braid (also: outdated custom, in alter Zopf)	UNSET	
7986	25910	die	Zusatzinformation	Zusatzinformationen	additional information	UNSET	
7987	25911	die	Zweitwohnung	Zweitwohnungen	second home	UNSET	
7988	25912	die	Abfallentsorgung	—	garbage disposal/waste disposal	UNSET	
7989	25913	der	Abfluss	Abflüsse	drain/runoff/wastepipe	UNSET	
7990	25914	die	Abiturientin	Abiturientinnen	school-leaver (with A-levels) (female)	UNSET	
7991	25915	die	Ablösung	Ablösungen	removal/shift change	UNSET	
7992	25916	der	Abtransport	Abtransporte	removal/transport away	UNSET	
