row	rank	article	word	plural	english	cefrLevel	flags
4201	4052	die	Vollversammlung	Vollversammlungen	plenary/plenary session	UNSET	
4202	4053	das	Werkstück	Werkstücke	workpiece	UNSET	
4203	1482	der	Zettel	Zettel	note/slip of paper	A1	
4204	4055	der	Zuwanderer	Zuwanderer	immigrant/newcomer	UNSET	
4205	4056	der	Achter	Achter	eight/figure 8 device/out-of-round	UNSET	
4206	4057	die	Arbeitsagentur	Arbeitsagenturen	employment agency	UNSET	
4207	1483	die	Aussprache	Aussprachen	pronunciation/discussion	A1	
4208	4059	die	Bande	Banden	gang	B2	
4209	4060	die	Beere	Beeren	berry/grape	UNSET	
4210	4061	die	Bestattung	Bestattungen	burial/funeral	UNSET	
4211	4062	das	Date	Dates	date	B2	
4212	4063	das	Deck	Decks	deck	UNSET	
4213	1486	das	Elektrogerät	Elektrogeräte	electrical appliance/electrical device	A1	
4214	4065	der	Essay	Essays	essay	UNSET	
4215	4066	die	Firewall	Firewalls	firewall	B2	
4216	1487	das	Fußballspiel	Fußballspiele	football match	A1	
4217	4068	der	Geheimdienst	Geheimdienste	intelligence service/secret service	UNSET	
4218	4069	das	Geschehnis	Geschehnisse	event/incident	UNSET	
4219	4070	das	Grundbuch	Grundbücher	land register	UNSET	
4220	4071	das	Handgelenk	Handgelenke	wrist	UNSET	
4221	4072	die	Härte	Härten	hardness/toughness/harshness	B2	
4222	4073	der	Hauch	Hauche	breath/waft/hint, touch (of)	UNSET	
4223	3503	die	Hauptsache	Hauptsachen	main thing	A2	
4224	4075	die	Hölle	Höllen	hell	B1	
4225	4076	die	Illusion	Illusionen	illusion	C1	
4226	4077	der	Kapitalmarkt	Kapitalmärkte	capital market	UNSET	
4227	4078	der	Katastrophenschutz	—	civil protection/disaster control/emergency management	UNSET	
4228	4079	das	Kriegsende	Kriegsenden	end of the war/end of war	UNSET	
4229	4080	das	Lehrbuch	Lehrbücher	coursebook/schoolbook/textbook	UNSET	
4230	4081	der	Mathematiker	Mathematiker	mathematician	UNSET	
4231	4082	das	Megapixel	Megapixel	megapixel	UNSET	
4232	4083	der	Mietpreis	Mietpreise	rent	UNSET	
4233	4084	der	Mittelständler	Mittelständler	small or medium-sized business owner	UNSET	
4234	3504	die	Mitternacht	Mitternächte	midnight	A2	
4235	4086	der	Nordosten	—	north-east/northeast	UNSET	
4236	4861	die	Novelle	Novellen	novella (long short story)/amendment (to a law)	UNSET	
4237	4870	der	Prozentsatz	Prozentsätze	percentage	C1	
4238	4089	der	Rauchmelder	Rauchmelder	smoke alarm/smoke detector	B2	
4239	3505	die	Schere	Scheren	(pair of) scissors/claw/gap	A2	
4240	4886	die	Schilddrüse	Schilddrüsen	thyroid gland	UNSET	
4241	4981	das	Seil	Seile	rope	UNSET	
4242	5006	die	Sicherheitsbehörde	Sicherheitsbehörden	security authority	UNSET	
4243	4094	die	Spritze	Spritzen	injection/shot/syringe	A1	
4244	5089	der	Stadtbezirk	Stadtbezirke	city district	UNSET	
4245	5388	der	Stadtkern	Stadtkerne	city centre	UNSET	
4246	5395	der	Stick	Sticks	USB stick / memory stick	UNSET	
4247	5502	die	Synode	Synoden	ecclesiastical council/synod	UNSET	
4248	1496	die	Tante	Tanten	aunt	A1	
4249	5544	das	Tausend	Tausenden	thousand	UNSET	
4250	4101	die	Teilung	Teilungen	division/splitting	B2	
4251	5564	die	Tierwelt	Tierwelten	fauna	UNSET	
4252	5577	die	Trauung	Trauungen	wedding	UNSET	
4253	4104	das	Tutorial	Tutorials	tutorial	B2	
4254	5639	die	Vegetation	Vegetationen	vegetation	UNSET	
4255	5758	die	Wahlperiode	Wahlperioden	electoral period/electoral term	UNSET	
4256	3583	der	Wahnsinn	—	madness/insanity	A2	
4257	5967	der	Zutritt	—	access/entry	UNSET	
