row	rank	article	word	plural	english	cefrLevel	flags
19601	19113	die	Neuberechnung	Neuberechnungen	recalculation	UNSET	
19602	19114	der	Neutronenstern	Neutronensterne	neutron star	UNSET	
19603	19115	das	Newtonmeter	Newtonmeter	newton metre	UNSET	
19604	19116	die	Nichtbeachtung	—	disregard/non-compliance	UNSET	
19605	19117	die	Nichterfüllung	Nichterfüllungen	non-fulfilment / non-performance	UNSET	
19606	7700	der	Nichtschwimmer	Nichtschwimmer	nonswimmer	B2	
19607	8871	das	Nichtstun	—	idleness/doing nothing	C1	
19608	19120	das	Niemandsland	Niemandsländer	no-man's-land	UNSET	
19609	19121	die	Nilgans	Nilgänse	Egyptian goose	UNSET	
19610	19122	die	Nitratbelastung	Nitratbelastungen	nitrate pollution/contamination	UNSET	
19611	19123	der	Nitratgehalt	Nitratgehalte	nitrate content	UNSET	
19612	19124	der	Nominalwert	Nominalwerte	nominal value/face value	UNSET	
19613	19125	der	Nordstrand	Nordstrände	north beach	UNSET	
19614	19126	der	Normalbetrieb	Normalbetriebe	normal operation	UNSET	
19615	19127	das	Notariat	Notariate	notary's office/notaryship	UNSET	
19616	19128	die	Notbremse	Notbremsen	emergency brake	UNSET	
19617	19129	der	Novize	Novizen	novice	UNSET	
19618	19130	das	Nudelgericht	Nudelgerichte	pasta dish	UNSET	
19619	19131	die	Nützlichkeit	—	usefulness	UNSET	
19620	19132	der	Nutzwert	Nutzwerte	utility value	UNSET	
19621	19133	die	Nymphe	Nymphen	nymph	UNSET	
19622	19134	das	Obergeschoß	Obergeschoße	upper floor	UNSET	
19623	19135	der	Oberlauf	Oberläufe	headwater/upper reaches	UNSET	
19624	19136	die	Oberleitung	Oberleitungen	catenary/overhead line/overhead wire	UNSET	
19625	19137	der	Oberschenkelknochen	Oberschenkelknochen	femur	UNSET	
19626	19138	der	Oberschüler	Oberschüler	upper school student/high school student	UNSET	
19627	19139	der	Oberton	Obertöne	overtone	UNSET	
19628	19140	die	Oberweite	Oberweiten	bust size	UNSET	
19629	19141	die	Obstart	Obstarten	fruit type	UNSET	
19630	19142	der	Obstgarten	Obstgärten	orchard	UNSET	
19631	19143	das	Ödland	—	wasteland	UNSET	
19632	19144	die	Ohrfeige	Ohrfeigen	slap	UNSET	
19633	19145	das	Ohrläppchen	Ohrläppchen	earlobe	UNSET	
19634	19146	der	Olivenhain	Olivenhaine	olive grove	UNSET	
19635	19147	der	Onlineauftritt	Onlineauftritte	online presence	UNSET	
19636	19148	das	Onlinemagazin	Onlinemagazine	online magazine/web magazine	UNSET	
19637	19149	die	Onlineumfrage	Onlineumfragen	online survey	UNSET	
19638	19150	die	Onlinewelt	Onlinewelten	online world/virtual world	UNSET	
19639	19151	die	Opferrolle	Opferrollen	victim role	UNSET	
19640	19152	der	Originalzustand	Originalzustände	original condition	UNSET	
19641	19153	der	Ork	Orks	orc	UNSET	
19642	19154	die	Ortskenntnis	Ortskenntnisse	local knowledge	UNSET	
19643	19155	der	Ostersamstag	Ostersamstage	Easter Saturday	UNSET	
