row	rank	article	word	plural	english	cefrLevel	flags
16101	15609	das	Styropor	—	polystyrene	UNSET	
16102	15610	der	Sucher	Sucher	viewfinder (camera); also seeker	UNSET	
16103	15611	der	Südpol	Südpole	South Pole	UNSET	
16104	15612	das	Sumpfgebiet	Sumpfgebiete	wetland	UNSET	
16105	15613	die	Süßspeise	Süßspeisen	dessert/sweet dish	UNSET	
16106	1758	das	Sweatshirt	Sweatshirts	sweatshirt	A1	
16107	15615	die	Synapse	Synapsen	synapse	UNSET	
16108	15616	der	Tagfalter	Tagfalter	butterfly	UNSET	
16109	3685	der	Tango	Tangos	tango	A2	
16110	15618	die	Tanzmusik	Tanzmusiken	dance music	UNSET	
16111	15619	die	Tapa	Tapas	tapa	UNSET	
16112	15620	die	Tarifpartei	Tarifparteien	collective bargaining party/bargaining party	UNSET	
16113	15621	die	Tarte	Tarten	pie/tart	UNSET	
16114	15622	das	Tauziehen	—	tug of war	UNSET	
16115	8644	die	Taxifahrt	Taxifahrten	cab ride/taxi ride	A1	
16116	15624	der	Teamchef	Teamchefs	team manager/head coach	UNSET	
16117	15625	die	Testmethode	Testmethoden	test method	UNSET	
16118	15626	die	Textilbranche	—	textile industry	UNSET	
16119	15627	die	Textilfabrik	Textilfabriken	textile factory	UNSET	
16120	15628	das	Textverständnis	—	text comprehension	UNSET	
16121	15629	der	Thermoplast	Thermoplaste	thermoplastic	UNSET	
16122	3223	die	Thermoskanne	Thermoskannen	insulated flask/thermal jug/thermos	B1	
16123	4641	die	Tiefsee	—	deep ocean/deep sea	C1	
16124	15632	die	Tierzucht	Tierzuchten	animal breeding	UNSET	
16125	15633	die	Titelgeschichte	Titelgeschichten	cover story	UNSET	
16126	15634	der	Titelträger	Titelträger	title holder	UNSET	
16127	15635	die	Tonart	Tonarten	key	UNSET	
16128	15636	der	Tonfall	Tonfälle	tone of voice	UNSET	
16129	15637	der	Totalausfall	Totalausfälle	total failure	UNSET	
16130	15638	die	Touristenattraktion	Touristenattraktionen	tourist attraction	UNSET	
16131	15639	das	Touristenvisum	Touristenvisa	tourist visa	UNSET	
16132	15640	der	Transit	Transite	transit	UNSET	
16133	15641	die	Transition	Transitionen	transition	UNSET	
16134	15642	der	Transsexuelle	Transsexuellen	transsexual person	UNSET	adjectivalNoun
16135	15643	die	Traumatisierung	Traumatisierungen	traumatisation	UNSET	
16136	15644	der	Triathlet	Triathleten	triathlete	UNSET	
16137	15645	der	Trierer	Trierer	person from Trier	UNSET	
16138	15646	die	Trillerpfeife	Trillerpfeifen	whistle	UNSET	
16139	15647	der	Trinkbrunnen	Trinkbrunnen	drinking fountain/water bubbler/water fountain	UNSET	
16140	15648	der	Turnverein	Turnvereine	gymnastics club	UNSET	
16141	15649	der	Türrahmen	Türrahmen	door frame	UNSET	
16142	15650	die	Type	Typen	letter/type	UNSET	
16143	15651	der	Übeltäter	Übeltäter	evildoer/malefactor/wrongdoer	UNSET	
16144	15652	die	Überholspur	Überholspuren	fast lane	UNSET	
16145	15653	die	Übungsleiterin	Übungsleiterinnen	instructor (female)	UNSET	
16146	15654	die	Umformung	Umformungen	transformation/reshaping	UNSET	
16147	15655	der	Umtrunk	Umtrünke	drink/sociable drink	UNSET	
16148	15656	die	Undichtigkeit	Undichtigkeiten	leakage	UNSET	
16149	7652	die	Unendlichkeit	Unendlichkeiten	infinity	B2	
16150	15658	der	Unfallchirurg	Unfallchirurgen	trauma surgeon	UNSET	
16151	15659	der	Unfallschaden	Unfallschäden	accident damage	UNSET	
16152	15660	die	Untätigkeit	Untätigkeiten	idleness/inaction/inactivity	UNSET	
16153	15661	der	Unterstand	Unterstände	shelter/dugout	UNSET	
16154	8817	die	Urzeit	Urzeiten	early times/primeval times	C1	
16155	15663	der	Verdienstausfall	Verdienstausfälle	loss of earnings	UNSET	
16156	15664	die	Verdunstung	Verdunstungen	evaporation	UNSET	
16157	15665	der	Verehrer	Verehrer	admirer/suitor	UNSET	
16158	15666	das	Verfassungsorgan	Verfassungsorgane	constitutional body	UNSET	
16159	15667	das	Verfassungsrecht	Verfassungsrechte	constitutional law/constitutional right	UNSET	
16160	15668	der	Verhandlungsführer	Verhandlungsführer	negotiator	UNSET	
16161	7654	das	Verhandlungsgeschick	—	negotiating skills	B2	
16162	15670	die	Verhandlungsrunde	Verhandlungsrunden	round of negotiations	UNSET	
16163	15671	die	Verkalkung	Verkalkungen	calcification	UNSET	
16164	15672	der	Verkaufsschlager	Verkaufsschlager	bestseller	UNSET	
16165	15673	die	Verkehrsinsel	Verkehrsinseln	traffic island	UNSET	
16166	15674	der	Verkehrsraum	Verkehrsräume	traffic area/transport space	UNSET	
16167	15675	das	Verlies	Verliese	dungeon	UNSET	
16168	15676	der	Vermessungsingenieur	Vermessungsingenieure	geodesist/land surveyor/surveyor	UNSET	
16169	1932	die	Vermieterin	Vermieterinnen	landlady	A1	
16170	15678	die	Vermüllung	Vermüllungen	littering	UNSET	
16171	15679	das	Vernehmen	—	hearing (in 'dem Vernehmen nach')	UNSET	
16172	15680	die	Verschattung	Verschattungen	shadowing	UNSET	
16173	15681	die	Versorgungslage	Versorgungslagen	supply situation	UNSET	
16174	15682	die	Videosprechstunde	Videosprechstunden	video consultation	UNSET	
16175	15683	die	Violine	Violinen	violin	UNSET	
16176	15684	die	Virusinfektion	Virusinfektionen	viral infection	UNSET	
16177	8818	die	Vita	Vitae	CV/curriculum vitae; life story	C1	
16178	15686	das	Vogelgezwitscher	—	birdsong/twittering of birds	UNSET	
16179	15687	der	Volksaufstand	Volksaufstände	popular uprising	UNSET	
16180	15688	die	Volksgruppe	Volksgruppen	ethnic group	UNSET	
16181	15689	die	Volksverhetzung	Volksverhetzungen	incitement to hatred (German criminal-law offence)	UNSET	
