rank	article	word	plural	english	cefr	flags
21882	das	Bergamt	Bergämter	mining authority	-	-
21883	das	Bergbauunternehmen	Bergbauunternehmen	mining company	-	-
21884	der	Bergführer	Bergführer	mountain guide	-	-
21885	das	Berghotel	Berghotels	mountain hotel	-	-
21886	die	Berufsschülerin	Berufsschülerinnen	vocational school student	-	-
3554	der	Berufswechsel	Berufswechsel	career change/change of profession	A2	-
21888	das	Besatzungsmitglied	Besatzungsmitglieder	crew member	-	-
21889	der	Beschleuniger	Beschleuniger	accelerant/accelerator/activator	-	-
21890	die	Besonnenheit	Besonnenheiten	moderation/prudence	-	-
21891	der	Besserwisser	Besserwisser	know-it-all/smart aleck/wiseacre	-	-
21892	die	Bestattungskosten	Bestattungskosten	funeral costs/burial costs	-	-
21893	der	Betriebsunfall	Betriebsunfälle	industrial accident/workplace accident	-	-
21894	die	Betriebszugehörigkeit	Betriebszugehörigkeiten	length of service	-	-
21895	das	Bettlaken	Bettlaken	bed sheet	-	-
7725	das	Bettzeug	—	bed linen/bedclothes/bedding	B2	-
21897	das	Beuteltier	Beuteltiere	marsupial	-	-
21898	der	Bevölkerungsteil	Bevölkerungsteile	part of the population/segment of the population	-	-
21899	die	Bewässerungsanlage	Bewässerungsanlagen	irrigation system	-	-
21900	das	Bewässerungssystem	Bewässerungssysteme	irrigation system	-	-
21901	die	Bewegungsrichtung	Bewegungsrichtungen	direction of movement	-	-
21902	die	Bewehrung	Bewehrungen	reinforcement	-	-
21903	der	Beweisantrag	Beweisanträge	request to take evidence	-	-
21904	die	Beweiskraft	—	probative value	-	-
21905	die	Bewölkung	Bewölkungen	cloud cover	-	-
21906	die	Bezahlschranke	Bezahlschranken	paywall	-	-
21907	das	Bezirkskrankenhaus	Bezirkskrankenhäuser	district hospital	-	-
21908	der	Bezirksvorsteher	Bezirksvorsteher	district head	-	-
21909	die	Bib	Bibs	library (slang)	-	-
21910	die	Bibelausgabe	Bibelausgaben	Bible edition	-	-
21911	die	Bibelübersetzung	Bibelübersetzungen	Bible translation	-	-
7726	die	Bibliothekarin	Bibliothekarinnen	female librarian	B2	-
4690	der	Bibliothekskatalog	Bibliothekskataloge	library catalogue	C1	-
21914	der	Bibliotheksraum	Bibliotheksräume	library room	-	-
21915	das	Biedermeier	—	Biedermeier	-	-
21916	der	Bienenstand	Bienenstände	apiary	-	-
21917	die	Bienenweide	Bienenweiden	bee pasture	-	-
21918	das	Bierbrauen	—	beer brewing	-	-
21919	die	Bierdose	Bierdosen	beer can	-	-
21920	das	Bierzelt	Bierzelte	beer tent	-	-
