rank	article	word	plural	english	cefr	flags
12078	der	Fernbus	Fernbusse	long-distance bus/long-distance coach	-	-
4198	das	Fernweh	—	itchy feet/wanderlust	B2	-
12080	das	Fertiggericht	Fertiggerichte	TV dinner/convenience food/instant meal	-	-
12081	das	Festgeld	Festgelder	term deposit/time deposit	-	-
12082	der	Fetisch	Fetische	fetish	-	-
12083	die	Fettleibigkeit	—	adiposity/obesity	-	-
12084	der	Feuerwerkskörper	Feuerwerkskörper	firecracker/firework/pyrotechnic article	-	-
12085	die	Filialbank	Filialbanken	branch bank	-	-
12086	das	Filialnetz	Filialnetze	branch network	-	-
12087	die	Firmenfeier	Firmenfeiern	company celebration	-	-
12088	die	Firmung	Firmungen	confirmation	-	-
12089	der	Fischbestand	Fischbestände	fish stock	-	-
1693	das	Fitnessgerät	Fitnessgeräte	exercise equipment	A1	-
12091	der	Flachbildfernseher	Flachbildfernseher	flat-screen TV	-	-
8740	der	Flaschenhals	Flaschenhälse	bottleneck	C1	-
12093	der	Fleischer	Fleischer	butcher	-	-
12094	das	Fließband	Fließbänder	assembly line/conveyor belt	-	-
12095	die	Flurbereinigung	Flurbereinigungen	enclosure/land consolidation	-	-
12096	der	Folgeantrag	Folgeanträge	follow-up application	-	-
8741	das	Fremdkapital	—	borrowed capital	C1	-
12098	der	Fressfeind	Fressfeinde	predator	-	-
12099	der	Friedensvertrag	Friedensverträge	peace treaty	-	-
12100	die	Fruchtfliege	Fruchtfliegen	fruit fly	-	-
12101	das	Fruchtwasser	—	amniotic fluid/waters	-	-
12102	die	Frühgeschichte	—	early history	-	-
12103	die	Frühzeit	Frühzeiten	early days	-	-
12104	die	Fußballerin	Fußballerinnen	footballer (female)	-	-
12105	die	Gardine	Gardinen	curtain	-	-
12106	der	Gastprofessor	Gastprofessoren	visiting professor	-	-
12107	die	Gattin	Gattinnen	wife	-	-
12108	der	Gebrauchsgegenstand	Gebrauchsgegenstände	implement/utensil	-	-
12109	der	Gefährder	Gefährder	potential threat (security term)	-	-
12110	das	Gefahrgut	Gefahrgüter	dangerous goods	-	-
12111	die	Geflügelpest	—	avian influenza/bird flu/fowl plague	-	-
12112	das	Gefrierfach	Gefrierfächer	freezer compartment	-	-
12113	die	Gefühlswelt	Gefühlswelten	emotional world	-	-
12114	der	Gegenpol	Gegenpole	opposite pole	-	-
12115	der	Generaldirektor	Generaldirektoren	general director	-	-
12116	der	Generalist	Generalisten	all-rounder/generalist	-	weak
12117	die	Genesis	Genesen	Book of Genesis/Genesis	-	-
12118	die	Genitalverstümmelung	Genitalverstümmelungen	MGM/genital mutilation	-	-
12119	der	Gepäckträger	Gepäckträger	luggage carrier/luggage rack/porter	-	-
12120	das	Geschäftsleben	Geschäftsleben	business life	-	-
12121	das	Geschicklichkeitsspiel	Geschicklichkeitsspiele	dexterity game	-	-
12122	die	Geschlechtergerechtigkeit	—	gender equality	-	-
12123	die	Geschlechtsidentität	Geschlechtsidentitäten	gender identity	-	-
12124	das	Geschwisterkind	Geschwisterkinder	sibling	-	-
12125	die	Gezeit	Gezeiten	tide	-	-
12126	die	Glastür	Glastüren	glass door	-	-
12127	das	Glaubensbekenntnis	Glaubensbekenntnisse	creed/statement of faith	-	-
12128	die	GroKo	—	grand coalition (Große Koalition)	-	-
12129	die	Großbaustelle	Großbaustellen	major construction site	-	-
12130	der	Großeinsatz	Großeinsätze	large-scale operation	-	-
4595	die	Großzügigkeit	—	generosity	C1	-
12132	die	Grundfrage	Grundfragen	basic question/fundamental question	-	-
12133	das	Gruppengespräch	Gruppengespräche	group discussion	-	-
12134	der	Gusto	Gustos	taste/inclination	-	-
12135	die	Gynäkologin	Gynäkologinnen	gynaecologist	-	-
12136	die	Haarfarbe	Haarfarben	hair colour	-	-
