rank	article	word	plural	english	cefr	flags
24125	das	Rentier	Rentiere	reindeer	-	-
24126	die	Roadshow	Roadshows	roadshow	-	-
24127	das	Röntgenbild	Röntgenbilder	X-ray/radiograph	-	-
24128	die	Rückreise	Rückreisen	return journey	-	-
24129	die	Sachkenntnis	Sachkenntnisse	expertise	-	-
24130	die	Sachlage	Sachlagen	circumstance/situation	-	-
24131	der	Samstagmorgen	Samstagmorgen	Saturday morning	-	-
24132	der	Schaft	Schäfte	shaft/stem/shank	-	-
24133	der	Schaukasten	Schaukästen	showcase/display case	-	-
3476	der	Schlafsack	Schlafsäcke	sleeping bag	A1	-
24134	der	Schliff	Schliffe	cut/polish/finesse	-	-
24135	der	Schnorchel	Schnorchel	snorkel	-	-
24136	die	Schreibwerkstatt	Schreibwerkstätten	writing workshop	-	-
24137	die	Schuldenbremse	Schuldenbremsen	debt brake	-	-
24138	die	Schulwoche	Schulwochen	school week	-	-
24139	das	Schwarzwild	—	wild boars	-	-
24140	der	Serbe	Serben	Serb	-	weak
24141	die	Sichtweite	Sichtweiten	visibility	-	-
8947	die	Silbe	Silben	syllable	C1	-
24143	der	Sir	Sirs	sir	-	-
8949	das	Skateboard	Skateboards	skateboard	C1	-
24145	das	Sodbrennen	Sodbrennen	heartburn	-	-
24146	die	Sonderstellung	Sonderstellungen	special position/special status	-	-
24147	die	Sonderveranstaltung	Sonderveranstaltungen	special event	-	-
24148	die	Sonnenblume	Sonnenblumen	helianthus/sunflower	-	-
24149	die	Sparsamkeit	Sparsamkeiten	economy/frugality/husbandry	-	-
24150	die	Spenderin	Spenderinnen	donor (female)	-	-
24151	der	Spielball	Spielbälle	game ball/plaything/set ball	-	-
24152	der	Spitzensport	—	elite sport	-	-
24153	der	Sprössling	Sprösslinge	offspring/sprig	-	-
24154	die	Spule	Spulen	coil/inductor/reel	-	-
24155	der	Stammgast	Stammgäste	regular guest/customer	-	-
8951	die	Steinkohle	Steinkohlen	hard coal	C1	-
24157	die	Stigmatisierung	Stigmatisierungen	stigmatisation	-	-
24158	die	Strahlenbelastung	Strahlenbelastungen	radiation exposure	-	-
24159	die	Strahlkraft	—	radiance/charisma	-	-
24160	der	Strick	Stricke	rope/noose	-	-
24161	die	Stromrechnung	Stromrechnungen	electricity bill	-	-
