rank	article	word	plural	english	cefr	flags
15581	der	Spross	Sprosse	cion/offspring/scion	-	-
15582	der	Spuk	Spuke	haunting/spook	-	-
4640	der	Stacheldraht	Stacheldrähte	barbed wire	C1	-
15584	der	Stadtname	Stadtnamen	city name	-	weak
15585	das	Stammbuch	Stammbücher	family register	-	-
15586	die	Stanze	Stanzen	punch/stanza	-	-
15587	die	Startbahn	Startbahnen	runway	-	-
15588	die	Startbedingung	Startbedingungen	starting condition	-	-
1757	der	Statist	Statisten	extra/supernumerary	A1	weak
15590	die	Staustufe	Staustufen	barrage/weir	-	-
15591	die	Stecknadel	Stecknadeln	ballhead pin/pin/sewing pin	-	-
8816	die	Stellensuche	—	job search	C1	-
15593	das	Stellwerk	Stellwerke	interlocking station/signal box/switch tower	-	-
15594	die	Sterberate	Sterberaten	death rate/mortality rate	-	-
15595	die	Sterblichkeitsrate	Sterblichkeitsraten	mortality rate	-	-
15596	der	Steuermann	Steuermänner	coxswain/helmsman/steersman	-	-
15597	die	Steuerungstechnik	—	control technology	-	-
15598	die	Stiefmutter	Stiefmütter	stepmother	-	-
15599	der	Stiefvater	Stiefväter	stepfather	-	-
15600	die	Stifterin	Stifterinnen	founder/donor (female)	-	-
15601	die	Stimmungslage	Stimmungslagen	mood/prevailing mood	-	-
15602	die	Strahlendosis	Strahlendosen	radiation dose	-	-
15603	das	Straßenbild	Straßenbilder	street scene	-	-
15604	die	Straßenecke	Straßenecken	street corner	-	-
15605	der	Streifenwagen	Streifenwagen	panda car/patrol car/prowl car	-	-
15606	die	Streu	Streuen	litter/mulch	-	-
15607	das	Stromkabel	Stromkabel	power cable	-	-
15608	die	Stromstärke	Stromstärken	amperage/current/electric current	-	-
15609	das	Styropor	—	polystyrene	-	-
15610	der	Sucher	Sucher	finder/seeker	-	-
15611	der	Südpol	Südpole	South Pole	-	-
15612	das	Sumpfgebiet	Sumpfgebiete	wetland	-	-
15613	die	Süßspeise	Süßspeisen	dessert/sweet dish	-	-
1758	das	Sweatshirt	Sweatshirts	sweatshirt	A1	-
15615	die	Synapse	Synapsen	synapse	-	-
15616	der	Tagfalter	Tagfalter	butterfly	-	-
3685	der	Tango	Tangos	tango	A2	-
15618	die	Tanzmusik	Tanzmusiken	dance music	-	-
15619	der	Tapa	Tapas	tapa	-	-
15620	die	Tarifpartei	Tarifparteien	collective bargaining party/bargaining party	-	-
15621	die	Tarte	Tarten	pie/tart	-	-
15622	das	Tauziehen	—	tug of war	-	-
8644	die	Taxifahrt	Taxifahrten	cab ride/taxi ride	A1	-
15624	der	Teamchef	Teamchefs	team manager/head coach	-	-
15625	die	Testmethode	Testmethoden	test method	-	-
15626	die	Textilbranche	—	textile industry	-	-
