rank	article	word	plural	english	cefr	flags
13480	der	Gulasch	Gulasche	goulash	-	-
13481	der	Güterbahnhof	Güterbahnhöfe	freight yard/goods station	-	-
13482	der	Gymnasiallehrer	Gymnasiallehrer	grammar school teacher/high school teacher	-	-
13483	die	Habilitationsschrift	Habilitationsschriften	habilitation thesis	-	-
13484	der	Hafer	Hafer	oat	-	-
13485	die	Hallenkirche	Hallenkirchen	hall church	-	-
13486	die	Halluzination	Halluzinationen	hallucination	-	-
13487	das	Halsband	Halsbänder	collar/necklace	-	-
13488	der	Handelnde	Handelnden	actor/agent/doer	-	adjNoun
7612	die	Handelsschule	Handelsschulen	commercial school	B2	-
4611	der	Hanf	—	hemp	C1	-
13491	die	Hauptsaison	—	high season	-	-
13492	die	Hauptverkehrszeit	Hauptverkehrszeiten	rush hour/peak traffic time	-	-
13493	die	Hausaufgabenhilfe	Hausaufgabenhilfen	homework help	-	-
3662	das	Hausboot	Hausboote	houseboat	A2	-
13495	das	Hausdach	Hausdächer	rooftop	-	-
13496	die	Haushaltskasse	Haushaltskassen	household budget/household cash	-	-
13497	die	Hautreizung	Hautreizungen	skin irritation	-	-
13498	der	Headhunter	Headhunter	headhunter	-	-
13499	der	Hecht	Hechte	dandy/pike	-	-
13500	die	Heidelbeere	Heidelbeeren	bilberry/blueberry	-	-
13501	die	Heiterkeit	Heiterkeiten	cheerfulness	-	-
13502	die	Helmpflicht	—	helmet requirement/mandatory helmet law	-	-
13503	das	Herzrasen	—	racing heart/rapid heart beat/tachycardia	-	-
13504	der	Hilferuf	Hilferufe	appeal for help/cry for help/distress signal	-	-
13505	der	Himmelskörper	Himmelskörper	celestial body/heavenly body	-	-
13506	der	Hindernislauf	Hindernisläufe	steeplechase	-	-
13507	die	Hinterachse	Hinterachsen	rear axle	-	-
13508	das	Hinterrad	Hinterräder	rear wheel	-	-
13509	die	Hirnregion	Hirnregionen	brain region	-	-
13510	die	Hochschullehrerin	Hochschullehrerinnen	university lecturer/professor (female)	-	-
