rank	article	word	plural	english	cefr	flags
4049	die	Universitätsbibliothek	Universitätsbibliotheken	university library	-	-
4050	der	Verstand	—	intellect/mind/reason	B2	-
4051	die	Volkswirtschaft	Volkswirtschaften	economics/national economy	-	-
4052	die	Vollversammlung	Vollversammlungen	plenary/plenary session	-	-
4053	das	Werkstück	Werkstücke	workpiece	-	-
1482	der	Zettel	Zettel	note/slip of paper	A1	-
4055	der	Zuwanderer	Zuwanderer	immigrant/newcomer	-	-
4056	der	Achter	Achter	eight/figure 8 device/out-of-round	-	-
4057	die	Arbeitsagentur	Arbeitsagenturen	employment agency	-	-
1483	die	Aussprache	Aussprachen	discussion/pronunciation/talk	A1	-
4059	die	Bande	Banden	gang	B2	-
4060	die	Beere	Beeren	berry/grape	-	-
4061	die	Bestattung	Bestattungen	burial/funeral	-	-
4062	das	Date	Dates	date	B2	-
4063	das	Deck	Decks	deck	-	-
1486	das	Elektrogerät	Elektrogeräte	electrical appliance/electrical device	A1	-
4065	der	Essay	Essays	essay	-	-
4066	der	Firewall	Firewalls	firewall	B2	-
1487	das	Fußballspiel	Fußballspiele	football match	A1	-
4068	der	Geheimdienst	Geheimdienste	intelligence service/secret service	-	-
4069	das	Geschehnis	Geschehnisse	event/incident	-	-
4070	das	Grundbuch	Grundbücher	land register	-	-
4071	das	Handgelenk	Handgelenke	wrist	-	-
4072	die	Härte	Härten	austerity/hardness/toughness	B2	-
4073	der	Hauch	Hauche	whiff	-	-
3503	die	Hauptsache	Hauptsachen	main thing	A2	-
4075	die	Hölle	Höllen	hell	B1	-
4076	die	Illusion	Illusionen	illusion	C1	-
4077	der	Kapitalmarkt	Kapitalmärkte	capital market	-	-
4078	der	Katastrophenschutz	—	civil protection/disaster control/emergency management	-	-
4079	das	Kriegsende	Kriegsenden	end of the war/end of war	-	-
4080	das	Lehrbuch	Lehrbücher	coursebook/schoolbook/textbook	-	-
4081	der	Mathematiker	Mathematiker	mathematician	-	-
4082	der	Megapixel	Megapixel	megapixel	-	-
4083	der	Mietpreis	Mietpreise	rent	-	-
4084	der	Mittelständler	Mittelständler	small or medium-sized business owner	-	-
3504	die	Mitternacht	Mitternächte	midnight	A2	-
4086	der	Nordosten	—	north-east/northeast	-	-
4861	die	Novelle	Novellen	amendment/novel/novella	-	-
4870	der	Prozentsatz	Prozentsätze	percentage	C1	-
