rank	article	word	plural	english	cefr	flags
4246	die	Geschäftsidee	Geschäftsideen	business idea	B2	-
4247	die	Verkaufsleiterin	Verkaufsleiterinnen	sales manager (female)	B2	-
4248	die	Konkurrenzanalyse	Konkurrenzanalysen	competitor analysis	B2	-
4249	der	Finanzplan	Finanzpläne	financial plan	B2	-
4250	die	Bürgerversammlung	Bürgerversammlungen	citizens' meeting	B2	-
3516	die	Stille	—	silence/stillness	A2	-
4253	das	Lichtsignal	Lichtsignale	light signal	B2	-
4254	das	Gezwitscher	—	chirping/twittering	B2	-
4255	das	Hilfsangebot	Hilfsangebote	offer of help	B2	-
4256	der	Laut	Laute	sound/phonetic sound	B2	-
4258	der	Diversitätsmanager	Diversitätsmanager	diversity manager	B2	-
4259	das	Diversitätsmanagement	Diversitätsmanagements	diversity management	B2	-
4260	das	Informationsmaterial	Informationsmaterialien	information material	B2	-
4261	der	Elternurlaub	Elternurlaube	parental leave	B2	-
4262	die	Bewerbungsunterlagen	Bewerbungsunterlagen	application documents	B2	pluraleTantum
4264	die	Felsenwand	Felsenwände	rock face/cliff wall	B2	-
4265	die	Handlungsempfehlung	Handlungsempfehlungen	recommendation for action	B2	-
4266	die	Urteilsfindung	Urteilsfindungen	process of reaching a judgement	B2	-
4267	das	Elternhaus	Elternhäuser	parental home/family home	B2	-
4269	die	Unmenschlichkeit	Unmenschlichkeiten	inhumanity	B2	-
4270	das	Verstecken	—	hiding/hide-and-seek	B2	-
4272	der	Innovationsmotor	Innovationsmotoren	driver of innovation	B2	-
4273	das	Berufsfeld	Berufsfelder	occupational field/professional field	B2	-
4274	die	Soziale Arbeit	—	social work	B2	-
4275	der	Medienwissenschaftler	Medienwissenschaftler	media studies scholar	B2	-
4276	der	Grafikdesigner	Grafikdesigner	graphic designer	B2	-
4278	der	Mediengestalter	Mediengestalter	media designer	B2	-
4279	der	Quereinstieg	Quereinstiege	career change/lateral entry	B2	-
4280	die	Masterarbeit	Masterarbeiten	master's thesis	B2	-
4281	der	Rundfunksender	Rundfunksender	radio/TV broadcaster	B2	-
4283	das	Revuetheater	Revuetheater	revue theatre	B2	-
3521	der	Stummfilm	Stummfilme	silent film	A2	-
4285	das	Außergewöhnliche	—	the extraordinary thing/aspect	B2	-
4286	die	Führungsposition	Führungspositionen	leadership position	B2	-
4287	der	Einheimische	Einheimischen	local/native resident	B2	-
4288	das	Stammlokal	Stammlokale	regular pub/restaurant	B2	-
4289	das	Einkaufsviertel	Einkaufsviertel	shopping district	B2	-
4290	das	Pulsieren	—	pulsing/vibrancy	B2	-
4291	die	Melange	Melangen	mélange/mixture; Viennese coffee	B2	-
4293	die	Denkpause	Denkpausen	pause for thought	B2	-
4294	die	Fußstapfe	Fußstapfen	footstep/footprint	B2	-
4295	die	Zwischenüberschrift	Zwischenüberschriften	subheading	B2	-
4296	die	Lesedauer	—	reading time	B2	-
4297	der	Neukunde	Neukunden	new customer	B2	weak
4298	die	Neukundin	Neukundinnen	new customer (female)	B2	-
4299	der	Videokanal	Videokanäle	video channel	B2	-
4300	die	Miniaturansicht	Miniaturansichten	thumbnail view	B2	-
4301	der	Berufseinstieg	Berufseinstiege	career entry/start of career	B2	-
4302	die	Eigeninitiative	Eigeninitiativen	personal initiative	B2	-
4303	die	Teamarbeit	Teamarbeiten	teamwork	B2	-
4304	das	Erachten	—	opinion/judgement (as in meines Erachtens)	B2	-
4306	das	Achterbahnfahren	—	riding roller coasters	B2	-
4307	das	Freiklettern	—	free climbing	B2	-
4308	das	Tiefseetauchen	—	deep-sea diving	B2	-
4309	das	Eisbaden	—	ice bathing	B2	-
4310	das	Fallschirmspringen	—	skydiving/parachuting	B2	-
4311	die	Selbstoptimierung	Selbstoptimierungen	self-optimisation	B2	-
