rank	word	english	cefr	flags
2801	schöpferisch	creative	-	-
2802	schutzbedürftig	in need of protection	-	-
2803	spröde	brittle	-	-
2804	stur	obstinate/stubborn	-	-
2805	süchtig	addicted/hooked	B1	-
2806	suchtkrank	addicted	-	-
2807	teamfähig	capable of team	B2	-
2808	territorial	territorial	-	-
2809	thailändisch	Thai	-	-
2810	tiefgründig	deep/profound	-	-
2811	transatlantisch	transatlantic	-	-
2812	unerschöpflich	inexhaustible	-	-
2813	ungebrochen	unbroken	B2	-
2814	unsachgemäß	improper/inappropriate	-	-
2815	unversehrt	unscathed	-	-
2816	unwillkürlich	instinctive/involuntary	-	-
2817	urologisch	urological	-	-
2818	verschiedenartig	different in kind	-	-
2819	verstopft	blocked/clogged/congested	-	-
2820	waldreich	well-wooded	-	-
2821	weh	painful/sore/woebegone	A1	-
2822	wettbewerbsrechtlich	competition law	-	-
2823	wohltätig	charitable	C1	-
2824	wohlwollend	benevolent/favourable	B2	-
2825	zeichnerisch	drawing/draftsmanship	-	-
2826	zweidimensional	two-dimensional	-	-
2827	zwischenstaatlich	intergovernmental	-	-
2828	zynisch	cynical	C1	-
2829	akkurat	accurate/precise	-	-
2830	alkoholisiert	alcoholised	-	-
2831	alliiert	allied	-	-
2832	anziehend	attractive/rising	-	-
2833	beengt	cramped/confined	-	-
2834	bildungsfern	with little formal education	-	-
2835	blöde	stupid/silly	-	-
2836	byzantinisch	Byzantine/fawning/servile	-	-
2837	derb	coarse/ribald/rough	-	-
2838	detailgetreu	detailed	-	-
2839	dezidiert	decided/determined/firm	-	-
2840	dreieckig	triangular	-	-
2841	dunkelbraun	dark brown/puce	-	-
2842	eigentümlich	peculiar/characteristic	-	-
2843	emeritiert	emeritus	-	-
2844	ernüchternd	sobering	-	-
2845	ertragreich	productive	-	-
2846	existentiell	existential	-	-
2847	flink	nimble	-	-
2848	fromm	devotional/docile/godly	-	-
2849	gesamtdeutsch	all-German/pan-German	-	-
2850	geschlechtergerecht	gender-equitable	-	-
2851	glamourös	glamorous/glamourous	-	-
2852	grotesk	grotesque/preposterous	-	-
2853	gütlich	amicable/conciliatory	-	-
2854	handgemacht	handcrafted/handmade	-	-
2855	herrschaftlich	stately/grand	-	-
2856	hochinteressant	highly interesting	-	-
2857	intensivmedizinisch	intensive care	-	-
2858	irrational	irrational	-	-
2859	kantig	angular/edgy	-	-
2860	kinderlos	childless	-	-
2861	klappbar	foldable	-	-
2862	klebrig	gluey/sticky	-	-
2863	knallhart	tough	-	-
2864	knorrig	gnarled	-	-
2865	konsekutiv	consecutive	-	-
2866	korrupt	bent/corrupt	-	-
2867	kunterbunt	motley	-	-
2868	maschinenlesbar	machine-readable	-	-
2869	mehrmonatig	lasting several months	-	-
2870	menschenverachtend	inhuman/misanthropic	-	-
2871	milliardenschwer	billion-euro/multi-billion	-	-
2872	muttersprachlich	native language	-	-
2873	orangefarben	orange-coloured	-	-
2874	publizistisch	journalistic/media	-	-
2875	reell	real/honest	-	-
2876	risikoreich	rich in chance	-	-
2877	rosig	rosy	B2	-
2878	sagenumwoben	legendary/myth-enshrouded	-	-
2879	schnelllebig	fast-paced	-	-
2880	schonungslos	blunt/merciless/savage	-	-
2881	sibirisch	Siberian	-	-
2882	slowakisch	Slovak	-	-
2883	spätgotisch	late Gothic	-	-
2884	sportwissenschaftlich	sport-scientific	-	-
2885	standesamtlich	civil	-	-
2886	stillschweigend	implicit/implied/tacit	-	-
2887	transdisziplinär	transdisciplinary	-	-
2888	unausweichlich	inevitable/unavoidable	C1	-
2889	unbebaut	undeveloped/unbuilt	-	-
2890	unerreichbar	inaccessible	C1	-
2891	unfähig	incapable/incompetent/unable	-	-
2892	unfreundlich	unfriendly/unkind	-	-
2893	unternehmenseigen	company-owned	-	-
2894	unüberwindbar	insuperable/unsurmountable	-	-
2895	verärgert	angrily/angry/annoyed	-	-
2896	verwunderlich	surprising	B2	-
2897	vierstündig	four-hour	-	-
2898	wahrheitsgemäß	accurate/truthful	-	-
2899	windig	windy	A1	-
2900	wohnlich	comfortable/cosy	-	-
2901	wundersam	wondrous	-	-
2902	zerstörerisch	destructive/devastating	-	-
2903	abgebrochen	broken off/aborted	C1	-
2904	abgelehnt	declined/rejected	B1	-
2905	abschließbar	lockable	-	-
2906	achtlos	careless	-	-
2907	allgemeinverständlich	generally understandable	-	-
2908	allumfassend	all-embracing	C1	-
2909	ansprechbar	addressable/responsive	-	-
2910	antibakteriell	antibacterial	-	-
2911	arbeitsmedizinisch	occupational-medicine	-	-
2912	aufsuchend	outreach/visiting	-	-
2913	außenpolitisch	external/with regard to foreign affairs	-	-
2914	berufen	qualified/called	-	-
2915	demenzkrank	suffering from dementia	-	-
2916	designiert	designated	-	-
2917	eigenartig	characteristic/peculiar/strange	-	-
2918	einstellig	monadic	-	-
2919	eintönig	monotonous	-	-
2920	eklatant	blatant/flagrant/glaring	-	-
2921	elektrotechnisch	electrotechnical	-	-
2922	entgegenkommend	accommodating/friendly	-	-
2923	faschistisch	fascist	-	-
2924	fordernd	demanding/entitled	-	-
2925	forensisch	forensic	-	-
2926	fünfstellig	five-digit	-	-
2927	gefiedert	compound/feathered/pinnate	-	-
2928	geflügelt	alate/aliferous/winged	-	-
2929	gefühlvoll	full of affection	-	-
2930	genussvoll	full of gender	-	-
