rank	word	english	cefr	flags
3501	reichweitenstark	with wide reach/popular	-	-
3502	relational	relational	-	-
3503	reproduktiv	reproductive	-	-
3504	rigide	rigid	-	-
3505	royal	royal/royalistic	-	-
3506	ruckartig	fitful/jerky	-	-
3507	schneebedeckt	snow covered/snowcapped	-	-
3508	schnörkellos	plain/simple/unfussy	-	-
3509	schrumpfend	shrinking	-	-
3510	schutzlos	defenceless	B2	-
3511	selbstgebastelt	self-made/DIY	-	-
3512	selbstironisch	self-ironic	-	-
3513	sensitiv	sensitive	-	-
3514	sexy	sexy	-	-
3515	sinnstiftend	meaningful/purpose-giving	-	-
3516	sittenwidrig	improper/unconscionable	-	-
3517	skrupellos	unscrupulous	-	-
3518	somatisch	somatic	-	-
3519	sprachlos	aphasic/be lost for words/dumbstruck	C1	-
3520	stadtweit	citywide	-	-
3521	stilsicher	stylistically confident	-	-
3522	substantiell	substantial	-	-
3523	süffig	light and sweet/palatable	-	-
3524	sumpfig	swampy/marshy	-	-
3525	sunnitisch	Sunni	-	-
3526	süßlich	sweetish	C1	-
3527	temperamentvoll	full of character	-	-
3528	texanisch	Texan	-	-
3529	tonnenschwer	weighing tonnes/very heavy	-	-
3530	trojanisch	Trojan	-	-
3531	überlang	overlength	-	-
3532	unbewohnt	uninhabited	-	-
3533	unbezahlbar	priceless/unaffordable	C1	-
3534	ungemütlich	uncomfortable	-	-
3535	ungerade	odd/odd-numbered/uneven	-	-
3536	ungesüßt	unsweetened	-	-
3537	unprofessionell	unprofessional	-	-
3538	unreif	immature/unripe	-	-
3539	unsäglich	unspeakable	-	-
3540	unterschwellig	subliminal	-	-
3541	unvergleichbar	incomparable	-	-
3542	unvermittelt	unexpected/unforeseen	-	-
3543	unverschämt	blatant/excessive/exorbitant	B1	-
3544	verbrannt	adust/burned/burnt	B1	-
3545	vergnüglich	enjoyable/amusing	-	-
3546	verkleidet	clad/disguised/in disguise	-	-
3547	versiegelt	sealed	-	-
3548	verwaist	abandoned/deserted/orphaned	-	-
3549	veterinärmedizinisch	veterinary/veterinary-medicinal	-	-
3550	vollmundig	palatable	-	-
3551	vorbildhaft	exemplary	-	-
3552	weitverbreitet	generalised/widespread	-	-
3553	wohlklingend	euphonious	-	-
3554	zahlbar	payable	-	-
3555	zwanghaft	artificial/compulsive/obsessional	-	-
3556	zwölft	twelfth	-	notDeclinable
3557	abgefahren	cool/slick	-	-
3558	abgeschieden	isolated/secluded/separated	-	-
3559	abstoßend	repellent/repulsive/revolting	-	-
3560	algerisch	Algerian	-	-
3561	ausbeuterisch	exploitive	-	-
3562	ausgeschlossen	impossible/out of the question	C1	-
3563	außerbetrieblich	extra-operational/outside the company	-	-
3564	außerirdisch	extraterrestrial	B2	-
3565	beamtet	civil-service	-	-
3566	beängstigend	alarming/alarmingly/frightening	B2	-
3567	beeinflusst	influenced	B1	-
3568	begrünt	greened/planted	-	-
3569	beheizbar	heatable	-	-
3570	bekömmlich	agreeable/digestible/easily digestible	-	-
3571	bergig	hilly/mountained/mountainous	-	-
3572	beschwerdefrei	free of complaint	-	-
3573	bewachsen	overgrown	-	-
3574	bidirektional	bidirectional	-	-
3575	bissig	caustic/cutting/vicious	C1	-
3576	bronchial	bronchial	-	-
3577	charakterlich	in terms of character	-	-
3578	deckungsgleich	congruent	-	-
3579	defizitär	deficient	-	-
3580	dehnbar	elastic/expansible/flexible	-	-
3581	desaströs	disastrous	-	-
3582	deskriptiv	descriptive	-	-
3583	diensthabend	on duty	-	-
3584	dimmbar	dimmable	-	-
3585	dreigeschossig	three-storey	-	-
3586	dunkelblau	dark blue/navy blue	-	-
3587	durchgreifend	drastic/radical/sweeping	-	-
3588	durchwachsen	fair to middling/marbled/ordinary	-	-
3589	egoistisch	egoistical/egotistical/selfish	-	-
3590	eingeschossig	single-storey	-	-
3591	eiweißreich	high-protein	-	-
3592	elektrifiziert	electrified	-	-
3593	elft	eleventh	-	notDeclinable
3594	elliptisch	elliptic	-	-
3595	entwicklungspsychologisch	developmental-psychology	-	-
3596	erregend	exciting/arousing	-	-
3597	erstrebenswert	desirable	B2	-
3598	explosionsartig	explosive/like an explosion	-	-
3599	fahrbar	mobile/wheeled	-	-
3600	fotorealistisch	photorealistic	-	-
3601	freilaufend	free-range	-	-
3602	fristgemäß	in accordance with deadline	-	-
3603	gebrechlich	frail/infirm	C1	-
3604	gediegen	dignified/odd/pure	-	-
3605	geruhsam	leisurely/peaceful	-	-
3606	gesundheitsbewusst	health-conscious	-	-
3607	gewaltlos	nonviolent	-	-
3608	halbherzig	desultory/half-hearted/lackadaisical	C1	-
3609	halbjährig	semi-annual	-	-
3610	hellhörig	ear/insulated/keen	-	-
3611	hinderlich	obstructive/hindering	-	-
3612	hinfällig	decrepit/frail/obsolete	-	-
3613	histologisch	histologic/histological	-	-
3614	immobil	immobile	-	-
3615	israelitisch	Israelite	-	-
3616	kläglich	disappointing/lamentable/pathetic	-	-
3617	klangvoll	illustrious/melodious/sonorous	-	-
3618	kölsch	Colonian	-	-
3619	kreisförmig	circular	-	-
3620	kurzlebig	ephemeral/passing/short-lived	-	-
3621	löslich	soluble	-	-
3622	maligne	malignant	-	-
3623	martialisch	martial	-	-
3624	matschig	muddy	-	-
3625	meilenweit	miles away/by miles	-	-
3626	migrantisch	migrant	-	-
3627	mildtätig	benevolent/charitable	-	-
3628	miserabel	miserable	-	-
3629	monochrom	monochromatic/monochrome	-	-
3630	morphologisch	morphological	-	-
3631	mühselig	cumbersome/troublesome	-	-
3632	nährstoffarm	poor in/low in nutrient	-	-
3633	naturgetreu	true to nature/lifelike	-	-
3634	neudeutsch	modern German	-	-
3635	neugotisch	Neo-Gothic	-	-
3636	ortsfest	stationary/fixed in place	-	-
3637	patriotisch	patriotic	-	-
3638	pfleglich	careful/gentle	-	-
3639	pharmakologisch	pharmacologic/pharmacological	-	-
3640	plastikfrei	plastic-free	-	-
3641	pornografisch	pornographic	-	-
3642	postmodern	postmodern	-	-
3643	probat	appropriate/proven/suitable	-	-
3644	psychedelisch	psychedelic	-	-
3645	pulmonal	pneumonic/pulmonary/pulmonic	-	-
3646	putzig	cute/funny	-	-
3647	quälend	agonising/excruciating	-	-
3648	quelloffen	open source/open-source	-	-
3649	räuberisch	brigandish/predatory	-	-
3650	rosarot	pink/rose-coloured	-	-
3651	rüstig	spry	-	-
3652	schicksalhaft	decisive/fateful	C1	-
3653	schnittig	snappy/streamlined/stylish	-	-
3654	schuldenfrei	debtless	-	-
3655	schulpsychologisch	school psychology	-	-
3656	schwammig	spongy	-	-
3657	seidig	satiny/silky	-	-
3658	selbstkritisch	self-critical	C1	-
3659	spektral	spectral	-	-
3660	sportiv	sporty	-	-
3661	staubig	dusty	-	-
3662	stichhaltig	valid	C1	-
3663	stiefmütterlich	stepmotherly/neglected	-	-
3664	stochastisch	stochastic	-	-
3665	streitbar	disputatious	-	-
3666	südländisch	southern (European)	-	-
3667	topografisch	topographic	-	-
3668	tschechoslowakisch	Czechoslovak/Czechoslovakian	-	-
3669	übergriffig	encroaching/infringing/intrusive	-	-
3670	umrandet	bordered/edged	-	-
3671	unanfechtbar	unchallengeable/incontestable	-	-
3672	unaufhaltsam	inexorable/relentlessly/unstoppable	-	-
3673	unbeachtet	unnoticed/disregarded	-	-
3674	unbeantwortet	unanswered	-	-
3675	unbedarft	unexperienced	-	-
3676	unbeweglich	fixed/immobile/immovable	-	-
3677	uneinheitlich	nonuniform	-	-
3678	unerwähnt	unmentioned/unspoken	C1	-
3679	ungeübt	unpractised/inexperienced	-	-
3680	uninteressant	uninteresting	A2	-
3681	universal	universal	-	-
3682	unnütz	useless	-	-
3683	unsauber	dirty/unclean	-	-
3684	unterjährig	sub-annual/within a year	-	-
3685	unüberlegt	rash/unpremeditated	C1	-
3686	unzutreffend	incorrect	-	-
3687	vaterländisch	patriotic	-	-
3688	venös	venous	-	-
3689	veränderbar	changeable/mutable	C1	-
3690	verängstigt	frightened	-	-
3691	verwunschen	enchanted	-	-
3692	viermonatig	four-month	-	-
3693	vorindustriell	preindustrial	-	-
3694	vorschriftsmäßig	regulation/according to regulations	-	-
3695	wandlungsfähig	adaptable/flexible/versatile	-	-
3696	zahlungspflichtig	subject to payment/payment-obligatory	-	-
3697	zehntägig	ten-day	-	-
3698	zellulär	cellular	-	-
3699	zerbrechlich	breakable/brittle/fracturable	-	-
3700	zielgruppengerecht	target-audience appropriate	-	-
3701	zivilisatorisch	civilizational	-	-
3702	zornig	angry	-	-
3703	abfallwirtschaftlich	waste management	-	-
3704	abteilungsübergreifend	cross-departmental	-	-
3705	abwegig	absurd	-	-
3706	achteckig	octagonal	-	-
3707	adlig	aristocratic/noble	-	-
3708	affektiv	affective	-	-
3709	allmächtig	all-powerful/almighty/omnipotent	-	-
3710	althergebracht	classic/traditional	-	-
3711	annehmbar	acceptable	-	-
3712	antarktisch	antarctic	-	-
3713	antiquiert	dated/obsolete	-	-
3714	apostolisch	apostolic	-	-
3715	arbeitsmarktpolitisch	labour-market-policy	-	-
3716	augenfällig	obvious	-	-
3717	ausdifferenziert	differentiated	-	-
3718	basal	basal	-	-
3719	befürchtet	feared	-	-
3720	beißend	biting/caustic	-	-
3721	beobachtbar	observable	-	-
3722	bereichsübergreifend	cross-area/cross-divisional	-	-
3723	berührungsempfindlich	touch-sensitive	-	-
3724	beschlagnahmt	confiscated/seized	-	-
3725	bildungswissenschaftlich	educational-science	-	-
3726	bisexuell	bisexual	-	-
3727	brachial	brachial/brute	-	-
3728	brandaktuell	highly topical/late-breaking/red-hot	-	-
3729	bundespolitisch	federal-political	-	-
3730	darstellbar	representable/displayable	-	-
3731	demonstrativ	demonstrative	-	-
3732	desolat	desolate	-	-
3733	dienlich	conducive/convenient/serviceable	-	-
3734	diversifiziert	diversified	-	-
3735	dreimalig	triple	-	-
3736	durchschaubar	transparent/see-through	-	-
3737	durstig	thirsty	B1	-
3738	eindimensional	one-dimensional	C1	-
3739	eitrig	purulent	-	-
3740	enthusiastisch	enthusiastic	-	-
3741	erbärmlich	abysmal/miserable	-	-
3742	evolutionär	evolutionary	-	-
3743	fassbar	conceivable/tangible	-	-
3744	feige	cowardly/gutless	-	-
3745	feindselig	hostile	-	-
3746	flämisch	Flemish	-	-
3747	fleischfressend	carnivorous	-	-
3748	französischsprachig	French-speaking	-	-
3749	friedfertig	pacific/peaceable	-	-
3750	friedvoll	peaceful	-	-
3751	furchtlos	fearless/frightless/intrepid	-	-
3752	gastrointestinal	gastrointestinal	-	-
3753	gefräßig	voracious/gluttonous	-	-
3754	gehbehindert	walking-impaired	-	-
3755	geothermisch	geothermic	-	-
3756	gerahmt	framed	-	-
3757	geräuchert	smoked	-	-
3758	gescheit	brainy/clever/prudent	-	-
3759	gesellschaftskritisch	critical of society/sociocritical	-	-
3760	gierig	greedy	-	-
3761	glasig	glassy/glazed	-	-
3762	gradlinig	straight/straightforward	-	-
3763	grammatikalisch	grammatical	-	-
3764	grausig	ghastly/grisly/gruesome	-	-
3765	grundgesetzlich	constitutional (Basic Law)	-	-
3766	humoristisch	humorous	-	-
3767	illuminiert	illuminated	-	-
3768	instrumental	instrumental	-	-
3769	investigativ	investigative	-	-
3770	ionisch	ionic/Ionian	-	-
3771	irrelevant	irrelevant	-	-
3772	jäh	abrupt/impetous/inconsiderate	-	-
3773	kapazitiv	capacitive	-	-
3774	kitschig	tacky	C1	-
3775	klobig	bulky/chunky/clumsy	-	-
3776	knöchern	bony/cold	-	-
3777	konstitutionell	constitutional	-	-
3778	krankenversichert	covered by health insurance	-	-
3779	kryptisch	concealed/cryptic/cryptical	-	-
3780	kultiviert	cultivated/cultured/sophisticated	-	-
3781	kurvenreich	buxom/curvaceous/curvy	-	-
3782	lebensfähig	viable	-	-
3783	lebensfroh	cheerful/full of life	-	-
3784	leidig	tiresome/unfortunate	-	-
3785	lernfähig	adaptive/be able to learn/be capable of learning	-	-
3786	löchrig	holey	-	-
