rank	article	word	plural	english	cefr	flags
22582	die	Hormonbehandlung	Hormonbehandlungen	hormone treatment	-	-
22583	das	Hörnchen	Hörnchen	cone/cornet/croissant	-	-
22584	die	Hostess	Hostessen	hostess	-	-
22585	das	Huftier	Huftiere	ungulate	-	-
22586	das	Hühnerauge	Hühneraugen	corn	-	-
22587	die	Hühnerrasse	Hühnerrassen	chicken breed	-	-
22588	der	Humangenetiker	Humangenetiker	human geneticist	-	-
22589	der	Humanist	Humanisten	humanist	-	weak
22590	das	Humankapital	—	human capital	-	-
22591	die	Humanwissenschaft	Humanwissenschaften	human science	-	-
22592	der	Hundeführerschein	Hundeführerscheine	dog handling license/dog owner license	-	-
22593	die	Hundertschaft	Hundertschaften	police unit/company	-	-
22594	der	Hundesitter	Hundesitter	dog-sitter/dogsitter	-	-
22595	der	Hundewelpe	Hundewelpen	puppy/dog puppy	-	weak
22596	das	Hungergefühl	Hungergefühle	feeling of hunger/sensation of hunger	-	-
22597	der	Hungrige	Hungrigen	hungry person	-	adjNoun
22598	das	Hütchen	Hütchen	small hat/cone	-	-
22599	der	Hütehund	Hütehunde	herding dog	-	-
22600	der	Hygienebeauftragte	Hygienebeauftragten	hygiene officer	-	adjNoun
22601	die	Hygieneregel	Hygieneregeln	hygiene rule	-	-
22602	die	Hyperthermie	—	hyperthermia	-	-
22603	der	Idealist	Idealisten	idealist	-	weak
22604	die	Idealvorstellung	Idealvorstellungen	ideal/ideal conception	-	-
22605	die	Ideengeschichte	—	history of ideas/intellectual history	-	-
22606	der	Identitätsnachweis	Identitätsnachweise	identity certificate	-	-
22607	das	Idiom	Idiome	idiom	-	-
22608	die	Immersion	Immersionen	immersion	-	-
22609	die	Imprägnierung	Imprägnierungen	impregnation	-	-
22610	die	Impulsivität	—	impetuosity	-	-
22611	die	Inaktivität	—	inactivity	-	-
22612	die	Inbrunst	—	ardour/fervour	-	-
22613	der	Industriebau	Industriebauten	industrial building/industrial construction	-	-
22614	der	Inflationsausgleich	Inflationsausgleiche	compensation for inflation	-	-
22615	der	Informationsverlust	Informationsverluste	information loss	-	-
22616	die	Infrarotkamera	Infrarotkameras	infrared camera	-	-
22617	der	Infraschall	—	infrasound	-	-
22618	die	Inkubationszeit	Inkubationszeiten	incubation period	-	-
22619	das	Innenohr	Innenohren	inner ear/internal ear	-	-
22620	die	Innenraumluft	—	indoor air	-	-
22621	die	Inquisition	Inquisitionen	inquisition	-	-
22622	das	Insektengift	Insektengifte	insect venom/insect poison	-	-
22623	das	Inselparadies	Inselparadiese	island paradise	-	-
22624	der	Inspekteur	Inspekteure	inspector	-	-
22625	der	Instruktor	Instruktoren	instructor	-	-
22626	der	Insulinspiegel	Insulinspiegel	insulin level	-	-
22627	der	Integrationsminister	Integrationsminister	integration minister	-	-
22628	die	Intendantin	Intendantinnen	director (theatre, female)	-	-
22629	der	Internetriese	Internetriesen	Internet giant	-	weak
22630	die	Investmentgesellschaft	Investmentgesellschaften	investment company	-	-
22631	die	Irrung	Irrungen	error/confusion	-	-
22632	die	Isomatte	Isomatten	ground pad/roll mat/sleeping mat	-	-
22633	die	Jackentasche	Jackentaschen	jacket pocket/pocket	-	-
22634	das	Jagdhaus	Jagdhäuser	country lodge/hunting lodge	-	-
22635	der	Jagdunfall	Jagdunfälle	hunting accident	-	-
22636	der	Jagdverband	Jagdverbände	hunting association	-	-
22637	das	Jahresabonnement	Jahresabonnements	annual subscription	-	-
22638	die	Jahresabrechnung	Jahresabrechnungen	annual statement	-	-
22639	der	Jahreskongress	Jahreskongresse	annual congress	-	-
22640	das	Jazzkonzert	Jazzkonzerte	jazz concert	-	-
22641	die	Jetztzeit	—	present day/present time	-	-
22642	der	Jingle	Jingles	audio logo/jingle	-	-
22643	das	Jogging	—	jogging	-	-
22644	das	Johannisbrotkernmehl	—	locust bean gum/carob seed flour	-	-
22645	die	Jolle	Jollen	dinghy/jolly-boat/yawl	-	-
22646	der	Joystick	Joysticks	joystick	-	-
22647	die	Jugendbewegung	Jugendbewegungen	youth movement	-	-
22648	der	Jugendfilm	Jugendfilme	youth film	-	-
22649	der	Jugendtrainer	Jugendtrainer	youth coach	-	-
22650	der	Jumper	Jumper	jumper/pullover/sweater	-	-
22651	der	Jungbrunnen	Jungbrunnen	Fountain of Youth	-	-
22652	die	Jungenmannschaft	Jungenmannschaften	boys' team	-	-
22653	der	Junggesellenabschied	Junggesellenabschiede	bachelor party/stag party	-	-
22654	der	Jungstar	Jungstars	young star	-	-
22655	der	Kabelbrand	Kabelbrände	cable fire	-	-
22656	die	Kabeltrommel	Kabeltrommeln	cable drum	-	-
22657	die	Käferart	Käferarten	beetle species	-	-
22658	die	Kaffeebar	Kaffeebars	coffee bar	-	-
22659	die	Kaffeefahrt	Kaffeefahrten	promotional day trip	-	-
8918	der	Kaffeefilter	Kaffeefilter	coffee filter	C1	-
22661	die	Käfighaltung	—	cage farming/cage husbandry	-	-
22662	der	Kaiserdom	Kaiserdome	imperial cathedral	-	-
22663	das	Kali	—	potash	-	-
22664	der	Kalorienbedarf	Kalorienbedarfe	calorie need	-	-
22665	die	Kaltfront	Kaltfronten	cold front	-	-
22666	die	Kamelie	Kamelien	camellia	-	-
22667	die	Kämmerei	Kämmereien	treasury (municipal)	-	-
22668	der	Kammmolch	Kammmolche	crested newt	-	-
22669	der	Kantor	Kantoren	cantor	-	-
22670	die	Kantorin	Kantorinnen	cantor (female)	-	-
22671	die	Kanufahrt	Kanufahrten	canoe trip	-	-
22672	die	Kaper	Kapern	caper	-	-
22673	der	Kapuziner	Kapuziner	Capuchin	-	-
22674	der	Karabiner	Karabiner	carabiner/carbine	-	-
22675	der	Karabinerhaken	Karabinerhaken	carabiner	-	-
22676	der	Karamell	—	caramel	-	-
22677	der	Karnevalsumzug	Karnevalsumzüge	carnival parade/carnival procession	-	-
22678	das	Karrieresprungbrett	Karrieresprungbretter	career springboard	-	-
22679	das	Karriereziel	Karriereziele	career aim	-	-
