rank	article	word	plural	english	cefr	flags
8269	die	Naturkosmetik	Naturkosmetika	natural cosmetics	-	-
4142	der	Neid	—	envy	B2	-
7553	der	Nervenkitzel	Nervenkitzel	thrill	B2	-
8271	der	Neujahrsempfang	Neujahrsempfänge	New Year reception	-	-
8272	das	Osterfest	Osterfeste	Easter	-	-
8274	der	Parlamentarier	Parlamentarier	member of parliament/parliamentarian	-	-
8275	die	Parzelle	Parzellen	plot/parcel of land	-	-
8276	die	Passform	Passformen	fit/shape	-	-
4514	die	Paste	Pasten	paste	C1	-
8278	das	Pedelec	Pedelecs	pedelec/electric bicycle	-	-
8279	der	Pegel	Pegel	water level/water level indicator	-	-
7562	die	Phrase	Phrasen	phrase/empty phrase	C1	-
8280	das	Plädoyer	Plädoyers	closing argument/plea	-	-
8281	die	Preisgestaltung	Preisgestaltungen	pricing	-	-
8282	der	Prostatakrebs	—	prostate cancer	-	-
8283	das	Proton	Protonen	proton	-	-
8284	der	Puffer	Puffer	buffer	-	-
8285	die	Raumordnung	Raumordnungen	regional development/spatial planning	-	-
4515	der	Rausch	Räusche	inebriation/intoxication	C1	-
8287	die	Rechtfertigung	Rechtfertigungen	justification	-	-
8288	die	Referendarin	Referendarinnen	student teacher/trainee teacher	-	-
8289	der	Regenwurm	Regenwürmer	earthworm	-	-
8290	der	Reißverschluss	Reißverschlüsse	zip/zip fastener/zipper	-	-
8291	die	Resilienz	Resilienzen	resilience	-	-
8292	der	Rettungshubschrauber	Rettungshubschrauber	emergency rescue helicopter	-	-
8293	das	Rudern	—	rowing	-	-
3094	die	Rundfahrt	Rundfahrten	round trip/tour	B1	-
8295	die	Sachlichkeit	Sachlichkeiten	objectivity	-	-
8297	die	Sanitäranlage	Sanitäranlagen	sanitary facilities	-	-
8298	der	Schadenersatz	—	compensation/damages/indemnity	-	-
8299	die	Scheide	Scheiden	sheath/scabbard/vagina	-	-
8300	das	Schlachten	—	slaughtering	-	-
8302	das	Schmankerl	Schmankerl	delicacy/treat	-	-
8303	der	Schnappschuss	Schnappschüsse	shot/snapshot	-	-
8304	die	Schnur	Schnüre	cable/cord/line	-	-
8305	der	Schulbesuch	Schulbesuche	school attendance	-	-
8307	die	Schullaufbahn	Schullaufbahnen	school career	-	-
8308	der	Schulsport	—	school sports	-	-
8309	das	Schweinefleisch	—	pork	-	-
8310	der	Schwellenwert	Schwellenwerte	threshold	-	-
8311	der	Selbstzweck	Selbstzwecke	end in itself	-	-
8312	die	Senke	Senken	depression/sink	-	-
8314	das	Serum	Seren	serum	-	-
8316	der	Sexismus	Sexismen	sexism	-	-
8317	die	Sichtung	Sichtungen	sighting	-	-
8318	die	Silbermedaille	Silbermedaillen	silver medal	-	-
4516	die	Sinnhaftigkeit	—	meaningfulness	C1	-
8320	das	Softwaresystem	Softwaresysteme	software system	-	-
8321	das	Sonderkündigungsrecht	Sonderkündigungsrechte	special right of termination	-	-
8322	das	Sorgerecht	Sorgerechte	custody	-	-
3095	die	Sozialarbeiterin	Sozialarbeiterinnen	social worker	B1	-
8324	der	Spielbetrieb	Spielbetriebe	match operations/gameplay	-	-
8325	der	Spielort	Spielorte	venue/playing location	-	-
25680	der	Spitzname	Spitznamen	moniker/nickname	-	weak
25681	der	Sprengel	Sprengel	parish/district	-	-
25682	das	Startkapital	Startkapitale	seed capital/seed money	-	-
25683	die	Subvention	Subventionen	subsidy/subvention	-	-
25684	der	Superheld	Superhelden	superhero	-	weak
25685	der	Superlativ	Superlative	superlative	-	-
25686	der	Syrer	Syrer	Syrian	-	-
25687	das	Teilstück	Teilstücke	section/piece	-	-
25688	die	Todesstrafe	Todesstrafen	capital punishment/death penalty	-	-
25689	der	Torhüter	Torhüter	goalkeeper	-	-
7614	die	Touristik	—	tourism industry	C1	-
25690	der	Trab	—	jog/trot	-	-
3096	die	Tram	Trams	tram/tramway	B1	-
25692	der	Transportweg	Transportwege	transport route	-	-
25693	die	Turbine	Turbinen	turbine	-	-
25694	die	Überdosierung	Überdosierungen	overdosage	-	-
25695	die	Übergangsfrist	Übergangsfristen	transition period/deadline	-	-
25696	der	Umweltverband	Umweltverbände	environment association	-	-
25697	die	Ungleichbehandlung	Ungleichbehandlungen	unequal treatment	-	-
25698	die	Unverträglichkeit	Unverträglichkeiten	incompatibility/intolerance	-	-
25699	die	Urlaubszeit	Urlaubszeiten	holiday season/vacation time	-	-
25701	das	Vakuum	Vakua	vacuum	-	-
4144	der	Vandalismus	—	vandalism	B2	-
25703	die	Vanille	—	vanilla	-	-
