rank	article	word	plural	english	cefr	flags
1401	der	Sieger	Sieger	victor/winner	B1	-
1402	der	Kongress	Kongresse	congress/convention	B2	-
1403	der	Roman	Romane	novel	A2	-
1404	die	Hochzeit	Hochzeiten	wedding	A1	-
1405	der	Hof	Höfe	courtyard/farm	A1	-
1406	das	Kunstwerk	Kunstwerke	artwork	B1	-
25543	der	Maßstab	Maßstäbe	scale/standard	-	-
1408	die	Vergütung	Vergütungen	compensation/remuneration	C1	-
1409	die	Verpackung	Verpackungen	packaging	A1	-
1410	die	Werkstatt	Werkstätten	workshop/garage	A1	-
1411	der	Arbeitskreis	Arbeitskreise	study group/working group	C1	-
1412	die	Konzentration	Konzentrationen	concentration	B2	-
25548	der	Ortsteil	Ortsteile	district	-	-
8670	die	Telefonnummer	Telefonnummern	telephone number	A1	-
1415	die	Krise	Krisen	crisis	B1	-
1416	die	Presse	Pressen	press	B1	-
1417	der	Tanz	Tänze	dance	B1	-
25578	die	Umstellung	Umstellungen	adjustment	-	-
25589	der	Auftraggeber	Auftraggeber	client/customer	-	-
25596	die	Bedienung	Bedienungen	service/operation	-	-
25668	die	Fassung	Fassungen	version/composure	-	-
1422	der	Klang	Klänge	sound	B2	-
1423	der	Preisträger	Preisträger	award winner	C1	-
3854	die	Akzeptanz	—	acceptance	-	-
1425	der	Bauer	Bauern	farmer/peasant	A2	weak
1426	der	Feiertag	Feiertage	holiday	A2	-
1427	das	Gas	Gase	gas	A2	-
3855	der	Gastgeber	Gastgeber	host	-	-
3859	der	Linker	Linker	leftist/left-winger	-	-
1430	das	Organ	Organe	organ	B2	-
1431	der	Auftakt	Auftakte	start/prelude	B2	-
1432	die	Berufsausbildung	Berufsausbildungen	vocational training	B2	-
1433	die	Trennung	Trennungen	separation	B1	-
1434	die	Absprache	Absprachen	arrangement	B2	-
1435	das	Studio	Studios	studio	A1	-
1436	der	Tierpark	Tierparks	zoo	B1	-
1437	die	Ehe	Ehen	marriage	A2	-
1438	die	Prognose	Prognosen	forecast	B2	-
1439	die	Schicht	Schichten	layer/shift	C1	-
1440	die	Abhängigkeit	Abhängigkeiten	dependence/addiction	B2	-
1441	die	Begeisterung	—	enthusiasm	A1	-
1442	der	Kalender	Kalender	calendar	A1	-
1443	das	Loch	Löcher	hole	B1	-
1444	die	Wahrheit	Wahrheiten	truth	B1	-
1445	die	Beobachtung	Beobachtungen	observation	B1	-
1446	die	Mitgliedschaft	Mitgliedschaften	membership	C1	-
1447	das	Mittelalter	—	Middle Ages	B2	-
1448	der	Müll	—	garbage/rubbish/trash	A2	-
1449	der	Profi	Profis	professional	B1	-
1450	die	Räumlichkeit	Räumlichkeiten	premises	C1	-
1451	der	Klassiker	Klassiker	classic	A2	-
1452	die	Konzeption	Konzeptionen	concept/design	B2	-
1453	die	Rückkehr	—	return	B1	-
1454	der	Zeuge	Zeugen	witness	B1	weak
3881	der	Marktplatz	Marktplätze	marketplace	-	-
1456	die	Tafel	Tafeln	board/blackboard	A1	-
1457	der	Widerstand	Widerstände	resistance	B2	-
1458	der	Ausgangspunkt	Ausgangspunkte	starting point	B2	-
3913	die	Fachhochschule	Fachhochschulen	university of applied sciences	-	-
1460	die	Norm	Normen	norm/standard	C1	-
1461	die	Bandbreite	Bandbreiten	range/bandwidth	C1	-
1462	der	Lauf	—	run/course	B2	-
1463	die	Route	Routen	itinerary/route	A1	-
3939	das	Bauteil	Bauteile	component	-	-
1465	die	Milch	—	milk	A1	-
1466	der	Spaziergang	Spaziergänge	walk/stroll	A1	-
1467	die	Abbildung	Abbildungen	illustration/figure	B1	-
1468	die	Feststellung	Feststellungen	finding/determination	B2	-
1469	der	Bescheid	Bescheide	notification	A2	-
1470	die	Demenz	Demenzen	dementia	B2	-
1471	die	Dusche	Duschen	shower	A1	-
3959	das	Jugendamt	Jugendämter	youth welfare office	-	-
1473	der	Sprecher	Sprecher	speaker	A2	-
4023	das	Landgericht	Landgerichte	regional court	-	-
4026	die	Logistik	Logistiken	logistics	-	-
1476	die	Ärztin	Ärztinnen	female doctor	A1	-
1477	die	Entspannung	Entspannungen	relaxation	A2	-
4041	das	Rechenzentrum	Rechenzentren	data centre	-	-
4042	die	Dimension	Dimensionen	dimension	-	-
1480	der	Treffpunkt	Treffpunkte	meeting point	A1	-
4044	die	Expertise	Expertisen	expertise	-	-
4054	die	Hürde	Hürden	hurdle	-	-
4058	die	Pressemitteilung	Pressemitteilungen	press release	-	-
1484	die	Beurteilung	Beurteilungen	judgement	C1	-
1485	der	Virus	Viren	virus	B1	-
4064	die	Beeinträchtigung	Beeinträchtigungen	impairment	-	-
4067	die	Datenschutzerklärung	Datenschutzerklärungen	privacy policy	-	-
1488	die	Freundschaft	Freundschaften	friendship	A2	-
1489	das	Menü	Menüs	menu	B1	-
1490	der	Notfall	Notfälle	emergency	A2	-
4092	die	Rentenversicherung	Rentenversicherungen	pension insurance	-	-
1492	das	Stipendium	Stipendien	scholarship	A2	-
1493	das	Verkehrsmittel	Verkehrsmittel	means of transport	A2	-
1494	die	Vorsicht	—	caution	A1	-
1495	der	Autofahrer	Autofahrer	driver/motorist	B2	-
4099	der	Button	Buttons	button	-	-
1497	der	Genuss	Genüsse	enjoyment/pleasure	B2	-
4143	der	Komfort	—	comfort	-	-
1499	die	Lesung	Lesungen	reading	C1	-
1500	die	Verfügbarkeit	Verfügbarkeiten	availability	C1	-
4171	die	Abgabe	Abgaben	submission/levy	-	-
1502	der	Aufruf	Aufrufe	call/appeal	B2	-
1503	die	Revolution	Revolutionen	revolution	B2	-
1504	das	Geheimnis	Geheimnisse	secret	B1	-
1505	die	Mitteilung	Mitteilungen	message	A2	-
4184	der	Rang	Ränge	rank	-	-
1507	der	Ruf	Rufe	reputation/call	B2	-
1508	der	Spielplatz	Spielplätze	playground	A1	-
1509	der	Umbau	Umbauten	renovation/conversion	C1	-
1510	der	Buchstabe	Buchstaben	letter (of alphabet)	A1	weak
1511	die	Festplatte	Festplatten	hard drive	B1	-
1512	die	Fremdsprache	Fremdsprachen	foreign language	A2	-
1513	die	Annahme	Annahmen	assumption/acceptance	B2	-
1514	das	Hindernis	Hindernisse	obstacle	C1	-
1515	das	Kilogramm	Kilogramme	kilogram/kilogramme	A1	-
1516	die	Maus	Mäuse	mouse	A1	-
1517	der	Rundfunk	—	broadcast/radio	B2	-
1518	der	Tee	Tees	tea	A1	-
1519	der	Umweltschutz	—	environmental protection	B1	-
4214	der	Inhaber	Inhaber	owner/holder	-	-
1521	die	Kopie	Kopien	copy	B1	-
1522	der	Radfahrer	Radfahrer	cyclist	A2	-
1523	der	Verdacht	Verdachte	suspicion	B1	-
1524	die	Bar	Bars	bar	A1	-
1525	der	Betreuer	Betreuer	supervisor/caretaker	B1	-
1526	das	Salz	Salze	salt	A1	-
1527	die	Bereitschaft	Bereitschaften	readiness/willingness	B2	-
4333	die	Erfassung	Erfassungen	recording/registration	-	-
1529	die	Erlaubnis	Erlaubnisse	permission	A1	-
1530	der	Missbrauch	Missbräuche	abuse	C1	-
1531	die	Suchmaschine	Suchmaschinen	search engine	B2	-
4405	die	Altersgruppe	Altersgruppen	age group	-	-
1533	die	Erholung	—	recovery	A2	-
4425	die	Kindertagesstätte	Kindertagesstätten	day care centre	-	-
4461	die	Staatsanwaltschaft	Staatsanwaltschaften	public prosecutor's office	-	-
1536	der	Wirkstoff	Wirkstoffe	active substance	C1	-
4466	die	Arbeitsgemeinschaft	Arbeitsgemeinschaften	working group	-	-
4550	die	Blüte	Blüten	blossom/bloom	-	-
1539	der	Flyer	Flyer	flyer/leaflet	B2	-
1540	die	Heizung	Heizungen	heating	A2	-
1541	die	Künstlerin	Künstlerinnen	artist	A1	-
1542	die	Schwäche	Schwächen	weakness	B2	-
1543	die	Sportart	Sportarten	type of sport	A2	-
4658	die	Betrachtung	Betrachtungen	consideration/observation	-	-
1545	der	Supermarkt	Supermärkte	supermarket	A1	-
1546	die	Waffe	Waffen	weapon	B2	-
1547	die	Wahrscheinlichkeit	Wahrscheinlichkeiten	probability	C1	-
1548	der	Griff	Griffe	handle/grip	B2	-
4668	der	Reisende	Reisenden	traveller	-	adjNoun
4670	die	Satzung	Satzungen	statute	-	-
4696	die	Zertifizierung	Zertifizierungen	certification	-	-
1552	der	Algorithmus	Algorithmen	algorithm	C1	-
4707	der	Anhänger	Anhänger	follower/trailer/pendant	-	-
1554	der	Anruf	Anrufe	phone call	A1	-
1555	der	Chor	Chöre	choir/chorus	A1	-
4762	die	Effizienz	Effizienzen	efficiency	-	-
4795	die	Mission	Missionen	mission	-	-
1558	die	Zuständigkeit	Zuständigkeiten	responsibility/jurisdiction	C1	-
1559	die	Auffassung	Auffassungen	view/understanding	B2	-
1560	die	Party	Partys	party	A1	-
1561	die	Übersetzung	Übersetzungen	translation	A2	-
4809	die	Haftung	Haftungen	liability	-	-
1563	der	Rückgang	Rückgänge	decline/decrease	C1	-
4835	die	Schönheit	Schönheiten	beauty	-	-
1565	der	Verbrauch	Verbräuche	consumption	B1	-
1566	der	Cent	Cent	cent	A1	-
1567	der	Fotograf	Fotografen	photographer	A1	weak
1568	das	Mittagessen	Mittagessen	lunch	A1	-
1569	die	Philosophie	Philosophien	philosophy	B1	-
1570	der	Schnee	—	snow	A1	-
1571	das	Wohnzimmer	Wohnzimmer	living room	A1	-
1572	die	Anstrengung	Anstrengungen	effort	B2	-
5001	die	Hansestadt	Hansestädte	Hanseatic city	-	-
1574	die	Mauer	Mauern	wall	B1	-
1575	die	Naturwissenschaft	Naturwissenschaften	natural science	B2	-
5142	die	Bilanz	Bilanzen	balance sheet/outcome	-	-
5217	die	Diagnostik	Diagnostiken	diagnostics	-	-
1578	die	Diskriminierung	Diskriminierungen	discrimination	B2	-
1579	das	Reich	Reiche	empire/kingdom	C1	-
1580	die	Batterie	Batterien	battery	B1	-
1581	der	Migrationshintergrund	—	migration background	B2	-
1582	die	Niederlage	Niederlagen	defeat	B2	-
5359	die	Performance	Performances	performance	-	-
5367	der	Tumor	Tumoren	tumor	-	-
1585	das	Zeitalter	Zeitalter	era/age	B2	-
1586	die	Anschaffung	Anschaffungen	purchase/acquisition	C1	-
1587	das	Bedenken	Bedenken	concern/doubt	B2	-
1588	die	Bestätigung	Bestätigungen	confirmation	B1	-
1589	die	Börse	Börsen	stock exchange	B2	-
1590	der	Rassismus	—	racism	B2	-
1591	die	Wirklichkeit	Wirklichkeiten	reality	B1	-
5528	die	Zuwendung	Zuwendungen	attention/contribution	-	-
1593	die	Agenda	Agenden	agenda	C1	-
1594	die	Blume	Blumen	flower	A1	-
5545	die	Anlaufstelle	Anlaufstellen	contact point	-	-
5555	der	Ausgleich	Ausgleiche	compensation/balance	-	-
5572	die	Benutzung	Benutzungen	use	-	-
5613	die	Exkursion	Exkursionen	excursion/field trip	-	-
1599	die	Galerie	Galerien	gallery	B1	-
1600	der	Radweg	Radwege	bike path/cycle lane	A2	-
1601	der	Protest	Proteste	protest	B1	-
1602	das	Tal	Täler	valley	A2	-
1603	die	Unsicherheit	Unsicherheiten	uncertainty/insecurity	C1	-
5752	die	Verlängerung	Verlängerungen	extension	-	-
1605	die	Gewerkschaft	Gewerkschaften	trade union	B1	-
1606	der	Ruhestand	—	retirement	C1	-
1607	das	Tempo	Tempi	speed/pace	B1	-
1608	das	Verbot	Verbote	ban/prohibition	A1	-
1609	der	Vorwurf	Vorwürfe	accusation	B1	-
5793	die	Allianz	Allianzen	alliance	-	-
1611	der	Einzug	Einzüge	move-in/entry	C1	-
6010	das	Naturschutzgebiet	Naturschutzgebiete	nature reserve	-	-
1613	der	Planet	Planeten	planet	B1	weak
1614	die	Rückmeldung	Rückmeldungen	feedback	A2	-
1615	das	Schicksal	Schicksale	fate/destiny	A2	-
1616	das	Plakat	Plakate	poster	A1	-
1617	die	Welle	Wellen	wave	B2	-
6075	die	Bundeswehr	—	German Federal Armed Forces	-	-
1619	das	Denkmal	Denkmäler	monument	B1	-
1620	das	Hilfsmittel	Hilfsmittel	aid/tool	B1	-
1621	der	Kühlschrank	Kühlschränke	refrigerator/fridge	A1	-
1622	die	Reinigung	Reinigungen	cleaning/dry cleaner	A2	-
1623	die	Überlegung	Überlegungen	consideration	B2	-
1624	der	Balkon	Balkons	balcony	A1	-
6327	die	Berichterstattung	Berichterstattungen	reporting	-	-
