rank	article	word	plural	english	cefr	flags
4116	der	Staatsbürger	Staatsbürger	citizen/national/subject	B2	-
1885	der	Stadtplan	Stadtpläne	city map	A2	-
6151	das	Streben	—	pursuit/striving	-	-
6152	der	Stromspeicher	Stromspeicher	electricity storage	-	-
6153	der	Suizid	Suizide	suicide	C1	-
6154	die	Supervision	Supervisionen	supervision	-	-
6155	die	Textur	Texturen	textualis/textura/texture	-	-
6156	die	Umlage	Umlagen	apportionment/shared cost/levy	-	-
6157	die	Umweltministerin	Umweltministerinnen	environment minister	-	-
3039	die	Vase	Vasen	vase	B1	-
6159	die	Vene	Venen	vein/vena	-	-
6160	der	Vers	Verse	verse	-	-
6161	das	Verschwinden	—	disappearance	-	-
6162	der	Verwaltungsakt	Verwaltungsakte	administrative act	-	-
6163	die	Verzinsung	Verzinsungen	accrual of interest/interest rate	-	-
6164	das	Vorschulkind	Vorschulkinder	preschool child	-	-
6165	die	Wassermenge	Wassermengen	amount of water/water quantity	-	-
6166	der	Wasserverbrauch	Wasserverbräuche	water consumption	-	-
6167	die	Weinstraße	Weinstraßen	wine route	-	-
6168	der	Wetterdienst	Wetterdienste	meteorological service/weather service	-	-
6169	die	Willkommenskultur	Willkommenskulturen	welcoming culture	-	-
6170	die	Winde	Winden	bindweed/winch	-	-
6171	die	Wohnanlage	Wohnanlagen	residential complex/housing complex	-	-
6172	die	Zeremonie	Zeremonien	ceremony	-	-
6173	die	Zivilcourage	—	civil courage	-	-
6174	die	Abendkasse	Abendkassen	box office/ticket office	-	-
4117	die	Aggression	Aggressionen	aggression	B2	-
6176	die	Akustik	Akustiken	acoustics	-	-
6177	der	Alien	Aliens	alien	-	-
6178	der	Animationsfilm	Animationsfilme	animation film	-	-
854	die	Ansage	Ansagen	announcement	A1	-
3041	die	Arbeiterin	Arbeiterinnen	labourer/worker	B1	-
6181	die	Arbeitslosenversicherung	Arbeitslosenversicherungen	unemployment insurance	-	-
6182	das	Aufkommen	Aufkommen	volume/occurrence/yield	-	-
6183	die	Aufzucht	Aufzuchten	rearing/raising	-	-
6184	der	Augenschein	—	appearance/inspection	-	-
6185	die	Außentemperatur	Außentemperaturen	external temperature/outside temperature	-	-
6186	das	Automobil	Automobile	auto/automobile/car	-	-
6187	das	Backblech	Backbleche	baking plate/baking sheet/baking tin	-	-
6188	die	Backware	Backwaren	pastries	-	-
6189	der	Badesee	Badeseen	bathing lake/swimming lake	B2	-
3044	das	Ballett	Ballette	ballet	B1	-
6191	die	Beurlaubung	Beurlaubungen	leave of absence	-	-
6192	die	Bevölkerungszahl	Bevölkerungszahlen	population	C1	-
6193	der	Boxer	Boxer	boxer	-	-
6194	die	Bude	Buden	shack	C1	-
