rank	article	word	plural	english	cefr	flags
2782	das	Universum	Universen	universe	-	-
2783	der	Antisemitismus	Antisemitismen	anti-Semitism/antisemitism	-	-
2784	die	Automobilindustrie	Automobilindustrien	car industry	-	-
2785	die	Freigabe	Freigaben	release/approval	-	-
2786	der	Gerichtshof	Gerichtshöfe	court/court of justice/court of law	-	-
2787	die	Kundin	Kundinnen	female customer/client	A1	-
2788	der	Läufer	Läufer	runner	-	-
2789	das	Moor	Moore	bog/fen/moor	-	-
2790	die	Platte	Platten	plate/record/disk	B2	-
1105	die	Uhrzeit	Uhrzeiten	time/time of day	A1	-
2792	das	Wahrzeichen	Wahrzeichen	landmark	-	-
2793	das	Weiß	—	white/whiteness	-	-
2794	die	Absolventin	Absolventinnen	graduate	-	-
2795	der	Abzug	Abzüge	deduction/discovered attack/flue	-	-
2796	das	Biosphärenreservat	Biosphärenreservate	biosphere reserve	-	-
2797	die	Creme	Cremes	cream	A2	-
2798	das	Dankeschön	Dankeschöns	thank-you/thank-you gift	-	-
2799	das	Depot	Depots	depot/storage facility	C1	-
2800	der	Ehegatte	Ehegatten	husband/spouse	-	weak
2801	das	Fell	Felle	fur/pelt/skin	C1	-
2802	die	Förderschule	Förderschulen	special needs school/special school	-	-
2803	das	Heimspiel	Heimspiele	home game/home match	-	-
2804	das	Hormon	Hormone	hormone	C1	-
2805	die	Kalorie	Kalorien	calorie	B2	-
2806	der	Keim	Keime	germ/seed/shoot	-	-
1106	die	Kiste	Kisten	box/coffer	A1	-
2808	die	Lautstärke	Lautstärken	volume	B2	-
2809	der	Lebensunterhalt	—	livelihood/living/subsistence	B2	-
2810	die	Nuss	Nüsse	hazelnut/nut	B1	-
2811	die	Pizza	Pizzas	pizza	A1	-
2812	die	Psychiatrie	Psychiatrien	psychiatry	-	-
2813	das	Sammeln	—	collecting	-	-
2814	die	Strahlung	Strahlungen	radiation	-	-
2815	die	Überarbeitung	Überarbeitungen	revision	-	-
2816	die	Unfallversicherung	Unfallversicherungen	accident insurance	-	-
2817	die	Zustellung	Zustellungen	delivery/notification	-	-
2818	der	Brite	Briten	Briton	-	weak
2819	die	Chancengleichheit	—	equal opportunities/equality of opportunity	B2	-
2820	der	Dichter	Dichter	poet	B2	-
2821	der	Durchbruch	Durchbrüche	breach/break through/breakthrough	B2	-
2822	die	Einleitung	Einleitungen	introduction	A2	-
2823	das	Elektrofahrzeug	Elektrofahrzeuge	electric vehicle	-	-
2824	die	Fitness	—	fitness	B1	-
2825	der	Gefangene	Gefangenen	prisoner	-	adjNoun
2826	die	Hausarbeit	Hausarbeiten	chore/homework/housework	A2	-
2827	die	Heimatstadt	Heimatstädte	home town/hometown/native city	-	-
2828	die	Inanspruchnahme	Inanspruchnahmen	use/utilisation	-	-
2829	das	Mandat	Mandate	mandate/seat	-	-
2830	das	Militär	—	army/military	-	-
2831	der	Protagonist	Protagonisten	protagonist	C1	weak
2832	das	Register	Register	index/register/registry	-	-
2833	das	Selbstbewusstsein	—	self-confidence	B2	-
2834	der	Tropfen	Tropfen	drop/wine	A1	-
2835	die	Verschlüsselung	Verschlüsselungen	encryption	B2	-
2836	die	Vorkenntnis	Vorkenntnisse	previous experience/previous knowledge	-	-
2837	die	Zentrale	Zentralen	central office/headquarters	-	-
2838	der	Amerikaner	Amerikaner	American	-	-
2839	die	Aufbereitung	Aufbereitungen	conditioning/editing/preparation	-	-
2840	der	Doktorand	Doktoranden	doctoral student/PhD student	-	weak
2841	das	Einverständnis	Einverständnisse	agreement/consent	-	-
2842	der	Engel	Engel	angel	-	-
2843	das	Fliegen	—	flight/flying	-	-
2844	das	Folgejahr	Folgejahre	following year	-	-
2845	die	Funktionsweise	Funktionsweisen	how something works/mode of operation	-	-
1109	der	Helm	Helme	cupola/helm roof/helmet	A1	-
2847	der	Herausgeber	Herausgeber	editor/publisher	-	-
2848	der	Hingucker	Hingucker	eye-catcher	-	-
2849	der	Journalismus	—	journalism	-	-
2850	das	Linux	—	Linux	-	-
2851	das	Monitoring	Monitorings	monitoring	-	-
2852	das	Postfach	Postfächer	P.O. Box/PO Box/post office box	-	-
2853	die	Story	Storys	story	B1	-
1112	der	Teppich	Teppiche	carpet/rug/tapestry	A1	-
2855	die	Textilie	Textilien	textile/fabric	B2	-
2856	der	Tunnel	Tunnel	tunnel	B2	-
2857	der	Vorreiter	Vorreiter	outrider/precursor/trailblazer	-	-
2858	der	Zweig	Zweige	branch/branchlet/twig	B2	-
2859	die	Animation	Animationen	animation	-	-
2860	das	Arbeitslosengeld	Arbeitslosengelder	dole/unemployment benefit	-	-
2861	die	Benachrichtigung	Benachrichtigungen	notification	C1	-
2862	die	Chirurgie	Chirurgien	surgery	-	-
2863	der	Daumen	Daumen	thumb	A2	-
1113	die	Ehefrau	Ehefrauen	wife	A1	-
2865	die	Erreichbarkeit	Erreichbarkeiten	availability/accessibility	C1	-
2866	die	Faszination	Faszinationen	fascination	B2	-
2867	die	Flora	Floren	flora	C1	-
2868	die	Fluggesellschaft	Fluggesellschaften	air carrier/airline	-	-
2869	die	Handschrift	Handschriften	hand/handwriting/manuscript	-	-
2870	die	Instandhaltung	Instandhaltungen	maintenance/servicing	C1	-
2871	die	Konsole	Konsolen	console/ledger	-	-
2872	die	Lebensbedingung	Lebensbedingungen	condition of life	B2	-
2873	die	Lippe	Lippen	lip	B1	-
2874	die	Neugier	—	curiosity/inquisitiveness	B1	-
2875	der	Physiker	Physiker	physicist	B2	-
2876	der	Schmetterling	Schmetterlinge	Lepidopter/butterfly	B2	-
2877	der	Südwesten	—	south-west/southwest	-	-
2878	der	Tester	Tester	tester	-	-
2879	der	Zinssatz	Zinssätze	interest rate	-	-
2880	die	Ahnung	Ahnungen	idea/clue/notion	A2	-
2881	die	Aktualität	Aktualitäten	topicality	C1	-
2882	die	Blicke	Blicken	glances/views	-	-
1114	der	Erste	Ersten	first	A1	adjNoun
2884	das	Erzbistum	Erzbistümer	archbishopric/archdiocese/see	-	-
2885	der	Franke	Franken	Franconian/Frank	-	weak
2886	das	Gen	Gene	gene	B2	-
2887	der	Geschäftsprozess	Geschäftsprozesse	business process	-	-
2888	die	Gewährung	Gewährungen	granting	-	-
2889	die	Markierung	Markierungen	mark/marker/marking	-	-
2890	das	Mehrfamilienhaus	Mehrfamilienhäuser	apartment building/apartment house/multi-family house	-	-
2891	die	Melodie	Melodien	melody	B2	-
2892	das	Mobbing	—	bullying/harassment/workplace bullying	-	-
2893	die	Opposition	Oppositionen	opposition	B2	-
2894	der	Rückstand	Rückstände	backlog/arrears/residue	-	-
1116	der	Schalter	Schalter	counter/switch	A1	-
2896	die	Sehnsucht	Sehnsüchte	craving/longing/yearning	-	-
2897	die	Sektion	Sektionen	section	-	-
2898	der	Sitzplatz	Sitzplätze	seat	A2	-
2899	die	Warnung	Warnungen	warning	-	-
2900	der	Zusatz	Zusätze	addition	-	-
2901	der	Arbeitsablauf	Arbeitsabläufe	workflow	C1	-
2902	die	Bereicherung	Bereicherungen	enrichment/expansion/increase	-	-
2903	der	Beton	Betons	concrete	C1	-
2904	die	Dekoration	Dekorationen	decoration	A2	-
2905	der	Delegierte	Delegierten	delegate	-	adjNoun
2906	der	Fahrplan	Fahrpläne	schedule/time table/timetable	A2	-
2907	das	Kostüm	Kostüme	costume/fancy dress/suit	B1	-
2908	die	Leber	Lebern	liver	-	-
2909	der	Leib	Leiber	belly/body/stomach	-	-
2910	die	Metropolregion	Metropolregionen	metropolitan area	-	-
2911	die	Oberschule	Oberschulen	high school/secondary school	-	-
2912	der	Pilot	Piloten	pilot	B2	weak
2913	die	PIN	PINs	PIN	A2	-
2914	der	Reisepass	Reisepässe	passport	-	-
2915	die	Rückfrage	Rückfragen	further inquiry/query	A2	-
2916	der	Sack	Säcke	sack/bag	B1	-
2917	der	Schulhof	Schulhöfe	schoolyard	C1	-
2918	die	Selbstverständlichkeit	Selbstverständlichkeiten	matter of course	-	-
2919	die	Seniorin	Seniorinnen	senior citizen	A2	-
2920	das	Stadtzentrum	Stadtzentren	downtown/town centre	A2	-
2921	das	Sterben	—	dying	-	-
2922	die	Wiederherstellung	Wiederherstellungen	recovery/restoration	-	-
2923	die	Windenergie	—	wind energy/wind power	-	-
2924	der	Artenschutz	—	species conservation/species protection	-	-
2925	die	Begrenzung	Begrenzungen	limit/limitation	C1	-
2926	die	Blockchain	Blockchains	blockchain	-	-
2927	die	Diät	Diäten	diet	B1	-
2928	die	Fachzeitschrift	Fachzeitschriften	trade journal/trade magazine	C1	-
2929	die	Gattung	Gattungen	genre/genus/kind	-	-
2930	die	Klausel	Klauseln	clause	-	-
2931	die	Kleingruppe	Kleingruppen	small group	-	-
2932	der	Mitmensch	Mitmenschen	fellow human being/fellow man	C1	-
2933	die	Pumpe	Pumpen	pump	B2	-
2934	der	Quadratkilometer	Quadratkilometer	square kilometre	-	-
2935	die	Streitigkeit	Streitigkeiten	conflict/contention/dispute	-	-
2936	das	Unterrichtsmaterial	Unterrichtsmaterialien	instructional material/learning material/teaching material	-	-
2937	die	Verteidigung	Verteidigungen	defence	-	-
2938	der	Vorsprung	Vorsprünge	lead/projection/protrusion	C1	-
2939	die	Weltmeisterschaft	Weltmeisterschaften	World Championship/World Cup	-	-
2940	das	Wohngebiet	Wohngebiete	residential area	-	-
2941	der	Ast	Äste	branch/bough	-	-
2942	der	Ausstieg	Ausstiege	exit	-	-
2943	die	Erschließung	Erschließungen	development/access/opening up	-	-
2944	die	Forstwirtschaft	Forstwirtschaften	forestry	-	-
2945	der	Gärtner	Gärtner	gardener	A2	-
2946	die	Herangehensweise	Herangehensweisen	approach	C1	-
2947	das	Herzstück	Herzstücke	core/heart	-	-
2948	die	Kerze	Kerzen	candle/candlestick/spark plug	A2	-
2949	das	Kultusministerium	Kultusministerien	ministry of education and cultural affairs	-	-
2950	die	Lektüre	Lektüren	reading	B2	-
2951	das	Obergeschoss	Obergeschosse	upper floor	B1	-
2952	der	Papa	Papas	dad/daddy	A2	-
2953	die	Pfarrei	Pfarreien	parish	-	-
2954	das	Repertoire	Repertoires	repertoire	C1	-
2955	der	Riss	Risse	crack/tear/rip	-	-
2956	das	Sekretariat	Sekretariate	office	A2	-
2957	der	Speicherplatz	Speicherplätze	memory capacity/storage capacity	-	-
2958	das	Testen	—	testing	-	-
2959	der	Umstieg	Umstiege	transfer/changeover	-	-
2960	die	Unterscheidung	Unterscheidungen	distinction	-	-
2961	die	Vollmacht	Vollmachten	power of attorney/authorization	-	-
2962	die	Zecke	Zecken	tick	-	-
2963	der	Zwiebel	Zwiebeln	bulb/onion	A1	-
2964	der	Zyklus	Zyklen	cycle/menstrual cycle/period	C1	-
2965	die	Absage	Absagen	cancellation/rejection	A2	-
2966	die	Akkulaufzeit	Akkulaufzeiten	battery life	-	-
2967	die	Anleihe	Anleihen	bond	-	-
4880	das	Anschreiben	Anschreiben	cover letter/covering letter	B2	-
4982	die	Aufhebung	Aufhebungen	abolition/annulment/breaking off	-	-
4997	die	Behauptung	Behauptungen	assertion/claim	-	-
4999	die	Bundesstraße	Bundesstraßen	major road	-	-
2972	die	Episode	Episoden	episode	C1	-
2973	der	Filmemacher	Filmemacher	filmmaker	B2	-
5027	die	Finanzkrise	Finanzkrisen	financial crisis	B2	-
5052	die	Geltung	—	importance/prestige	-	-
5075	die	Hilfsorganisation	Hilfsorganisationen	aid agency/aid organisation/charity	B2	-
2977	die	Klassenfahrt	Klassenfahrten	school trip	A2	-
2978	das	Klavier	Klaviere	piano	A2	-
5080	das	Leistungsspektrum	Leistungsspektren	range of services	-	-
2980	der	Psychologe	Psychologen	psychologist	B2	weak
5120	das	Sprechen	—	speaking	-	-
2982	der	Stau	Staus	backing up/build-up/congestion	A2	-
5140	das	Web	—	W3/WWW/Web	C1	-
5162	der	Aufsatz	Aufsätze	attachment/composition/essay	C1	-
2985	die	Beihilfe	Beihilfen	aiding and abetting/subsidy/benefit	B2	-
5168	die	Belohnung	Belohnungen	reward	C1	-
5189	die	Buslinie	Buslinien	bus line/bus route	-	-
5239	das	Eigenkapital	Eigenkapitalien	equity	-	-
5287	das	Erzeugnis	Erzeugnisse	product	-	-
5300	die	Fusion	Fusionen	fusion/merger	C1	-
5302	die	Gedenkstätte	Gedenkstätten	memorial/memorial place/memorial site	-	-
5337	das	Gehege	Gehege	enclosure/pen	-	-
2993	der	Hang	Hänge	inclination/slope/tendency	B2	-
2994	der	Hügel	Hügel	hill/hillock/hummock	B1	-
5348	die	Intervention	Interventionen	intervention	-	-
5365	das	Kinderrecht	Kinderrechte	children's right	-	-
1584	die	Mittagspause	Mittagspausen	lunch break/midday break	A1	-
5383	die	Neuheit	Neuheiten	innovation/novelty	-	-
2999	die	Schüssel	Schüsseln	bowl/satellite dish	B1	-
5478	die	Selbstverwaltung	Selbstverwaltungen	self-governance/self-government	-	-
1131	die	Suppe	Suppen	soup	A1	-
3574	das	Telefonat	Telefonate	telephone call/telephone conversation	A2	-
3003	die	Träne	Tränen	tear/teardrop	B1	-
3004	der	Wahlkampf	Wahlkämpfe	election campaign	B2	-
5518	die	Wertschöpfungskette	Wertschöpfungsketten	value chain	-	-
5523	die	Abreise	Abreisen	departure	-	-
5554	das	Bekenntnis	Bekenntnisse	confession	-	-
5628	die	Bewilligung	Bewilligungen	permission	-	-
5641	der	Botschafter	Botschafter	ambassador	-	-
5666	die	Einreise	Einreisen	entry	B2	-
5699	der	Erzbischof	Erzbischöfe	archbishop	-	-
5768	der	Finanzminister	Finanzminister	finance minister	-	-
3013	die	Fußgängerzone	Fußgängerzonen	mall/pedestrian precinct/pedestrian zone	B1	-
3014	die	Hierarchie	Hierarchien	hierarchy	B2	-
5790	der	Hörsaal	Hörsäle	lecture hall/lecture theatre	-	-
5823	der	Katholik	Katholiken	Catholic	-	-
5842	die	Keramik	Keramiken	pottery	-	-
5905	die	Neigung	Neigungen	affinity/batter/inclination	C1	-
1149	der	Reis	—	rice	A1	-
5914	der	Rom	Roma	Rome	-	-
5969	die	Sanktion	Sanktionen	confirmation/sanction	-	-
6001	das	Schauspiel	Schauspiele	drama/play	-	-
3023	der	Schuss	Schüsse	shot	B2	-
6028	die	Sporthalle	Sporthallen	gymnasium/sports hall	-	-
3025	der	Terminal	Terminals	terminal	B1	-
6030	die	Tochtergesellschaft	Tochtergesellschaften	subsidiary/subsidiary company	-	-
6048	die	Unterbrechung	Unterbrechungen	interruption/break	C1	-
6059	das	Wehr	Wehre	weir	-	-
6100	die	Zentralbank	Zentralbanken	central bank	-	-
1150	der	Absender	Absender	sender	A1	-
3031	das	Ansehen	—	reputation/prestige	B2	-
1157	die	Bäckerei	Bäckereien	bakery/bread shop	A1	-
3033	die	Begabung	Begabungen	flair/gift/talent	B2	-
6123	das	Computerspiel	Computerspiele	computer game	-	-
3035	die	Diversität	—	diversity	B2	-
3036	die	Gesamtschule	Gesamtschulen	comprehensive school	A2	-
3037	der	Hammer	Hämmer	blunder/hammer/hammering machine	B1	-
6144	die	Landstraße	Landstraßen	country road/rural road	-	-
6158	das	Leiden	Leiden	suffering	-	-
3040	das	Lexikon	Lexika	dictionary/encyclopedia	B1	-
