rank	article	word	plural	english	cefr	flags
11378	das	Umsatzplus	Umsatzplus	increase in sales	-	-
11379	die	Umsiedlung	Umsiedlungen	relocation/resettlement	-	-
11380	der	Umweltstandard	Umweltstandards	environmental standard	-	-
11381	die	Unfallgefahr	Unfallgefahren	risk of accident	-	-
11382	die	Ungunst	Ungunsten	disfavour	-	-
11383	der	Unterausschuss	Unterausschüsse	subcommittee	-	-
11384	das	Unterbewusstsein	—	subconscious mind/subconsciousness	-	-
11385	der	Untermieter	Untermieter	lodger/roomer/subtenant	-	-
11386	die	Untreue	—	disloyalty/embezzlement/infidelity	-	-
11387	das	Uran	—	uranium	-	-
11388	die	Urbanisierung	Urbanisierungen	urbanisation	-	-
11389	das	Urlaubsland	Urlaubsländer	holiday destination/vacation country	-	-
11390	die	Verdopplung	Verdopplungen	doubling	-	-
11391	das	Vereinshaus	Vereinshäuser	clubhouse	-	-
11392	der	Verkaufserlös	Verkaufserlöse	sales proceeds	-	-
4587	das	Verkehrsnetz	Verkehrsnetze	transport network	C1	-
11394	die	Verrechnung	Verrechnungen	clearing/offsetting	-	-
11395	die	Verschwörung	Verschwörungen	conspiracy/machination	-	-
11396	der	Verteidigungsminister	Verteidigungsminister	minister of defence/secretary of defence	-	-
11397	das	Vertragsrecht	Vertragsrechte	contract law	-	-
11398	das	Verwenden	—	use/utilisation	-	-
11399	der	Vierzylinder	Vierzylinder	four-cylinder engine	-	-
8720	die	Volksschule	Volksschulen	elementary school	C1	-
11401	der	Volljährige	Volljährigen	adult/major	-	adjNoun
11402	die	Vorsaison	Vorsaisonen	preseason	-	-
11403	das	Vorstellungsvermögen	Vorstellungsvermögen	imagination	-	-
11404	der	Wächter	Wächter	guard	-	-
11405	die	Wahlfreiheit	Wahlfreiheiten	freedom of choice	-	-
11406	der	Wahlleiter	Wahlleiter	returning officer/election supervisor	-	-
11407	die	Wahlurne	Wahlurnen	ballot box/voting box	-	-
11408	der	Wall	Wälle	barrier/bulwark/earth bank	-	-
11409	die	Wallbox	Wallboxen	wallbox/wall-mounted charging station	-	-
11410	die	Wandlung	Wandlungen	conversion/transformation/transsubstantiation	-	-
11411	der	Warnstreik	Warnstreiks	token strike/warning strike	-	-
11412	das	Wasserbad	Wasserbäder	bain-marie	-	-
11413	die	Wassermasse	Wassermassen	water mass	-	-
11414	die	Wasserratte	Wasserratten	water vole	-	-
11415	der	Weichmacher	Weichmacher	plasticiser/plasticizer	-	-
11416	das	Weihnachtskonzert	Weihnachtskonzerte	Christmas concert	-	-
8721	die	Weltliteratur	—	world literature	C1	-
11418	das	Wertesystem	Wertesysteme	value system	-	-
11419	die	Wissenschaftsministerin	Wissenschaftsministerinnen	minister of science	-	-
11420	die	Workstation	Workstations	workstation	-	-
11421	die	Wortwahl	—	choice of word/choice of words/word choice	-	-
11422	der	Zeiger	Zeiger	hand/index/needle	-	-
11423	die	Zeitzone	Zeitzonen	time zone	-	-
11424	die	Zentralheizung	Zentralheizungen	central heating	-	-
11425	der	Zielpunkt	Zielpunkte	target point	-	-
11426	die	Zivilbevölkerung	Zivilbevölkerungen	civilian population	-	-
11427	die	Zuhilfenahme	—	aid	-	-
11428	die	Zukunftsaussicht	Zukunftsaussichten	future outlook	-	-
11429	der	Zukunftsplan	Zukunftspläne	future plan	-	-
11430	der	Zuruf	Zurufe	shout/call	-	-
11431	die	Zwangspause	Zwangspausen	forced break	-	-
11432	das	Zweibettzimmer	Zweibettzimmer	twin room	-	-
11433	die	Zweisamkeit	Zweisamkeiten	togetherness	-	-
11434	die	Abfüllung	Abfüllungen	filling/bottling	-	-
11435	das	Abseits	Abseits	offside	-	-
11436	die	Absolvierung	Absolvierungen	completion	-	-
11437	die	Äbtissin	Äbtissinnen	abbess	-	-
11438	die	Abtretung	Abtretungen	assignment	-	-
11439	die	Acne	Acnen	acne	-	-
11440	die	Adaption	Adaptionen	adaptation	-	-
11441	der	Adelige	Adeligen	noble/aristocrat	-	adjNoun
4588	die	Akrobatik	—	acrobatic skill/acrobatics	C1	-
11443	das	Akronym	Akronyme	acronym	-	-
11444	das	Ammoniak	—	ammonia	-	-
11445	der	Andersdenkende	Andersdenkenden	dissenter/dissident	-	adjNoun
11446	der	Anlagenbauer	Anlagenbauer	plant manufacturer	-	-
11447	das	Ansinnen	Ansinnen	request	-	-
11448	der	Anteilseigner	Anteilseigner	shareholder	-	-
11449	die	Anthropologie	Anthropologien	anthropology	-	-
11450	die	Anwaltskosten	Anwaltskosten	attorney's fee/lawyer's fees/solicitor's fee	-	-
11451	die	Anwartschaft	Anwartschaften	entitlement/prospective right	-	-
11452	das	Ar	Ar	are	-	-
11453	das	Arbeitseinkommen	Arbeitseinkommen	earned income/labor income	-	-
11454	der	Arztbrief	Arztbriefe	doctor's letter/medical report	-	-
11455	die	Aster	Astern	aster	-	-
11456	der	Asteroid	Asteroiden	asteroid	-	weak
