rank	article	word	plural	english	cefr	flags
10678	die	Gießerei	Gießereien	foundry	-	-
10679	das	Gläschen	Gläschen	small glass	-	-
10680	der	Goldpreis	Goldpreise	gold price/price of gold	-	-
10681	der	Gouverneur	Gouverneure	governor	-	-
4185	die	Grauzone	Grauzonen	grey area	B2	-
10683	die	Gravur	Gravuren	engraving	-	-
10684	die	Großbank	Großbanken	major bank	-	-
10685	der	Großmeister	Großmeister	grandmaster	-	-
7545	das	Großraumbüro	Großraumbüros	open-plan office	B2	-
10687	der	Grundbesitz	—	real estate/landed property	-	-
10688	das	Grundbuchamt	Grundbuchämter	land registry/registry of deeds	-	-
10689	die	Grundschülerin	Grundschülerinnen	primary school pupil (female)	-	-
10690	die	Grundschulzeit	Grundschulzeiten	primary school years	-	-
10691	der	Grundstock	Grundstöcke	foundation/base stock	-	-
10692	das	Gutshaus	Gutshäuser	manor house	-	-
10693	die	Hängematte	Hängematten	hammock	-	-
10694	die	Hauptbühne	Hauptbühnen	main stage	-	-
10695	der	Hauptmann	Hauptmänner	captain	-	-
8705	der	Hauptmieter	Hauptmieter	main tenant	C1	-
10697	die	Hauptstadtregion	Hauptstadtregionen	capital region	-	-
10698	die	Hebe	Heben	lift/raising	-	-
4580	die	Herdplatte	Herdplatten	burner/hotplate	C1	-
10700	der	Humus	—	humus/mould	-	-
10701	der	Hybridantrieb	Hybridantriebe	hybrid drive/hybrid propulsion/mixed propulsion scheme	-	-
10702	die	Immunologie	—	immunology	-	-
10703	die	Implementation	Implementationen	implementation	-	-
10704	der	Inder	Inder	Indian	-	-
10705	der	Insolvenzantrag	Insolvenzanträge	insolvency application	-	-
10706	der	Instrumentalist	Instrumentalisten	instrumentalist	-	weak
10707	der	Interessenkonflikt	Interessenkonflikte	conflict of interest	-	-
10708	der	Interpret	Interpreten	interpreter/performer	-	weak
10709	die	Invasion	Invasionen	invasion	-	-
10710	der	Irre	Irren	madman/crazy person	-	adjNoun
10711	der	Jeck	Jecken	carnival reveller (Rhineland)	-	-
10712	die	Kaiserzeit	Kaiserzeiten	imperial era	-	-
10713	der	Kampfgeist	—	fighting spirit	-	-
10714	die	Kategorisierung	Kategorisierungen	categorisation	-	-
10715	das	Kegeln	—	ninepins/bowling	-	-
10716	das	Kelten	Kelten	Celts	-	-
10717	die	Kerbe	Kerben	notch	-	-
3166	der	Killer	Killer	killer/hitman	B1	-
10719	die	Kindergartengruppe	Kindergartengruppen	kindergarten group	-	-
10720	die	Kinderlähmung	Kinderlähmungen	infantile paralysis/polio/poliomyelitis	-	-
10721	die	Kirchengeschichte	—	church history	-	-
8706	der	Kitt	Kitte	putty	C1	-
10723	die	Klausurtagung	Klausurtagungen	conclave/convention/retreat	-	-
10724	das	Klebeband	Klebebänder	tape	-	-
10725	die	Klimaerwärmung	Klimaerwärmungen	climate warming/global warming	-	-
10726	das	Klimaschutzgesetz	Klimaschutzgesetze	climate protection act	-	-
10727	die	Klimatechnik	Klimatechniken	air conditioning technology	-	-
10728	das	Kochfeld	Kochfelder	cooking top/cooktop/hob	-	-
10729	das	Kölsch	—	Colognian/Kölsch	-	-
8707	der	Komiker	Komiker	comedian/comedy writer/comic	C1	-
10731	der	Kommandant	Kommandanten	commander/commandant	-	weak
10732	die	Kommilitonin	Kommilitoninnen	fellow student (female)	-	-
7547	die	Kommunikationsmöglichkeit	Kommunikationsmöglichkeiten	communication option/possibility	B2	-
10734	der	Kommunismus	—	communism	-	-
10735	der	Kondensator	Kondensatoren	capacitor/condenser	-	-
10736	die	Konformität	—	conformity	-	-
10737	die	Konstitution	Konstitutionen	constitution	-	-
7548	das	Kontodaten	Kontodaten	account details	B2	-
10739	der	Kontrabass	Kontrabässe	double bass/double-bass	-	-
3169	der	Kopierer	Kopierer	copier/photocopier	B1	-
10741	die	Korrosion	Korrosionen	corrosion	-	-
10742	der	Kostendruck	—	cost pressure	-	-
10743	der	Krach	Kräche	crash/noise/quarrel	-	-
10744	die	Krankschreibung	Krankschreibungen	sick certificate	-	-
10745	der	Kräutergarten	Kräutergärten	herb garden	-	-
10746	die	Kreisliga	Kreisligen	district league	-	-
10747	das	Kriegsgebiet	Kriegsgebiete	war zone	-	-
10748	die	Kriminalstatistik	Kriminalstatistiken	crime statistics	-	-
10749	die	Krisenregion	Krisenregionen	crisis area	-	-
10750	die	Kuhmilch	—	cow milk/cow's milk/cowmilk	-	-
10751	das	Kulturprojekt	Kulturprojekte	cultural project	-	-
10752	die	Künstlergruppe	Künstlergruppen	artist group	-	-
10753	das	Kunstprojekt	Kunstprojekte	art project	-	-
10754	das	Lab	Labe	rennet	-	-
10755	der	Lagebericht	Lageberichte	management report/status report	-	-
10756	die	Lagerstätte	Lagerstätten	deposition/depository	-	-
10757	der	Landgasthof	Landgasthöfe	country inn	-	-
10758	der	Landwirtschaftsminister	Landwirtschaftsminister	minister of agriculture	-	-
10759	die	Lärmbelästigung	Lärmbelästigungen	noise pollution/noise nuisance	-	-
10760	die	Lärmbelastung	Lärmbelastungen	noise pollution	-	-
10761	der	Laserdrucker	Laserdrucker	laser printer	-	-
10762	der	Lavendel	Lavendel	lavender	-	-
8708	die	Lebensmittelindustrie	Lebensmittelindustrien	food industry	C1	-
10764	die	Lederjacke	Lederjacken	leather jacket	-	-
10765	das	Lehrkrankenhaus	Lehrkrankenhäuser	teaching hospital	-	-
10766	die	Lehrtätigkeit	Lehrtätigkeiten	teaching activity	-	-
10767	die	Leitfähigkeit	Leitfähigkeiten	conductivity	-	-
7549	der	Leserbrief	Leserbriefe	letter to the editor	B2	-
