rank	article	word	plural	english	cefr	flags
14881	das	Arbeitstempo	Arbeitstempi	working speed/work pace	-	-
14882	der	Arbeitsvermittler	Arbeitsvermittler	employment agent/job placement officer	-	-
14883	der	Archipel	Archipele	archipelago	-	-
14884	der	Archivar	Archivare	archivist	-	-
14885	das	Armutsrisiko	Armutsrisikos	poverty risk	-	-
3671	die	Arzthelferin	Arzthelferinnen	doctor's assistant	A2	-
14887	der	Asbest	Asbeste	asbestos	-	-
14888	der	Atlant	Atlanten	Atlas figure (architecture)	-	weak
14889	der	Aufgang	Aufgänge	stairway/ascent	-	-
14890	die	Aufholjagd	Aufholjagden	catch-up/catching up/catching-up process	-	-
14891	der	Aufklärer	Aufklärer	enlightener	-	-
14892	die	Aufklärungskampagne	Aufklärungskampagnen	awareness campaign	-	-
14893	das	Auftauchen	—	appearance	-	-
14894	der	Augapfel	Augäpfel	eyeball	-	-
14895	das	Augentropfen	Augentropfen	eye drops	-	-
14896	das	Ausatmen	—	exhalation/breathing out	-	-
14897	die	Ausbildungsdauer	Ausbildungsdauern	duration of training	-	-
14898	das	Ausflugslokal	Ausflugslokale	excursion restaurant	-	-
14899	die	Ausgangsposition	Ausgangspositionen	starting position	-	-
14900	die	Ausgrabungsstätte	Ausgrabungsstätten	excavation site	-	-
14901	der	Auswärtssieg	Auswärtssiege	away win	-	-
14902	die	Autobatterie	Autobatterien	car battery	-	-
14903	der	Autozulieferer	Autozulieferer	auto supplier	-	-
14904	der	Aw	—	Av	-	-
14905	der	Bäckermeister	Bäckermeister	master baker	-	-
14906	der	Bademeister	Bademeister	pool attendant/swimming-master	-	-
14907	der	Bahndamm	Bahndämme	railroad embankment	-	-
14908	die	Bahnverbindung	Bahnverbindungen	rail connection	-	-
14909	der	Balanceakt	Balanceakte	balancing act	-	-
14910	der	Ballwechsel	Ballwechsel	rally	-	-
14911	das	Bandmitglied	Bandmitglieder	band member/bandmate	-	-
3672	die	Bankkarte	Bankkarten	bank card	A2	-
14913	der	Bankrott	Bankrotte	bankruptcy	-	-
14914	die	Bärin	Bärinnen	she-bear	-	-
14915	die	Barockzeit	Barockzeiten	Baroque period	-	-
14916	der	Barren	Barren	bar/ingot/parallel bars	-	-
14917	der	Baubetrieb	Baubetriebe	construction company/construction operations	-	-
14918	der	Bauboom	Baubooms	building boom	-	-
14919	der	Bauminister	Bauminister	building minister	-	-
14920	die	Baumscheibe	Baumscheiben	tree pit/tree disc	-	-
14921	die	Beauty	Beautys	beauty	-	-
14922	der	Begünstigte	Begünstigten	beneficiary	-	adjNoun
14923	der	Behandlungsfehler	Behandlungsfehler	error in treatment/malpractice/treatment mistake	-	-
14924	die	Beherbergung	Beherbergungen	accommodation/lodging	-	-
14925	die	Beifahrerin	Beifahrerinnen	passenger (female)	-	-
14926	der	Beifahrersitz	Beifahrersitze	co-driver's seat/front passenger seat/passenger seat	-	-
14927	die	Belagerung	Belagerungen	beleaguerment/siege	-	-
14928	die	Benutzbarkeit	—	usability	-	-
14929	die	Bergregion	Bergregionen	mountain region	-	-
3673	die	Bergstation	Bergstationen	mountain station/top station/upper station	A2	-
14931	das	Beruhigungsmittel	Beruhigungsmittel	sedative/tranquilizer	-	-
14932	das	Besitztum	Besitztümer	possession/property	-	-
4633	die	Besorgung	Besorgungen	errand (shopping)/purchase	C1	-
14934	der	Bestimmungsort	Bestimmungsorte	destination	-	-
14935	der	Bestsellerautor	Bestsellerautoren	bestselling author	-	-
4636	die	Bestürzung	—	consternation	C1	-
14937	die	Besuchszeit	Besuchszeiten	visiting time	-	-
14938	die	Bevölkerungsdichte	Bevölkerungsdichten	density of population/population density	-	-
14939	die	Bewährungsstrafe	Bewährungsstrafen	suspended sentence	-	-
14940	der	Bewegungsraum	Bewegungsräume	room to move/range of motion	-	-
14941	die	Bezugsquelle	Bezugsquellen	source of supply	-	-
14942	die	Bibelstelle	Bibelstellen	biblical passage	-	-
14943	das	Bibliothekswesen	—	librarianship/library system	-	-
14944	die	Biegung	Biegungen	bend/curvature/curve	-	-
14945	die	Bildungsgerechtigkeit	—	educational equity	-	-
14946	die	Biologin	Biologinnen	biologist	-	-
14947	das	Biomethan	—	biomethane	-	-
14948	der	Birnbaum	Birnbäume	pear tree	-	-
14949	der	Bitcoin	Bitcoins	bitcoin	-	-
14950	der	Blackout	Blackouts	blackout	-	-
14951	die	Blattlaus	Blattläuse	aphid/black fly	-	-
14952	der	Blauton	Blautöne	shade of blue/blue tone	-	-
14953	die	Blockhütte	Blockhütten	log cabin	-	-
14954	das	Blütenblatt	Blütenblätter	petal	-	-
14955	die	Blutgerinnung	—	blood clotting/blood coagulation	-	-
14956	der	Blutkreislauf	Blutkreisläufe	blood circulation/circulation	-	-
14957	die	Bodenart	Bodenarten	soil type	-	-
14958	die	Bodenerosion	Bodenerosionen	soil erosion	-	-
14959	der	Bollerwagen	Bollerwagen	handcart/wagon	-	-
14960	das	Bordell	Bordelle	bawdy-house/brothel/house of ill fame	-	-
14961	der	Börsenwert	Börsenwerte	market capitalisation	-	-
14962	das	Braille	—	Braille	-	-
14963	das	Branchenverzeichnis	Branchenverzeichnisse	business directory/industry directory	-	-
14964	die	Brandung	Brandungen	surf/surge	-	-
14965	der	Briefwechsel	Briefwechsel	correspondence	-	-
14966	die	Brüderlichkeit	Brüderlichkeiten	brotherhood/fraternity	-	-
14967	der	Brüllaffe	Brüllaffen	howler monkey	-	weak
14968	die	Buchecker	Bucheckern	beechnut	-	-
7643	die	Buchseite	Buchseiten	page	B2	-
14970	die	Buchstabenkombination	Buchstabenkombinationen	letter combination	-	-
14971	der	Buchtipp	Buchtipps	book recommendation/book tip	-	-
14972	der	Buchtitel	Buchtitel	book title	-	-
14973	die	Bundesjustizministerin	Bundesjustizministerinnen	Federal Minister of Justice (female)	-	-
14974	der	Bundespolizist	Bundespolizisten	federal police officer	-	weak
14975	der	Bürgerbeauftragte	Bürgerbeauftragten	ombudsman/citizens' representative	-	adjNoun
14976	der	Camembert	Camemberts	camembert	-	-
14977	der	Cashflow	Cashflows	cash flow	-	-
14978	das	Chemieunternehmen	Chemieunternehmen	chemical company	-	-
14979	der	Compiler	Compiler	compiler	-	-
14980	die	Cyberattacke	Cyberattacken	cyber attack/cyberattack	-	-
14981	der	Cyberspace	Cyberspaces	cyberspace	-	-
14982	der	Dackel	Dackel	dachshund	-	-
14983	die	Datenpanne	Datenpannen	data leak	-	-
14984	der	Debütroman	Debütromane	debut novel	-	-
14985	der	Deckmantel	Deckmäntel	cloak/guise	-	-
14986	die	Demokratin	Demokratinnen	democrat (female)	-	-
14987	die	Demoskopie	Demoskopien	opinion poll/opinion research/opinion survey	-	-
14988	das	Departement	Departements	department	-	-
14989	der	Depp	Deppen	dork/fool/moron	-	weak
14990	die	Dienstbehörde	Dienstbehörden	service authority	-	-
14991	das	Dienstjahr	Dienstjahre	year of service	-	-
14992	der	Digitalfunk	—	digital broadcasting	-	-
14993	die	Diode	Dioden	diode	-	-
14994	das	Diorama	Dioramen	diorama	-	-
14995	die	Diphtherie	Diphtherien	diphtheria	-	-
14996	die	Direktwahl	Direktwahlen	direct dialling/direct election	-	-
14997	die	Disk	Disks	disc/disk	-	-
14998	die	Diva	Diven	diva	-	-
14999	der	Donnerstagvormittag	Donnerstagvormittage	Thursday morning	-	-
15000	der	Doodle	Doodles	doodle	-	-
15001	die	Doppelseite	Doppelseiten	double-page spread	-	-
15002	die	Dorfschule	Dorfschulen	village school	-	-
8643	das	Double	Doubles	double	A1	-
15004	die	Douglasie	Douglasien	douglas fir	-	-
15005	der	Dresscode	Dresscodes	dress code	-	-
15006	der	Drittligist	Drittligisten	third-division team	-	weak
15007	der	Drücker	Drücker	doorbell button/pushy salesman	-	-
15008	die	Drucktechnik	Drucktechniken	printing technology/printing technique	-	-
8804	die	Dummheit	Dummheiten	folly/stupidity	C1	-
15010	der	Dunst	Dünste	haze	-	-
15011	die	Dynastie	Dynastien	dynasty	-	-
15012	die	Eigenkapitalquote	Eigenkapitalquoten	equity ratio	-	-
15013	der	Eigenname	Eigennamen	proper name/proper noun	-	weak
15014	das	Eigentumsverhältnis	Eigentumsverhältnisse	ownership structure/property relations	-	-
15015	der	Eigenwert	Eigenwerte	eigenvalue	-	-
15016	der	Eigner	Eigner	owner	-	-
15017	der	Einbürgerungstest	Einbürgerungstests	citizenship test	-	-
15018	die	Einfriedung	Einfriedungen	enclosure	-	-
15019	das	Eingabegerät	Eingabegeräte	control input/input device/input unit	-	-
15020	das	Eingeständnis	Eingeständnisse	admission/concession	-	-
15021	die	Einkaufstüte	Einkaufstüten	shopping bag	-	-
15022	der	Einwurf	Einwürfe	throw-in/objection	-	-
15023	die	Eisenbahnbrücke	Eisenbahnbrücken	railroad bridge/railway bridge	-	-
15024	die	Eisschicht	Eisschichten	ice layer	-	-
15025	das	Elbufer	Elbufer	Elbe riverbank	-	-
