rank	article	word	plural	english	cefr	flags
23282	der	Radiator	Radiatoren	radiator	-	-
23283	das	Radioteleskop	Radioteleskope	radio telescope	-	-
23284	die	Radiowerbung	Radiowerbungen	radio advertisement	-	-
23285	der	Rahm	—	cream	-	-
23286	der	Randalierer	Randalierer	rioter	-	-
23287	die	Randnotiz	Randnotizen	marginal note/side note	-	-
23288	der	Randstreifen	Randstreifen	edge strip/shoulder	-	-
23289	die	Randzone	Randzonen	edge zone	-	-
23290	der	Rapport	Rapporte	report	-	-
23291	die	Rasierklinge	Rasierklingen	razor blade	-	-
23292	die	Raspel	Raspeln	rasp	-	-
23293	die	Rassel	Rasseln	rattle	-	-
23294	die	Rassendiskriminierung	Rassendiskriminierungen	racial discrimination	-	-
23295	der	Raubfisch	Raubfische	predatory fish	-	-
23296	der	Raubvogel	Raubvögel	bird of prey/raptor	-	-
23297	der	Raubzug	Raubzüge	raid	-	-
23298	das	Rauchgas	Rauchgase	flue gas	-	-
23299	die	Raumforschung	—	spatial research	-	-
23300	das	Rauschmittel	Rauschmittel	intoxicant	-	-
23301	der	Rausschmiss	Rausschmisse	sacking	-	-
23302	der	Rauswurf	Rauswürfe	expulsion	-	-
23303	der	Reaktorunfall	Reaktorunfälle	reactor accident	-	-
23304	der	Real	Reales	real	-	-
23305	die	Reblaus	Rebläuse	grapevine louse	-	-
23306	der	Rechen	Rechen	rake	-	-
23307	die	Rechenoperation	Rechenoperationen	arithmetic operation	-	-
23308	der	Rechtsbruch	Rechtsbrüche	breach of law	-	-
23309	die	Rechtsgeschichte	Rechtsgeschichten	legal history	-	-
23310	die	Rechtshandlung	Rechtshandlungen	legal act	-	-
23311	die	Rechtspersönlichkeit	Rechtspersönlichkeiten	legal personality	-	-
23312	der	Recorder	Recorder	recorder	-	-
23313	die	Recyclinganlage	Recyclinganlagen	recycling plant	-	-
23314	das	Rednerpult	Rednerpulte	lectern/speaker's podium	-	-
23315	das	Reet	—	reed	-	-
23316	der	Referee	Referees	referee	-	-
23317	der	Referenzpunkt	Referenzpunkte	point of reference	-	-
23318	die	Reformbewegung	Reformbewegungen	reform movement	-	-
23319	die	Regenmenge	Regenmengen	amount of rain/rainfall	-	-
23320	die	Regenrinne	Regenrinnen	gutter	-	-
23321	die	Regentonne	Regentonnen	rain barrel	-	-
23322	das	Regierungsmitglied	Regierungsmitglieder	government member	-	-
23323	das	Regierungssystem	Regierungssysteme	government structure	-	-
23324	die	Reglung	Reglungen	regulation	-	-
23325	der	Regress	Regresse	recourse	-	-
23326	der	Regulator	Regulatoren	regulator	-	-
23327	das	Rehazentrum	Rehazentren	rehab centre	-	-
23328	der	Reibekuchen	Reibekuchen	potato pancake/latke	-	-
23329	der	Reibungsverlust	Reibungsverluste	friction loss	-	-
23330	die	Reisebedingung	Reisebedingungen	travel condition	-	-
23331	der	Reisebegleiter	Reisebegleiter	travel companion	-	-
23332	die	Reisebeschreibung	Reisebeschreibungen	book of travel/description of a journey/itinerary	-	-
23333	die	Reisekasse	Reisekassen	travel fund	-	-
23334	der	Reisekonzern	Reisekonzerne	travel group/travel company	-	-
23335	der	Reiseverlauf	Reiseverläufe	itinerary/course of the trip	-	-
23336	das	Reiskorn	Reiskörner	grain of rice	-	-
23337	das	Reißbrett	Reißbretter	drawing board/drawing table	-	-
23338	die	Reitschule	Reitschulen	riding school	-	-
23339	das	Reittier	Reittiere	riding animal	-	-
23340	die	Reizbarkeit	Reizbarkeiten	irritability	-	-
23341	der	Rekordhalter	Rekordhalter	record holder	-	-
23342	das	Rektum	Rekta	rectum	-	-
23343	das	Rendering	Renderings	rendering	-	-
23344	die	Reorganisation	Reorganisationen	reorganisation	-	-
23345	der	Reparaturversuch	Reparaturversuche	repair attempt	-	-
23346	die	Ressourcenplanung	Ressourcenplanungen	resource planning	-	-
23347	die	Restaurantkette	Restaurantketten	chain of restaurants/restaurant chain	-	-
23348	das	Retinol	—	retinol	-	-
23349	der	Rettich	Rettiche	radish	-	-
23350	der	Rettungsring	Rettungsringe	life preserver/lifebuoy/spare tyre	-	-
23351	der	Rettungsschirm	Rettungsschirme	bailout fund/emergency parachute	-	-
23352	der	Revers	Revers	lapel/reverse	-	-
23353	das	Rhizom	Rhizome	rhizome	-	-
23354	der	Rhododendron	Rhododendren	rhododendron	-	-
8930	der	Richtungswechsel	Richtungswechsel	change of direction	C1	-
23356	der	Riesenslalom	Riesenslaloms	giant slalom	-	-
23357	das	Rinderfilet	Rinderfilets	beef fillet/beef tenderloin	-	-
23358	die	Rinderzucht	Rinderzuchten	cattle breeding/cattle farming/cattle raising	-	-
23359	der	Ringfinger	Ringfinger	ring finger	-	-
23360	der	Ringordner	Ringordner	ring binder	-	-
23361	der	Risikopatient	Risikopatienten	risk patient/high-risk patient	-	weak
23362	der	Ritterorden	Ritterorden	chivalric order/order of chivalry/order of knighthood	-	-
23363	das	Roggenmehl	Roggenmehle	rye flour	-	-
23364	der	Rohdiamant	Rohdiamanten	rough diamond	-	weak
23365	die	Rolex	Rolexe	Rolex	-	-
23366	das	Rollback	Rollbacks	rollback	-	-
23367	die	Rollstuhlfahrerin	Rollstuhlfahrerinnen	wheelchair user	-	-
23368	die	Romanfigur	Romanfiguren	novel character	-	-
23369	das	Rosarium	Rosarien	rosarium/rose garden	-	-
23370	das	Rosenblatt	Rosenblätter	rose petal	-	-
23371	das	Rotlicht	—	red light	-	-
23372	der	Rotstift	Rotstifte	red pencil	-	-
23373	der	Rubens	Rubens	Rubens (painter)	-	-
23374	der	Rückgabewert	Rückgabewerte	return value	-	-
23375	das	Rückkehrrecht	Rückkehrrechte	right of return	-	-
8932	die	Rücksichtslosigkeit	Rücksichtslosigkeiten	recklessness/ruthlessness	C1	-
23377	die	Ruhebank	Ruhebänke	rest bench	-	-
23378	der	Ruheplatz	Ruheplätze	resting place	-	-
23379	die	Rührschüssel	Rührschüsseln	mixing bowl	-	-
23380	der	Rührteig	Rührteige	batter	-	-
23381	der	Rundbau	Rundbauten	round building	-	-
23382	der	Runderlass	Runderlasse	circular decree	-	-
23383	die	Rune	Runen	rune	-	-
23384	die	Rußpartikel	Rußpartikel	soot particle	-	-
23385	die	Rüstungsproduktion	Rüstungsproduktionen	arms production/defence production	-	-
23386	das	Sabbatjahr	Sabbatjahre	Shmita/sabbatical/sabbatical year	-	-
23387	die	Säbelsäge	Säbelsägen	reciprocating saw/sabre saw	-	-
23388	der	Saibling	Saiblinge	char/charr	-	-
23389	die	Saisoneröffnung	Saisoneröffnungen	season opening	-	-
23390	der	Sakko	Sakkos	sports jacket/suit jacket	-	-
23391	das	Salatbuffet	Salatbuffets	salad bar	-	-
23392	die	Samenflüssigkeit	Samenflüssigkeiten	seminal fluid	-	-
23393	der	Sanddorn	Sanddorne	seabuckthorn	-	-
23394	die	Sanddüne	Sanddünen	sand dune	-	-
23395	die	Sandkiste	Sandkisten	sand box/sand jack/sandbox	-	-
23396	der	Sanierungsplan	Sanierungspläne	redevelopment plan	-	-
23397	das	Sanskrit	—	Sanskrit	-	-
23398	die	Sardelle	Sardellen	anchovy	-	-
23399	das	Satellitendaten	Satellitendaten	satellite data	-	-
23400	das	Satellitenfernsehen	—	satellite TV	-	-
23401	die	Satellitenschüssel	Satellitenschüsseln	satellite dish	-	-
23402	die	Sattelzugmaschine	Sattelzugmaschinen	bobtail/semi-trailer truck/tractor	-	-
23403	das	Satzzeichen	Satzzeichen	punctuation mark/punctuation sign	-	-
23404	die	Sauerstoffzufuhr	Sauerstoffzufuhren	oxygen supply	-	-
23405	der	Schachclub	Schachclubs	chess club	-	-
23406	der	Schachklub	Schachklubs	chess club	-	-
23407	das	Schächten	—	ritual slaughter (kosher/halal)	-	-
23408	das	Schadensbild	Schadensbilder	damage pattern	-	-
23409	das	Schädlingsbekämpfungsmittel	Schädlingsbekämpfungsmittel	pesticide/pest-control agent	-	-
23410	der	Schadstoffeintrag	Schadstoffeinträge	pollutant input	-	-
23411	der	Schadstoffgehalt	Schadstoffgehalte	pollutant content	-	-
23412	die	Schafwolle	—	sheep's wool	-	-
23413	der	Schalthebel	Schalthebel	gear lever	-	-
23414	das	Schamgefühl	Schamgefühle	shame	-	-
23415	der	Schätzwert	Schätzwerte	estimated value	-	-
23416	das	Schaumbad	Schaumbäder	foam-bath	-	-
23417	der	Schauraum	Schauräume	show room	-	-
23418	der	Scheideweg	Scheidewege	crossroads/forking	-	-
23419	der	Schienenersatzverkehr	Schienenersatzverkehre	rail replacement service	-	-
23420	das	Schiffchen	Schiffchen	little boat/shuttle	-	-
23421	der	Schiffsführer	Schiffsführer	ship's captain/skipper	-	-
23422	der	Schlachtruf	Schlachtrufe	war cry	-	-
23423	die	Schlafenszeit	Schlafenszeiten	bedtime	-	-
23424	die	Schlafposition	Schlafpositionen	sleeping position	-	-
23425	die	Schlafstätte	Schlafstätten	sleeping place	-	-
23426	die	Schlagersängerin	Schlagersängerinnen	Schlager singer/pop singer (female)	-	-
23427	der	Schlagerstar	Schlagerstars	pop star	-	-
23428	der	Schlagschrauber	Schlagschrauber	impact driver	-	-
23429	die	Schlagzahl	Schlagzahlen	stroke rate/number of strokes	-	-
23430	der	Schlammpeitzger	Schlammpeitzger	bougfish/dojo loach/pond loach	-	-
23431	das	Schlaraffenland	—	Cockaigne	-	-
23432	die	Schleifmaschine	Schleifmaschinen	grinding machine	-	-
7744	der	Schließzylinder	Schließzylinder	lock cylinder	B2	-
23434	die	Schlosserei	Schlossereien	metalworking shop	-	-
23435	der	Schlot	Schlote	chimney/smokestack	-	-
23436	der	Schlupfwinkel	Schlupfwinkel	hideaway	-	-
23437	der	Schlussbericht	Schlussberichte	final report	-	-
23438	die	Schlüsselfrage	Schlüsselfragen	key question	-	-
23439	die	Schlüsselstellung	Schlüsselstellungen	key position	-	-
23440	der	Schmerzzustand	Schmerzzustände	pain condition	-	-
23441	der	Schnack	Schnäcke	chitchat	-	-
23442	die	Schnalle	Schnallen	buckle	-	-
23443	die	Schnappatmung	—	gasping for breath/agonal breathing	-	-
23444	die	Schneeballschlacht	Schneeballschlachten	snowball fight	-	-
23445	die	Schneelandschaft	Schneelandschaften	snow landscape	-	-
23446	die	Schneeschmelze	Schneeschmelzen	snowmelt	-	-
7745	der	Schneider	Schneider	tailor	B2	-
23448	der	Schneidezahn	Schneidezähne	incisor	-	-
23449	der	Schnellimbiss	Schnellimbisse	fast food/snack bar	-	-
23450	der	Schnellkochtopf	Schnellkochtöpfe	pressure cooker	-	-
23451	der	Schnipsel	Schnipsel	snippet	-	-
23452	der	Schnittkäse	Schnittkäse	semi-hard cheese	-	-
23453	der	Schnörkel	Schnörkel	curlicue/curlycue	-	-
23454	der	Schnürsenkel	Schnürsenkel	bootlace/shoelace	-	-
23455	der	Schönheitschirurg	Schönheitschirurgen	cosmetic surgeon/plastic surgeon	-	weak
23456	der	Schönheitsfehler	Schönheitsfehler	blemish/cosmetic flaw	-	-
23457	die	Schönheitsoperation	Schönheitsoperationen	cosmetic surgery	-	-
23458	der	Schöpfungstag	Schöpfungstage	day of creation	-	-
23459	die	Schotterpiste	Schotterpisten	dirt road/gravel road	-	-
23460	der	Schraubenschlüssel	Schraubenschlüssel	spanner/wrench	-	-
23461	die	Schraubzwinge	Schraubzwingen	C-clamp/F-clamp/bar clamp	-	-
23462	der	Schreibblock	Schreibblöcke	notepad/writing pad	-	-
23463	der	Schreiner	Schreiner	cabinetmaker/joiner/woodworker	-	-
23464	der	Schrottplatz	Schrottplätze	scrapyard	-	-
23465	die	Schuleingangsphase	Schuleingangsphasen	school entrance phase	-	-
23466	die	Schulschließung	Schulschließungen	school closure	-	-
23467	das	Schüsselchen	Schüsselchen	small bowl	-	-
23468	die	Schützenhilfe	Schützenhilfen	assistance/support	-	-
23469	der	Schutzhelm	Schutzhelme	hard hat	-	-
23470	die	Schützin	Schützinnen	shooter (female)	-	-
23471	der	Schutzschild	Schutzschilde	protective shield	-	-
23472	das	Schwalbennest	Schwalbennester	swallow's nest	-	-
23473	das	Schwarzlicht	—	black light	-	-
23474	der	Schwebebalken	Schwebebalken	balance beam	-	-
23475	das	Schweben	—	hovering/floating	-	-
23476	das	Schweißgerät	Schweißgeräte	welding device/welder	-	-
23477	der	Schwellkörper	Schwellkörper	cavernous body/corpus cavernosum	-	-
23478	der	Schwerhörige	Schwerhörigen	hard-of-hearing person	-	adjNoun
23479	die	Schwerindustrie	Schwerindustrien	heavy industry	-	-
23480	der	Schwerverbrecher	Schwerverbrecher	felon	-	-
23481	die	Schwimmblase	Schwimmblasen	swim bladder	-	-
23482	der	Schwimmverein	Schwimmvereine	swimming club	-	-
23483	das	Sechseck	Sechsecke	hexagon	-	-
23484	der	Sechszylinder	Sechszylinder	six cylinder	-	-
23485	die	Seekarte	Seekarten	nautical chart	-	-
23486	die	Seekuh	Seekühe	sea cow/sirenian	-	-
23487	das	Seelenleben	—	inner life/emotional life	-	-
23488	die	Seeluft	—	sea air	-	-
23489	das	Seemannsgarn	Seemannsgarne	tall tale/yarn	-	-
23490	das	Seengebiet	Seengebiete	lake area	-	-
23491	die	Seepromenade	Seepromenaden	lake promenade	-	-
23492	der	Seeräuber	Seeräuber	pirate	-	-
23493	die	Seereise	Seereisen	cruise	-	-
23494	die	Seeschlacht	Seeschlachten	naval battle/sea battle	-	-
23495	das	Segelflugzeug	Segelflugzeuge	glider/sailplane	-	-
23496	der	Seher	Seher	clairvoyant/seer/viewer	-	-
23497	die	Sehstörung	Sehstörungen	visual impairment/vision disorder	-	-
23498	das	Seilspringen	—	jump rope/skip rope	-	-
23499	der	Seitenstreifen	Seitenstreifen	shoulder	-	-
23500	die	Seitentür	Seitentüren	side door	-	-
23501	die	Sektkellerei	Sektkellereien	sparkling wine producer/cellar	-	-
23502	die	Selbstbestimmtheit	—	self-determination	-	-
23503	das	Selbstgespräch	Selbstgespräche	monologue/self-talk/soliloquy	-	-
23504	die	Seligsprechung	Seligsprechungen	beatification	-	-
23505	der	Seltenheitswert	Seltenheitswerte	scarcity value	-	-
23506	die	Semesterwochenstunde	Semesterwochenstunden	semester hour per week	-	-
23507	das	Semikolon	Semikolons	semicolon	-	-
23508	der	Sendemast	Sendemaste	transmission mast	-	-
23509	das	Seniorenhandy	Seniorenhandys	senior-friendly mobile phone	-	-
23510	der	Serienbrief	Serienbriefe	form letter/mail merge	-	-
23511	das	Sexualdelikt	Sexualdelikte	sexual offence	-	-
23512	die	Sexualstraftat	Sexualstraftaten	sexual offence	-	-
23513	der	Shaker	Shaker	shaker	-	-
23514	die	Shisha	Shishas	hookah	-	-
23515	der	Sicherheitsschuh	Sicherheitsschuhe	safety boot	-	-
23516	die	Sicherheitswarnung	Sicherheitswarnungen	safety warning/security warning	-	-
23517	der	Sicherungskasten	Sicherungskästen	breaker box/fuse box	-	-
23518	der	Siebziger	Siebziger	(person) in their seventies/the seventies	-	-
23519	die	Siedlungsgeschichte	—	settlement history	-	-
23520	das	Siegerland	Siegerländer	Siegerland	-	-
23521	der	Siegerpodest	Siegerpodeste	winners' podium	-	-
23522	die	Siegerurkunde	Siegerurkunden	winner's certificate	-	-
23523	der	Signalton	Signaltöne	signal tone	-	-
23524	der	Silvesterlauf	Silvesterläufe	New Year's Eve run	-	-
23525	das	Simsen	—	texting (SMS)	-	-
23526	der	Singlehaushalt	Singlehaushalte	single-person household	-	-
23527	der	Sinus	Sinus	sine/sinus	-	-
23528	der	Sittich	Sittiche	parakeet	-	-
23529	der	Sitznachbar	Sitznachbarn	seat neighbour/person sitting next to you	-	weak
23530	der	Sitzungsraum	Sitzungsräume	meeting room	-	-
23531	der	Sitzungstag	Sitzungstage	meeting day/session day	-	-
23532	der	Sixpack	Sixpacks	six pack	-	-
23533	der	Skin	Skins	skin (skinhead/cosmetic)	-	-
23534	das	Skizzenbuch	Skizzenbücher	sketch book	-	-
23535	die	Skulpturensammlung	Skulpturensammlungen	sculpture collection	-	-
23536	der	Slapstick	Slapsticks	slapstick	-	-
23537	der	Slum	Slums	slum	-	-
23538	der	Softball	—	softball	-	-
23539	die	Sojasauce	Sojasaucen	soy sauce	-	-
23540	die	Sommersonne	—	summer sun	-	-
23541	die	Sommersonnenwende	Sommersonnenwenden	summer solstice	-	-
23542	die	Sonate	Sonaten	sonata	-	-
23543	der	Sonderbericht	Sonderberichte	special report	-	-
23544	die	Sonderbriefmarke	Sonderbriefmarken	commemorative stamp	-	-
23545	der	Sonderrabatt	Sonderrabatte	special discount	-	-
23546	das	Sonnendeck	Sonnendecks	Sun deck	-	-
23547	der	Sonnengott	Sonnengötter	god of the sun/sun god	-	-
23548	der	Sonnenhut	Sonnenhüte	sun hat	-	-
23549	die	Soundkarte	Soundkarten	sound card	-	-
23550	die	Sowjetzeit	Sowjetzeiten	Soviet time	-	-
23551	die	Sozialversicherungsnummer	Sozialversicherungsnummern	social security number	-	-
23552	der	Spachtel	Spachtel	putty knife	-	-
23553	die	Spachtelmasse	Spachtelmassen	filler/filling compound	-	-
23554	der	Spanngurt	Spanngurte	lashing strap/ratchet strap/ratchet tie-down strap	-	-
23555	die	Sparquote	Sparquoten	saving ratio	-	-
23556	der	Spatel	Spatel	spatula	-	-
23557	das	Spätzle	Spätzle	spaetzle	-	-
23558	die	Speerspitze	Speerspitzen	spearhead	-	-
23559	die	Speiche	Speichen	radius/spoke	-	-
23560	der	Speisefisch	Speisefische	edible fish/food fish	-	-
23561	der	Speisepilz	Speisepilze	edible mushroom	-	-
23562	das	Spektrometer	Spektrometer	spectrometer	-	-
7746	die	Spendenbereitschaft	—	willingness to donate	B2	-
23564	das	Spenderblut	—	donor blood/donated blood	-	-
23565	die	Spezialkräfte	Spezialkräfte	special forces	-	-
23566	die	Spezifität	Spezifitäten	specificity	-	-
23567	der	Spielbericht	Spielberichte	game report	-	-
23568	das	Spielbrett	Spielbretter	game board	-	-
23569	der	Spielcharakter	Spielcharaktere	game character	-	-
23570	das	Spielergebnis	Spielergebnisse	game outcome	-	-
23571	der	Spielführer	Spielführer	team captain	-	-
23572	die	Spiellandschaft	Spiellandschaften	playscape/play landscape	-	-
23573	die	Spieltechnik	Spieltechniken	playing technique	-	-
23574	die	Spieluhr	Spieluhren	music box	-	-
23575	der	Spielverderber	Spielverderber	spoilsport	-	-
23576	der	Spielwitz	—	playfulness/flair	-	-
23577	das	Spielzeugauto	Spielzeugautos	toy car	-	-
23578	der	Spielzeughersteller	Spielzeughersteller	toy manufacturer	-	-
23579	der	Spital	Spitäler	hospital	-	-
23580	das	Sporthotel	Sporthotels	sports hotel	-	-
7747	die	Sprachenvielfalt	—	language diversity	B2	-
23582	die	Sprachfamilie	Sprachfamilien	family of languages/language family	-	-
23583	die	Sprachverarbeitung	—	language processing	-	-
23584	die	Sprechanlage	Sprechanlagen	intercom	-	-
23585	der	Sprechchor	Sprechchöre	chorus of voices	-	-
23586	der	Sprechgesang	Sprechgesänge	sprechgesang	-	-
23587	der	Sprengkörper	Sprengkörper	explosive device	-	-
23588	die	Sprengkraft	Sprengkräfte	explosive force	-	-
23589	der	Sprengstoffanschlag	Sprengstoffanschläge	explosives attack/bomb attack	-	-
23590	das	Spülwasser	—	rinsing water	-	-
23591	der	Spürhund	Spürhunde	sniffer dog/tracker dog	-	-
23592	die	Spurweite	Spurweiten	rail gauge/track gauge	-	-
23593	das	Squash	—	squash	-	-
23594	die	Staatsgewalt	Staatsgewalten	state power/state authority	-	-
23595	der	Stabilisator	Stabilisatoren	stabilizer	-	-
23596	die	Stachelbeere	Stachelbeeren	gooseberry	-	-
23597	das	Stadtderby	Stadtderbys	city derby/local derby	-	-
23598	der	Stadtmensch	Stadtmenschen	citizen/urbanite	-	weak
23599	die	Stadtratswahl	Stadtratswahlen	city council election	-	-
23600	das	Stadtväter	Stadtväter	city fathers	-	-
23601	die	Staffelei	Staffeleien	easel	-	-
23602	die	Stahlproduktion	Stahlproduktionen	steel production	-	-
23603	das	Stahlwerk	Stahlwerke	steel mill/steelworks	-	-
23604	die	Standardgröße	Standardgrößen	standard size	-	-
23605	die	Standardsituation	Standardsituationen	standard situation	-	-
23606	das	Standgerät	Standgeräte	stand alone unit/stand-alone machine/standing unit	-	-
23607	der	Stärkegehalt	Stärkegehalte	starch content	-	-
23608	der	Starkoch	Starköche	celebrity chef/star chef	-	-
23609	der	Statthalter	Statthalter	governor/proconsul/vicegerent	-	-
23610	die	Statuette	Statuetten	statuette	-	-
23611	das	Stauende	Stauenden	end of a traffic jam/back of the queue	-	-
23612	die	Stechuhr	Stechuhren	time clock	-	-
23613	das	Steckenpferd	Steckenpferde	hobby/hobby-horse	-	-
23614	die	Steckrübe	Steckrüben	swede/rutabaga	-	-
23615	der	Steigbügel	Steigbügel	stapes/stirrup	-	-
23616	der	Steinhaufen	Steinhaufen	cairn/pile of stones	-	-
23617	der	Steinofen	Steinöfen	stone oven	-	-
23618	die	Steinschleuder	Steinschleudern	slingshot	-	-
23619	das	Stelldichein	Stelldichein	date/rendezvous/tryst	-	-
23620	der	Stelzenläufer	Stelzenläufer	black-winged stilt/stiltwalker	-	-
23621	das	Steroid	Steroide	steroid	-	-
23622	das	Stethoskop	Stethoskope	stethoscope	-	-
23623	der	Steuerbetrag	Steuerbeträge	tax amount	-	-
23624	die	Steuerbilanz	Steuerbilanzen	tax balance sheet	-	-
23625	die	Steuerfahndung	Steuerfahndungen	tax fraud investigation/tax investigation	-	-
23626	die	Stichverletzung	Stichverletzungen	stab wound	-	-
23627	die	Stieleiche	Stieleichen	english oak	-	-
23628	die	Stilistik	—	stylistics	-	-
23629	die	Stimmlage	Stimmlagen	voice pitch/vocal register	-	-
23630	die	Stirnseite	Stirnseiten	front side/end face	-	-
23631	die	Stockente	Stockenten	mallard	-	-
23632	das	Stockmaß	Stockmaße	height at the withers/stick measure	-	-
8933	die	Stoppuhr	Stoppuhren	stopwatch	C1	-
23634	der	Stöpsel	Stöpsel	cork/peg/plug	-	-
23635	die	Stoßwelle	Stoßwellen	shock wave	-	-
23636	die	Strafzumessung	Strafzumessungen	sentencing	-	-
23637	die	Strandnähe	—	proximity to the beach	-	-
23638	der	Strandspaziergang	Strandspaziergänge	walk on the beach/beach walk	-	-
23639	der	Straßenmusiker	Straßenmusiker	street musician	-	-
23640	die	Straßensanierung	Straßensanierungen	road redevelopment	-	-
23641	die	Straßensperrung	Straßensperrungen	closing off a road/road closure	-	-
23642	der	Straßenstrich	Straßenstriche	street prostitution/streetwalking	-	-
23643	der	Streamer	Streamer	streamer	-	-
23644	das	Streifenhörnchen	Streifenhörnchen	chipmunk	-	-
23645	der	Streuner	Streuner	stray (animal)	-	-
23646	der	Strippenzieher	Strippenzieher	puppet-master/wirepuller	-	-
23647	der	Strohballen	Strohballen	straw bale	-	-
23648	der	Stromabnehmer	Stromabnehmer	current collector	-	-
23649	der	Stromkonzern	Stromkonzerne	electricity company/power utility	-	-
23650	die	Stromlieferung	Stromlieferungen	electricity supply	-	-
23651	der	Stubentiger	Stubentiger	house cat	-	-
23652	der	Stuckateur	Stuckateure	plasterer	-	-
23653	die	Studentenbewegung	Studentenbewegungen	student movement	-	-
23654	die	Studentenschaft	Studentenschaften	student body	-	-
23655	die	Studentenverbindung	Studentenverbindungen	fraternity/student association/student fraternity	-	-
23656	das	Studentenvisum	Studentenvisa	student visa	-	-
23657	der	Studienrat	Studienräte	secondary school teacher/senior teacher	-	-
23658	die	Studienrätin	Studienrätinnen	secondary school teacher (female)	-	-
23659	das	Stündchen	Stündchen	little hour	-	-
23660	der	Stura	Sturas	student council (StuRa)	-	-
23661	der	Stützpfeiler	Stützpfeiler	buttress	-	-
23662	der	Substituent	Substituenten	substituent	-	weak
23663	das	Suchtverhalten	—	addictive behaviour	-	-
23664	der	Südamerikaner	Südamerikaner	South American	-	-
23665	der	Süddeutsche	Süddeutschen	south German	-	adjNoun
23666	die	Südhalbkugel	—	Southern Hemisphere	-	-
23667	der	Südstaat	Südstaaten	southern state	-	-
23668	der	Südstrand	Südstrände	south beach	-	-
23669	der	Sundowner	Sundowner	sundowner	-	-
23670	die	Supermacht	Supermächte	superpower	-	-
23671	der	Superreiche	Superreichen	super-rich person	-	adjNoun
23672	das	Süppchen	Süppchen	soup	-	-
23673	der	Süßwasserfisch	Süßwasserfische	freshwater fish	-	-
23674	der	Süßwassersee	Süßwasserseen	freshwater lake	-	-
23675	die	Synkope	Synkopen	syncope	-	-
23676	die	Systemadministration	—	system administration	-	-
23677	die	Systemtheorie	Systemtheorien	system theory	-	-
23678	die	Szenografie	Szenografien	scenography/set design	-	-
23679	der	Tabellenfünfte	Tabellenfünften	fifth in the table/standings	-	adjNoun
23680	der	Tabernakel	Tabernakel	tabernacle	-	-
23681	der	Tagelöhner	Tagelöhner	day labourer	-	-
23682	die	Tagesbaustelle	Tagesbaustellen	day construction site	-	-
8934	das	Tagesgeschehen	Tagesgeschehen	current affairs/events of the day	C1	-
23684	das	Tagfahrlicht	Tagfahrlichter	daytime running light	-	-
23685	die	Talentschmiede	Talentschmieden	talent factory/talent incubator	-	-
23686	die	Talsohle	Talsohlen	valley floor/lowest point	-	-
23687	die	Talstation	Talstationen	valley station	-	-
23688	der	Tannenzapfen	Tannenzapfen	fir cone	-	-
23689	der	Tanzabend	Tanzabende	dance evening	-	-
23690	der	Tanzlehrer	Tanzlehrer	dance instructor	-	-
23691	der	Tanzschuh	Tanzschuhe	dance shoe	-	-
23692	der	Tapetenwechsel	Tapetenwechsel	change of scene/change of wallpaper	-	-
