rank	article	word	plural	english	cefr	flags
16981	der	Beutegreifer	Beutegreifer	predator	-	-
16982	der	Beutezug	Beutezüge	raid/looting expedition	-	-
16983	die	Bevormundung	Bevormundungen	paternalism/patronage	-	-
7673	die	Bewachung	Bewachungen	guarding	B2	-
16985	das	Bewegungsprofil	Bewegungsprofile	movement profile/motion profile	-	-
16986	die	Beweisaufnahme	Beweisaufnahmen	taking of evidence	-	-
16987	der	Bewuchs	—	vegetation/growth	-	-
16988	das	Bezugsrecht	Bezugsrechte	subscription right/preemptive right	-	-
16989	der	Bibeltext	Bibeltexte	biblical text/Bible text	-	-
16990	der	Bierdeckel	Bierdeckel	beer coaster/beer mat/bottle cap	-	-
16991	die	Bildhauerin	Bildhauerinnen	female sculptor	-	-
16992	der	Bildungsexperte	Bildungsexperten	education expert	-	weak
16993	der	Bildungsforscher	Bildungsforscher	education researcher	-	-
16994	die	Bildwiederholrate	Bildwiederholraten	refresh rate	-	-
16995	die	Binnenschifffahrt	—	inland navigation/inland shipping	-	-
16996	das	Blättchen	Blättchen	little leaf/leaflet/rolling paper	-	-
16997	die	Blaualge	Blaualgen	cyanobacteria/cyanophyta	-	-
16998	der	Blindgänger	Blindgänger	dud/unexploded ordnance	-	-
16999	das	Blockseminar	Blockseminare	block seminar/intensive seminar	-	-
17000	der	Blumenkasten	Blumenkästen	flower box	-	-
17001	die	Blutabnahme	Blutabnahmen	blood draw/blood sample collection	-	-
17002	die	Blutbildung	—	blood formation/hematopoiesis	-	-
17003	die	Blutgruppe	Blutgruppen	blood group/blood type	-	-
17004	das	Blutplättchen	Blutplättchen	platelet	-	-
17005	der	Blutspender	Blutspender	blood donor	-	-
17006	das	Blutzuckermessgerät	Blutzuckermessgeräte	blood glucose monitoring system/glucometer/glucose metre	-	-
17007	die	Bodenfreiheit	Bodenfreiheiten	ground clearance	-	-
17008	der	Bodybuilder	Bodybuilder	bodybuilder	-	-
17009	die	Bordsteinkante	Bordsteinkanten	kerb	-	-
17010	die	Bowlingbahn	Bowlingbahnen	bowling alley	-	-
17011	die	Brasserie	Brasserien	brasserie	-	-
17012	das	Brauchwasser	—	process water/non-potable water	-	-
17013	der	Briefkopf	Briefköpfe	letterhead	-	-
17014	das	Brotbacken	—	breadmaking	-	-
17015	die	Brünette	Brünette	brunette	-	-
17016	die	Brunft	Brünfte	rut/rutting season	-	-
17017	die	Brutstätte	Brutstätten	breeding ground/hotbed	-	-
3238	die	Büchse	Büchsen	can/tin/rifle	B1	-
17019	das	Büdchen	Büdchen	kiosk (Rhineland)	-	-
17020	das	Büfett	Büfetts	buffet/sideboard	-	-
17021	der	Bulgare	Bulgaren	Bulgarian	-	weak
17022	die	Bulimie	—	bulimia	-	-
17023	das	Bundesarchiv	Bundesarchive	Federal Archives	-	-
17024	die	Bundesjugendspiele	Bundesjugendspiele	Federal Youth Games	-	-
17025	der	Bundesnachrichtendienst	—	Federal Intelligence Service	-	-
17026	der	Bundesratspräsident	Bundesratspräsidenten	President of the Federal Council	-	weak
17027	der	Bundestagswahlkampf	Bundestagswahlkämpfe	Bundestag election campaign	-	-
17028	der	Bundeswahlleiter	Bundeswahlleiter	Federal Returning Officer	-	-
17029	der	Busen	Busen	bosom/breast/cleavage	-	-
17030	der	Bußgeldkatalog	Bußgeldkataloge	catalogue of fines/list of fines	-	-
