rank	word	english	cefr	flags
4201	nebenamtlich	part-time/secondary	-	-
4202	neutestamentlich	New Testament	-	-
4203	niedersorbisch	Lower Sorbian	-	-
4204	nordkoreanisch	North Korean	-	-
4205	nordwestdeutsch	northwest German	-	-
4206	obskur	dubious/obscure	-	-
4207	ohnmächtig	powerless/unconscious	-	-
4208	organisational	organisational	-	-
4209	parat	prepared/ready	C1	-
4210	passwortgeschützt	password-protected	-	-
4211	perfide	perfidious	-	-
4212	perioperativ	perioperative	-	-
4213	poppig	poppy/colourful	-	-
4214	profan	carnal/mundane/profane	C1	-
4215	quietschend	squeaky	-	-
4216	randlos	rimless/without borders	-	-
4217	realitätsgetreu	true to reality	-	-
4218	regelbar	adjustable	-	-
4219	resigniert	resigned	C1	-
4220	rotbraun	russet	-	-
4221	russischsprachig	Russian-speaking	-	-
4222	schattenspendend	shade-providing	-	-
4223	schiitisch	Shiite	-	-
4224	schlammig	muddy	-	-
4225	schokoladig	chocolatey	-	-
4226	schulfrei	no school/school-free	-	-
4227	schwerelos	weightless	B2	-
4228	sechseckig	hexagonal	-	-
4229	spannungsgeladen	tension-filled/suspenseful	-	-
4230	spektroskopisch	spectroscopic	-	-
4231	spielbar	playable	-	-
4232	spießig	bourgeois/square	-	-
4233	stählern	steel	-	-
4234	stufenweise	stepwise/gradually	-	-
4235	südeuropäisch	South European	-	-
4236	südostasiatisch	Southeast Asian	-	-
4237	tätlich	violent	-	-
4238	tektonisch	tectonic	-	-
4239	tiefblau	deep blue	-	-
4240	tiefenpsychologisch	depth-psychological	-	-
4241	topologisch	topologic/topological/topologically	-	-
4242	torlos	goalless/scoreless	-	-
4243	trotzig	bold/contrary/defiant	-	-
4244	trügerisch	deceptive/misleading	-	-
4245	überglücklich	overhappy/overjoyed	-	-
4246	überschuldet	heavily indebted/overindebted	-	-
4247	übertariflich	above the collective wage agreement	-	-
4248	umjubelt	celebrated	-	-
4249	unabsichtlich	involuntary/unintentional/unwitting	-	-
4250	unangetastet	untouched	-	-
4251	unbändig	boisterous/unrestrained	C1	-
4252	unbarmherzig	merciless/relentless/ruthless	-	-
4253	unbesorgt	unconcerned	-	-
4254	undeutlich	hazy/indistinct/vague	-	-
4255	uneigennützig	selfless	-	-
4256	unerreicht	unequaled/unequalled/unrivaled	-	-
4257	unerschrocken	intrepid	-	-
4258	unerschwinglich	exorbitant/prohibitive	-	-
4259	unhandlich	unwieldy	C1	-
4260	unlimitiert	unlimited	-	-
4261	unmerklich	imperceptible	-	-
4262	unsachlich	uncalled-for/unobjective/without objectivity	-	-
4263	unspektakulär	unspectacular	-	-
4264	untätig	idle	-	-
4265	unversorgt	unprovided/unmanaged	-	-
4266	unvollendet	unfinished	-	-
4267	unvorteilhaft	unflattering/disadvantageous	-	-
4268	unwahr	untrue	-	-
4269	vaginal	vaginal	-	-
4270	venezolanisch	Venezuelan	-	-
4271	verfeindet	hostile/at odds	-	-
4272	vergänglich	temporary/transient	-	-
4273	vergriffen	out of print/out of stock/sold out	-	-
4274	verheißungsvoll	auspiciously/promising	-	-
4275	verklebt	stuck/glued	-	-
4276	vernichtend	devastating	-	-
4277	verschiebbar	movable/shiftable	-	-
4278	verschlissen	worn/worn out	-	-
4279	verschwenderisch	lavish/prodigal/wasteful	-	-
4280	viktorianisch	Victorian	-	-
4281	vollelektrisch	all-electric	-	-
4282	vortrefflich	excellent	-	-
4283	wacklig	wobbly/shaky	B2	-
4284	wellig	wavy	-	-
4285	wendisch	Wendish/Sorbian	-	-
4286	werbefinanziert	financed by advertising	-	-
4287	wertlos	worthless	B1	-
4288	wetterbedingt	conditioned by air	-	-
4289	widerruflich	revocable	-	-
4290	widerwillig	grudging/loth/reluctant	-	-
4291	wirtschaftsnah	near/close to economics	-	-
4292	wissenschaftspolitisch	science-policy	-	-
4293	wohlbehalten	safe and sound	-	-
4294	zeitgerecht	in time/modern/punctual	-	-
4295	zeithistorisch	contemporary-historical	-	-
4296	zollrechtlich	customs-law	-	-
4297	zuckerhaltig	saccharated	-	-
4298	zweigleisig	twin-track/dual-track	-	-
4299	abbildbar	mappable/representable	-	-
4300	abendfüllend	all-night/full-length	-	-
4301	abgehoben	aloof/withdrawn	C1	-
4302	abspielbar	playable	-	-
4303	abstrus	abstruse	-	-
4304	abwertend	depreciative/derogatory/dismissive	-	-
4305	altbacken	dowdy/stale	-	-
4306	angehörig	belonging to/member of	-	-
4307	antifaschistisch	antifascist	-	-
4308	antiviral	antiviral	-	-
4309	apothekenpflichtig	available only from pharmacies/pharmacy-only	-	-
4310	arbeitsfrei	free of business	B2	-
4311	artig	attentive/well-behaved	-	-
4312	aseptisch	aseptic	-	-
4313	athletisch	athletic	-	-
4314	auferstanden	resurrected	-	-
4315	aufmüpfig	rebellious	-	-
4316	ausklappbar	foldable/folding	-	-
4317	ausweglos	hopeless	-	-
4318	autobiographisch	autobiographical	-	-
4319	bedeutungsvoll	significant	-	-
4320	begeisterungsfähig	enthusiastic	-	-
4321	beleidigt	huffy/in a huff/offended	-	-
4322	betont	accentuated/emphasised	A1	-
4323	bevölkerungsreich	populous	-	-
4324	bleiern	leaden	-	-
4325	börsengehandelt	exchange-traded	-	-
4326	bosnisch	Bosnian	-	-
4327	bräunlich	brownish	-	-
4328	breitbandig	broadband	-	-
4329	dialektisch	dialectical	-	-
4330	dickflüssig	viscous	-	-
4331	dinglich	material/in rem	-	-
4332	diskursiv	discursive	-	-
4333	disziplinarisch	disciplinary	-	-
4334	dunkelhäutig	dark-skinned/swart/swarthy	-	-
4335	durchgeknallt	cuckoo/loopy/madcap	-	-
4336	ehrenwert	reputable	-	-
4337	eidgenössisch	federal	-	-
4338	einsichtig	insightful/sensible/understandable	-	-
4339	ekelhaft	disgustful/disgusting/feculent	-	-
4340	elektroakustisch	electro-acoustic	-	-
4341	empfindsam	compassionate/sensitive/susceptible	-	-
4342	enzymatisch	enzymatic/enzymic	-	-
4343	erschaffen	created	-	-
4344	eucharistisch	Eucharistic	-	-
4345	exorbitant	exorbitant	-	-
4346	fade	flavourless/insipid	-	-
4347	famos	capital/splendid	-	-
4348	feststellbar	ascertainable	-	-
4349	festverzinslich	fixed-interest	-	-
4350	finanzierbar	financeable	C1	-
4351	floristisch	floral/floristic	-	-
4352	fokal	focal	-	-
4353	formschön	shapely	-	-
4354	frauenfeindlich	misogynic/misogynistic/misogynous	-	-
4355	frühneuzeitlich	early-modern	-	-
4356	fühlbar	noticeable/palpable/perceptible	-	-
4357	füllig	plump	B2	-
4358	fünfteilig	five-part/five-piece/pentamerous	-	-
4359	galant	gallant	-	-
4360	geartet	natured	-	-
4361	geborgen	safe/secure	-	-
4362	gebrauchsfertig	ready to use	-	-
4363	gefleckt	mottle-coloured/mottled	C1	-
4364	gegenständig	opposite (botany)	-	-
4365	gelangweilt	bored	C1	-
4366	genehm	acceptable/agreeable/appropriate	-	-
4367	generativ	generative	-	-
4368	genital	genital	-	-
4369	genuin	genuine/innate	-	-
4370	genussreich	rich in gender	-	-
4371	geodätisch	geodesic/geodesical/geodetic	-	-
4372	gepunktet	dotted/spotted	-	-
4373	gerundet	round	-	-
4374	geschlechtsneutral	gender-neutral/unisex	-	-
4375	gesellschaftsrechtlich	corporate law	-	-
