rank	article	word	plural	english	cefr	flags
1370	das	Kinderzimmer	Kinderzimmer	children's room/nursery	A1	-
3484	die	Kriminalität	—	crime/criminality	A2	-
3485	die	Lebensversicherung	Lebensversicherungen	life assurance/life insurance	-	-
3486	der	Mausklick	Mausklicks	mouse click/point-and-click	-	-
3487	die	Nationalmannschaft	Nationalmannschaften	national team	B2	-
3488	die	Neuauflage	Neuauflagen	reprint	-	-
3489	die	Ökologie	—	ecology	-	-
3490	der	Radler	Radler	cyclist/shandy	-	-
3491	die	Rückgabe	Rückgaben	return	-	-
3492	die	Schraube	Schrauben	bolt/propeller/screw	-	-
3493	das	Skript	Skripte	script	-	-
3494	die	Sozialwissenschaft	Sozialwissenschaften	social science	B2	-
3495	der	Spot	Spots	spot/spotlight	B1	-
3879	die	Synergie	Synergien	synergy	-	-
3497	der	Takt	Takte	beat/measure	B2	-
3498	der	Tank	Tanks	tank	C1	-
3499	die	Verbundenheit	Verbundenheiten	affiliation/connection	C1	-
3500	die	Vermutung	Vermutungen	assumption/conjecture/guess	A2	-
4006	die	Vorhersage	Vorhersagen	prediction	-	-
4033	der	Würfel	Würfel	cube/dice/die	-	-
4074	die	Auslieferung	Auslieferungen	delivery/extradition	-	-
1371	der	Automat	Automaten	automaton/vending machine	A1	weak
4090	das	Baden	—	bathing/dipping	-	-
3506	der	Bestseller	Bestseller	best seller/bestseller	C1	-
4107	der	Client	Clients	client	-	-
3508	das	Curriculum	Curricula	curriculum/CV	C1	-
4120	das	Dezernat	Dezernate	department	-	-
3510	das	Drehbuch	Drehbücher	script	B2	-
4189	das	Echo	Echos	echo	-	-
4200	der	Familienangehörige	Familienangehörigen	family member/member of the family	-	adjNoun
3513	das	Grab	Gräber	grave	B2	-
1373	der	Handschuh	Handschuhe	glove	A1	-
3515	die	Hauptschule	Hauptschulen	secondary modern school	A2	-
4252	die	Klassik	—	classical music	-	-
3517	die	Komödie	Komödien	comedy	A2	-
3518	die	Konjunktur	Konjunkturen	boom/economic situation	C1	-
4277	die	Ladung	Ladungen	cargo/charge/freight	-	-
3520	die	Langeweile	—	boredom	B1	-
4284	die	Logik	Logiken	logic	-	-
4341	das	Nahrungsergänzungsmittel	Nahrungsergänzungsmittel	dietary supplement	-	-
4387	die	Neugestaltung	Neugestaltungen	redesign/redevelopment/remake	-	-
4400	das	Plenum	Plenen	plenum	-	-
4409	die	Provision	Provisionen	commission	-	-
4416	der	Rektor	Rektoren	principal/rector	-	-
3527	die	Renaissance	Renaissancen	Renaissance/renaissance	C1	-
1374	die	Sahne	—	cream/whipped cream	A1	-
4467	das	Schlagwort	Schlagwörter	buzzword/catchword/slogan	-	-
4482	die	Soziologie	Soziologien	sociology	-	-
