rank	article	word	plural	english	cefr	flags
16281	der	Kümmerer	Kümmerer	carer/person who looks after things	-	-
16282	die	Kundendatenbank	Kundendatenbanken	customer database	-	-
16283	der	Kunstdünger	Kunstdünger	chemical fertiliser/chemical fertilizer	-	-
16284	die	Kunstlehrerin	Kunstlehrerinnen	art teacher (female)	-	-
16285	der	Kunstliebhaber	Kunstliebhaber	art enthusiast	-	-
16286	der	Kunstrasen	Kunstrasen	artificial turf/astroturf	-	-
16287	die	Kunstwissenschaft	Kunstwissenschaften	art history/science of art/theory of art	-	-
16288	der	Kurgast	Kurgäste	spa guest	-	-
16289	der	Kurier	Kuriere	courier	-	-
16290	die	Kurzreise	Kurzreisen	short trip	-	-
16291	der	Küstenabschnitt	Küstenabschnitte	coastal section/stretch of coast	-	-
16292	das	Lachgas	—	laughing gas	-	-
16293	die	Landeswahlleiterin	Landeswahlleiterinnen	state election commissioner (female)	-	-
16294	das	Landgut	Landgüter	country estate	-	-
16295	der	Landsitz	Landsitze	country estate/country residence	-	-
16296	das	Langhaus	Langhäuser	longhouse	-	-
16297	das	Latinum	—	Latinum (Latin proficiency certificate)	-	-
16298	der	Laubfrosch	Laubfrösche	tree frog	-	-
16299	der	Lausitzer	Lausitzer	person from Lusatia	-	-
16300	die	Lebenslust	—	joie de vivre/zest for life	-	-
16301	der	Lebenstag	Lebenstage	day of life	-	-
16302	der	Lehrstoff	Lehrstoffe	subject matter/course material	-	-
16303	die	Lehrzeit	Lehrzeiten	apprenticeship	-	-
16304	der	Leidensdruck	—	level of suffering	-	-
16305	das	Leihfahrrad	Leihfahrräder	rental bike	-	-
16306	die	Leihmutter	Leihmütter	surrogate mother	-	-
16307	die	Leitkultur	Leitkulturen	(pre)dominant culture	-	-
7661	die	Lernphase	Lernphasen	learning phase	B2	-
16309	das	Lesebuch	Lesebücher	primer/reader/reading book	-	-
16310	der	Leverkusener	Leverkusener	person from Leverkusen	-	-
8829	die	Liberalisierung	Liberalisierungen	liberalisation	C1	-
16312	das	Lichtermeer	Lichtermeere	sea of light	-	-
16313	die	Lichtstärke	Lichtstärken	luminous intensity	-	-
16314	der	Lieblingssong	Lieblingssongs	favourite song	-	-
16315	das	Lieblingsthema	Lieblingsthemen	favourite topic	-	-
16316	der	Limettensaft	Limettensäfte	lime juice	-	-
16317	die	Limitierung	Limitierungen	limitation	-	-
16318	der	Literaturkritiker	Literaturkritiker	literary critic	-	-
16319	die	Loggia	Loggien	loggia	-	-
16320	das	Lösungswort	Lösungswörter	solution word	-	-
16321	die	Lotion	Lotionen	lotion	-	-
16322	die	Luftbrücke	Luftbrücken	airlift	-	-
16323	die	Luftfahrtindustrie	Luftfahrtindustrien	aviation industry	-	-
16324	die	Luftfracht	Luftfrachten	air cargo	-	-
16325	die	Luftmatratze	Luftmatratzen	air bed/air mattress/inflatable mattress	-	-
16326	die	Luftnot	—	shortness of breath/respiratory distress	-	-
16327	der	Luftweg	Luftwege	air route/airway	-	-
16328	die	Luftzirkulation	Luftzirkulationen	air circulation	-	-
16329	der	Luftzug	Luftzüge	draft/draught	-	-
16330	das	Lux	Lux	lux	-	-
16331	das	Maar	Maare	crater cavity/maar	-	-
16332	die	Machart	Macharten	design/style	-	-
16333	die	Macherin	Macherinnen	doer/maker (female)	-	-
16334	die	Machtergreifung	Machtergreifungen	seizure of power	-	-
16335	die	Mädchenschule	Mädchenschulen	girls’ school	-	-
16336	die	Made	Maden	maggot	-	-
16337	das	Magenbeschwerden	Magenbeschwerden	stomach complaints	-	-
16338	der	Magenkrebs	Magenkrebse	stomach cancer	-	-
16339	die	Magisterarbeit	Magisterarbeiten	master's thesis	-	-
16340	die	Mahngebühr	Mahngebühren	reminder fee/late fee	-	-
16341	die	Mammografie	Mammografien	mammography	-	-
16342	der	Mandarin	Mandarine	mandarin	-	-
8830	die	Mango	Mangos	mango/mango tree	C1	-
16344	der	Männerchor	Männerchöre	men's choir	-	-
16345	das	Mantra	Mantras	mantra/mantram	-	-
16346	die	Mär	Mären	story/tale/tall story	-	-
16347	der	Marathonlauf	Marathonläufe	marathon	-	-
16348	die	Marktkirche	Marktkirchen	market church	-	-
16349	der	Markttag	Markttage	market day	-	-
16350	der	Maschinenbauingenieur	Maschinenbauingenieure	mechanical engineer	-	-
16351	die	Maßeinheit	Maßeinheiten	scale unit/unit of measure/unit of measurement	-	-
16352	der	Mathematiklehrer	Mathematiklehrer	teacher of mathematics	-	-
16353	der	Mäzen	Mäzene	patron	-	-
16354	der	Mediaplayer	Mediaplayer	media player	-	-
16355	die	Medienkunst	—	media art	-	-
7662	das	Meerestier	Meerestiere	marine animal	B2	-
16357	der	Mehrzweckraum	Mehrzweckräume	multi-purpose room	-	-
16358	der	Meisterkoch	Meisterköche	master chef	-	-
16359	das	Meme	Memes	meme	-	-
16360	die	Menschenmasse	Menschenmassen	crowd	-	-
16361	der	Menschenrechtler	Menschenrechtler	human rights activist	-	-
16362	der	Messbecher	Messbecher	measuring cup/measuring jug	-	-
16363	der	Messebesuch	Messebesuche	trade fair visit	-	-
16364	der	Mikronährstoff	Mikronährstoffe	micronutrient	-	-
16365	das	Mikrophon	Mikrophone	microphone	-	-
16366	die	Milchsäure	Milchsäuren	lactic acid	-	-
7663	die	Militarisierung	Militarisierungen	militarisation	B2	-
16368	die	Militärregierung	Militärregierungen	military government	-	-
16369	das	Millionenpublikum	—	audience of millions	-	-
16370	das	Mineralöl	Mineralöle	mineral oil	-	-
16371	die	Mitstreiterin	Mitstreiterinnen	fellow campaigner/ally	-	-
7664	der	Mittagsschlaf	—	afternoon nap/siesta	B2	-
16373	die	Mittelmeerinsel	Mittelmeerinseln	Mediterranean island	-	-
1767	die	Modedesignerin	Modedesignerinnen	fashion designer (female)	A1	-
3228	die	Modelleisenbahn	Modelleisenbahnen	model railway	B1	-
16376	der	Modetrend	Modetrends	fashion trend	-	-
16377	die	Modifizierung	Modifizierungen	modification	-	-
16378	die	Mogelpackung	Mogelpackungen	deceptive packaging	-	-
16379	der	Mohn	Mohne	poppy/poppy seed	-	-
16380	die	Mole	Molen	mole	-	-
