rank	article	word	plural	english	cefr	flags
21182	der	Schweinebraten	Schweinebraten	roast pork	-	-
21183	die	Schwerstarbeit	Schwerstarbeiten	hard labor	-	-
21184	der	Schwund	—	attrition/fading/loss	-	-
21185	der	Schwur	Schwüre	oath	-	-
21186	der	Sechstklässler	Sechstklässler	sixth-grader/year-six pupil	-	-
21187	die	Seebestattung	Seebestattungen	burial at sea	-	-
21188	der	Seefisch	Seefische	sea fish	-	-
21189	die	Seeschifffahrt	—	maritime shipping/seagoing shipping	-	-
21190	der	Seeweg	Seewege	sea route	-	-
3729	die	Seglerin	Seglerinnen	sailor	A2	-
21192	der	Sehnsuchtsort	Sehnsuchtsorte	place of longing/dream destination	-	-
21193	der	Sehtest	Sehtests	eye test/visual test	-	-
21194	der	Seifenspender	Seifenspender	soap dispenser	-	-
21195	die	Sektorengrenze	Sektorengrenzen	sector border	-	-
21196	der	Sekundenschlaf	—	microsleep	-	-
21197	die	Selbstachtung	—	self-respect	-	-
21198	die	Selbstbehauptung	Selbstbehauptungen	self assertion	-	-
21199	die	Selbstheilungskraft	Selbstheilungskräfte	self-healing power	-	-
21200	die	Selbstironie	—	self-irony/self-mockery	-	-
21201	die	Selbstkritik	Selbstkritiken	auto-critique/self-criticism	-	-
21202	die	Selbstliebe	—	self-love	-	-
21203	die	Selbstüberschätzung	Selbstüberschätzungen	hubris/hybris/overconfidence	-	-
21204	die	Seminarschule	Seminarschulen	seminar school	-	-
21205	der	Semmelbrösel	Semmelbrösel	breadcrumb	-	-
21206	der	Sendersuchlauf	Sendersuchläufe	channel scan	-	-
21207	die	Sequenzierung	Sequenzierungen	sequencing	-	-
21208	der	Serienkiller	Serienkiller	serial killer	-	-
21209	der	Serientäter	Serientäter	serial offender	-	-
21210	die	Serpentine	Serpentinen	switchback	-	-
4234	der	Sessellift	Sessellifte	chairlift	B2	-
21212	die	Sexualerziehung	—	sex education	-	-
21213	die	Sichel	Sicheln	crescent/sickle	-	-
21214	die	Sicherungsverwahrung	Sicherungsverwahrungen	preventive detention	-	-
21215	die	Sichtachse	Sichtachsen	sightline	-	-
21216	der	Siegtreffer	Siegtreffer	winning goal	-	-
21217	der	Silberschmuck	Silberschmucke	silver jewellery	-	-
21218	der	Silo	Silos	silo	-	-
21219	das	Silvesterfeuerwerk	Silvesterfeuerwerke	New Year's Eve fireworks	-	-
21220	das	Singspiel	Singspiele	singspiel	-	-
21221	der	Sinkflug	Sinkflüge	descent	-	-
21222	die	Sinusitis	Sinusitiden	sinusitis	-	-
21223	das	Sitzungsprotokoll	Sitzungsprotokolle	meeting minutes	-	-
21224	der	Sitzungstermin	Sitzungstermine	meeting date	-	-
21225	das	Sitzungszimmer	Sitzungszimmer	meeting room	-	-
21226	der	Skandinavier	Skandinavier	Scandinavian	-	-
21227	die	Skihalle	Skihallen	indoor ski centre/ski hall	-	-
21228	der	Skisport	Skisporte	skiing	-	-
21229	der	Skiverband	Skiverbände	ski association	-	-
21230	der	Smog	Smogs	smog	-	-
21231	das	Soloalbum	Soloalben	solo album	-	-
21232	die	Sommerfrische	Sommerfrischen	summer resort	-	-
21233	der	Sommernachtstraum	Sommernachtsträume	A Midsummer Night's Dream	-	-
21234	der	Sonderdruck	Sonderdrucke	offprint	-	-
21235	das	Sondereigentum	Sondereigentume	special ownership	-	-
21236	der	Sonderermittler	Sonderermittler	special investigator	-	-
