rank	article	word	plural	english	cefr	flags
701	der	Kommentar	Kommentare	comment	A1	-
702	die	Info	Infos	info	A2	-
703	das	Tor	Tore	goal/gate	A2	-
704	die	Innenstadt	Innenstädte	city centre/downtown	A2	-
2361	der	Kursus	Kurse	course	-	-
706	das	Fahrrad	Fahrräder	bicycle	A1	-
2364	der	Grüne	Grünen	Green (party member)	-	adjNoun
708	das	Baby	Babys	baby/infant	A1	-
709	das	Drittel	Drittel	third	A1	-
710	die	Gründung	Gründungen	founding/establishment	B2	-
711	das	Rathaus	Rathäuser	town hall/city hall	A1	-
712	der	Zuschauer	Zuschauer	spectator/viewer	A1	-
713	die	Beschwerde	Beschwerden	complaint	C1	-
714	die	Auszeichnung	Auszeichnungen	award/distinction	C1	-
715	die	Bestimmung	Bestimmungen	regulation/purpose	C1	-
716	das	Training	Trainings	training	A1	-
717	die	Übung	Übungen	exercise/practice	A1	-
718	der	Auszubildende	Auszubildenden	apprentice/trainee	A2	adjNoun
719	der	Senior	Senioren	senior citizen	A2	-
720	die	Tür	Türen	door	A1	-
721	der	Kaffee	Kaffees	coffee	A1	-
2366	der	Stadtteil	Stadtteile	district/neighbourhood	-	-
723	die	Kritik	Kritiken	criticism/critique	B1	-
724	die	Vorlage	Vorlagen	template	C1	-
725	die	Begegnung	Begegnungen	encounter/meeting	B2	-
726	die	Freiheit	Freiheiten	freedom/liberty	A2	-
727	das	Frühjahr	Frühjahre	spring	A1	-
728	die	Gemeinschaft	Gemeinschaften	community	B1	-
729	das	Grundstück	Grundstücke	property/plot	B1	-
2374	der	Interessierte	Interessierten	interested person	-	adjNoun
731	der	Kampf	Kämpfe	fight/battle	B1	-
732	die	Präsentation	Präsentationen	presentation	A1	-
733	das	Gelände	Gelände	terrain/grounds	B2	-
734	der	Beschluss	Beschlüsse	decision/resolution	C1	-
2377	die	Falle	Fallen	trap	-	-
736	der	Versuch	Versuche	attempt/experiment	B1	-
737	der	Vordergrund	Vordergründe	foreground	A2	-
738	das	Dorf	Dörfer	village	A1	-
2383	der	Fächer	Fächer	fan	-	-
740	die	Geburt	Geburten	birth	A2	-
741	die	Quelle	Quellen	source/spring	C1	-
742	der	Sieg	Siege	victory	B1	-
2396	die	Veröffentlichung	Veröffentlichungen	publication	-	-
2400	das	Treffen	Treffen	encounter/meeting	-	-
745	der	Parkplatz	Parkplätze	parking lot/car park	A2	-
2404	das	Reisen	—	travelling	-	-
2405	das	Update	Updates	update	-	-
748	der	Klimawandel	—	climate change/global warming	B1	-
749	der	Effekt	Effekte	effect	B2	-
750	die	Steuer	Steuern	tax	A2	-
751	die	Broschüre	Broschüren	brochure	B1	-
752	die	Besonderheit	Besonderheiten	special feature	C1	-
753	der	Leser	Leser	reader	B1	-
754	der	Verlust	Verluste	loss	B1	-
755	das	Format	Formate	format	B1	-
756	die	Post	—	mail/post office	A1	-
757	der	Unternehmer	Unternehmer	businessman/entrepreneur	B1	-
758	das	Gewicht	Gewichte	weight	A1	-
759	die	Herstellung	Herstellungen	production/manufacture	C1	-
760	das	Event	Events	event	A1	-
761	die	Kampagne	Kampagnen	campaign	B2	-
762	der	Strand	Strände	beach	A1	-
763	der	Nachweis	Nachweise	proof/certificate	C1	-
764	der	Betrag	Beträge	amount	A2	-
765	die	Konferenz	Konferenzen	conference	A2	-
766	der	Lebensraum	Lebensräume	habitat/living space	B2	-
767	die	Spur	Spuren	trace/track/lane	B1	-
768	der	Norden	—	north	A1	-
769	die	Erklärung	Erklärungen	explanation	B1	-
770	das	Niveau	Niveaus	level	C1	-
771	die	Auskunft	Auskünfte	information	A1	-
2418	die	Kommission	Kommissionen	commission/committee	-	-
773	der	Tarif	Tarife	rate/tariff	A2	-
774	die	Homepage	Homepages	homepage	A1	-
775	der	Neubau	Neubauten	new building	C1	-
776	der	Wechsel	Wechsel	change	B2	-
777	die	Karriere	Karrieren	career	A1	-
778	die	Zahlung	Zahlungen	payment	B1	-
779	die	Verordnung	Verordnungen	regulation/ordinance	C1	-
780	der	Bestand	Bestände	stock/inventory	C1	-
2443	das	Wachstum	—	growth	-	-
782	der	Bundestag	Bundestage	Bundestag	B1	-
783	die	Erstellung	Erstellungen	creation	B2	-
784	das	Formular	Formulare	form	A1	-
785	das	Geschenk	Geschenke	gift/present	A1	-
786	die	Nachhaltigkeit	—	sustainability	B2	-
787	der	Fahrer	Fahrer	driver	A1	-
788	der	Trainer	Trainer	coach	A2	-
789	das	Profil	Profile	profile	A1	-
2455	der	Klimaschutz	—	climate change mitigation	-	-
2458	der	Dritte	Dritten	third party/third person	-	adjNoun
792	der	Fachbereich	Fachbereiche	department/faculty	C1	-
793	die	Medizin	—	medicine	A2	-
794	das	Bett	Betten	bed	A1	-
795	der	Konflikt	Konflikte	clash/conflict	B1	-
796	die	Mehrheit	Mehrheiten	majority	B1	-
797	die	Note	Noten	grade/mark	A2	-
798	das	Dach	Dächer	roof	A2	-
799	die	Szene	Szenen	scene	A1	-
2459	die	Dokumentation	Dokumentationen	documentation	-	-
801	der	Entwurf	Entwürfe	draft/design	B2	-
802	der	Traum	Träume	dream	A1	-
2465	das	Vorfeld	Vorfelder	run-up/lead-up	-	-
2482	die	Auswertung	Auswertungen	evaluation/analysis	-	-
805	das	Konto	Konten	account	A1	-
806	das	Fach	Fächer	subject/compartment	A2	-
807	das	Haar	Haare	hair	A1	-
808	der	Nutzen	Nutzen	benefit/use	C1	-
809	die	Fakultät	Fakultäten	faculty	C1	-
810	das	Management	Managements	management	B2	-
811	die	Zeitschrift	Zeitschriften	journal/magazine	A1	-
812	die	Ordnung	Ordnungen	order	A1	-
813	der	Mieter	Mieter	tenant	A2	-
814	die	Erweiterung	Erweiterungen	expansion/extension	C1	-
815	das	Getränk	Getränke	drink/beverage	A1	-
5119	die	Komponente	Komponenten	component	-	-
3572	die	Informatik	—	computer science	A2	-
818	das	Klima	Klimas	climate	B1	-
819	das	Englisch	—	English	A2	-
820	die	Figur	Figuren	figure	A2	-
821	der	Geschmack	Geschmäcke	taste	B1	-
822	die	Umfrage	Umfragen	poll/survey	A2	-
823	die	Einladung	Einladungen	invitation	A1	-
824	der	Klick	Klicks	click	B1	-
